
[00:00:00.000 --> 00:00:03.160]  早安 大家聽到我說話嗎
[00:00:03.160 --> 00:00:04.760]  早安 大家好
[00:00:04.760 --> 00:00:07.480]  相信大家看到我今天一身打扮
[00:00:07.480 --> 00:00:09.640]  都知道我今天不是領導orship
[00:00:09.640 --> 00:00:11.440]  到底要做什麼呢
[00:00:11.440 --> 00:00:13.240]  就是廣告時間
[00:00:13.240 --> 00:00:14.400]  就像Pastor Evan所說
[00:00:14.400 --> 00:00:16.520]  10月29日重陽節
[00:00:16.520 --> 00:00:17.800]  公眾假期
[00:00:17.800 --> 00:00:19.600]  有什麼好做呢 一家大小
[00:00:19.600 --> 00:00:21.080]  看球賽
[00:00:21.080 --> 00:00:24.120]  好啊 有妹妹 這個是妹妹
[00:00:24.120 --> 00:00:26.360]  又可以給小朋友放電
[00:00:26.360 --> 00:00:29.080]  還有精彩的攤位遊戲
[00:00:29.080 --> 00:00:31.440]  大人又可以看緊張的賽事
[00:00:31.440 --> 00:00:35.440]  小朋友又可以做很多開心的事
[00:00:35.440 --> 00:00:36.760]  不同的攤位遊戲
[00:00:36.760 --> 00:00:39.480]  大人還可以跟弟兄姊妹一起聊天
[00:00:39.480 --> 00:00:40.400]  聊聊天
[00:00:40.400 --> 00:00:42.000]  這麼好玩的東西到底是什麼呢
[00:00:42.000 --> 00:00:44.000]  大家已經知道了 賣了關子
[00:00:44.000 --> 00:00:46.560]  就是Branches of Hope
[00:00:46.560 --> 00:00:49.160]  我們的Home and Away慈善足球賽
[00:00:49.160 --> 00:00:53.280]  上年我看到小朋友玩得超級開心
[00:00:53.280 --> 00:00:54.360]  他們有什麼呢
[00:00:54.360 --> 00:00:55.240]  又有小丑
[00:00:55.240 --> 00:00:56.960]  又有巨型的泡泡
[00:00:56.960 --> 00:00:58.320]  又有face painting
[00:00:58.320 --> 00:01:00.320]  還有最重要的是什麼呢
[00:01:00.320 --> 00:01:02.320]  有這個 先給大家看看
[00:01:02.320 --> 00:01:03.320]  有這個手繩
[00:01:03.320 --> 00:01:04.720]  這個是上年做的
[00:01:04.720 --> 00:01:06.320]  我女兒自己也有人做了一個
[00:01:06.320 --> 00:01:07.720]  我們做手繩
[00:01:07.720 --> 00:01:09.720]  我兩個女兒都玩得很開心
[00:01:09.720 --> 00:01:12.320]  主辦機構跟我們說
[00:01:12.320 --> 00:01:13.920]  今年比上年更厲害
[00:01:13.920 --> 00:01:17.120]  他說今年有二十多個各式各樣的攤位
[00:01:17.120 --> 00:01:19.120]  聽到馬上想去
[00:01:19.120 --> 00:01:20.320]  嘩嘩聲
[00:01:20.320 --> 00:01:22.320]  這是另一個妹妹
[00:01:22.320 --> 00:01:26.320]  簡直是放假有小朋友家庭的不二之選
[00:01:26.320 --> 00:01:28.320]  嘩嘩聲
[00:01:28.320 --> 00:01:29.320]  不過這樣
[00:01:29.320 --> 00:01:31.320]  足球賽始終是講足球
[00:01:31.320 --> 00:01:32.320]  很重要的
[00:01:32.320 --> 00:01:34.320]  我們元朗葡萄藤教會
[00:01:34.320 --> 00:01:37.320]  承繼我們上年驕人亮麗的成績
[00:01:37.320 --> 00:01:38.320]  嘩嘩聲
[00:01:38.320 --> 00:01:42.320]  今年再一次派出我們精英的足球隊
[00:01:42.320 --> 00:01:44.320]  向著標桿直跑
[00:01:44.320 --> 00:01:45.320]  嘩嘩聲
[00:01:45.320 --> 00:01:47.320]  上年我們進了半準決賽
[00:01:47.320 --> 00:01:49.320]  原因只有一個
[00:01:49.320 --> 00:01:51.320]  大家的目標都很清晰
[00:01:51.320 --> 00:01:53.320]  戰略也都很一致
[00:01:53.320 --> 00:01:54.320]  嘩嘩聲
[00:01:54.320 --> 00:01:56.320]  就是接到球後
[00:01:56.320 --> 00:01:58.320]  阿騰
[00:01:58.320 --> 00:02:01.320]  馬上給球給阿騰
[00:02:01.320 --> 00:02:03.320]  接著給球交給他
[00:02:03.320 --> 00:02:05.320]  他就搞定了
[00:02:05.320 --> 00:02:07.320]  不過聽說今年更加不得了
[00:02:07.320 --> 00:02:10.320]  因為阿騰扮了馬
[00:02:10.320 --> 00:02:14.320]  他找了一些上年跟他一起踢甲一的朋友
[00:02:14.320 --> 00:02:16.320]  參加我們的球隊
[00:02:16.320 --> 00:02:17.320]  外援
[00:02:17.320 --> 00:02:18.320]  真是不得了
[00:02:18.320 --> 00:02:21.320]  所以今年我們要將目標再提高
[00:02:21.320 --> 00:02:23.320]  不是進半準決賽
[00:02:23.320 --> 00:02:25.320]  而是要爭取獎牌
[00:02:25.320 --> 00:02:27.320]  嘩嘩聲
[00:02:27.320 --> 00:02:30.320]  不過獎牌還獎牌
[00:02:30.320 --> 00:02:33.320]  始終這麼大型的慈善足球賽
[00:02:33.320 --> 00:02:36.320]  最重要當然是為了慈善籌款
[00:02:36.320 --> 00:02:39.320]  所以主辦單位Branches of Hope
[00:02:39.320 --> 00:02:41.320]  我相信對大家一點都不陌生
[00:02:41.320 --> 00:02:42.320]  沒錯
[00:02:42.320 --> 00:02:45.320]  他就是我們葡萄臨教會所成立的一個慈善機構
[00:02:45.320 --> 00:02:48.320]  他大力關注一些關於難民
[00:02:48.320 --> 00:02:52.320]  和正在尋求庇護的人的議題
[00:02:52.320 --> 00:02:58.320]  致力幫助一些在香港經過人口繁榮的倖存者
[00:02:58.320 --> 00:03:02.320]  同時間為香港這些邊緣和弱勢社群
[00:03:02.320 --> 00:03:06.320]  帶來希望公義和改變
[00:03:06.320 --> 00:03:08.320]  說了這麼久
[00:03:08.320 --> 00:03:10.320]  作為弟兄姊妹的我們
[00:03:10.320 --> 00:03:13.320]  到底可以怎樣參加這個這麼有意義的活動呢
[00:03:13.320 --> 00:03:14.320]  方法有兩個
[00:03:14.320 --> 00:03:15.320]  第一
[00:03:15.320 --> 00:03:17.320]  嘩
[00:03:17.320 --> 00:03:20.320]  第一個當然就是透過你們的捐款
[00:03:20.320 --> 00:03:23.320]  去支持Branches of Hope的工作
[00:03:23.320 --> 00:03:25.320]  先不要打擾QR Code
[00:03:25.320 --> 00:03:27.320]  這個很重要
[00:03:27.320 --> 00:03:29.320]  這個螢幕上的QR Code
[00:03:29.320 --> 00:03:31.320]  大家可以拿起手機去掃一掃
[00:03:31.320 --> 00:03:32.320]  那是什麼呢
[00:03:32.320 --> 00:03:33.320]  你掃完之後
[00:03:33.320 --> 00:03:36.320]  他就會去到我們球隊今年的主頁
[00:03:36.320 --> 00:03:39.320]  裡面就會有一系列的步驟
[00:03:39.320 --> 00:03:42.320]  教你怎樣去捐款
[00:03:42.320 --> 00:03:46.320]  所以歡迎大家去做你有感動的一個捐款
[00:03:46.320 --> 00:03:48.320]  順便一提
[00:03:48.320 --> 00:03:52.320]  這個捐款因為他們是一個香港註冊的慈善機構
[00:03:52.320 --> 00:03:55.320]  所以如果任何捐款多於港幣一百元的話
[00:03:55.320 --> 00:03:56.320]  都是可以退稅的
[00:03:56.320 --> 00:03:57.320]  一舉兩得
[00:03:57.320 --> 00:04:00.320]  希望大家都可以大力的支持
[00:04:00.320 --> 00:04:02.320]  除了捐款之外
[00:04:02.320 --> 00:04:03.320]  第二
[00:04:03.320 --> 00:04:05.320]  當然去支持這個活動的方法
[00:04:05.320 --> 00:04:07.320]  最重要就是在10月29日
[00:04:07.320 --> 00:04:08.320]  是10月29日
[00:04:08.320 --> 00:04:11.320]  去到九龍京士柏山的球場
[00:04:11.320 --> 00:04:13.320]  親身去體驗這個活動
[00:04:13.320 --> 00:04:16.320]  我們作為今年的隊長
[00:04:16.320 --> 00:04:18.320]  雖然我沒有美師的腳法
[00:04:18.320 --> 00:04:20.320]  雖然我沒有思浪的速度
[00:04:20.320 --> 00:04:22.320]  但為什麼我是隊長呢
[00:04:22.320 --> 00:04:25.320]  因為我有全隊最雄厚的聲線
[00:04:25.320 --> 00:04:27.320]  所以也想邀請大家
[00:04:27.320 --> 00:04:30.320]  在10月29日重陽節公眾假期
[00:04:30.320 --> 00:04:31.320]  去跟我一起
[00:04:31.320 --> 00:04:33.320]  用你們最大的歡呼聲
[00:04:33.320 --> 00:04:36.320]  為我們元朗葡萄藤教會的足球隊打氣
[00:04:36.320 --> 00:04:39.320]  支持今年Home and Away慈善足球賽
[00:04:39.320 --> 00:04:40.320]  2025
[00:04:40.320 --> 00:04:41.320]  多謝大家
[00:04:44.320 --> 00:04:46.320]  多謝Enon
[00:04:46.320 --> 00:04:47.320]  不用我叫
[00:04:47.320 --> 00:04:49.320]  大家都已經給了很熱烈的掌聲Enon
[00:04:49.320 --> 00:04:50.320]  記得了
[00:04:50.320 --> 00:04:52.320]  今年我們這個宣傳
[00:04:52.320 --> 00:04:54.320]  真的很強
[00:04:54.320 --> 00:04:57.320]  所以也很希望大家可以參與
[00:04:57.320 --> 00:04:58.320]  剛才上一張相
[00:04:58.320 --> 00:05:01.320]  就是上年我們一班弟兄姊妹
[00:05:01.320 --> 00:05:03.320]  來到我們當中一起去打氣
[00:05:03.320 --> 00:05:04.320]  一起去參與
[00:05:04.320 --> 00:05:05.320]  是一個很開心的事
[00:05:05.320 --> 00:05:06.320]  好,29日見到大家
[00:05:06.320 --> 00:05:09.320]  延續我們的崇拜
[00:05:09.320 --> 00:05:12.320]  也延續我們的敬拜
[00:05:12.320 --> 00:05:14.320]  奉獻是我們敬拜的一部分
[00:05:14.320 --> 00:05:16.320]  當然這個donation還donation
[00:05:16.320 --> 00:05:17.320]  奉獻是我們
[00:05:17.320 --> 00:05:20.320]  當我們視教會是我們屬靈的家的時候
[00:05:20.320 --> 00:05:23.320]  都是我們鼓勵大家可以參與
[00:05:23.320 --> 00:05:24.320]  如果你還不肯定
[00:05:24.320 --> 00:05:26.320]  這是不是你的home church
[00:05:26.320 --> 00:05:29.320]  或者還不肯定奉獻是什麼
[00:05:29.320 --> 00:05:31.320]  你可以將筒子傳過就可以了
[00:05:31.320 --> 00:05:33.320]  奉獻是我們可以繼續去
[00:05:33.320 --> 00:05:34.320]  除了聲線
[00:05:34.320 --> 00:05:37.320]  我們可以用金錢
[00:05:37.320 --> 00:05:39.320]  我們的技能
[00:05:39.320 --> 00:05:40.320]  我們的恩賜
[00:05:40.320 --> 00:05:41.320]  去做奉獻
[00:05:41.320 --> 00:05:44.320]  奉獻好像我們經文裡面
[00:05:44.320 --> 00:05:45.320]  這裡有一段經文所說
[00:05:45.320 --> 00:05:47.320]  我們是隨本心所確定
[00:05:47.320 --> 00:05:50.320]  這個本心是聖靈給我們的
[00:05:50.320 --> 00:05:51.320]  是上帝叫我們的心
[00:05:51.320 --> 00:05:53.320]  不是有什麼作難
[00:05:53.320 --> 00:05:56.320]  而是我們能夠願意去回應
[00:05:56.320 --> 00:05:58.320]  當我們奉獻去
[00:05:58.320 --> 00:06:00.320]  一起去收集之後
[00:06:00.320 --> 00:06:02.320]  我們是會完全地
[00:06:02.320 --> 00:06:04.320]  當然不是說完全入戶口
[00:06:04.320 --> 00:06:07.320]  而是完全地將它交上給上帝
[00:06:07.320 --> 00:06:10.320]  所以當我們connect完
[00:06:10.320 --> 00:06:11.320]  我們的奉獻之後
[00:06:11.320 --> 00:06:13.320]  我們會一起有個祈禱
[00:06:13.320 --> 00:06:15.320]  然後會將我們的獻金
[00:06:15.320 --> 00:06:16.320]  一起貢獻給上帝
[00:06:16.320 --> 00:06:18.320]  讓上帝去使用
[00:06:18.320 --> 00:06:20.320]  我們一起祈禱
[00:06:20.320 --> 00:06:21.320]  天父我們多謝你
[00:06:21.320 --> 00:06:25.320]  讓我們能夠有一個奉獻的能力
[00:06:25.320 --> 00:06:29.320]  你說不是著重金錢的多與少
[00:06:29.320 --> 00:06:31.320]  是著重我們的心
[00:06:31.320 --> 00:06:33.320]  怎樣願意去回應
