
[00:00:00.000 --> 00:00:04.200]  我今天很興奮,因為今天是Vision Sunday
[00:00:04.200 --> 00:00:08.000]  (陳志全)因為今天是異象主日,我很興奮可以跟大家一起
[00:00:08.000 --> 00:00:17.000]  (陳志全)如果大家不太認識異象主日,異象主日是葡萄藤教會的傳統
[00:00:17.000 --> 00:00:29.000]  (陳志全)每一年,教會的領袖會和大家分享神放在我們心中的慰問教會的訊息
[00:00:29.000 --> 00:00:37.000]  (陳志全)在2022年,我和Ivan教授在一台攝影機前
[00:00:37.000 --> 00:00:43.000]  (陳志全)宣布我們正在建立一間教會,以英語和廣東話服務
[00:00:43.000 --> 00:00:49.000]  (陳志全)在2022年,我和Ivan教授站在灣仔的教會會眾面前
[00:00:49.000 --> 00:00:53.000]  (陳志全)分享我們一個異象,就是我們要去「直堂」
[00:00:53.000 --> 00:00:58.000]  (陳志全)這仍然是在疫情限制期間,所以在YouTube直播中
[00:00:58.000 --> 00:01:03.000]  (陳志全)所以我們要站在鏡頭前分享
[00:01:03.000 --> 00:01:09.000]  (陳志全)當時我們也不知道要去那裡「直堂」
[00:01:09.000 --> 00:01:17.000]  (陳志全)所以我們說我們要「直堂」,但我們在那裡「直堂」呢?不知道
[00:01:17.000 --> 00:01:25.000]  (陳志全)但我們在過程中一直尋找適合「直堂」的地方
[00:01:25.000 --> 00:01:33.000]  (陳志全)我們當時說過,這個異象主日會有第二部分
[00:01:33.000 --> 00:01:40.000]  (陳志全)到時希望可以告訴大家我們會去那裡「直堂」
[00:01:40.000 --> 00:01:47.000]  (陳志全)還有希望大家為這個異象而擺相
[00:01:47.000 --> 00:01:57.000]  (陳志全)我想大家現在退後一步一起去想一想
[00:01:57.000 --> 00:02:09.000]  (陳志全)當時我們要站在鏡頭前,在網上分享,因為我們不能實體聚會
[00:02:09.000 --> 00:02:15.000]  (陳志全)我們也說我們不知道要在那裡「直堂」
[00:02:15.000 --> 00:02:22.000]  (陳志全)通常要做一個公佈也不是這樣做的
[00:02:22.000 --> 00:02:29.000]  (陳志全)但葡萄藤教會也不是一間正常的教會
[00:02:29.000 --> 00:02:34.000]  (陳志全)我們經常都會發生這些事
[00:02:34.000 --> 00:02:44.000]  (陳志全)我們之所以覺得有一個催逼要去做這件事
[00:02:44.000 --> 00:02:48.000]  (陳志全)首先我們有一個叫「河流模型」的異象
[00:02:48.000 --> 00:02:53.000]  (陳志全)就是有一個河流的網絡,在香港流遍了整個城市
[00:02:53.000 --> 00:02:57.000]  (陳志全)首先是因為我們教會有一個叫「河流」的異象
[00:02:57.000 --> 00:03:02.000]  (陳志全)我們看到一個河流,好像在香港有很多分支流遍了整個城市
[00:03:02.000 --> 00:03:06.000]  (陳志全)我們相信神並不是叫我們在某個地方
[00:03:06.000 --> 00:03:09.000]  (陳志全)而是要像河流一樣,流遍了整個香港
[00:03:09.000 --> 00:03:13.000]  (陳志全)形成一個社區,達到和服務香港不同的區域
[00:03:13.000 --> 00:03:17.000]  (陳志全)我們看到這條河流不只是在一個地方,而是遍佈了整個香港
[00:03:17.000 --> 00:03:21.000]  (陳志全)在不同的地方裡面,會有不同的群體來服務這個城市
[00:03:21.000 --> 00:03:29.000]  (陳志全)所以當我們要去分享這個「直堂」的異象
[00:03:29.000 --> 00:03:32.000]  (陳志全)其實我們是在回應神給我們這個河流的異象
[00:03:41.000 --> 00:03:44.000]  (陳志全)但同時我們看到或感受到
[00:03:44.000 --> 00:03:49.000]  (陳志全)我們看到有很多人將他們在香港的投資抽走
[00:03:49.000 --> 00:03:59.000]  (陳志全)有一些公司將他們的總部遷移到新加坡或其他亞洲城市
[00:03:59.000 --> 00:04:09.000]  (陳志全)那個時候,神就來吩咐我們,要我們將我們植根在香港裡面
[00:04:10.000 --> 00:04:13.000]  (陳志全)我們覺得這是一個先知性的宣告
[00:04:13.000 --> 00:04:24.000]  (陳志全)神在香港要做的事情是還沒做完的
[00:04:24.000 --> 00:04:32.000]  (陳志全)所以我們沒有這個險,憑著信心去踏出一步
[00:04:32.000 --> 00:04:36.000]  (陳志全)所以今天我們就在這裡
[00:04:38.000 --> 00:04:40.000]  (陳志全)但我們不是只靠自己去做
[00:04:40.000 --> 00:04:55.000]  (陳志全)如果你在我們中間有人
[00:04:55.000 --> 00:05:00.000]  (陳志全)本來「直堂」的團隊和我們在灣仔那裡聚會的話
[00:05:00.000 --> 00:05:05.000]  (陳志全)我可不可以邀請你在位置站起來呢?
[00:05:06.000 --> 00:05:07.000]  (陳志全)請坐
[00:05:07.000 --> 00:05:26.000]  (陳志全)謝謝大家,希望不會令你尷尬
[00:05:34.000 --> 00:05:38.000]  (陳志全)每一次神來呼召我們,我們要勇敢地去回應這個意象
[00:05:38.000 --> 00:05:41.000]  (陳志全)一定要有人走出來說「是的,我願意」
[00:05:41.000 --> 00:05:46.000]  (陳志全)背後是有一個代價的
[00:05:46.000 --> 00:05:58.000]  (陳志全)因為在葡萄藤的灣仔國安教會,本來是我們的家
[00:05:58.000 --> 00:06:01.000]  (陳志全)我們那裡有很多朋友,很多的關係
[00:06:01.000 --> 00:06:17.000]  (陳志全)但神的靈在我們心裡搗亂,讓我們看到將來有一個部分我們要去參與
[00:06:17.000 --> 00:06:23.000]  (陳志全)所以這些人都冒一個險,他們說「我願意」
[00:06:30.000 --> 00:06:33.000]  (陳志全)接下來有越來越多的人都這樣說
[00:06:33.000 --> 00:06:36.000]  (陳志全)「我願意參與這個冒險」
[00:06:36.000 --> 00:06:48.000]  (陳志全)神經常都是透過願意踏出一步的人來工作
[00:06:56.000 --> 00:07:01.000]  (陳志全)有一位文化人類學家Margaret Mead這樣說
[00:07:01.000 --> 00:07:14.000]  (陳志全)她說「永遠不要懷疑一小群堅定的人能夠改變世界」
[00:07:14.000 --> 00:07:18.000]  (陳志全)因為事實上曾經改變世界的人,他們都是這樣
[00:07:18.000 --> 00:07:29.000]  (陳志全)所以很驚訝,當他們被神的靈觸碰,他們願意做出償還,為未來做出償還
[00:07:29.000 --> 00:07:41.000]  (陳志全)但這是我們的過去
[00:07:47.000 --> 00:07:51.000]  (陳志全)我相信現在神呼召我們進入的都是一些相似的東西
[00:07:51.000 --> 00:07:59.000]  (陳志全)所以讓我來分享我們感受到神在跟我們說的話
[00:07:59.000 --> 00:08:10.000]  (陳志全)神正在呼喚我們離開我們的安心區,進入一個未知的領域
[00:08:11.000 --> 00:08:18.000]  (陳志全)為了香港這個城市的影響,以及在我們生命中的門徒生命的所作所為
[00:08:18.000 --> 00:08:34.000]  (陳志全)當我們領受到這個未知的領域,或者像航海的未知的領域
[00:08:35.000 --> 00:08:38.000]  (陳志全)這是一個先知性的圖畫
[00:08:38.000 --> 00:08:55.000]  (陳志全)這是在灣仔的葡萄藤教會的主任牧師Andrew所領受到,帶我們整個團隊一起來測驗
[00:08:55.000 --> 00:09:00.000]  (陳志全)我們覺得這個話語不只是給灣仔,也是給我們整個團隊去測驗
[00:09:01.000 --> 00:09:06.000]  (陳志全)就像航海的大船要駛離港口,進入一個未知的水域
[00:09:06.000 --> 00:09:16.000]  (陳志全)而那個地方是我們過去不認識的,我們沒有任何的資訊
[00:09:16.000 --> 00:09:24.000]  (陳志全)而當我們領受到這個信仰時,我們就開始去測驗
[00:09:24.000 --> 00:09:27.000]  (陳志全)這個地方是我們過去不認識的,我們沒有任何的資訊
[00:09:27.000 --> 00:09:39.000]  (陳志全)我們對於未來我們會有的發現和探險帶著一份很興奮的心情
[00:09:49.000 --> 00:09:54.000]  (陳志全)也有船長會站在甲板上,望著遠方,望著水平線的盡頭
[00:09:54.000 --> 00:09:57.000]  (陳志全)很興奮地要看看我們將會發現到什麼
[00:09:57.000 --> 00:10:09.000]  (陳志全)而整艘船的船員都會大家一起很齊心地去令這件事可以實行
[00:10:09.000 --> 00:10:12.000]  (陳志全)因為如果大家不齊心的話,這件事根本做不到
[00:10:18.000 --> 00:10:24.000]  (陳志全)但除了有這個興奮的心情之外,也會有一些憂慮和恐懼
[00:10:24.000 --> 00:10:34.000]  (陳志全)因為畢竟我們會進入一個未知的領域,我們不知道在等待著我們前面有什麼
[00:10:34.000 --> 00:10:46.000]  (陳志全)所以當我們要進入這個新的領域,我們知道作為一個船員
[00:10:46.000 --> 00:10:50.000]  (陳志全)我們需要有這份堅忍和信心
[00:10:50.000 --> 00:10:59.000]  (陳志全)這些船員要隨時預備好做一些調整
[00:10:59.000 --> 00:11:03.000]  (陳志全)以致這個航程能夠成功
[00:11:03.000 --> 00:11:13.000]  (陳志全)所以神正在呼喚我們進入一個新的季節
[00:11:13.000 --> 00:11:16.000]  (陳志全)這個新的季節就是一個未知的領域
[00:11:16.000 --> 00:11:31.000]  (陳志全)這不是一個暫身的意象,而是一直在回應和跟隨著我們過往河流的意象
[00:11:31.000 --> 00:11:34.000]  (陳志全)以及我們要來建立成熟信徒的意象
[00:11:35.000 --> 00:11:48.000]  (陳志全)我知道我們中間有很多人來參與在這個群體或這個直堂的時候
[00:11:48.000 --> 00:11:52.000]  (陳志全)你已經很勇敢地踏出了你自己的安殊區
[00:11:52.000 --> 00:12:00.000]  (陳志全)我們看到神的靈運行和做了很多奇妙的事情
[00:12:01.000 --> 00:12:15.000]  (陳志全)我們看到上一年神好像讓我們在一個避風港的港口裡很安穩地經過了一年
[00:12:15.000 --> 00:12:23.000]  (陳志全)但是我們去直堂這個群體不是要停留在這個港口
[00:12:26.000 --> 00:12:31.000]  (陳志全)我們去直堂建立這個群體是為了出發進入海域裡
[00:12:31.000 --> 00:12:39.000]  (陳志全)進入社區裡,看到神的靈如何運行
[00:12:39.000 --> 00:12:54.000]  (陳志全)當我們看到神的靈在工作的時候,我們很想帶著信心和勇敢地回應
[00:12:54.000 --> 00:12:57.000]  (陳志全)所以這就是神呼喚我們進入的東西
[00:12:57.000 --> 00:13:04.000]  (陳志全)因為現實是,如果我們只留在這裡,只留在這個建築物裡
[00:13:04.000 --> 00:13:09.000]  (陳志全)我們不會發現神在這個社區裡有什麼東西
[00:13:09.000 --> 00:13:23.000]  (陳志全)所以我們要這樣走出去,因為當我們走出去的時候
[00:13:23.000 --> 00:13:27.000]  (陳志全)我們才能夠發現神在做什麼
[00:13:27.000 --> 00:13:40.000]  (陳志全)當我們去愛神,當我們為神擺上我們很想看到在香港神的工作的時候
[00:13:40.000 --> 00:13:42.000]  (陳志全)我們就要這樣回應
[00:13:51.000 --> 00:13:54.000]  (陳志全)讓我現在打開神的懷,看一段經文
[00:13:54.000 --> 00:14:00.000]  (陳志全)告訴我們如何讓我們的心,在正確的姿態裡回應
[00:14:00.000 --> 00:14:09.000]  (陳志全)我們由馬太福音13章第44節開始看起
[00:14:13.000 --> 00:14:17.000]  (陳志全)天國好像寶貝藏在地裡,人遇見了就將它藏起來
[00:14:17.000 --> 00:14:21.000]  (陳志全)歡歡喜喜地變賣一切所有的,買這一塊地
[00:14:21.000 --> 00:14:24.000]  (陳志全)天國又好像買賣人找到好的珠子
[00:14:24.000 --> 00:14:30.000]  (陳志全)遇到一顆很重的珠子,就變賣他一切所有的,來買了這一顆珠子
[00:14:30.000 --> 00:14:41.000]  (陳志全)第一個比喻說到神的國,好像你不經意會遇到的東西
[00:14:41.000 --> 00:14:55.000]  (陳志全)這個人本身不是有什麼金屬探測器,在找地下的寶藏
[00:14:55.000 --> 00:15:05.000]  (陳志全)他只是日常朝九晚五在做事,希望可以賺一點錢回家
[00:15:07.000 --> 00:15:11.000]  (陳志全)但他突然遇到埋在地下的寶藏
[00:15:11.000 --> 00:15:20.000]  (陳志全)一個值得他投入去做的事
[00:15:20.000 --> 00:15:25.000]  (陳志全)第二個比喻有一點不一樣
[00:15:25.000 --> 00:15:35.000]  (陳志全)第二個比喻帶著一種期待去發現去發掘的心態
[00:15:35.000 --> 00:15:47.000]  (陳志全)這個商人並不是突然發現了這個寶藏,而是他一直在尋找和尋溯
[00:15:58.000 --> 00:16:05.000]  (陳志全)但無論是偶然地遇上,還是積極地尋找,他們都需要一個共通的回應
[00:16:05.000 --> 00:16:18.000]  (陳志全)當我們見到神的掌權在我們生活,或者在我們周圍的時候
[00:16:18.000 --> 00:16:27.000]  (陳志全)應該會為我們的生命帶來很大的喜樂,因為我們見到神的作為
[00:16:27.000 --> 00:16:30.000]  (陳志全)就像我們在尋找寶藏,當我們找到寶藏的時候,我們會很開心
[00:16:30.000 --> 00:16:41.000]  (陳志全)而這個尋找的喜樂,永遠會帶來一個犧牲的反應
[00:16:41.000 --> 00:16:53.000]  (陳志全)價錢也很高,因為兩位尋找者都需要賣掉所有東西來獲得寶藏
[00:16:54.000 --> 00:17:00.000]  (陳志全)在兩個比喻中,我們都見到他們作出一個犧牲的回應,就是他們變賣他們的一切來回應
[00:17:00.000 --> 00:17:16.000]  (陳志全)他們並不是懶懶行行地說,可能要賣掉我的寵物小精靈來回應
[00:17:16.000 --> 00:17:21.000]  (陳志全)是需要用盡所有的一切來回應
[00:17:22.000 --> 00:17:25.000]  (陳志全)我感覺到有些強烈的感情與寶可夢卡通片有關
[00:17:25.000 --> 00:17:42.000]  (陳志全)但這就是王國的問題,它總是需要一個決心和犧牲的反應,需要我們全力以赴地去做
[00:17:50.000 --> 00:17:57.000]  (陳志全)我們也一樣,當我們見到神的工作,就像我們在探索寶藏
[00:17:57.000 --> 00:18:06.000]  (陳志全)當我們接受寶藏時,我們也應該帶著決心的回應
[00:18:06.000 --> 00:18:15.000]  (陳志全)有些東西是值得我們全力以赴地去擺放的
