
[00:00:00.000 --> 00:00:01.300]   Amen.
[00:00:01.300 --> 00:00:02.140]   Thank you, church.
[00:00:02.140 --> 00:00:02.960]   You may have a seat.
[00:00:02.960 --> 00:00:03.900]   Thank you, worship team.
[00:00:03.900 --> 00:00:07.220]   If you have a spot next to you,
[00:00:07.220 --> 00:00:09.400]   if you wanna squeeze in a little bit,
[00:00:09.400 --> 00:00:10.580]   we have some people at the back
[00:00:10.580 --> 00:00:12.260]   who still need a place to sit.
[00:00:12.260 --> 00:00:14.700]   We are full this morning.
[00:00:14.700 --> 00:00:16.060]   Praise the Lord for that.
[00:00:16.060 --> 00:00:17.340]   So if there's a seat next to you,
[00:00:17.340 --> 00:00:18.440]   maybe you could wave your hand
[00:00:18.440 --> 00:00:21.980]   so our hosts can see that as well.
[00:00:21.980 --> 00:00:25.660]   They will guide, yeah, someone new and awesome
[00:00:25.660 --> 00:00:29.140]   and wonderful to come sit next to you.
[00:00:29.140 --> 00:00:30.620]   If you're joining us online,
[00:00:30.620 --> 00:00:33.340]   a very good morning to you as well.
[00:00:33.340 --> 00:00:35.700]   Well, good morning, church.
[00:00:35.700 --> 00:00:39.300]   Always good to be together on Sunday.
[00:00:39.300 --> 00:00:41.420]   Chinese New Year is just around the corner.
[00:00:41.420 --> 00:00:46.020]   Today is Lin Ya Ba, Chinese New Year's Eve, Eve.
[00:00:46.020 --> 00:00:47.780]   There's no Lin Ya Gao this year, right?
[00:00:47.780 --> 00:00:49.580]   And so we are getting, huh?
[00:00:49.580 --> 00:00:50.740]   Oh, no, more Lin Sa, man.
[00:00:50.740 --> 00:00:51.740]   That's right, okay.
[00:00:51.740 --> 00:00:55.060]   So we're getting ready for Chinese New Year, right?
[00:00:55.060 --> 00:00:57.460]   If you still need to go get a haircut,
[00:00:57.460 --> 00:01:00.020]   buy new underwear maybe, right?
[00:01:00.020 --> 00:01:02.500]   Stuff the Lycee packets and all that.
[00:01:02.500 --> 00:01:05.780]   Still a couple of days to get ready.
[00:01:05.780 --> 00:01:07.820]   But when you look at Chinese New Year, right,
[00:01:07.820 --> 00:01:10.500]   there is lots of things to prepare for.
[00:01:10.500 --> 00:01:13.180]   If I could summarize it in two words,
[00:01:13.180 --> 00:01:15.620]   Chinese New Year for me has always been
[00:01:15.620 --> 00:01:18.260]   surrounded around two things, okay?
[00:01:18.260 --> 00:01:20.900]   Food and blessings.
[00:01:20.900 --> 00:01:22.600]   Food and blessings.
[00:01:23.460 --> 00:01:27.500]   Actually, a lot of the time, the food is the blessing, right?
[00:01:27.500 --> 00:01:30.620]   And so for me, one of my most precious memories,
[00:01:30.620 --> 00:01:32.180]   the things I look most forward to
[00:01:32.180 --> 00:01:35.140]   to eating at Chinese New Year,
[00:01:35.140 --> 00:01:36.300]   because we only normally got it
[00:01:36.300 --> 00:01:37.580]   around this time of the year,
[00:01:37.580 --> 00:01:40.340]   is my grandma's pig stomach soup, okay?
[00:01:40.340 --> 00:01:41.180]   (speaking in foreign language)
[00:01:41.180 --> 00:01:43.500]   Okay, now, might sound gross to you, okay?
[00:01:43.500 --> 00:01:45.900]   Don't yuck my yum, okay?
[00:01:45.900 --> 00:01:50.440]   If I can convert my wife who grew up in Texas,
[00:01:50.440 --> 00:01:52.220]   my white wife grew up in Texas, right,
[00:01:52.220 --> 00:01:54.820]   loving mac and cheese and PB&J sandwiches,
[00:01:54.820 --> 00:01:56.640]   to love this soup, okay,
[00:01:56.640 --> 00:01:59.700]   if you tasted it, you would love it too, okay?
[00:01:59.700 --> 00:02:03.420]   Now, I am a 100% (speaking in foreign language)
[00:02:03.420 --> 00:02:08.180]   Okay, and so, right, pig stomach soup is a classic for us.
[00:02:08.180 --> 00:02:10.140]   Right, my grandma's passed away, right?
[00:02:10.140 --> 00:02:12.560]   She's been with Jesus for some years now.
[00:02:12.560 --> 00:02:15.860]   So I haven't quite found one that is quite as good,
[00:02:15.860 --> 00:02:19.140]   but if I could share that soup with everybody, I would.
[00:02:19.140 --> 00:02:20.740]   It's so good, right?
[00:02:20.740 --> 00:02:24.000]   Salty and peppery and warming, right?
[00:02:24.000 --> 00:02:27.140]   The pig stomach would, you know, like break down enough
[00:02:27.140 --> 00:02:29.820]   for it to, you know, to be, you know, chewy
[00:02:29.820 --> 00:02:30.820]   and the texture is still there,
[00:02:30.820 --> 00:02:32.500]   but not like completely get all mushy
[00:02:32.500 --> 00:02:34.600]   and gross in your mouth, okay?
[00:02:34.600 --> 00:02:37.460]   It is just one of the best things about Chinese New Year.
[00:02:37.460 --> 00:02:38.580]   I miss it a lot.
[00:02:38.580 --> 00:02:40.860]   So if any one of you here has a family recipe
[00:02:40.860 --> 00:02:42.980]   you wanna share for (speaking in foreign language)
[00:02:42.980 --> 00:02:45.460]   Okay, come talk to me after the service.
[00:02:45.460 --> 00:02:50.300]   But this soup always reminds me of, you know, family, right?
[00:02:50.300 --> 00:02:55.040]   Of provision, of blessings that my grandma would give to us.
[00:02:55.040 --> 00:02:59.060]   Now that's just my family, but in a more traditional sense,
[00:02:59.060 --> 00:03:01.220]   right, Chinese New Year foods are full
[00:03:01.220 --> 00:03:04.140]   of symbolic meaning of blessings, right?
[00:03:04.140 --> 00:03:06.900]   We eat dumplings symbolizing wealth, right?
