
[00:00:00.000 --> 00:00:03.000]   Well, good morning, Church.
[00:00:03.000 --> 00:00:06.120]   It's really good to be with you all today.
[00:00:06.120 --> 00:00:08.440]   I'm excited to come and share the Word with you.
[00:00:08.440 --> 00:00:11.000]   So we're just going to get right into it, all right?
[00:00:11.000 --> 00:00:13.520]   Let me start with a question.
[00:00:13.520 --> 00:00:18.520]   As you've been walking around the streets here in Hong Kong, have you ever seen people
[00:00:18.520 --> 00:00:21.560]   on the streets trying to sell something?
[00:00:21.560 --> 00:00:23.000]   It's quite a common sight where we are.
[00:00:23.000 --> 00:00:27.880]   You know, actually right in the corner of Wan Chai Road, there's a little space next
[00:00:27.880 --> 00:00:29.400]   to the Cha Siu place.
[00:00:29.400 --> 00:00:32.160]   There's a little space and it's always rented out.
[00:00:32.160 --> 00:00:36.680]   And you know, it's always rented out to people who are trying to sell different things.
[00:00:36.680 --> 00:00:39.680]   There's always someone trying to sell something out of that spot.
[00:00:39.680 --> 00:00:46.000]   I've seen frying pans, Chinese herbs, mops, diffusers, these magic cloths that seem to
[00:00:46.000 --> 00:00:52.200]   be able to clean everything, cushion covers, sometimes it's lavender, compression socks,
[00:00:52.200 --> 00:00:58.000]   underwear sometimes, and most recently, RAT test kits and face masks.
[00:00:58.000 --> 00:00:59.800]   These like $6 RAT test kits.
[00:00:59.800 --> 00:01:02.200]   I don't know how reliable they are, okay?
[00:01:02.200 --> 00:01:03.880]   $6 apparently.
[00:01:03.880 --> 00:01:08.320]   But I love watching these people because they have a way to work the crowd.
[00:01:08.320 --> 00:01:10.600]   They know how to make a sale.
[00:01:10.600 --> 00:01:15.280]   And after you observe them for a little while, you figure out there's a method in what they're
[00:01:15.280 --> 00:01:16.900]   doing.
[00:01:16.900 --> 00:01:18.560]   So it goes a bit like this, okay?
[00:01:18.560 --> 00:01:23.000]   First, they're very good at getting the attention of just one or two people.
[00:01:23.000 --> 00:01:26.400]   You know, often they're just kind of like talking to themselves, kind of like practicing
[00:01:26.400 --> 00:01:32.160]   the sales pitch, I guess, but inevitably, there's always one slightly middle-aged person
[00:01:32.160 --> 00:01:35.120]   that comes walking along, you know, the old man that's kind of walking like this, you
[00:01:35.120 --> 00:01:41.040]   know, and he kind of comes along and they make the very, very big mistake of showing
[00:01:41.040 --> 00:01:45.000]   the slightest bit of interest and suddenly, boom, they're hooked.
[00:01:45.000 --> 00:01:46.000]   [foreign language]
[00:01:46.000 --> 00:01:51.160]   You know, and one slight bit of interest and they're hooked, all right?
[00:01:51.160 --> 00:01:53.160]   And then comes the sales pitch.
[00:01:53.160 --> 00:01:57.760]   And these are where these people really excel because whatever it is they're selling, they
[00:01:57.760 --> 00:02:00.920]   can make it seem like you need it desperately right now.
[00:02:00.920 --> 00:02:06.880]   And not only you, right, your whole entire family needs this as well.
[00:02:06.880 --> 00:02:11.080]   You're going to, and if you don't buy it right now, you're going to miss a once in a lifetime
[00:02:11.080 --> 00:02:12.880]   opportunity.
[00:02:12.880 --> 00:02:20.280]   And all they need, again, is just one person, one person to make a purchase, right?
[00:02:20.280 --> 00:02:21.280]   And then that's it.
[00:02:21.280 --> 00:02:23.200]   You're allowed to begin to gather, right?
[00:02:23.200 --> 00:02:28.840]   Even during the pandemic, Hong Kong people love to gather together if there is a deal
[00:02:28.840 --> 00:02:30.360]   in place, right?
[00:02:30.360 --> 00:02:33.560]   Gather together and block the entire pavement.
[00:02:33.560 --> 00:02:38.640]   And after that, one person makes the sale, one person choose to make the purchase, then
[00:02:38.640 --> 00:02:39.880]   the rest fall like flies, right?
[00:02:39.880 --> 00:02:43.160]   They're handing over fistfuls of cash, "Hey, I need this, I need this," and grabbing as
[00:02:43.160 --> 00:02:44.800]   many as they can.
[00:02:44.800 --> 00:02:50.000]   And that's how I ended up with five USB-powered tabletop blenders that apparently you can
[00:02:50.000 --> 00:02:51.720]   put all your vegetables and fruit in.
[00:02:51.720 --> 00:02:57.640]   You know, it's a really easy way to have your fruit and veg and healthy way to keep, maintain
[00:02:57.640 --> 00:02:58.640]   a balanced diet.
[00:02:58.640 --> 00:03:03.120]   And if you want one of those, today I'm offering you a once in a lifetime opportunity, all
[00:03:03.120 --> 00:03:04.120]   right?
[00:03:04.120 --> 00:03:08.160]   Just slide into my DMs, 70 Hong Kong dollars, all right, and you can have one.
[00:03:08.160 --> 00:03:11.720]   I've got them orange, pink, and red, whatever color you want.
[00:03:11.720 --> 00:03:14.200]   I can sort you out for that too.
[00:03:14.200 --> 00:03:20.240]   You know, Pastor Andrew started us on a journey through Acts a couple of weeks ago, and we
[00:03:20.240 --> 00:03:22.580]   continue on this journey today.
[00:03:22.580 --> 00:03:28.360]   But the question we have at hand today is this, how do we share the gospel?
[00:03:28.360 --> 00:03:33.400]   Sometimes, sometimes sharing the gospel, right, does feel like we're salesperson trying to
[00:03:33.400 --> 00:03:39.400]   make a sales pitch, convince these people that we have something that they need.
[00:03:39.400 --> 00:03:43.960]   Maybe if Peter was working in that corner, he'd be selling something like this, right?
[00:03:43.960 --> 00:03:48.320]   Come and buy the most comfortable sandals this side of the Galilee, the one and only
[00:03:48.320 --> 00:03:53.760]   Jerusalem cruisers, you know, whether you are walking on the Red Sea or hiking up to
[00:03:53.760 --> 00:03:57.680]   the Temple Mount, these sandals are the only things that you'll ever need.
[00:03:57.680 --> 00:04:01.640]   I should probably get a part-time job at that place, right?
[00:04:01.640 --> 00:04:06.960]   But what Peter's doing, he's not selling a gimmicky product in this speech.
[00:04:06.960 --> 00:04:12.460]   Now his speech is courageous, provocative, and truly life-changing to those who choose
[00:04:12.460 --> 00:04:18.480]   to respond to it, because Peter is proclaiming the gospel.
[00:04:18.480 --> 00:04:22.380]   So let me just give you a quick reminder of what's happened up until this point.
[00:04:22.380 --> 00:04:27.640]   If you remember, it's Pentecost, and the Holy Spirit has come, and the disciples are speaking
[00:04:27.640 --> 00:04:31.560]   in these foreign languages, and people are kind of reconciling in a way that they've
[00:04:31.560 --> 00:04:33.480]   never seen before.
[00:04:33.480 --> 00:04:35.920]   But also some people think, "What's going on here?
[00:04:35.920 --> 00:04:37.920]   It's absolutely crazy."
[00:04:37.920 --> 00:04:42.920]   Some people are amazed, some people think that the disciples are drunk, but Peter explains,
[00:04:42.920 --> 00:04:44.920]   "No, people are not drunk.
[00:04:44.920 --> 00:04:51.480]   This is not crazy, but rather it's the Holy Spirit that is at work in this moment.
[00:04:51.480 --> 00:04:58.260]   And because the Holy Spirit is at work, you need to listen to what I'm about to tell you."
[00:04:58.260 --> 00:05:00.900]   And so my hope for us today is this.
[00:05:00.900 --> 00:05:07.680]   As we study Peter's declaration of the gospel, we will all be inspired to do the same.
[00:05:07.680 --> 00:05:11.900]   After all, for those of you who are Christian, for those of you who follow Jesus with your
[00:05:11.900 --> 00:05:16.880]   lives, isn't the gospel the best news that you've ever received?
[00:05:16.880 --> 00:05:21.900]   And surely if this is the best news that we've ever received, we want other people to know
[00:05:21.900 --> 00:05:25.520]   just how amazing it is.
[00:05:25.520 --> 00:05:29.920]   You know, the heartache that we've gone through as a city, the disunity that we've seen within
[00:05:29.920 --> 00:05:35.760]   our society, the mistrust between people groups, and the general sense of hopelessness as we
[00:05:35.760 --> 00:05:40.240]   look into the future, there is an answer to these things.
[00:05:40.240 --> 00:05:46.200]   We desperately need to heal, and we're crying out for hope as a family and as a city.
[00:05:46.200 --> 00:05:53.420]   And one of the best ways I believe we can bring hope into a time like this is to proclaim
[00:05:53.420 --> 00:05:54.420]   the gospel.
[00:05:54.420 --> 00:06:00.820]   Now, of course, it's not an easy thing to do, and the thought of sharing the gospel
[00:06:00.820 --> 00:06:02.760]   might be super intimidating.
[00:06:02.760 --> 00:06:06.920]   You might even say, you know, "Well, evangelism is just not my thing.
[00:06:06.920 --> 00:06:11.620]   I'm going to leave that to the people who are good at it to do that."
[00:06:11.620 --> 00:06:16.020]   But the point of today is to challenge that perspective a little bit, church.
[00:06:16.020 --> 00:06:21.080]   Because telling people about the gospel is really something all of us can do, and I would
[00:06:21.080 --> 00:06:24.120]   even say have been called to do.
[00:06:24.120 --> 00:06:28.580]   And hopefully today we're going to learn some methods and some tactics just to encourage
[00:06:28.580 --> 00:06:33.880]   and to empower you a little bit more to this call that God has given to you to share the
[00:06:33.880 --> 00:06:34.880]   gospel.
[00:06:34.880 --> 00:06:38.960]   We're going to turn to God's word in order to be able to do that.
[00:06:38.960 --> 00:06:43.500]   So we're going to be in Acts 2, starting in verse 22.
[00:06:43.500 --> 00:06:44.500]   Follow with me, church.
[00:06:44.500 --> 00:06:49.300]   It says this, "Fellow Israelites, listen to this.
[00:06:49.300 --> 00:06:56.460]   Jesus of Nazareth, a man accredited to you by God by miracles, wonders, and signs, which
[00:06:56.460 --> 00:06:59.520]   God did among you through him.
[00:06:59.520 --> 00:07:05.500]   As you yourselves know, this man was handed over to you by God's deliberate plan and foreknowledge,
[00:07:05.500 --> 00:07:11.200]   and you with the help of wicked men put him to death by nailing him to the cross.
[00:07:11.200 --> 00:07:15.540]   But God raised him from the dead, freeing him from the agony of death because it was
[00:07:15.540 --> 00:07:21.800]   impossible for death to hold him down."
[00:07:21.800 --> 00:07:26.320]   Have you ever had a moment when you were in the middle of a conversation and then suddenly
[00:07:26.320 --> 00:07:30.640]   you just get this undeniable urge to talk about Jesus?
[00:07:30.640 --> 00:07:33.660]   I think I spoke about this the last time I preached a little bit, right?
[00:07:33.660 --> 00:07:37.540]   But you feel it in your chest, your brain kind of zooms in on it.
[00:07:37.540 --> 00:07:40.800]   You might start to feel a little bit nervous or excited even.
[00:07:40.800 --> 00:07:45.860]   Your heart starts to beat a little bit faster because at this moment you are sure, you know
[00:07:45.860 --> 00:07:50.560]   there's an opportunity to share the gospel.
[00:07:50.560 --> 00:07:53.520]   Now what do we do in those moments?
[00:07:53.520 --> 00:07:55.420]   It can be a little conflicting, right?
[00:07:55.420 --> 00:08:00.240]   Because like I said, on the one hand you're excited and you're keen to share the gospel.
[00:08:00.240 --> 00:08:06.520]   However, on the other hand you might be thinking, "Well what if these people think I'm weird?
[00:08:06.520 --> 00:08:09.040]   What if I get rejected?
[00:08:09.040 --> 00:08:13.520]   What if it comes off as like this cheesy sales pitch?"
[00:08:13.520 --> 00:08:16.320]   But we can take notes from Peter here.
[00:08:16.320 --> 00:08:19.160]   Notice how Peter reacts to this situation.
[00:08:19.160 --> 00:08:21.880]   Peter rises to the occasion.
[00:08:21.880 --> 00:08:23.680]   That's the first step we have to take.
[00:08:23.680 --> 00:08:27.440]   When the opportunity comes, we have to rise to the occasion.
[00:08:27.440 --> 00:08:31.160]   And he begins to explain and unpack what is happening.
[00:08:31.160 --> 00:08:36.800]   He makes the most of this moment to proclaim the truth of the gospel to anybody who's willing
[00:08:36.800 --> 00:08:39.400]   to listen to it.
[00:08:39.400 --> 00:08:42.440]   Now again, you might be thinking, "Well that was Peter, right?
[00:08:42.440 --> 00:08:44.720]   Peter was Jesus' best mate.
[00:08:44.720 --> 00:08:46.280]   He followed Jesus around.
[00:08:46.280 --> 00:08:49.960]   There was no big deal for Peter to do something like that."
[00:08:49.960 --> 00:08:55.320]   But again, we have to remember, Peter wasn't always this bold person.
[00:08:55.320 --> 00:08:59.280]   Peter was in fact a man of many, many failures.
[00:08:59.280 --> 00:09:01.840]   He was impatient and hot-headed.
[00:09:01.840 --> 00:09:03.960]   He often said the wrong thing.
[00:09:03.960 --> 00:09:05.880]   Just look at his track record, you know.
[00:09:05.880 --> 00:09:10.200]   He starts to walk on the water but loses faith and begins to drown.
[00:09:10.200 --> 00:09:14.680]   He falls asleep when he's supposed to be praying, something that I relate to very, very much
[00:09:14.680 --> 00:09:16.480]   indeed.
[00:09:16.480 --> 00:09:21.960]   The night before Jesus was crucified, he denies he knows Jesus on three different occasions.
[00:09:21.960 --> 00:09:26.760]   And after Jesus' death, Peter is so down, he almost gives up on his mission altogether
[00:09:26.760 --> 00:09:29.800]   and goes back to fishing.
[00:09:29.800 --> 00:09:36.320]   Peter was a sinful, broken human being just like us.
[00:09:36.320 --> 00:09:41.740]   But yet he learned what it meant to be bold and courageous when it came to declaring the
[00:09:41.740 --> 00:09:46.080]   truth of who Jesus is and what he had done.
[00:09:46.080 --> 00:09:50.560]   It might feel like the work of sharing the gospel is reserved for a select few people
[00:09:50.560 --> 00:09:52.080]   who are good at it.
[00:09:52.080 --> 00:09:55.960]   We might not even feel like we're qualified to speak about Jesus because of things we
[00:09:55.960 --> 00:09:58.420]   feel like we've done in our past.
[00:09:58.420 --> 00:10:00.200]   But this is a reminder for us, church.
