
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:00:02.420 --> 00:00:06.900]   You guys go ahead and have a seat.
[00:00:06.900 --> 00:00:10.060]   (audience applauding)
[00:00:10.060 --> 00:00:12.400]   Well, good morning.
[00:00:12.400 --> 00:00:15.320]   I feel like it needs to be said.
[00:00:15.320 --> 00:00:17.080]   I am Pastor Promise.
[00:00:17.080 --> 00:00:19.640]   It's a very odd thing to say Pastor Promise
[00:00:19.640 --> 00:00:20.920]   in reference to myself.
[00:00:20.920 --> 00:00:22.360]   I normally go by just,
[00:00:22.360 --> 00:00:23.680]   have you guys ever thought about this?
[00:00:23.680 --> 00:00:26.600]   Like pastors are like, maybe doctors sometimes as well,
[00:00:26.600 --> 00:00:28.600]   but like you don't like go around and say,
[00:00:28.600 --> 00:00:30.760]   hi teacher, this person or hi counselor,
[00:00:30.760 --> 00:00:32.960]   this like Pastor Promise or I don't know.
[00:00:32.960 --> 00:00:33.800]   It's a weird thing.
[00:00:33.800 --> 00:00:35.760]   Anyways, I'm Pastor Promise, not preacher promise
[00:00:35.760 --> 00:00:38.440]   as Pastor Carla might get you to believe.
[00:00:38.440 --> 00:00:39.980]   And I'm super glad that I can be here
[00:00:39.980 --> 00:00:41.320]   with you guys this morning.
[00:00:41.320 --> 00:00:45.960]   And carry us another step forward in our Exodus journey.
[00:00:45.960 --> 00:00:50.000]   Just quick show of hands, if you were here last Sunday.
[00:00:50.000 --> 00:00:51.080]   Yeah, great.
[00:00:51.080 --> 00:00:53.280]   What did Pastor Andrew talk about?
[00:00:53.280 --> 00:00:54.640]   What was the theme?
[00:00:57.440 --> 00:00:58.960]   We were here, but were we here?
[00:00:58.960 --> 00:01:00.840]   All right, good, now we know.
[00:01:00.840 --> 00:01:02.480]   Last week was the Red Sea.
[00:01:02.480 --> 00:01:03.480]   Last week was incredible.
[00:01:03.480 --> 00:01:04.740]   It was one of the coolest miracles.
[00:01:04.740 --> 00:01:07.560]   One of the best sermons that I've ever heard on the Red Sea.
[00:01:07.560 --> 00:01:09.760]   The Red Sea is a fascinating concept, right?
[00:01:09.760 --> 00:01:12.340]   Like I could never wrap my head around the reality
[00:01:12.340 --> 00:01:13.440]   that God parted the sea.
[00:01:13.440 --> 00:01:15.440]   Like let's just not overlook that for a minute.
[00:01:15.440 --> 00:01:18.240]   The fact that a sea went, it's crazy.
[00:01:18.240 --> 00:01:20.540]   But Pastor Andrew took us to that very place
[00:01:20.540 --> 00:01:21.780]   in the Exodus journey.
[00:01:21.780 --> 00:01:24.960]   And he showed us how we have to have the ability
[00:01:24.960 --> 00:01:27.120]   and the desire and maybe the step of faith
[00:01:27.120 --> 00:01:31.040]   to choose to follow God, even before he parts the seas,
[00:01:31.040 --> 00:01:33.080]   but he still parted the seas.
[00:01:33.080 --> 00:01:36.340]   Now I think really interestingly,
[00:01:36.340 --> 00:01:38.840]   I have a weird way of processing things.
[00:01:38.840 --> 00:01:40.480]   So as that sermon was going through,
[00:01:40.480 --> 00:01:43.960]   I was thinking about this movie, this show.
[00:01:43.960 --> 00:01:45.280]   I think it's a movie.
[00:01:45.280 --> 00:01:47.680]   Has anyone here seen "The Prince of Egypt"?
[00:01:47.680 --> 00:01:49.400]   Hey, all right, cool, we all know the song.
[00:01:49.400 --> 00:01:52.560]   ♪ There can be miracles ♪
[00:01:52.560 --> 00:01:55.840]   - Ah, just hits the soul, right?
[00:01:55.840 --> 00:01:56.840]   Rest in peace, Whitney Houston.
[00:01:56.840 --> 00:02:01.680]   Anyways, so in that movie, if you've not seen it before,
[00:02:01.680 --> 00:02:04.640]   it's DreamWorks' rendition of the Exodus story.
[00:02:04.640 --> 00:02:06.560]   And it takes you through all the plagues
[00:02:06.560 --> 00:02:08.200]   and Moses growing up in Egypt,
[00:02:08.200 --> 00:02:09.520]   and they take them to the Red Sea.
[00:02:09.520 --> 00:02:11.460]   And even though it's animated,
[00:02:11.460 --> 00:02:13.920]   it's still like massive and awesome and cool.
[00:02:13.920 --> 00:02:15.600]   And it gets me thinking around the idea
[00:02:15.600 --> 00:02:19.240]   of what would it have been like for the people of Israel
[00:02:19.240 --> 00:02:22.400]   when the sea literally split?
[00:02:22.400 --> 00:02:24.880]   Like, let's just zoom in on that for a second.
[00:02:24.880 --> 00:02:28.080]   What would that have been like to watch the sea go crazy?
[00:02:28.080 --> 00:02:30.640]   And then to like walk across it.
[00:02:30.640 --> 00:02:32.320]   That's like a crazy miracle, right?
[00:02:32.320 --> 00:02:34.400]   Like I often wonder, like,
[00:02:34.400 --> 00:02:36.160]   were they walking on the dry land?
[00:02:36.160 --> 00:02:37.000]   And then like, you know,
[00:02:37.000 --> 00:02:39.080]   there's like a giant whale that comes by,
[00:02:39.080 --> 00:02:40.940]   but because there's a wall of water, right?
[00:02:40.940 --> 00:02:42.720]   Like, you know, you see the, like in the movie,
[00:02:42.720 --> 00:02:44.120]   you see the reflection of the whale,
