
[00:00:00.000 --> 00:00:02.240]  各位弟兄姊妹,早安!
[00:00:02.240 --> 00:00:05.040]  今天是一個很特別的日子
[00:00:05.040 --> 00:00:08.840]  今天是章林期的第一周
[00:00:08.840 --> 00:00:12.600]  我們教會在這幾個星期
[00:00:12.600 --> 00:00:16.280]  會用《路加福音》第一章和第二章
[00:00:16.280 --> 00:00:19.080]  作為我們的講道系列
[00:00:19.080 --> 00:00:20.800]  就是《Surprising Joy》
[00:00:20.800 --> 00:00:23.240]  即是出人意表的喜樂
[00:00:23.240 --> 00:00:28.560]  上星期,Chapman教會就用《破地獄》來開始
[00:00:28.560 --> 00:00:32.600]  今天的講題其實與破有關
[00:00:32.600 --> 00:00:34.840]  就是破沉默
[00:00:34.840 --> 00:00:38.960]  不知道大家有沒有試過在一段關係上
[00:00:38.960 --> 00:00:42.080]  有一種Silence Treatment
[00:00:42.080 --> 00:00:46.680]  即是你被人沉默地對待
[00:00:46.680 --> 00:00:50.240]  或者你用沉默來對待別人
[00:00:50.240 --> 00:00:55.120]  可能大家雙方都在這種沉默當中
[00:00:55.120 --> 00:00:57.200]  大家都不作聲
[00:00:57.200 --> 00:01:05.240]  這些通常發生在家庭、夫妻、情侶最多
[00:01:05.240 --> 00:01:09.960]  在這種Silence Treatment當中
[00:01:09.960 --> 00:01:12.840]  當然可以讓大家冷靜下來
[00:01:12.840 --> 00:01:14.680]  然後才慢慢溝通
[00:01:14.680 --> 00:01:20.320]  但嚴重起來,其實都很破壞彼此之間的關係
[00:01:20.320 --> 00:01:23.800]  通常很想溝通的一面
[00:01:23.800 --> 00:01:26.760]  心裏面其實都很難受
[00:01:26.760 --> 00:01:32.080]  可能都會用盡方法來等待對方出聲
[00:01:32.080 --> 00:01:35.200]  「攤開來,不如大家先談談」
[00:01:35.200 --> 00:01:39.440]  但沉默是否代表沒有交流呢?
[00:01:39.440 --> 00:01:43.760]  相信大家經歷過這些時候都知道
[00:01:43.760 --> 00:01:46.840]  雖然大家的嘴巴沒有作聲
[00:01:46.840 --> 00:01:51.840]  但可能在思想上、情緒上
[00:01:51.840 --> 00:01:54.120]  甚至乎在態度上
[00:01:54.120 --> 00:01:56.400]  大家都有很多交流
[00:01:56.400 --> 00:02:00.440]  都想告訴對方一些事情
[00:02:00.440 --> 00:02:02.160]  我個人都很直
[00:02:02.160 --> 00:02:05.080]  我都很希望大家拿出來溝通
[00:02:05.080 --> 00:02:07.320]  說清楚
[00:02:07.320 --> 00:02:10.480]  我都很少沉默地對待別人
[00:02:10.480 --> 00:02:15.200]  不過我被人沉默地對待就試過很多次
[00:02:15.200 --> 00:02:17.560]  記得很多年前
[00:02:17.560 --> 00:02:21.040]  有一次,當時我的前夫
[00:02:21.040 --> 00:02:24.280]  即是我的前夫,即是當時的丈夫
[00:02:24.280 --> 00:02:27.200]  大概在十二月冬天的時間
[00:02:27.200 --> 00:02:28.960]  其實我都不太清楚發生什麼事
[00:02:28.960 --> 00:02:31.760]  有時我自己都傻乎乎地得罪別人
[00:02:31.760 --> 00:02:33.840]  應該都是很小的事
[00:02:33.840 --> 00:02:35.840]  他就不理我
[00:02:35.840 --> 00:02:38.640]  不作聲了幾個星期
[00:02:38.640 --> 00:02:40.440]  就算我用盡方法
[00:02:40.440 --> 00:02:42.240]  他都不肯說話
[00:02:42.240 --> 00:02:45.600]  當然我一直都很留意他的舉動
[00:02:45.600 --> 00:02:49.520]  直到當時在十二月廿五日
[00:02:49.520 --> 00:02:51.680]  聖誕節的早上
[00:02:51.680 --> 00:02:54.160]  於是我就跟他說
[00:02:54.160 --> 00:02:56.960]  「別人打仗」
[00:02:56.960 --> 00:03:01.400]  「聖誕節都停火了,你還不作聲?」
[00:03:01.400 --> 00:03:04.080]  當然他仍然保持沉默
[00:03:04.080 --> 00:03:06.400]  但不代表他聽不到我說話
[00:03:06.400 --> 00:03:11.280]  當日的下午,他就作聲說話了
[00:03:11.280 --> 00:03:13.000]  當然我都很開心
[00:03:13.000 --> 00:03:16.560]  大家一起過個快樂聖誕
[00:03:16.560 --> 00:03:18.040]  今天的講題就是
[00:03:18.040 --> 00:03:20.400]  Breaking the Silence
[00:03:20.400 --> 00:03:21.960]  打破沉默
[00:03:21.960 --> 00:03:26.520]  經文內容在《路加福音》一章五至二十五節
[00:03:26.520 --> 00:03:29.000]  不過今天我們只抽幾段
[00:03:29.000 --> 00:03:33.680]  跟大家分享關於施洗約翰的出生
[00:03:33.680 --> 00:03:36.480]  不過在未講經文之前
[00:03:36.480 --> 00:03:40.080]  我都想跟大家交代一下背景
[00:03:40.080 --> 00:03:43.520]  其實在上帝的人類歷史當中
[00:03:43.520 --> 00:03:48.560]  曾經至少有兩段非常沉默的時間
[00:03:48.560 --> 00:03:53.200]  而每一段時間都大約有四百年左右
[00:03:53.200 --> 00:03:58.040]  第一次相信大家都耳熟能詳
[00:03:58.040 --> 00:04:03.040]  就是在埃及維羅四百年
[00:04:03.040 --> 00:04:04.800]  在四百年當中
[00:04:04.800 --> 00:04:08.800]  以色列人都受到很大的欺壓和剝削
[00:04:08.800 --> 00:04:13.720]  幾乎都對上帝完全失去了這份信心
[00:04:13.720 --> 00:04:16.960]  終於上帝有所預備
[00:04:16.960 --> 00:04:19.640]  差遣他的僕人摩西
[00:04:19.640 --> 00:04:24.040]  率領以色列人離開埃及
[00:04:24.040 --> 00:04:28.760]  上帝另外還有一段很沉默的時間
[00:04:28.760 --> 00:04:31.800]  就是在舊約和新約之間
[00:04:31.800 --> 00:04:35.400]  大約四百多年的時間
[00:04:35.400 --> 00:04:37.720]  在舊約聖經最後一卷書
[00:04:37.720 --> 00:04:39.560]  《馬拉基書》所記載
[00:04:39.560 --> 00:04:45.560]  主耶穌基督和施洗約翰再次彌臨的寓言
[00:04:45.560 --> 00:04:48.840]  總結了整本舊約
