
[00:00:00.000 --> 00:00:06.000]  我相信不少朋友都聽過我說,我以前是做過消防
[00:00:06.000 --> 00:00:10.000]  雖然我已經過氣了,也沒有了消防的身形
[00:00:10.000 --> 00:00:12.000]  不同 Jason
[00:00:12.000 --> 00:00:24.000]  不過有很多很珍貴、很難忘的一些經歷
[00:00:24.000 --> 00:00:27.000]  仍然在我的回憶裏面
[00:00:27.000 --> 00:00:32.000]  話說當我仍然在消防學校操班的時候
[00:00:32.000 --> 00:00:35.000]  其中一天,我們有一個操練
[00:00:35.000 --> 00:00:39.000]  就是我們需要穿上一些救火裝備
[00:00:39.000 --> 00:00:42.000]  防火衣、水鞋、皮帽、揹著BA
[00:00:42.000 --> 00:00:46.000]  跟著跟另一個師兄弟,我們拉著寸背後進去
[00:00:46.000 --> 00:00:51.000]  去模擬到一個火場的單位裏面去做救火的工作
[00:00:51.000 --> 00:00:54.000]  當時跟我一樣是那麼fit的師兄弟
[00:00:54.000 --> 00:00:56.000]  是當時那麼fit,不是現在
[00:00:56.000 --> 00:01:01.000]  當時我們滿有信心,我們要成為最快完成那一對
[00:01:01.000 --> 00:01:05.000]  當然,如我們所料,我們很快進到那個單位裏面
[00:01:05.000 --> 00:01:09.000]  然後去到火場的另一邊,救熄了那個火出來
[00:01:09.000 --> 00:01:11.000]  完成了那個任務
[00:01:11.000 --> 00:01:14.000]  簡直是一個完美的示範
[00:01:14.000 --> 00:01:21.000]  當我正在等候,我的教官去給我一個無比高尚的讚賞的時候
[00:01:21.000 --> 00:01:27.000]  接著我的教官說,你們做什麼?完全不合格!100下掌上壓!
[00:01:27.000 --> 00:01:32.000]  當我用盡我的耐力完成100下掌上壓之後
[00:01:32.000 --> 00:01:37.000]  接著教官問我們,你知不知道剛才的任務是什麼?
[00:01:37.000 --> 00:01:43.000]  接著他說,救火Sir!你們有看過電視嗎?救火Sir!
[00:01:43.000 --> 00:01:47.000]  接著教官說,你看不到地上有一個Dummy嗎?
[00:01:47.000 --> 00:01:50.000]  Dummy就是一個假人
[00:01:50.000 --> 00:01:54.000]  接著我跟師兄弟很齊心地說,No Sir!
[00:01:54.000 --> 00:01:56.000]  這是一個預設的答案
[00:01:56.000 --> 00:01:59.000]  在這個時刻,看到也說看不到,對吧?
[00:01:59.000 --> 00:02:03.000]  教官其實沒有跟我們說那裏會有一個Dummy
[00:02:03.000 --> 00:02:08.000]  其實他是要給我們一個提醒
[00:02:08.000 --> 00:02:13.000]  那個提醒對於我來說是不相當受用的
[00:02:13.000 --> 00:02:17.000]  教官問我一個問題,他跟我說了一句話
[00:02:17.000 --> 00:02:24.000]  他說消防只是一個救火,救火只是一個行動
[00:02:24.000 --> 00:02:30.000]  消防的使命不是救火,而是拯救生命
[00:02:30.000 --> 00:02:34.000]  消防的使命不是救火,而是拯救生命
[00:02:34.000 --> 00:02:38.000]  這個提醒在21年之後,即是很久以前
[00:02:38.000 --> 00:02:43.000]  21年之後,就算在教會裏面,一樣是感受用
[00:02:43.000 --> 00:02:49.000]  教會我們很多時候都很容易被行動掩蓋了我們的使命
[00:02:49.000 --> 00:02:52.000]  尤其是當我們很盡心盡力去服侍教會
[00:02:52.000 --> 00:02:57.000]  去做好每一個崇拜,去搞好每一個活動
[00:02:57.000 --> 00:03:00.000]  但是我們越是盡心,我們越是很想做好事工的時候
[00:03:00.000 --> 00:03:03.000]  它有時候會好像我當日那樣
[00:03:03.000 --> 00:03:06.000]  救了一場火,看不到那個Dummy
[00:03:06.000 --> 00:03:09.000]  做好每一個事工,但是看不到在旁邊
[00:03:09.000 --> 00:03:13.000]  原來在等候著要拯救的靈魂
[00:03:13.000 --> 00:03:17.000]  我相信上帝今天要透過這個訊息
[00:03:17.000 --> 00:03:20.000]  讓我們重新去見得到教會
[00:03:20.000 --> 00:03:23.000]  作為耶穌門徒的最大使命
[00:03:23.000 --> 00:03:26.000]  我們一起祈禱
[00:03:26.000 --> 00:03:29.000]  天父我感謝祢的臨在
[00:03:29.000 --> 00:03:32.000]  感謝祢永遠都在我們身邊
[00:03:32.000 --> 00:03:36.000]  亦都不斷去提醒我們,讓我們知道
[00:03:36.000 --> 00:03:39.000]  當我們立志去跟隨主耶穌的時候
[00:03:39.000 --> 00:03:43.000]  祢讓我們共同擁有一個的大使命
[00:03:43.000 --> 00:03:45.000]  求祢今天就跟我們說話
[00:03:45.000 --> 00:03:47.000]  感動我們的心,牽動我們的靈
[00:03:47.000 --> 00:03:49.000]  讓我們聽得到祢的聲音
[00:03:49.000 --> 00:03:52.000]  讓我們知道祢今天要給我們的訊息
[00:03:52.000 --> 00:03:54.000]  我們祈禱奉主耶穌的名
[00:03:54.000 --> 00:03:56.000]  Amen
[00:03:56.000 --> 00:03:59.000]  返開教會的你,有這麼上下之力的基督徒
[00:03:59.000 --> 00:04:02.000]  對於,剛才Jason也說了
[00:04:02.000 --> 00:04:07.000]  「作炎作光」這四個字,相信一點也不陌生
[00:04:07.000 --> 00:04:11.000]  一段基本上是每間教會都會說的經文
[00:04:11.000 --> 00:04:15.000]  基督徒祈禱的時候,我們經常都會用這些用語
[00:04:15.000 --> 00:04:19.000]  每逢要去某個地方作見證
[00:04:19.000 --> 00:04:23.000]  或者我們要為弟兄姊妹去短宣祈禱
[00:04:23.000 --> 00:04:28.000]  我們都會用「作炎作光」作為一個祝福和一個差遣
[00:04:28.000 --> 00:04:30.000]  我們都這樣去祝福人
[00:04:30.000 --> 00:04:32.000]  我們都一樣去領受這份祝福
[00:04:32.000 --> 00:04:35.000]  但是有時候我們未必真的完全去理解
[00:04:35.000 --> 00:04:38.000]  究竟這個用語裡面所蘊含的意義
[00:04:38.000 --> 00:04:42.000]  是多麼的豐富,是多麼的有力
[00:04:42.000 --> 00:04:46.000]  很多時候我們一段看起來耳熟能詳的經文
[00:04:46.000 --> 00:04:51.000]  當我們再一次去懷著謙卑的心去讀它的時候
[00:04:51.000 --> 00:04:54.000]  聖靈往往會給我們有新的亮光
[00:04:54.000 --> 00:04:56.000]  給我們有新的體見
[00:04:56.000 --> 00:04:59.000]  今天,讓我們一起去重新看看這段經文
[00:04:59.000 --> 00:05:02.000]  你會發現當你再一次去作炎作光
[00:05:02.000 --> 00:05:05.000]  或者去為人去祈禱,作炎作光的時候
[00:05:05.000 --> 00:05:07.000]  會有多麼的不同
[00:05:07.000 --> 00:05:13.000]  而且你會發現作炎作光不只是去差遣某個人的時候
[00:05:13.000 --> 00:05:18.000]  而是我們每一個,每一天,每一刻都需要
[00:05:18.000 --> 00:05:19.000]  我們一起看
[00:05:19.000 --> 00:05:22.000]  《馬太福音》第五章十三節
[00:05:22.000 --> 00:05:28.000]  「你們是地上的鹽,鹽若失了味,怎能叫它再鹹呢?」
[00:05:28.000 --> 00:05:32.000]  「它不再有用,只好被雕在外面,任人踐踏。」
[00:05:32.000 --> 00:05:37.000]  「你們是世上的光,成造在山上是不能隱藏的。」
[00:05:37.000 --> 00:05:44.000]  「人點燈不放在斗底下,而是放在燈台上,就照亮一家的人。」
[00:05:44.000 --> 00:05:50.000]  「你們的光也要這樣照在人前,叫他們看見你們的好行為。」
[00:05:50.000 --> 00:05:55.000]  「飽榮耀,歸給你們天上的父。」
[00:05:55.000 --> 00:05:58.000]  上幾個星期我們看了八福
[00:05:58.000 --> 00:06:01.000]  這段經文是緊隨著八福的經文
[00:06:01.000 --> 00:06:06.000]  是耶穌透過八個祝福去教導,讓門徒學習到
[00:06:06.000 --> 00:06:08.000]  什麼是天國價值之後
[00:06:08.000 --> 00:06:12.000]  他用兩個比喻去告訴門徒
[00:06:12.000 --> 00:06:18.000]  跟隨耶穌的人,用生命去活出八福是必須的
[00:06:18.000 --> 00:06:21.000]  當門徒切實地按著八福去生活
[00:06:21.000 --> 00:06:24.000]  所發揮的作用就好像鹽和光一樣
[00:06:24.000 --> 00:06:30.000]  是人類生命的必需,是人類生命的基本需要
[00:06:30.000 --> 00:06:34.000]  耶穌說「你們是地上的鹽」
[00:06:34.000 --> 00:06:37.000]  那個「是」是肯定的
[00:06:37.000 --> 00:06:43.000]  不是說將來有機會,或者你要成為一個鹽
[00:06:43.000 --> 00:06:47.000]  而是說你本來就是地上的鹽
[00:06:47.000 --> 00:06:51.000]  當你選擇跟隨他,當你按著耶穌的教導
[00:06:51.000 --> 00:06:55.000]  那個八福,你這樣去活出來,這樣去生活的時候
[00:06:55.000 --> 00:06:58.000]  你就是地上的鹽
[00:06:58.000 --> 00:07:03.000]  鹽在第一世紀的主要功能是防腐和調味
[00:07:03.000 --> 00:07:06.000]  在當時的人他們沒有雪櫃
[00:07:06.000 --> 00:07:09.000]  他們想食物保存著,他們不變壞
[00:07:09.000 --> 00:07:11.000]  他們需要用鹽
[00:07:11.000 --> 00:07:13.000]  當時的人煮食也沒有那麼多花瓣
[00:07:13.000 --> 00:07:17.000]  尤其是那些一般的普羅百姓
[00:07:17.000 --> 00:07:22.000]  他們吃東西的時候要有味道,要加上的都是鹽
[00:07:22.000 --> 00:07:26.000]  但當時的鹽不是我們現在那些精煉的食鹽
[00:07:26.000 --> 00:07:28.000]  那些叫純鹽
[00:07:28.000 --> 00:07:32.000]  通常是含有石膏之類的化合物
[00:07:32.000 --> 00:07:34.000]  即是一些混合物
[00:07:34.000 --> 00:07:38.000]  考古學記載當時的人他們用的是海鹽
[00:07:38.000 --> 00:07:40.000]  或者是一些礦鹽
[00:07:40.000 --> 00:07:43.000]  其實是一塊塊石頭上面的
[00:07:43.000 --> 00:07:46.000]  所以耶穌說鹽失去了它本身應該有的味道
[00:07:46.000 --> 00:07:48.000]  即是一塊看起來像鹽
[00:07:48.000 --> 00:07:53.000]  但它沒有鹽本身應該有的味道的一塊石頭狀的東西
[00:07:53.000 --> 00:07:56.000]  對於鹽,為甚麼會不鹹呢?
[00:07:56.000 --> 00:07:58.000]  我也做了一點功課
[00:07:58.000 --> 00:08:00.000]  鹽本身是氯化鈉
[00:08:00.000 --> 00:08:03.000]  本身是一種鹹的東西
[00:08:03.000 --> 00:08:06.000]  即是鹽是不會不鹹的
[00:08:06.000 --> 00:08:08.000]  鹽不鹹,沒有味道
[00:08:08.000 --> 00:08:12.000]  它唯一的原因是因為它已經不再是鹽
[00:08:12.000 --> 00:08:17.000]  它可能是溶掉了,或者是處理不當,或者是潮濕
[00:08:17.000 --> 00:08:19.000]  總之就產生了一個化學作用
[00:08:19.000 --> 00:08:21.000]  它再不是氯化鈉
[00:08:21.000 --> 00:08:25.000]  總而言之,它只是一塊本身盛載著鹽
[00:08:25.000 --> 00:08:29.000]  看起來像鹽,但原來已經不是鹽的東西
[00:08:29.000 --> 00:08:34.000]  所以只好被丟在外面,任人踐踏
[00:08:34.000 --> 00:08:38.000]  耶穌說,滿土本身是地上的鹽
[00:08:38.000 --> 00:08:43.000]  本身就已經有鹽的味道,有鹽的功能
[00:08:43.000 --> 00:08:50.000]  我聽過不少經文的講道
