
[00:00:00.000 --> 00:00:02.640]   Amen.
[00:00:02.640 --> 00:00:05.320]   Okay, so if you've been here in the last couple of weeks,
[00:00:05.320 --> 00:00:09.640]   you know we just wrapped up our sermon series on healing
[00:00:09.640 --> 00:00:13.280]   and we're starting a brand new sermon series
[00:00:13.280 --> 00:00:15.760]   and I'm gonna introduce the speaker of today
[00:00:15.760 --> 00:00:18.360]   and he will come and tell us about that.
[00:00:18.360 --> 00:00:21.360]   Let's put our hands together and welcome Pastor Tim.
[00:00:21.360 --> 00:00:22.840]   (audience applauding)
[00:00:22.840 --> 00:00:25.440]   Who else is gonna start a new sermon series, right?
[00:00:25.440 --> 00:00:28.040]   Why don't we stretch out our hands and pray for him?
[00:00:29.800 --> 00:00:32.840]   Father, we just pray for your anointing
[00:00:32.840 --> 00:00:35.360]   and your presence on Tim today.
[00:00:35.360 --> 00:00:38.500]   This word, this actually, this whole sermon series
[00:00:38.500 --> 00:00:41.420]   that you have put on his heart,
[00:00:41.420 --> 00:00:43.600]   you have something you wanna share with us
[00:00:43.600 --> 00:00:45.080]   through him today.
[00:00:45.080 --> 00:00:47.320]   And so God, I pray you will anoint not just him,
[00:00:47.320 --> 00:00:49.860]   but also our ears, you will anoint our hearts
[00:00:49.860 --> 00:00:53.080]   to receive this message that you wanna bring to this church
[00:00:53.080 --> 00:00:56.040]   so that we could be your people,
[00:00:56.040 --> 00:00:58.960]   ready to do your work in this area.
[00:00:58.960 --> 00:01:00.960]   In Jesus' name we pray.
[00:01:00.960 --> 00:01:01.800]   - Amen. - Amen.
[00:01:01.800 --> 00:01:02.840]   Thank you Chapman.
[00:01:02.840 --> 00:01:08.120]   I don't know if you have ever found yourself
[00:01:08.120 --> 00:01:11.480]   in a place where you are lost,
[00:01:11.480 --> 00:01:13.360]   where you are just lost.
[00:01:13.360 --> 00:01:15.360]   Now I know I have.
[00:01:15.360 --> 00:01:17.040]   When I was a young adult,
[00:01:17.040 --> 00:01:20.380]   I had just graduated from university, I started working.
[00:01:20.380 --> 00:01:23.780]   And during that time, my company,
[00:01:23.780 --> 00:01:27.200]   they moved me to a location where I didn't know anyone.
[00:01:27.200 --> 00:01:30.040]   And so without community, without that support,
[00:01:30.040 --> 00:01:34.720]   I started making choices that were just not good.
[00:01:34.720 --> 00:01:40.120]   I didn't have the right priorities in my life
[00:01:40.120 --> 00:01:41.520]   and I just started drifting.
[00:01:41.520 --> 00:01:47.360]   And I wasn't being the person that I wanted to be,
[00:01:47.360 --> 00:01:48.760]   not in the very least.
[00:01:48.760 --> 00:01:51.440]   I knew I wasn't who I wanted to be.
