
[00:00:00.000 --> 00:00:02.500]   in its ongoing sentence.
[00:00:02.500 --> 00:00:05.100]   A time of service, love, and engagement
[00:00:05.100 --> 00:00:08.180]   that inspires and emboldens all equally
[00:00:08.180 --> 00:00:10.380]   for the conversation that lies ahead.
[00:00:10.380 --> 00:00:16.500]   A church that cares, disciples, rebuilds, renews.
[00:00:16.500 --> 00:00:19.820]   This is our city.
[00:00:19.820 --> 00:00:22.340]   This is our church.
[00:00:22.340 --> 00:00:24.620]   This is our home.
[00:00:24.620 --> 00:00:28.920]   - Good morning and welcome to the Wein-Yun Long.
[00:00:28.920 --> 00:00:31.400]   My name is Tim, I'm one of the pastors here.
[00:00:31.400 --> 00:00:33.560]   It is so good to see you.
[00:00:33.560 --> 00:00:36.960]   Today we have some exciting plans.
[00:00:36.960 --> 00:00:38.960]   Does anyone know what we're doing today?
[00:00:38.960 --> 00:00:41.360]   Barbecue, that's right.
[00:00:41.360 --> 00:00:42.360]   I'm so excited.
[00:00:42.360 --> 00:00:45.360]   I heard people are bringing British football,
[00:00:45.360 --> 00:00:49.040]   American football, and of course there'll be good food.
[00:00:49.040 --> 00:00:52.520]   But I'm not just excited because of the barbecue.
[00:00:52.520 --> 00:00:56.520]   I'm also excited because you are here.
[00:00:58.360 --> 00:01:00.960]   God's word is very clear,
[00:01:00.960 --> 00:01:05.440]   that every person who knows Jesus
[00:01:05.440 --> 00:01:07.520]   is indwelled by the Holy Spirit.
[00:01:07.520 --> 00:01:09.920]   But then there is something that happens
[00:01:09.920 --> 00:01:13.040]   when people come together as the church.
[00:01:13.040 --> 00:01:15.840]   God indwells the gathering of God's people
[00:01:15.840 --> 00:01:16.920]   in a special way.
[00:01:16.920 --> 00:01:23.160]   And so I wanna ask and invite us to prepare our hearts
[00:01:24.480 --> 00:01:29.080]   as we enter into worship here in just a moment.
[00:01:29.080 --> 00:01:33.420]   That we come expectant that the Holy Spirit wants to move,
[00:01:33.420 --> 00:01:37.720]   wants to meet us through the preaching,
[00:01:37.720 --> 00:01:40.380]   through the worship, through prayer,
[00:01:40.380 --> 00:01:43.960]   and that we come expectant and encounter him.
[00:01:43.960 --> 00:01:47.360]   But then the second thing I was thinking about
[00:01:47.360 --> 00:01:51.140]   was bringing our best in worship to him today.
[00:01:52.520 --> 00:01:55.120]   Now what does it mean to bring our best in worship?
[00:01:55.120 --> 00:01:57.840]   I think it probably means different things
[00:01:57.840 --> 00:01:58.880]   for different people.
[00:01:58.880 --> 00:02:02.920]   Perhaps the fact that you showed up is already incredible.
[00:02:02.920 --> 00:02:06.000]   Maybe you've had a difficult week and you're here,
[00:02:06.000 --> 00:02:07.840]   you know, praise God.
[00:02:07.840 --> 00:02:11.120]   So your presence is part of your worship.
[00:02:11.120 --> 00:02:13.080]   Maybe offering our best worship
[00:02:13.080 --> 00:02:18.920]   means this yielding and surrendering to God again.
[00:02:19.960 --> 00:02:23.920]   Maybe it means really thinking about what we're singing
[00:02:23.920 --> 00:02:26.560]   as we lift up our voices and praise to God.
[00:02:26.560 --> 00:02:29.280]   So I wanna invite us to bring our best right now
[00:02:29.280 --> 00:02:30.840]   to God as we're gonna worship.
[00:02:30.840 --> 00:02:32.560]   So I wanna invite you all to stand
[00:02:32.560 --> 00:02:36.280]   and I wanna pray for us.
[00:02:36.280 --> 00:02:41.280]   Heavenly Father, thank you so much
[00:02:41.280 --> 00:02:43.480]   for every single person that you have brought.
[00:02:43.480 --> 00:02:45.960]   Thank you, Holy Spirit, that you indwell your people,
[00:02:45.960 --> 00:02:48.360]   that you indwell your church, that you are here.
[00:02:49.200 --> 00:02:51.320]   Right now we wanna lift up your name.
[00:02:51.320 --> 00:02:53.240]   We want your name to be lifted high.
[00:02:53.240 --> 00:02:55.400]   We wanna praise you, we wanna glorify you.
[00:02:55.400 --> 00:02:58.800]   We wanna sing of your beauty and who you are
[00:02:58.800 --> 00:03:00.400]   and declare that.
[00:03:00.400 --> 00:03:02.600]   And so may you be pleased and honored.
[00:03:02.600 --> 00:03:04.840]   I pray this in your name, Jesus, amen.
[00:03:04.840 --> 00:03:06.600]   Let's worship.
[00:03:06.600 --> 00:03:08.520]   Amen.
[00:03:09.520 --> 00:03:12.100]   (gentle music)
[00:03:12.100 --> 00:03:27.000]   ♪ Our fight is with weapons unseen ♪
[00:03:27.000 --> 00:03:32.840]   ♪ Your enemies crash to their knees ♪
[00:03:32.840 --> 00:03:37.840]   ♪ As we rise up in worship ♪
[00:03:38.840 --> 00:03:43.840]   ♪ When trials unleash like a flood ♪
[00:03:43.840 --> 00:03:49.840]   ♪ The battle belongs to our God ♪
[00:03:49.840 --> 00:03:54.840]   ♪ As we cry out in worship ♪
[00:03:54.840 --> 00:03:56.840]   Let's declare it, church.
[00:03:56.840 --> 00:04:02.840]   ♪ The victory is yours ♪
[00:04:02.840 --> 00:04:06.840]   ♪ You're riding on the storm ♪
[00:04:06.840 --> 00:04:11.840]   ♪ Your name is unfailing ♪
[00:04:11.840 --> 00:04:14.840]   ♪ Though kingdoms rise and fall ♪
[00:04:14.840 --> 00:04:19.840]   ♪ Your throne withstands it all ♪
[00:04:19.840 --> 00:04:24.840]   ♪ Your name is unshaken ♪
[00:04:24.840 --> 00:04:31.840]   ♪ To break me has failed ♪
[00:04:31.840 --> 00:04:36.840]   ♪ Now nothing will silence my praise ♪
[00:04:36.840 --> 00:04:41.840]   ♪ I'll cry out in worship ♪
[00:04:41.840 --> 00:04:44.840]   ♪ Oh ♪
[00:04:44.840 --> 00:04:49.840]   ♪ From the prison we'll shake ♪
[00:04:49.840 --> 00:04:54.840]   ♪ The chain-breaking King will rise to save ♪
[00:04:54.840 --> 00:04:59.840]   ♪ As we cry out in worship ♪
[00:04:59.840 --> 00:05:04.840]   ♪ Oh ♪
[00:05:04.840 --> 00:05:07.840]   ♪ The victory is yours ♪
[00:05:07.840 --> 00:05:12.840]   ♪ You're riding on the storm ♪
[00:05:12.840 --> 00:05:17.840]   ♪ Your name is unfailing ♪
[00:05:17.840 --> 00:05:20.840]   ♪ Though kingdoms rise and fall ♪
[00:05:20.840 --> 00:05:25.840]   ♪ Your throne withstands it all ♪
[00:05:25.840 --> 00:05:28.840]   ♪ Your name is unshaken ♪
[00:05:28.840 --> 00:05:33.840]   ♪ The victory, the victory is yours ♪
[00:05:33.840 --> 00:05:38.840]   ♪ You're riding on the storm ♪
[00:05:38.840 --> 00:05:42.840]   ♪ Your name is unfailing ♪
[00:05:42.840 --> 00:05:45.840]   ♪ Though kingdoms rise and fall ♪
[00:05:45.840 --> 00:05:50.840]   ♪ Your throne withstands it all ♪
[00:05:50.840 --> 00:05:55.840]   ♪ Your name is unshaken ♪
[00:05:57.840 --> 00:05:59.840]   ♪ Oh ♪
[00:05:59.840 --> 00:06:04.840]   ♪ Unshaken, oh ♪
[00:06:04.840 --> 00:06:10.840]   ♪ You roar like thunder ♪
[00:06:10.840 --> 00:06:15.840]   ♪ Nothing can tame a God all-powerful ♪
[00:06:15.840 --> 00:06:20.840]   ♪ All-powerful ♪
[00:06:20.840 --> 00:06:23.840]   ♪ You pull down heaven ♪
[00:06:23.840 --> 00:06:28.840]   ♪ With shouts of praise of God all-powerful ♪
[00:06:28.840 --> 00:06:31.840]   ♪ All-powerful ♪
[00:06:31.840 --> 00:06:33.840]   ♪ You roar like thunder ♪
[00:06:33.840 --> 00:06:36.840]   ♪ You roar like thunder ♪
[00:06:36.840 --> 00:06:41.840]   ♪ Nothing can tame a God all-powerful ♪
[00:06:41.840 --> 00:06:45.840]   ♪ All-powerful ♪
[00:06:45.840 --> 00:06:48.840]   ♪ You pull down heaven ♪
[00:06:48.840 --> 00:06:53.840]   ♪ With shouts of praise of God all-powerful ♪
[00:06:53.840 --> 00:06:57.840]   ♪ All-powerful ♪
[00:06:57.840 --> 00:07:01.840]   ♪ The victory, the victory is yours ♪
[00:07:01.840 --> 00:07:06.840]   ♪ You're riding on the storm ♪
[00:07:06.840 --> 00:07:10.840]   ♪ Your name is unfailing ♪
[00:07:10.840 --> 00:07:14.840]   ♪ Though kingdoms rise and fall ♪
[00:07:14.840 --> 00:07:19.840]   ♪ Your throne withstands it all ♪
[00:07:19.840 --> 00:07:23.840]   ♪ Your name is unshaken ♪
[00:07:23.840 --> 00:07:26.840]   ♪ You roar like thunder ♪
[00:07:26.840 --> 00:07:31.840]   ♪ Nothing can tame a God all-powerful ♪
[00:07:31.840 --> 00:07:34.840]   ♪ All-powerful ♪
[00:07:34.840 --> 00:07:35.840]   - Oh, come on, church.
[00:07:35.840 --> 00:07:38.840]   ♪ You pull down heaven ♪
[00:07:38.840 --> 00:07:43.840]   ♪ With shouts of praise of God all-powerful ♪
[00:07:43.840 --> 00:07:46.840]   ♪ All-powerful ♪
[00:07:46.840 --> 00:07:50.840]   ♪ Oh ♪
[00:07:50.840 --> 00:07:55.840]   ♪ Oh ♪
[00:07:55.840 --> 00:07:59.840]   ♪ Jesus, the victory is yours ♪
[00:07:59.840 --> 00:08:04.840]   ♪ Oh ♪
[00:08:10.840 --> 00:08:13.840]   ♪ The victory is yours ♪
[00:08:13.840 --> 00:08:16.840]   ♪ The victory is yours ♪
[00:08:16.840 --> 00:08:21.840]   ♪ You're riding on the storm ♪
[00:08:21.840 --> 00:08:26.840]   ♪ Your name is unfailing ♪
[00:08:26.840 --> 00:08:29.840]   ♪ Though kingdoms rise and fall ♪
[00:08:29.840 --> 00:08:34.840]   ♪ Your throne withstands it all ♪
[00:08:34.840 --> 00:08:39.840]   ♪ Your name is unshaken ♪
[00:08:39.840 --> 00:08:44.840]   (gentle music)
[00:08:44.840 --> 00:08:49.840]   (gentle music)
[00:08:49.840 --> 00:08:59.840]   (gentle music)
[00:08:59.840 --> 00:09:04.840]   (gentle music)
[00:09:04.840 --> 00:09:09.840]   (gentle music)
[00:09:09.840 --> 00:09:14.840]   (gentle music)
[00:09:14.840 --> 00:09:19.840]   (gentle music)
[00:09:19.840 --> 00:09:24.840]   (gentle music)
[00:09:24.840 --> 00:09:29.840]   (gentle music)
[00:09:29.840 --> 00:09:34.840]   (gentle music)
[00:09:34.840 --> 00:09:39.840]   (gentle music)
[00:09:39.840 --> 00:09:44.840]   (gentle music)
[00:09:44.840 --> 00:09:49.840]   (gentle music)
[00:09:49.840 --> 00:09:54.840]   (gentle music)
[00:09:54.840 --> 00:09:59.840]   (gentle music)
[00:09:59.840 --> 00:10:04.840]   (gentle music)
[00:10:04.840 --> 00:10:09.840]   (gentle music)
[00:10:09.840 --> 00:10:14.840]   (gentle music)
[00:10:14.840 --> 00:10:19.840]   (gentle music)
[00:10:19.840 --> 00:10:24.840]   (gentle music)
[00:10:24.840 --> 00:10:29.840]   (gentle music)
[00:10:29.840 --> 00:10:34.840]   (gentle music)
[00:10:34.840 --> 00:10:39.840]   (gentle music)
[00:10:39.840 --> 00:10:44.840]   (gentle music)
[00:10:44.840 --> 00:10:49.840]   (gentle music)
[00:10:49.840 --> 00:10:54.840]   (gentle music)
[00:10:54.840 --> 00:10:59.840]   (gentle music)
[00:10:59.840 --> 00:11:04.840]   (gentle music)
[00:11:04.840 --> 00:11:09.840]   (gentle music)
[00:11:09.840 --> 00:11:14.840]   (gentle music)
[00:11:14.840 --> 00:11:19.840]   (gentle music)
[00:11:19.840 --> 00:11:24.840]   (gentle music)
[00:11:24.840 --> 00:11:29.840]   (gentle music)
[00:11:29.840 --> 00:11:34.840]   (gentle music)
[00:11:34.840 --> 00:11:39.840]   (gentle music)
[00:11:39.840 --> 00:11:44.840]   (gentle music)
[00:11:44.840 --> 00:11:49.840]   (gentle music)
[00:11:49.840 --> 00:11:54.840]   (gentle music)
[00:11:54.840 --> 00:11:59.840]   (gentle music)
[00:11:59.840 --> 00:12:04.840]   (gentle music)
[00:12:04.840 --> 00:12:09.840]   (gentle music)
[00:12:09.840 --> 00:12:14.840]   (gentle music)
[00:12:14.840 --> 00:12:19.840]   (gentle music)
[00:12:19.840 --> 00:12:24.840]   (gentle music)
[00:12:24.840 --> 00:12:29.840]   (gentle music)
[00:12:29.840 --> 00:12:34.840]   (gentle music)
[00:12:34.840 --> 00:12:39.840]   (gentle music)
[00:12:39.840 --> 00:12:44.840]   (gentle music)
[00:12:44.840 --> 00:12:49.840]   (gentle music)
[00:12:49.840 --> 00:12:54.840]   (gentle music)
[00:12:54.840 --> 00:12:59.840]   (gentle music)
[00:12:59.840 --> 00:13:04.840]   (gentle music)
[00:13:04.840 --> 00:13:09.840]   (gentle music)
[00:13:09.840 --> 00:13:14.840]   (gentle music)
[00:13:14.840 --> 00:13:19.840]   (gentle music)
[00:13:19.840 --> 00:13:24.840]   (gentle music)
[00:13:24.840 --> 00:13:29.840]   (gentle music)
[00:13:29.840 --> 00:13:34.840]   (gentle music)
[00:13:34.840 --> 00:13:39.840]   (gentle music)
[00:13:39.840 --> 00:13:44.840]   (gentle music)
[00:13:44.840 --> 00:13:49.840]   (gentle music)
[00:13:49.840 --> 00:13:54.840]   (gentle music)
[00:13:54.840 --> 00:13:59.840]   (gentle music)
[00:13:59.840 --> 00:14:04.840]   (gentle music)
[00:14:04.840 --> 00:14:09.840]   (gentle music)
[00:14:09.840 --> 00:14:14.840]   (gentle music)
[00:14:14.840 --> 00:14:19.840]   (gentle music)
[00:14:19.840 --> 00:14:24.840]   (gentle music)
[00:14:24.840 --> 00:14:29.840]   (gentle music)
[00:14:29.840 --> 00:14:34.840]   (gentle music)
[00:14:34.840 --> 00:14:39.840]   (gentle music)
[00:14:39.840 --> 00:14:44.840]   (gentle music)
[00:14:44.840 --> 00:14:49.840]   (gentle music)
[00:14:49.840 --> 00:14:54.840]   (gentle music)
[00:14:54.840 --> 00:14:59.840]   (gentle music)
[00:14:59.840 --> 00:15:04.840]   (gentle music)
[00:15:04.840 --> 00:15:09.840]   (gentle music)
[00:15:09.840 --> 00:15:14.840]   (gentle music)
[00:15:14.840 --> 00:15:19.840]   (gentle music)
[00:15:19.840 --> 00:15:24.840]   (gentle music)
[00:15:24.840 --> 00:15:29.840]   (gentle music)
[00:15:29.840 --> 00:15:34.840]   (gentle music)
[00:15:34.840 --> 00:15:39.840]   (gentle music)
[00:15:39.840 --> 00:15:44.840]   (gentle music)
[00:15:44.840 --> 00:15:49.840]   (gentle music)
[00:15:49.840 --> 00:15:54.840]   (gentle music)
[00:15:54.840 --> 00:15:59.840]   (gentle music)
[00:15:59.840 --> 00:16:04.840]   (gentle music)
[00:16:04.840 --> 00:16:09.840]   (gentle music)
[00:16:09.840 --> 00:16:14.840]   (gentle music)
[00:16:14.840 --> 00:16:15.840]   - Amen, Jesus.
[00:16:15.840 --> 00:16:18.840]   (clearing throat)
[00:16:18.840 --> 00:16:21.840]   Thank you for just coming to us
[00:16:21.840 --> 00:16:25.840]   this season of Christmas.
[00:16:25.840 --> 00:16:27.840]   Your blessing, your love,
[00:16:27.840 --> 00:16:29.840]   and most importantly, your joy, Lord.
[00:16:29.840 --> 00:16:32.840]   Just thank you for bringing your joy to us.
[00:16:32.840 --> 00:16:36.840]   When you fill our everyday life with your joy,
[00:16:36.840 --> 00:16:39.840]   yeah, we just praise you.
[00:16:39.840 --> 00:16:41.840]   Let's praise some church.
[00:16:41.840 --> 00:16:43.840]   Let's sing this.
[00:16:43.840 --> 00:16:47.840]   (gentle music)
[00:16:47.840 --> 00:16:49.840]   Woo!
[00:16:49.840 --> 00:16:51.840]   Let's sing this joy.
[00:16:51.840 --> 00:16:53.840]   Celebrate church.
[00:16:53.840 --> 00:16:58.840]   (gentle music)
[00:16:58.840 --> 00:17:01.840]   Joy to the world.
[00:17:01.840 --> 00:17:05.840]   ♪ Joy to the world, the Lord is come ♪
[00:17:05.840 --> 00:17:09.840]   ♪ Let earth receive her King ♪
[00:17:09.840 --> 00:17:14.840]   ♪ Let every heart prepare Him room ♪
[00:17:14.840 --> 00:17:18.840]   ♪ Let heaven and nature sing ♪
[00:17:18.840 --> 00:17:22.840]   ♪ Let heaven and nature sing ♪
[00:17:22.840 --> 00:17:26.840]   ♪ We will sing joy ♪
[00:17:26.840 --> 00:17:30.840]   (gentle music)
[00:17:30.840 --> 00:17:32.840]   Joy to the world.
[00:17:32.840 --> 00:17:36.840]   ♪ Joy to the world, the Savior reigns ♪
[00:17:36.840 --> 00:17:40.840]   ♪ Let men their songs employ ♪
[00:17:40.840 --> 00:17:45.840]   ♪ While fields and floods, rocks, hills and plains ♪
[00:17:45.840 --> 00:17:49.840]   ♪ Repeat the sounding joy ♪
[00:17:49.840 --> 00:17:53.840]   ♪ Repeat the sounding joy ♪
[00:17:53.840 --> 00:17:57.840]   ♪ We will sing joy ♪
[00:17:57.840 --> 00:18:01.840]   ♪ We will sing joy ♪
[00:18:01.840 --> 00:18:05.840]   ♪ We will sing joy ♪
[00:18:05.840 --> 00:18:10.840]   ♪ Joy to the world ♪
[00:18:10.840 --> 00:18:15.840]   ♪ He rules, He rules the world with truth and grace ♪
[00:18:15.840 --> 00:18:19.840]   ♪ And makes the nations sing ♪
[00:18:19.840 --> 00:18:23.840]   ♪ And glories of His righteousness ♪
[00:18:23.840 --> 00:18:27.840]   ♪ And wonders of His love ♪
[00:18:27.840 --> 00:18:30.840]   ♪ And wonders of His love ♪
[00:18:30.840 --> 00:18:31.840]   Come on.
[00:18:31.840 --> 00:18:35.840]   ♪ We will sing joy ♪
[00:18:35.840 --> 00:18:39.840]   ♪ We will sing joy ♪
[00:18:39.840 --> 00:18:43.840]   ♪ We will sing joy ♪
[00:18:43.840 --> 00:18:46.840]   ♪ Joy to the world ♪
[00:18:46.840 --> 00:18:48.840]   One more time, let's sing it.
[00:18:48.840 --> 00:18:52.840]   ♪ We will sing joy ♪
[00:18:52.840 --> 00:18:56.840]   ♪ We will sing joy ♪
[00:18:56.840 --> 00:19:00.840]   ♪ We will sing joy ♪
[00:19:00.840 --> 00:19:03.840]   ♪ Joy to the world ♪
[00:19:03.840 --> 00:19:05.840]   One last time, church, come on.
[00:19:05.840 --> 00:19:09.840]   ♪ We will sing joy ♪
[00:19:09.840 --> 00:19:13.840]   ♪ We will sing joy ♪
[00:19:13.840 --> 00:19:17.840]   ♪ We will sing joy ♪
[00:19:17.840 --> 00:19:23.840]   ♪ Joy to the world ♪
[00:19:23.840 --> 00:19:27.840]   ♪ Joy to the world, the Lord is come ♪
[00:19:27.840 --> 00:19:31.840]   ♪ Let earth receive her King ♪
[00:19:31.840 --> 00:19:36.840]   ♪ Let every heart prepare Him room ♪
[00:19:36.840 --> 00:19:40.840]   ♪ And heaven and nature sing ♪
[00:19:40.840 --> 00:19:45.840]   ♪ And heaven and nature sing ♪
[00:19:45.840 --> 00:19:53.840]   ♪ And heaven and heaven and nature sing ♪
[00:19:53.840 --> 00:19:54.840]   Whoo!
[00:19:54.840 --> 00:19:55.840]   Thank you, Jesus.
[00:19:55.840 --> 00:19:56.840]   Thank you.
[00:19:56.840 --> 00:20:02.840]   (congregation applauding)
[00:20:02.840 --> 00:20:04.840]   Let's pray.
[00:20:04.840 --> 00:20:09.840]   Dear Jesus, we thank you that you have come.
[00:20:09.840 --> 00:20:13.840]   And I pray that this Advent season, this Christmas season,
[00:20:13.840 --> 00:20:18.840]   that you prepare a room to receive you in a new way
[00:20:18.840 --> 00:20:22.840]   and to receive you as King in our lives.
[00:20:22.840 --> 00:20:25.840]   And I also pray that this would be a season
[00:20:25.840 --> 00:20:27.840]   where you fill our hearts with joy,
[00:20:27.840 --> 00:20:31.840]   but also an anticipation that you are coming again
[00:20:31.840 --> 00:20:33.840]   and you will set things right.
[00:20:33.840 --> 00:20:35.840]   And so we eagerly await that, Lord Jesus.
[00:20:35.840 --> 00:20:37.840]   We pray, come, Lord Jesus, come.
[00:20:37.840 --> 00:20:39.840]   We pray this in your name, Jesus.
[00:20:39.840 --> 00:20:40.840]   Amen.
[00:20:40.840 --> 00:20:41.840]   Amen.
[00:20:41.840 --> 00:20:42.840]   Yeah.
[00:20:42.840 --> 00:20:44.840]   You may be seated.
[00:20:44.840 --> 00:20:47.840]   So right now, one thing that we are doing
[00:20:47.840 --> 00:20:48.840]   throughout the Advent season,
[00:20:48.840 --> 00:20:50.840]   we're going to continue with our worship
[00:20:50.840 --> 00:20:53.840]   through an Advent prayer that we'll do together.
[00:20:53.840 --> 00:20:55.840]   And so I'm excited.
[00:20:55.840 --> 00:20:59.840]   I've invited Joe and Celia and Levi,
[00:20:59.840 --> 00:21:02.840]   and we're going to do this Advent prayer together.
[00:21:02.840 --> 00:21:05.840]   So if you can put up on the screen.
[00:21:05.840 --> 00:21:07.840]   So you can see there's a part of the leader,
[00:21:07.840 --> 00:21:09.840]   which they will do as a family.
[00:21:09.840 --> 00:21:11.840]   And then there's a part of all,
[00:21:11.840 --> 00:21:13.840]   which we're all going to do together.
[00:21:13.840 --> 00:21:15.840]   We'll all say out loud.
[00:21:15.840 --> 00:21:24.840]   [Praying in Tongues]
[00:21:24.840 --> 00:21:26.840]   Testing. Okay.
[00:21:26.840 --> 00:21:29.840]   Jesus said, "I am the light of the world.
[00:21:29.840 --> 00:21:32.840]   The one who follows me will not walk in darkness,
[00:21:32.840 --> 00:21:34.840]   but have the light of life."
[00:21:34.840 --> 00:21:40.840]   We light this candle as a sign of the coming light of Christ.
[00:21:40.840 --> 00:21:50.840]   [Praying in Tongues]
[00:21:50.840 --> 00:21:54.840]   I'll lead the blind by the ways they have not known.
[00:21:54.840 --> 00:21:57.840]   A long and familiar path I will guide them.
[00:21:57.840 --> 00:21:59.840]   I will turn the darkness into light before them
[00:21:59.840 --> 00:22:01.840]   and make the rough places smooth.
[00:22:01.840 --> 00:22:03.840]   There are the things I will do.
[00:22:03.840 --> 00:22:05.840]   I will not forsake them.
[00:22:05.840 --> 00:22:07.840]   Isaiah 42, 16.
[00:22:07.840 --> 00:22:12.840]   Come.
[00:22:12.840 --> 00:22:16.840]   Until that day, let us walk in the light of the Lord.
[00:22:16.840 --> 00:22:18.840]   Amen.
[00:22:18.840 --> 00:22:20.840]   Amen.
[00:22:20.840 --> 00:22:22.840]   Yeah, thank you so much for reading that.
[00:22:22.840 --> 00:22:26.840]   That was beautiful, and I love that you did it all as a family together.
[00:22:26.840 --> 00:22:28.840]   Good job, Levi.
[00:22:28.840 --> 00:22:30.840]   I also saw that joy when we were singing "Joy to the World."
[00:22:30.840 --> 00:22:32.840]   That was awesome.
[00:22:32.840 --> 00:22:35.840]   Hey, so it's so good to see everyone.
[00:22:35.840 --> 00:22:40.840]   I want to right now especially welcome those of you who are here for the very first time.
[00:22:40.840 --> 00:22:44.840]   If you don't mind just slipping up your arm, just want to say hi.
[00:22:44.840 --> 00:22:46.840]   So, yes, welcome.
[00:22:46.840 --> 00:22:48.840]   So great to have you all.
