
[00:00:00.000 --> 00:00:01.000]   Amen.
[00:00:01.000 --> 00:00:06.480]   Well, first of all, I just have to do a shout out for my husband who's unfortunately not
[00:00:06.480 --> 00:00:07.480]   very well.
[00:00:07.480 --> 00:00:09.160]   So, usually he's sat on the front row.
[00:00:09.160 --> 00:00:11.360]   He's not here, so love you.
[00:00:11.360 --> 00:00:16.720]   Hello, everyone, and welcome watching online.
[00:00:16.720 --> 00:00:18.840]   So glad that we can pack everybody in.
[00:00:18.840 --> 00:00:20.400]   It's so good.
[00:00:20.400 --> 00:00:24.200]   Well, you know, Christine Gardner, Christine Gardner works here.
[00:00:24.200 --> 00:00:32.420]   She leads our psychotherapist and counseling center Oasis, and she did a staff training
[00:00:32.420 --> 00:00:38.680]   for us a number of months ago, and it was on self-care.
[00:00:38.680 --> 00:00:45.520]   And one of the things that she said to us was, "You will have pain."
[00:00:45.520 --> 00:00:52.800]   Not quite what we were expecting for self-care, but she's right.
[00:00:52.800 --> 00:00:56.220]   Her point was that life is full of pain.
[00:00:56.220 --> 00:00:57.960]   We cannot get away from it.
[00:00:57.960 --> 00:01:03.400]   When we understand that there will be pain and we accept it, we may not like it.
[00:01:03.400 --> 00:01:05.680]   We certainly don't have to want it.
[00:01:05.680 --> 00:01:14.120]   However, when we understand it will be with us, then our relationship with pain changes.
[00:01:14.120 --> 00:01:21.440]   It then allows us, rather than to suppress and try and push away pain, it allows us to
[00:01:21.440 --> 00:01:28.520]   then think about how we can invite God into the pain that we are experiencing.
[00:01:28.520 --> 00:01:35.080]   In the same way, life is messy.
[00:01:35.080 --> 00:01:37.640]   You cannot have a mess-free life.
[00:01:37.640 --> 00:01:38.640]   I'm sorry.
[00:01:38.640 --> 00:01:40.680]   It just is the way it is.
[00:01:40.680 --> 00:01:47.240]   And so we have to accept that there will be mess, but we learn that God is not unfamiliar
[00:01:47.240 --> 00:01:50.040]   or surprised by mess either.
[00:01:50.040 --> 00:01:57.320]   In fact, today we're going to look at how God can be actually found in our mess.
[00:01:57.320 --> 00:02:04.000]   In our second week of Advent, we look at the messy priest story of the birth of Jesus.
[00:02:04.000 --> 00:02:09.480]   We look at two characters in the narrative captured in the Gospel of Luke who find themselves
[00:02:09.480 --> 00:02:19.520]   in deeply messy situations and yet find ways to trust God despite the far from ideal circumstances.
[00:02:19.520 --> 00:02:26.360]   We'll look at how their stories relate to us, how they teach us that we too can find
[00:02:26.360 --> 00:02:34.440]   God in the messiness of our own lives, embrace that mess, and position ourselves for a hopeful
[00:02:34.440 --> 00:02:35.440]   future.
[00:02:35.440 --> 00:02:42.920]   So of the four Gospels, only Luke begins with the story of the birth of John the Baptist,
[00:02:42.920 --> 00:02:47.120]   and he introduces us to his father, Zachariah.
[00:02:47.120 --> 00:02:53.120]   Now Luke tells us some interesting facts about Zachariah to help us characterize the type
[00:02:53.120 --> 00:02:55.600]   of man that he was.
[00:02:55.600 --> 00:02:56.600]   First of all, his profession.
[00:02:56.600 --> 00:02:58.700]   He was very honorable.
[00:02:58.700 --> 00:03:04.040]   He was a priest, and he belonged to the priestly division of Abijah.
[00:03:04.040 --> 00:03:12.180]   His wife, called Elizabeth, was also of priestly descent, and they were both described as upright
[00:03:12.180 --> 00:03:14.440]   in the sight of God.
[00:03:14.440 --> 00:03:17.480]   We also learn that they were childless.
[00:03:17.480 --> 00:03:22.280]   Scripture tells us that Elizabeth was barren, and we knew culturally at that time there
[00:03:22.280 --> 00:03:27.960]   was a lot of shame and public disgrace around not being able to have children.
[00:03:27.960 --> 00:03:31.560]   And then finally we're told that they were old.
[00:03:31.560 --> 00:03:35.740]   Well actually, Scripture says that they were well along in years, which I think is a much
[00:03:35.740 --> 00:03:39.480]   better way of saying they were old, right?
[00:03:39.480 --> 00:03:45.160]   So next Luke leads us into the story by setting the scene in the temple.
[00:03:45.160 --> 00:03:51.560]   The priests bore the responsibility of serving in the temple, offering the sacrifice required
[00:03:51.560 --> 00:03:58.200]   by Mosaic law, acting as the mediators between the people and God, and on this occasion we
[00:03:58.200 --> 00:04:04.680]   are told Zachariah had been chosen by Lot to enter into the holy place.
[00:04:04.680 --> 00:04:11.960]   He's there to burn incense, and the offering of incense represented the prayers of intercession
[00:04:11.960 --> 00:04:21.000]   for all of the people, so it was considered a very sacred task, and for Zachariah an opportunity
[00:04:21.000 --> 00:04:23.280]   of a lifetime.
[00:04:23.280 --> 00:04:29.200]   So while Zachariah was in the holy place, an angel appeared to him.
[00:04:29.200 --> 00:04:35.880]   Now understandably, Zachariah was afraid, I think I would be too, even though as a priest
