
[00:00:00.000 --> 00:00:01.000]   Amen, amen.
[00:00:01.000 --> 00:00:04.560]   Have a seat, have a seat.
[00:00:04.560 --> 00:00:09.340]   We're continuing our series in Ephesians here this morning
[00:00:09.340 --> 00:00:12.620]   and as we do so, we come to what I consider
[00:00:12.620 --> 00:00:14.960]   the pivot passage in the whole of the book.
[00:00:14.960 --> 00:00:18.840]   There's a saying that says that big huge doors
[00:00:18.840 --> 00:00:21.460]   swing on small hinges.
[00:00:21.460 --> 00:00:22.980]   And we're only gonna be looking at, say,
[00:00:22.980 --> 00:00:26.100]   four verses of text this morning,
[00:00:26.100 --> 00:00:30.700]   but a big huge door swings on just this small hinge
[00:00:30.700 --> 00:00:32.700]   we're gonna be looking at.
[00:00:32.700 --> 00:00:35.500]   This pivot passage is found right in the heart
[00:00:35.500 --> 00:00:38.940]   of Paul's letter to his church in Ephesus.
[00:00:38.940 --> 00:00:40.620]   And if you were with us in the first week,
[00:00:40.620 --> 00:00:42.660]   you would have heard me talk about how I think Paul
[00:00:42.660 --> 00:00:45.860]   structures the letter into two halves.
[00:00:45.860 --> 00:00:49.340]   There's the half of grace and the half of peace.
[00:00:49.340 --> 00:00:52.740]   The first three chapters is Paul's way of sort of saying,
[00:00:52.740 --> 00:00:56.340]   here's all the things that Christ has done in his grace.
[00:00:56.340 --> 00:01:00.300]   The first three chapters are a theological treaties
[00:01:00.300 --> 00:01:03.320]   of the grace and the wonder and the power
[00:01:03.320 --> 00:01:05.340]   of the life, death, and resurrection of Jesus.
[00:01:05.340 --> 00:01:07.580]   It's one of the most profound things.
[00:01:07.580 --> 00:01:09.540]   And over the last number of weeks of this series,
[00:01:09.540 --> 00:01:12.300]   we've preached through almost verse by verse
[00:01:12.300 --> 00:01:15.700]   all the things that Paul is teaching to his church
[00:01:15.700 --> 00:01:17.260]   about the grace of Christ.
[00:01:17.260 --> 00:01:21.260]   It's a deep and rich theology.
[00:01:21.260 --> 00:01:23.420]   But he's about to now move into the second half
[00:01:23.420 --> 00:01:26.140]   of the letter from chapters four to six,
[00:01:26.140 --> 00:01:28.440]   where he's gonna talk about peace and what it's like
[00:01:28.440 --> 00:01:32.820]   to now live out of this grace that he's just talked about.
[00:01:32.820 --> 00:01:36.340]   And he's gonna challenge them with some pretty tough words.
[00:01:36.340 --> 00:01:38.340]   He's gonna talk about what it is to be in marriage,
[00:01:38.340 --> 00:01:41.060]   what it is to be parents, what it is to be children.
[00:01:41.060 --> 00:01:43.480]   He's gonna talk about the unity that he's expecting
[00:01:43.480 --> 00:01:45.060]   to see in the church.
[00:01:45.060 --> 00:01:47.820]   He's gonna talk about the need for the armor of God
[00:01:47.820 --> 00:01:50.100]   so that we can be equipped and fully ready
[00:01:50.100 --> 00:01:51.900]   for all the attacks that are gonna happen
[00:01:51.900 --> 00:01:53.100]   in the spiritual realm out there.
[00:01:53.100 --> 00:01:55.580]   He's got some pretty important things to say
[00:01:55.580 --> 00:01:57.820]   about practical Christian living,
[00:01:57.820 --> 00:02:00.020]   but he's finding himself in the passage
[00:02:00.020 --> 00:02:03.340]   we're looking at this week between the two.
[00:02:03.340 --> 00:02:07.740]   It's like he said, here's all the stuff that Christ has done.
[00:02:07.740 --> 00:02:10.140]   Here's how you should now live.
[00:02:10.140 --> 00:02:12.820]   But before we get there, we need to stop.
[00:02:12.820 --> 00:02:17.300]   And Paul realizes before he gets to what he wants to say
[00:02:17.300 --> 00:02:20.740]   in chapters four to six, he has to first pray.
[00:02:20.740 --> 00:02:23.460]   And he has to pray because Paul understands
[00:02:23.460 --> 00:02:27.620]   that there is no way we can move from a theology
[00:02:27.620 --> 00:02:30.400]   to a living out in the way that Paul has a vision
[00:02:30.400 --> 00:02:35.400]   for his church without that being a sovereign move of God.
[00:02:35.400 --> 00:02:39.620]   It's gotta be the work of the spirit.
[00:02:39.620 --> 00:02:41.980]   All the theology that he's just talked about,
[00:02:41.980 --> 00:02:44.500]   as important as that is, as important as good,
[00:02:44.500 --> 00:02:48.700]   sound doctrine is, it's not gonna do much to help us
[00:02:48.700 --> 00:02:50.740]   to move into being the people of God.
[00:02:50.740 --> 00:02:53.620]   He realizes that's a move of the spirit.
[00:02:53.620 --> 00:02:55.940]   That's gotta be a move of the heart of God,
[00:02:55.940 --> 00:02:58.340]   restoring and changing his people.
[00:02:58.340 --> 00:03:01.020]   And so he's like, before I get there, we need to stop.
[00:03:01.020 --> 00:03:02.920]   And you need to let me pray for you,
[00:03:02.920 --> 00:03:04.340]   he's saying to the church.
[00:03:04.340 --> 00:03:05.900]   You need to let me pray for you
[00:03:05.900 --> 00:03:08.220]   because this is not a work of me.
[00:03:08.220 --> 00:03:09.600]   It's not a work of a pastor.
[00:03:09.600 --> 00:03:11.020]   This is not a work of a church.
[00:03:11.020 --> 00:03:12.700]   The only way this is gonna happen
[00:03:12.700 --> 00:03:14.340]   is if the spirit of God does something
[00:03:14.340 --> 00:03:17.500]   that I cannot do, Paul is saying to the church.
[00:03:17.500 --> 00:03:19.860]   So before we get on to talking about all this stuff,
[00:03:19.860 --> 00:03:22.300]   we first have to pray.
[00:03:22.300 --> 00:03:28.220]   We have to ask that God would come in his power
[00:03:28.220 --> 00:03:33.140]   and transform us from the inside out, he says.
[00:03:33.140 --> 00:03:37.080]   Oh, look at all this crazy, beautiful grace
[00:03:37.080 --> 00:03:38.800]   that Christ has given us.
[00:03:38.800 --> 00:03:40.920]   Look at how we should live.
[00:03:40.920 --> 00:03:43.320]   But if it doesn't happen in here,
[00:03:43.320 --> 00:03:46.320]   none of it is worth anything.
[00:03:46.320 --> 00:03:52.200]   Paul understands that we have to be encountered
[00:03:52.200 --> 00:03:53.920]   before we can be an encounter.
[00:03:53.920 --> 00:03:57.640]   He knows that we have to be deeply transformed
[00:03:57.640 --> 00:04:00.500]   before we can hope to be a transforming agent
[00:04:00.500 --> 00:04:02.480]   of the spirit of God in the world.
[00:04:02.480 --> 00:04:05.520]   And so he prays, and boy, does he pray.
[00:04:05.520 --> 00:04:07.600]   He prays one of the most passionate,
