
[00:00:00.000 --> 00:00:03.760]  不過今天很幸運邀請到我們的
[00:00:03.760 --> 00:00:06.240]  港元June來到台上
[00:00:06.240 --> 00:00:09.920]  我經常都想說
[00:00:09.920 --> 00:00:13.000]  June經常都要在K4C裡
[00:00:13.000 --> 00:00:15.200]  去服侍我們的小朋友
[00:00:15.200 --> 00:00:18.240]  所以我們很難得有June在我們中間
[00:00:18.240 --> 00:00:20.600]  不如我們一起為她祈禱,好嗎
[00:00:20.600 --> 00:00:24.240]  天父,我們為June感謝你
[00:00:24.240 --> 00:00:25.880]  我們為她的生命感謝你
[00:00:25.880 --> 00:00:29.320]  為你放在她生命裡的恩賜感謝你
[00:00:29.400 --> 00:00:33.840]  也為你把這個訊息放在她的心裡
[00:00:33.840 --> 00:00:36.680]  讓她醞釀、預備,感謝你
[00:00:36.680 --> 00:00:39.680]  June,我求你今天去恩告她
[00:00:39.680 --> 00:00:41.800]  宣講這個訊息
[00:00:41.800 --> 00:00:44.040]  並且叫我們的心打開
[00:00:44.040 --> 00:00:46.360]  接受、聆聽,多謝你
[00:00:46.360 --> 00:00:48.320]  我們這樣禱告在鳳爺的宿命中
[00:00:48.320 --> 00:00:49.640]  天父 阿們
[00:00:49.640 --> 00:00:50.840]  大家好,我叫June
[00:00:50.840 --> 00:00:52.360]  如果你還未認識我
[00:00:52.360 --> 00:00:54.680]  其實我是教會裡的其中一個童工
[00:00:54.680 --> 00:00:57.600]  平時會在K4C、兒童裡
[00:00:57.680 --> 00:01:01.520]  在家庭的崗位上會做得比較多
[00:01:01.520 --> 00:01:03.600]  我先介紹一下,我叫June
[00:01:03.600 --> 00:01:06.160]  剛才Chairman說我們祈禱的時候
[00:01:06.160 --> 00:01:09.920]  也有說到希望大家打開我們的心
[00:01:09.920 --> 00:01:12.200]  去預備今天聆聽的事情
[00:01:12.200 --> 00:01:13.760]  聖經裡所說的事情
[00:01:13.760 --> 00:01:15.480]  其實我剛才敬拜的時候
[00:01:15.480 --> 00:01:18.000]  看到一幅畫像
[00:01:18.000 --> 00:01:20.880]  看到一個天使在大家身邊
[00:01:20.880 --> 00:01:22.800]  祂想進行一些釋放
[00:01:22.800 --> 00:01:25.240]  所以很想大家今天聽到的時候
[00:01:25.320 --> 00:01:27.760]  在這裡思考,無論是唱歌也好
[00:01:27.760 --> 00:01:29.160]  敬拜的時候也好
[00:01:29.160 --> 00:01:30.360]  聽到的時候也好
[00:01:30.360 --> 00:01:32.520]  我相信聖靈在你們的生命裡
[00:01:32.520 --> 00:01:33.480]  是要做一些事情的
[00:01:33.480 --> 00:01:35.240]  我們要預備好我們的心
[00:01:35.240 --> 00:01:37.960]  去打開,看看有沒有什麼事情
[00:01:37.960 --> 00:01:41.440]  是聖靈想我們去得到釋放的遺志
[00:01:41.440 --> 00:01:43.480]  其實在這幾個星期裡
[00:01:43.480 --> 00:01:46.640]  一直在聽Pastor Ivan和長老Sydney
[00:01:46.640 --> 00:01:48.880]  在說迦拉太書的時候
[00:01:48.880 --> 00:01:51.200]  我心裡也很激動、很興奮
[00:01:51.200 --> 00:01:52.880]  因為他們在分享
[00:01:52.960 --> 00:01:55.360]  究竟真正的福音是什麼
[00:01:55.360 --> 00:01:57.800]  原來是單單靠著耶穌
[00:01:57.800 --> 00:02:00.080]  在十誡上為我們成就的事情
[00:02:00.080 --> 00:02:02.520]  而不是加上任何的條款
[00:02:02.520 --> 00:02:05.320]  我一邊聽,一邊覺得很感動
[00:02:05.320 --> 00:02:06.880]  是因為他勾起了我
[00:02:06.880 --> 00:02:10.880]  為什麼我想在教會裡全職服侍的原因
[00:02:10.880 --> 00:02:13.600]  我自小就在基督教的環境裡長大
[00:02:13.600 --> 00:02:14.840]  我奶奶是一個基督徒
[00:02:14.840 --> 00:02:18.840]  他就逼他的媳婦、兒子回教會
[00:02:18.840 --> 00:02:22.240]  所以我自小也跟奶奶回教會
[00:02:22.320 --> 00:02:24.600]  但我一直覺得我是相信
[00:02:24.600 --> 00:02:26.200]  我知道神是真的
[00:02:26.200 --> 00:02:28.720]  但我沒有那個關係
[00:02:28.720 --> 00:02:31.800]  我沒有覺得神跟我有什麼關係
[00:02:31.800 --> 00:02:33.960]  直到我去了大學
[00:02:33.960 --> 00:02:35.680]  去了大學的基督徒師班
[00:02:35.680 --> 00:02:38.400]  我覺得原來神是跟我有關係的
[00:02:38.400 --> 00:02:40.920]  接受了這是自己的信仰
[00:02:40.920 --> 00:02:42.800]  那時候很奇妙
[00:02:42.800 --> 00:02:46.720]  那段時間覺得接受了這是自己的信仰之後
[00:02:46.720 --> 00:02:50.400]  我有一股喜樂從頭頂一直到手指尖
[00:02:50.480 --> 00:02:52.360]  是一個很難解釋的喜樂
[00:02:52.360 --> 00:02:54.080]  在我的生命裡存在
[00:02:54.080 --> 00:02:56.480]  我覺得我也要回教會了
[00:02:56.480 --> 00:02:58.000]  我決定要回教會
[00:02:58.000 --> 00:03:01.520]  我當然第一次回到我奶奶的教會
[00:03:01.520 --> 00:03:04.080]  一個大約有20人的教會
[00:03:04.080 --> 00:03:07.480]  平均年齡是70歲
[00:03:07.480 --> 00:03:08.600]  只有我一個
[00:03:08.600 --> 00:03:11.720]  那時候我二十多歲的人
[00:03:11.720 --> 00:03:13.120]  所以就覺得不要緊
[00:03:13.120 --> 00:03:16.400]  天父放我在教會也有他的心意
[00:03:16.400 --> 00:03:17.600]  一直回到教會
[00:03:17.600 --> 00:03:20.200]  之後我覺得我很想有同行者
[00:03:20.280 --> 00:03:21.920]  我很想有侍奉的機會
[00:03:21.920 --> 00:03:24.920]  所以跟了我大學的朋友回教會
[00:03:24.920 --> 00:03:27.040]  越回教會越久
[00:03:27.040 --> 00:03:29.240]  就越看見不同的弟兄姐妹
[00:03:29.240 --> 00:03:30.720]  不同的基督徒
[00:03:30.720 --> 00:03:33.120]  有一個印象令我很深刻的弟兄
[00:03:33.120 --> 00:03:34.320]  他是一個很盡責
[00:03:34.320 --> 00:03:36.080]  很用心侍奉的弟兄
[00:03:36.080 --> 00:03:39.080]  教會有什麼要做他都第一時間會參與
[00:03:39.080 --> 00:03:40.440]  他是團體的職員
[00:03:40.440 --> 00:03:41.760]  崇拜的主席
[00:03:41.760 --> 00:03:44.200]  他做很多不同的侍奉
[00:03:44.200 --> 00:03:47.240]  但他一點都不開心
[00:03:47.240 --> 00:03:50.040]  他感覺不到祈禱的作用
[00:03:50.120 --> 00:03:52.320]  他懷疑上帝對他的愛
[00:03:52.320 --> 00:03:55.400]  他會覺得祈禱有什麼用
[00:03:55.400 --> 00:03:58.160]  不要讓我想我跟神人的關係
[00:03:58.160 --> 00:03:59.920]  不要逼我想
[00:03:59.920 --> 00:04:02.920]  慢慢他變成了阿壽
[00:04:02.920 --> 00:04:04.920]  做基督徒不多不少
[00:04:04.920 --> 00:04:07.720]  都有這個狀態和疑問
[00:04:07.720 --> 00:04:09.760]  但他維持了很久
[00:04:09.760 --> 00:04:12.200]  我回到教會也十多年
[00:04:12.200 --> 00:04:15.200]  可能他有十年都在這個狀態
[00:04:15.200 --> 00:04:18.320]  你會看見他在台上帶領大家祈禱
[00:04:18.400 --> 00:04:22.240]  唱歌的時候我們一起拍手
[00:04:22.240 --> 00:04:25.120]  但他一點都不喜樂和不相信
[00:04:25.120 --> 00:04:27.640]  我們看見他不斷付出
[00:04:27.640 --> 00:04:29.160]  不斷做的時候
[00:04:29.160 --> 00:04:31.040]  我們都替他感到很心痛
[00:04:31.040 --> 00:04:32.200]  我們都在想
[00:04:32.200 --> 00:04:33.840]  不如你休息一下
[00:04:33.840 --> 00:04:37.160]  做基督徒不需要那麼辛苦
[00:04:37.160 --> 00:04:41.440]  如果你心裡仍有仇苦問題
[00:04:41.440 --> 00:04:44.240]  其實你可以去休息
[00:04:44.240 --> 00:04:46.040]  但他就說
[00:04:46.040 --> 00:04:48.160]  「不然怎麼辦?」
[00:04:48.240 --> 00:04:50.080]  「這個神是真的」
[00:04:50.080 --> 00:04:51.840]  「既然這個神是真的」
[00:04:51.840 --> 00:04:53.360]  「就要做這些事情」
[00:04:53.360 --> 00:04:55.200]  「沒有選擇的」
[00:04:55.200 --> 00:04:57.400]  「沒有選擇」
[00:04:57.400 --> 00:04:59.120]  「因為這個神是真的」
[00:04:59.120 --> 00:05:02.120]  「所以我現在要做的事情是沒有選擇的」
[00:05:02.120 --> 00:05:04.400]  「因為這是祂的責任」
[00:05:04.400 --> 00:05:06.720]  我們聽到的時候都覺得
[00:05:06.720 --> 00:05:08.560]  很有基督徒的責任
[00:05:08.560 --> 00:05:10.640]  但沒有了那種喜樂的狀態
[00:05:10.640 --> 00:05:12.560]  真的很痛苦
[00:05:12.560 --> 00:05:13.960]  而我發覺越來越…
[00:05:13.960 --> 00:05:16.880]  到侍奉和接觸不同的弟兄姊妹的時候
[00:05:16.960 --> 00:05:19.760]  我發覺原來教會裡
[00:05:19.760 --> 00:05:21.520]  很多不同的弟兄姊妹
[00:05:21.520 --> 00:05:23.640]  都有不同程度的痛苦
[00:05:23.640 --> 00:05:26.840]  有些弟兄姊妹給我的感覺就是
[00:05:26.840 --> 00:05:28.560]  當他們做了基督徒之後
[00:05:28.560 --> 00:05:31.840]  好像要維持一個基督徒的樣子
[00:05:31.840 --> 00:05:33.680]  有一個好見證
[00:05:33.680 --> 00:05:35.360]  有一個好的行為
[00:05:35.360 --> 00:05:39.000]  他們才稱得上為一個好的基督徒
[00:05:39.000 --> 00:05:42.040]  我記得那時候在教會上回教會
[00:05:42.040 --> 00:05:43.920]  有些問題、有些困難
[00:05:43.920 --> 00:05:45.760]  我想問一個屬靈的長輩
[00:05:45.840 --> 00:05:47.520]  「那怎麼辦?」
[00:05:47.520 --> 00:05:49.600]  他很喜歡這樣回答
[00:05:49.600 --> 00:05:53.360]  他說「那你靈修了嗎?」
[00:05:53.360 --> 00:05:54.720]  不停地問
[00:05:54.720 --> 00:05:56.120]  有任何問題都會問他
[00:05:56.120 --> 00:06:00.080]  「那你平時靈修生活怎樣?」
[00:06:00.080 --> 00:06:03.600]  「你不開心,你可否為我祈禱?」
[00:06:03.600 --> 00:06:04.600]  他就會說
[00:06:04.600 --> 00:06:07.560]  「那你最近有沒有讀經?」
[00:06:07.560 --> 00:06:10.800]  我知道他一定在靈修的過程中
[00:06:10.800 --> 00:06:12.080]  得到一些很珍貴的東西
[00:06:12.160 --> 00:06:15.920]  他經常提醒大家要靈修、讀經
[00:06:15.920 --> 00:06:19.720]  但那時候我和身邊的弟兄姊妹覺得
[00:06:19.720 --> 00:06:21.520]  是否自己靈修得不好
[00:06:21.520 --> 00:06:23.240]  所以我這麼不開心?
[00:06:23.240 --> 00:06:25.120]  是否因為我讀經讀得不夠多
[00:06:25.120 --> 00:06:26.720]  所以現在我有問題
[00:06:26.720 --> 00:06:28.920]  我不知道怎樣去處理?
[00:06:28.920 --> 00:06:32.720]  又或者如果我不開心被人知道
[00:06:32.720 --> 00:06:36.560]  他會否發現我其實祈禱不夠多?
[00:06:36.560 --> 00:06:39.200]  另一個親身的經歷
[00:06:39.280 --> 00:06:42.520]  就是在我私班練習時發生的
[00:06:42.520 --> 00:06:45.360]  有一段時間我的聲帶出現了狀況
[00:06:45.360 --> 00:06:47.440]  我唱不到我要唱出的聲音
[00:06:47.440 --> 00:06:49.040]  我問身邊的姐妹
[00:06:49.040 --> 00:06:53.200]  「怎麼辦?我很久都唱不到很高的音」
[00:06:53.200 --> 00:06:54.560]  「怎麼辦?」
[00:06:54.560 --> 00:06:56.080]  她就跟我說
[00:06:56.080 --> 00:06:59.520]  「那個指揮員曾經說過」
[00:06:59.520 --> 00:07:01.760]  「你的聲帶是用來侍奉的」
[00:07:01.760 --> 00:07:04.520]  「是在反映你屬靈的狀況」
[00:07:04.520 --> 00:07:06.560]  她跟我說
[00:07:06.640 --> 00:07:08.560]  「你發懵是因為你的熱氣」
[00:07:08.560 --> 00:07:10.400]  「是差不多的」
[00:07:10.400 --> 00:07:11.720]  「熱氣是萬能的」
[00:07:11.720 --> 00:07:15.440]  「你的屬靈狀況也是萬能的」
[00:07:15.440 --> 00:07:16.200]  我就想
[00:07:16.200 --> 00:07:18.600]  糟了,還是我的屬靈不夠好
[00:07:18.600 --> 00:07:19.760]  祈禱不夠多
[00:07:19.760 --> 00:07:22.560]  所以我現在唱不到,侍奉不到
[00:07:22.560 --> 00:07:25.200]  我發現我們做一個基督徒
[00:07:25.200 --> 00:07:29.080]  很容易在福音上加上一個一個的枷鎖
[00:07:29.080 --> 00:07:33.000]  我經歷了這種基督徒的責任和重擔
[00:07:33.000 --> 00:07:36.000]  但我沒有做基督徒應該有的喜樂
[00:07:36.080 --> 00:07:38.960]  所以我明白保羅有多慾緊
[00:07:38.960 --> 00:07:41.600]  當大家在看《迦拉太書》時
[00:07:41.600 --> 00:07:43.600]  我不知道大家有沒有這種感覺
[00:07:43.600 --> 00:07:45.080]  我一開始就覺得
[00:07:45.080 --> 00:07:47.240]  「嘩!怎麼這樣說話?」
[00:07:47.240 --> 00:07:50.440]  我沒有見過一個牧師、匠子
[00:07:50.440 --> 00:07:52.720]  會這樣當面跟我說話
[00:07:52.720 --> 00:07:54.720]  好像很凶惡
[00:07:54.720 --> 00:07:57.520]  但他不是凶惡,他是慾緊
[00:07:57.520 --> 00:07:58.600]  他說「迦拉太人」
[00:07:58.600 --> 00:08:00.360]  「你們剛剛才得到自由」
[00:08:00.360 --> 00:08:03.040]  「為甚麼這麼快就沒有了?」
[00:08:03.040 --> 00:08:05.440]  所以保羅在《迦拉太書》三章
[00:08:05.520 --> 00:08:06.680]  一開始的時候
[00:08:06.680 --> 00:08:10.160]  他說「我這次用的是環球聖公會新日本」
[00:08:10.160 --> 00:08:12.880]  所以之後也會備註
[00:08:12.880 --> 00:08:13.680]  保羅就說
[00:08:13.680 --> 00:08:16.440]  「無知的迦拉太人」
[00:08:16.440 --> 00:08:19.040]  「是誰叫你們著魔了?」
[00:08:19.040 --> 00:08:21.680]  「耶穌基督被釘上十字架」
[00:08:21.680 --> 00:08:24.800]  「不是在你們眼前已經公佈了嗎?」
[00:08:24.800 --> 00:08:27.200]  「我只是想問清楚你們這一點」
[00:08:27.200 --> 00:08:28.800]  「你們領受了聖靈」
[00:08:28.800 --> 00:08:30.640]  「是因為遵行律法」
[00:08:30.640 --> 00:08:34.360]  「還是因為憑信心聽從福音呢?」
[00:08:34.440 --> 00:08:36.360]  「你們是這樣無知的嗎?」
[00:08:36.360 --> 00:08:38.400]  「你們既然靠聖靈開始」
[00:08:38.400 --> 00:08:41.160]  「難道現在又要靠肉體成全嗎?」
[00:08:41.160 --> 00:08:43.440]  「你們受了這麼多的苦」
[00:08:43.440 --> 00:08:45.520]  「都是枉然的嗎?」
[00:08:45.520 --> 00:08:47.080]  「果真是枉然的嗎?」
[00:08:47.080 --> 00:08:49.960]  「那麼神把聖靈豐足地供應你們」
[00:08:49.960 --> 00:08:52.880]  「又在你們當中發揮大能」
[00:08:52.880 --> 00:08:54.960]  「是因為你們遵行律法」
[00:08:54.960 --> 00:08:59.040]  「還是因為你們憑信心聽從福音呢?」
[00:08:59.040 --> 00:09:01.240]  保羅用一個反問的方式
[00:09:01.320 --> 00:09:04.520]  表達大家並非因為遵行律法
[00:09:04.520 --> 00:09:06.720]  並非因為我們做了甚麼
[00:09:06.720 --> 00:09:08.680]  而得到這份救恩
[00:09:08.680 --> 00:09:12.440]  相反,我們都是憑信心
[00:09:12.440 --> 00:09:14.640]  憑信心聽從福音
[00:09:14.640 --> 00:09:17.120]  然後我們心裡相信
[00:09:17.120 --> 00:09:20.560]  如果當時我們不是憑行為
[00:09:20.560 --> 00:09:22.320]  不是憑我們做了甚麼
[00:09:22.320 --> 00:09:24.800]  而得到這份救恩
[00:09:24.800 --> 00:09:28.160]  為何我們現在可以憑肉體
[00:09:28.160 --> 00:09:30.760]  憑我們的行為去改變自己
[00:09:30.840 --> 00:09:32.840]  可以繼續跟從徒福音呢?
[00:09:32.840 --> 00:09:36.720]  不知道大家有沒有看過一段影片
[00:09:36.720 --> 00:09:38.840]  那段影片是一隻羊
[00:09:38.840 --> 00:09:40.920]  掉進了一個很窄的水溝
[00:09:40.920 --> 00:09:43.200]  然後一隻羊腿被水溝吸住
[00:09:43.200 --> 00:09:45.200]  有看過這段影片嗎?
[00:09:45.200 --> 00:09:46.520]  也有幾個
[00:09:46.520 --> 00:09:48.000]  在一條很窄的水溝裡
[00:09:48.000 --> 00:09:49.800]  一隻羊跳得很開心,掉下去了
[00:09:49.800 --> 00:09:51.520]  然後一隻羊腿被水溝吸住了
[00:09:51.520 --> 00:09:52.720]  無法拔出來
[00:09:52.720 --> 00:09:54.320]  於是有個路人看到
[00:09:54.320 --> 00:09:56.480]  於是幫牠拔出來
[00:09:56.480 --> 00:09:58.080]  然後牠很開心,跳了五步之後
[00:09:58.080 --> 00:10:00.320]  再跌進水溝裡
[00:10:00.400 --> 00:10:03.360]  被再次吸住了
[00:10:03.360 --> 00:10:05.640]  我想保羅在這個角色當中
[00:10:05.640 --> 00:10:09.480]  他看著加拿大人信而又聽了福音
[00:10:09.480 --> 00:10:13.520]  他們聽了耶穌為他們的嘴
[00:10:13.520 --> 00:10:17.040]  為他們的罪死在十戒上拯救他們
[00:10:17.040 --> 00:10:19.120]  但他們明明得救了
[00:10:19.120 --> 00:10:20.880]  為何他們又掉進了一個
[00:10:20.880 --> 00:10:25.360]  用行為去得救的陷阱當中呢?
[00:10:25.360 --> 00:10:27.840]  所以在《加拿大書》三章中
[00:10:27.920 --> 00:10:32.280]  保羅重生了這兩種不同的生命
[00:10:32.280 --> 00:10:34.560]  雖然兩者都是跟從基督的
[00:10:34.560 --> 00:10:37.480]  兩者都是因為信而得救的
[00:10:37.480 --> 00:10:41.040]  但其實兩種都過著不一樣的生命
[00:10:41.040 --> 00:10:43.240]  兩種不同的路軌
[00:10:43.240 --> 00:10:46.400]  所以今天如果你也感到
[00:10:46.400 --> 00:10:49.440]  當基督徒生命裡有很多重擔
[00:10:49.440 --> 00:10:51.520]  很辛苦的時候
[00:10:51.520 --> 00:10:53.120]  又或者你在尋找生活的
[00:10:53.120 --> 00:10:55.480]  生命的意義和盼望
[00:10:55.560 --> 00:10:58.000]  我很希望今天能夠藉著我的分享
[00:10:58.000 --> 00:11:01.880]  讓你找出一條出路和轉機
[00:11:01.880 --> 00:11:03.720]  我們一起看看《加拿大書》
[00:11:03.720 --> 00:11:05.440]  三章十一和十二節
[00:11:05.440 --> 00:11:07.680]  講述的這兩種不同的生命
[00:11:07.680 --> 00:11:09.200]  在第十節他說
