
[00:00:00.000 --> 00:00:01.680]   In Jesus name.
[00:00:01.680 --> 00:00:05.040]   Everyone says, amen.
[00:00:05.040 --> 00:00:06.360]   Hey, can we thank our worship team
[00:00:06.360 --> 00:00:09.900]   and these guys, grateful for them.
[00:00:09.900 --> 00:00:11.320]   Have a seat, have a seat.
[00:00:11.320 --> 00:00:13.200]   My name's Andrew, I'm one of the pastors here
[00:00:13.200 --> 00:00:15.800]   and it's so great to have you with us.
[00:00:15.800 --> 00:00:17.840]   If this is your first Sunday of 2024,
[00:00:17.840 --> 00:00:19.880]   your first service with us this year,
[00:00:19.880 --> 00:00:22.240]   we're so glad you are here.
[00:00:22.240 --> 00:00:26.400]   Last week, I shared with us all a dream
[00:00:26.400 --> 00:00:28.680]   that I sense God had given me at the end of last year
[00:00:28.680 --> 00:00:30.440]   or towards the end of last year,
[00:00:30.440 --> 00:00:32.440]   that was really a call to intimacy.
[00:00:32.440 --> 00:00:34.440]   All the things that I've just kind of been talking about
[00:00:34.440 --> 00:00:38.600]   in that prayer moment with us, this call to intimacy.
[00:00:38.600 --> 00:00:41.400]   And I said last week that we as a senior leadership
[00:00:41.400 --> 00:00:44.760]   here at the Vine, we've been wrestling with all the things
[00:00:44.760 --> 00:00:47.280]   that God has been saying to us as a church.
[00:00:47.280 --> 00:00:48.920]   And God at the beginning of this year
[00:00:48.920 --> 00:00:52.760]   is bringing both a correction and an invitation to us.
[00:00:52.760 --> 00:00:56.160]   And we talked about this a little bit in detail last week,
[00:00:56.160 --> 00:00:58.240]   that God is bringing a correction to us
[00:00:58.240 --> 00:01:00.360]   here at the Vine around our worship.
[00:01:00.360 --> 00:01:02.720]   And it's really important that when you're a church,
[00:01:02.720 --> 00:01:05.320]   that you keep your ears open and your heart open
[00:01:05.320 --> 00:01:07.640]   to all the things that God wants to say to you.
[00:01:07.640 --> 00:01:10.200]   And whilst we worship and we honor and we walk
[00:01:10.200 --> 00:01:13.360]   with a God of love and peace and mercy and glory and grace,
[00:01:13.360 --> 00:01:16.320]   He's also a God that sometimes has things to say to us
[00:01:16.320 --> 00:01:18.280]   that aren't always easy to hear.
[00:01:18.280 --> 00:01:21.280]   And we've heard here as a leadership
[00:01:21.280 --> 00:01:24.160]   that we have to reflect a bit deeper
[00:01:24.160 --> 00:01:26.400]   around our worship experiences with God.
[00:01:26.400 --> 00:01:27.800]   And one of the things that we've heard
[00:01:27.800 --> 00:01:28.800]   at the beginning of this year
[00:01:28.800 --> 00:01:31.000]   is something that needs a correction in us.
[00:01:31.000 --> 00:01:34.080]   And that is so often we can come here on a Sunday
[00:01:34.080 --> 00:01:35.680]   and experience what we experience.
[00:01:35.680 --> 00:01:37.800]   And we kind of exist, if you will,
[00:01:37.800 --> 00:01:41.680]   off the atmosphere of God, as great as that is,
[00:01:41.680 --> 00:01:43.800]   and what a privilege it is to have the presence of God
[00:01:43.800 --> 00:01:45.000]   here in the room with us.
[00:01:45.000 --> 00:01:46.880]   But we think that that's the all,
[00:01:46.880 --> 00:01:48.320]   that's the be all and end all.
[00:01:48.320 --> 00:01:50.600]   And we don't push beyond the atmosphere of God
[00:01:50.600 --> 00:01:53.000]   to the actual person of God,
[00:01:53.000 --> 00:01:55.360]   to the person of Christ with us.
[00:01:55.360 --> 00:01:57.880]   And that we kind of settle, if you will,
[00:01:57.880 --> 00:02:00.080]   for a feeling of God in the room,
[00:02:00.080 --> 00:02:02.800]   rather than a personal, active, and living relation
[00:02:02.800 --> 00:02:04.920]   with Him every single day.
[00:02:04.920 --> 00:02:07.560]   And so last week, we unpacked this idea
[00:02:07.560 --> 00:02:12.000]   of how so often we can find ourselves stopping short.
[00:02:12.000 --> 00:02:14.600]   That the Scriptures would say that it is our praise
[00:02:14.600 --> 00:02:16.360]   that is leading us through the gates.
[00:02:16.360 --> 00:02:18.960]   We go through the gates with thanksgiving on our hearts,
[00:02:18.960 --> 00:02:22.320]   but we go into a deeper relationship with Him.
[00:02:22.320 --> 00:02:25.000]   Our worship is not us camping at the gates,
[00:02:25.000 --> 00:02:27.080]   our worship leads us through the gates
[00:02:27.080 --> 00:02:28.560]   into a deeper reality with Him.
[00:02:28.560 --> 00:02:30.160]   Does that make sense to you?
[00:02:30.160 --> 00:02:32.640]   And I said last week that all of us have been created
[00:02:32.640 --> 00:02:36.400]   with this innate desire for intimacy with God.
[00:02:36.400 --> 00:02:38.080]   It's a wonderful, beautiful thing,
[00:02:38.080 --> 00:02:40.560]   that God has created you with a desire
[00:02:40.560 --> 00:02:42.720]   for intimacy with Him.
[00:02:42.720 --> 00:02:45.360]   And the reality is, is when we don't satisfy
[00:02:45.360 --> 00:02:48.520]   that innate desire for intimacy with God, with God,
[00:02:48.520 --> 00:02:52.120]   we'll look for lesser and other forms of intimacy
[00:02:52.120 --> 00:02:55.560]   to satisfy what actually can only be satisfied in God.
[00:02:55.560 --> 00:02:58.720]   And so often, we look for that intimacy
[00:02:58.720 --> 00:03:00.560]   in broken ways with one another.
[00:03:00.560 --> 00:03:05.840]   And in our brokenness and intimacy together,
[00:03:05.840 --> 00:03:09.520]   we think that will plug the intimacy desire
[00:03:09.520 --> 00:03:10.920]   that God has given in us.
[00:03:10.920 --> 00:03:15.120]   And we talked about last week how it's only in the fullness
