
[00:00:00.000 --> 00:00:01.200]  Alfred經常取笑我
[00:00:01.200 --> 00:00:03.200]  因為我小時候已經開始上教會
[00:00:03.200 --> 00:00:04.600]  很多這些terms
[00:00:04.600 --> 00:00:06.600]  然後他會問我為什麼還用這些terms
[00:00:06.600 --> 00:00:09.600]  我就是一個懷舊的人
[00:00:09.600 --> 00:00:10.800]  今天就是講
[00:00:10.800 --> 00:00:12.400]  剛才也有說到正道
[00:00:12.400 --> 00:00:14.200]  然後說見證這個terms
[00:00:14.200 --> 00:00:16.800]  好像很大件事
[00:00:16.800 --> 00:00:17.800]  剛才也說了
[00:00:17.800 --> 00:00:19.800]  我小時候就開始上教會
[00:00:19.800 --> 00:00:22.400]  一定會和不同的新朋友
[00:00:22.400 --> 00:00:25.800]  或者青少年分享自己的信仰經歷
[00:00:25.800 --> 00:00:27.200]  導師就叫我
[00:00:27.200 --> 00:00:30.200]  June不如你也說一下你的見證
[00:00:30.200 --> 00:00:33.000]  頭幾次聽的時候是很緊張的
[00:00:33.000 --> 00:00:35.800]  因為我不知道我可以說什麼
[00:00:35.800 --> 00:00:38.000]  生活相當平淡
[00:00:38.000 --> 00:00:39.800]  我是一個信義代
[00:00:39.800 --> 00:00:42.800]  即是我祖母那輩已經開始是基督徒
[00:00:42.800 --> 00:00:46.400]  我的信也非常平平無奇
[00:00:46.400 --> 00:00:48.400]  有什麼見證可以說呢
[00:00:48.400 --> 00:00:50.800]  還有我的生活也是很平淡
[00:00:50.800 --> 00:00:54.400]  我也好像要特意找些東西出來說
[00:00:54.400 --> 00:00:57.200]  我一直都不知道見證是什麼
[00:00:57.200 --> 00:01:00.400]  直到我媽媽開始做麵包
[00:01:00.400 --> 00:01:02.600]  她不是用麵包機做的
[00:01:02.600 --> 00:01:04.800]  她會自己養一些酵母
[00:01:04.800 --> 00:01:06.400]  然後用手搓
[00:01:06.400 --> 00:01:10.200]  她最喜歡做的是法包和沙瓦多
[00:01:10.200 --> 00:01:12.600]  看到她每半小時就要養一養
[00:01:12.600 --> 00:01:14.000]  搓一搓再等
[00:01:14.000 --> 00:01:15.400]  再養一養搓一搓
[00:01:15.400 --> 00:01:17.000]  每半小時做的
[00:01:17.000 --> 00:01:20.400]  原來做這些麵包是要用全日去做的
[00:01:20.400 --> 00:01:22.800]  她喜歡在下午開始做
[00:01:22.800 --> 00:01:25.000]  做到深夜11點
[00:01:25.000 --> 00:01:26.400]  就會叫我試吃
[00:01:26.400 --> 00:01:28.600]  我媽媽說我已經很飽了
[00:01:28.600 --> 00:01:29.800]  我媽媽說我已經很飽了
[00:01:29.800 --> 00:01:30.600]  可不可以不吃
[00:01:30.600 --> 00:01:32.000]  我媽媽說試一口也不試
[00:01:32.000 --> 00:01:33.800]  於是我試了
[00:01:33.800 --> 00:01:34.800]  她就問我
[00:01:34.800 --> 00:01:36.200]  你覺得好不好吃
[00:01:36.200 --> 00:01:37.400]  我說好吃
[00:01:37.400 --> 00:01:38.800]  是不收貨的
[00:01:38.800 --> 00:01:40.400]  為什麼好吃
[00:01:40.400 --> 00:01:41.800]  有什麼好吃
[00:01:41.800 --> 00:01:43.000]  你喜歡什麼
[00:01:43.000 --> 00:01:45.200]  和外面買的有什麼不同
[00:01:45.200 --> 00:01:46.800]  久而久之
[00:01:46.800 --> 00:01:49.000]  我對於這種麵包的層次
[00:01:49.000 --> 00:01:51.800]  味道和觸感都是琅琅上口
[00:01:51.800 --> 00:01:53.000]  我怎樣形容
[00:01:53.000 --> 00:01:55.200]  我都可以作篇文給你們
[00:01:55.200 --> 00:01:56.600]  我發現原來
[00:01:56.600 --> 00:01:58.600]  當我說出來的時候
[00:01:58.600 --> 00:02:01.400]  平時一些一閃即逝的感受
[00:02:01.400 --> 00:02:03.000]  就會被記起
[00:02:03.000 --> 00:02:06.400]  原來一些很微小的感覺
[00:02:06.400 --> 00:02:07.800]  或者一些回憶
[00:02:07.800 --> 00:02:10.200]  能夠被講解出來
[00:02:10.200 --> 00:02:12.200]  還有當我說的時候
[00:02:12.200 --> 00:02:14.800]  我媽媽就可以拿著我所說的話
[00:02:14.800 --> 00:02:17.000]  就說我的女兒也說好吃
[00:02:17.000 --> 00:02:19.000]  我女兒說這樣好吃
[00:02:19.000 --> 00:02:21.600]  她可以拿出來和別人分享
[00:02:21.600 --> 00:02:24.600]  這就是她麵包好吃的一些證據
[00:02:24.600 --> 00:02:28.200]  見證原來就是在慶祝
[00:02:28.200 --> 00:02:30.800]  和向身邊的人分享
[00:02:30.800 --> 00:02:33.400]  神在我們生命裡所做過的事情
[00:02:33.400 --> 00:02:36.400]  這個見證無論是你初次信主
[00:02:36.400 --> 00:02:39.800]  又或者是你每一天的生活裡經歷的
[00:02:39.800 --> 00:02:41.600]  都是一些證據
[00:02:41.600 --> 00:02:42.800]  去向別人分享
[00:02:42.800 --> 00:02:45.400]  我們的神是有真有活的
[00:02:45.400 --> 00:02:48.200]  不止剛才那一眨眼
[00:02:48.200 --> 00:02:50.600]  你覺得今年過得很快
[00:02:50.600 --> 00:02:52.400]  一眨眼就過去
[00:02:52.400 --> 00:02:55.000]  還是有些漫長的呢?
[00:02:55.000 --> 00:02:57.200]  在一年裡
[00:02:57.200 --> 00:02:58.800]  你有沒有感受過
[00:02:58.800 --> 00:03:00.400]  在你的生活當中
[00:03:00.400 --> 00:03:02.000]  或者生命當中
[00:03:02.000 --> 00:03:03.800]  神在你裡面的工作
[00:03:03.800 --> 00:03:06.800]  怎樣介入在你的生命裡面呢?
[00:03:06.800 --> 00:03:10.000]  我們今天會看詩篇第66篇
[00:03:10.000 --> 00:03:12.000]  我們一起看看以色列人
[00:03:12.000 --> 00:03:14.200]  怎樣見證和讚美神
[00:03:14.200 --> 00:03:15.800]  去啟發我們
[00:03:15.800 --> 00:03:18.800]  怎樣回顧我們的2024年
[00:03:19.200 --> 00:03:22.000]  我們一起看看詩篇第一至五節
[00:03:22.000 --> 00:03:24.000]  他是這麼說的
[00:03:24.000 --> 00:03:27.200]  「全地都當向神歡呼
[00:03:27.200 --> 00:03:28.800]  當歌頌祂的名
[00:03:28.800 --> 00:03:31.600]  使讚美祂的話大有榮耀
[00:03:31.600 --> 00:03:33.000]  當對神說
[00:03:33.000 --> 00:03:35.200]  你的作為何等可畏
[00:03:35.200 --> 00:03:36.600]  因你的大能
[00:03:36.600 --> 00:03:39.000]  受的要向你投降
[00:03:39.000 --> 00:03:41.000]  全地要敬拜你
[00:03:41.000 --> 00:03:42.400]  歌頌你
[00:03:42.400 --> 00:03:44.000]  要歌頌你的名
[00:03:44.000 --> 00:03:46.000]  你們內看神所做的
[00:03:46.000 --> 00:03:48.200]  祂向世人所做之事
[00:03:48.200 --> 00:03:49.600]  是可畏的」
[00:03:49.600 --> 00:03:51.000]  一開始
[00:03:51.000 --> 00:03:53.200]  先人對於讚美的方式
[00:03:53.200 --> 00:03:54.400]  和內容
[00:03:54.400 --> 00:03:57.000]  都有很清晰的要求或者指引
[00:03:57.000 --> 00:03:58.800]  要怎樣讚美?
[00:03:58.800 --> 00:03:59.800]  要歡呼?
[00:03:59.800 --> 00:04:00.600]  要歌頌?
[00:04:00.600 --> 00:04:02.000]  是要說出來的
[00:04:02.000 --> 00:04:04.800]  那讚美的內容是什麼呢?
[00:04:04.800 --> 00:04:06.600]  就是神的作為
[00:04:06.600 --> 00:04:08.000]  作為就是什麼?
[00:04:08.000 --> 00:04:10.200]  祂在我們生命裡面所做過的事情
[00:04:10.200 --> 00:04:11.600]  祂的能力
[00:04:11.600 --> 00:04:13.400]  和祂的名字
[00:04:13.400 --> 00:04:15.400]  神的名字有很多
[00:04:15.400 --> 00:04:17.600]  祂的名字代表祂的屬性
[00:04:17.600 --> 00:04:19.200]  祂的性格是怎樣
[00:04:19.200 --> 00:04:20.400]  在聖經裡面說到
[00:04:20.400 --> 00:04:23.200]  神的性格是慷慨的
[00:04:23.200 --> 00:04:24.600]  祂是良善的
[00:04:24.600 --> 00:04:26.200]  祂是為人預備的
[00:04:26.200 --> 00:04:28.000]  在第五節
[00:04:28.000 --> 00:04:29.800]  詩人還很直接地說
[00:04:29.800 --> 00:04:31.000]  「你們來看看
[00:04:31.000 --> 00:04:32.600]  神所做過的事情」
[00:04:32.600 --> 00:04:35.600]  英文的翻譯其實更加準確
