
[00:00:00.000 --> 00:00:01.720]   Amen, amen.
[00:00:01.720 --> 00:00:02.840]   Thank you, Carla.
[00:00:02.840 --> 00:00:07.720]   And wow, good morning to the 11 o'clock service.
[00:00:07.720 --> 00:00:09.720]   You guys can sing.
[00:00:09.720 --> 00:00:12.680]   That's great, and welcome also to those online
[00:00:12.680 --> 00:00:14.020]   who are with us today.
[00:00:14.020 --> 00:00:15.640]   Normally we worship in the nine o'clock,
[00:00:15.640 --> 00:00:17.600]   so this is our neighborhood over here,
[00:00:17.600 --> 00:00:19.160]   but this is okay over here too,
[00:00:19.160 --> 00:00:20.000]   but this is where we sit,
[00:00:20.000 --> 00:00:23.480]   and it's just great to be celebrating here
[00:00:23.480 --> 00:00:25.600]   with the 11 o'clock service.
[00:00:25.600 --> 00:00:29.000]   And thank you, Carla, for those words.
[00:00:29.000 --> 00:00:32.240]   And also, Emma, for that word again, trust.
[00:00:32.240 --> 00:00:33.240]   You know, a little bit of homework
[00:00:33.240 --> 00:00:35.640]   just to get us started right away is
[00:00:35.640 --> 00:00:37.440]   trust is a powerful word.
[00:00:37.440 --> 00:00:38.760]   And we're gonna talk about it a little bit
[00:00:38.760 --> 00:00:40.280]   in the sermon today,
[00:00:40.280 --> 00:00:43.440]   but you might just write that word down every morning,
[00:00:43.440 --> 00:00:47.480]   like on your journal or maybe by your computer or something
[00:00:47.480 --> 00:00:49.640]   because it's a powerful word.
[00:00:49.640 --> 00:00:52.920]   And amen, we do not worship a God of scarcity.
[00:00:52.920 --> 00:00:57.440]   We worship a God of generosity
[00:00:57.440 --> 00:00:59.040]   who's more than enough,
[00:00:59.040 --> 00:01:02.400]   and you are always more than enough too
[00:01:02.400 --> 00:01:04.560]   with our character leadership, with our students.
[00:01:04.560 --> 00:01:06.920]   It's one of the things we send the message to them,
[00:01:06.920 --> 00:01:08.960]   that you are enough,
[00:01:08.960 --> 00:01:12.200]   as much as the world tries to make us think otherwise.
[00:01:12.200 --> 00:01:13.040]   Amen?
[00:01:13.040 --> 00:01:13.860]   - Amen.
[00:01:13.860 --> 00:01:16.320]   - Okay, so we've heard some good words already.
[00:01:16.320 --> 00:01:19.640]   Also, Dad's, happy Father's Day.
[00:01:19.640 --> 00:01:21.840]   It's Dad's Day.
[00:01:21.840 --> 00:01:25.080]   My daughter, our daughter, our middle daughter
[00:01:25.080 --> 00:01:30.080]   is living in New York, and she has a film production company
[00:01:30.080 --> 00:01:33.080]   so I'm always telling her, tell good dad stories.
[00:01:33.080 --> 00:01:36.040]   The world needs more good dad stories, amen?
[00:01:36.040 --> 00:01:39.440]   So yeah, we need probably less dad jokes,
[00:01:39.440 --> 00:01:42.400]   but we need more good dad stories.
[00:01:42.400 --> 00:01:44.040]   Actually, you can never have enough dad jokes.
[00:01:44.040 --> 00:01:44.960]   Keep them going, dads.
[00:01:44.960 --> 00:01:45.840]   We'll keep going.
[00:01:45.840 --> 00:01:53.260]   So what I will do this morning is just share
[00:01:53.260 --> 00:01:55.720]   a little bit from the word of God.
[00:01:55.720 --> 00:01:58.040]   We're gonna look at a passage together,
[00:01:58.040 --> 00:02:01.320]   and also just share something of what I've been learning
[00:02:01.320 --> 00:02:05.840]   at the university, learning in life here in Hong Kong.
[00:02:05.840 --> 00:02:10.840]   And there's a professor at Harvard, Arthur Brooks,
[00:02:10.840 --> 00:02:16.920]   and he says that all research is really me-search.
[00:02:16.920 --> 00:02:20.200]   So all research is really me-search
[00:02:20.200 --> 00:02:22.320]   because the researchers are actually
[00:02:22.320 --> 00:02:24.900]   trying to figure out a question or a problem
[00:02:24.900 --> 00:02:26.640]   that they're really interested in
[00:02:26.640 --> 00:02:28.520]   or that they're struggling with, right?
[00:02:28.520 --> 00:02:32.080]   So that's what he kinda says, and as a researcher,
[00:02:32.080 --> 00:02:35.080]   I would say it's pretty similar to sermons as well,
[00:02:35.080 --> 00:02:38.960]   that oftentimes sermons are ones that the pastor,
[00:02:38.960 --> 00:02:41.200]   the preacher is also working through
[00:02:41.200 --> 00:02:43.200]   in questions that affect all of us,
[00:02:43.200 --> 00:02:45.360]   and that is definitely the case today
[00:02:45.360 --> 00:02:49.240]   because God is working on me in this sermon,
[00:02:49.240 --> 00:02:53.560]   and I want to share a little bit of what he's saying.
[00:02:53.560 --> 00:02:57.960]   Vision Sunday, Pastor Andrew gave us this word,
[00:02:57.960 --> 00:03:00.440]   uncharted, uncharted.
[00:03:00.440 --> 00:03:03.840]   What does it mean to be in uncharted territory,
[00:03:03.840 --> 00:03:05.840]   unfamiliar territory?
[00:03:05.840 --> 00:03:08.880]   And the passage that we're gonna look at today
[00:03:08.880 --> 00:03:13.400]   has a lot to do with how we can respond in uncharted times.
[00:03:13.400 --> 00:03:16.920]   And last week, as Carla said, we finished up
[00:03:16.920 --> 00:03:19.040]   the sermon series on the Holy Spirit,
[00:03:19.040 --> 00:03:21.120]   but today we'll hear again about the Holy Spirit
[00:03:21.120 --> 00:03:23.040]   'cause the Holy Spirit is the one that guides us
[00:03:23.040 --> 00:03:24.680]   in uncharted times.
[00:03:24.680 --> 00:03:28.680]   But the primary way I believe he guides us
[00:03:28.680 --> 00:03:30.120]   is through the word of God.
[00:03:30.120 --> 00:03:36.080]   So don't let Sunday be the only day
[00:03:36.080 --> 00:03:38.660]   you open the word of God, amen?
[00:03:38.660 --> 00:03:44.880]   Open it up in the morning before you go out into our world
[00:03:44.880 --> 00:03:49.640]   and open yourself to it, and you will find something
[00:03:49.640 --> 00:03:54.640]   for you or, and something for someone else.
[00:03:54.640 --> 00:04:00.180]   Few weeks ago, I had breakfast with a leader
[00:04:00.180 --> 00:04:03.240]   here in Hong Kong, and I've admired him for some time.
[00:04:03.240 --> 00:04:05.880]   We've had the honor of kind of working together
[00:04:05.880 --> 00:04:08.160]   in little places, and I've always admired him,
[00:04:08.160 --> 00:04:10.080]   but particularly I've admired him
[00:04:10.080 --> 00:04:13.480]   how in the toughest of times, in the meetings
[00:04:13.480 --> 00:04:15.680]   that seem to, or the situations that seem
[00:04:15.680 --> 00:04:18.320]   the most complicated, he's always calm,
[00:04:18.320 --> 00:04:20.240]   and he has wisdom, and he's kind.
[00:04:20.240 --> 00:04:22.320]   Kind of kind, calm, and confident, you know?
[00:04:22.320 --> 00:04:24.520]   So I thought, I think I'll have a breakfast with him
[00:04:24.520 --> 00:04:26.080]   and try to find out a little bit, you know,
[00:04:26.080 --> 00:04:28.120]   how he does that and just get to know him
[00:04:28.120 --> 00:04:29.760]   a little bit better, and also to ask
[00:04:29.760 --> 00:04:31.400]   for some of his prayers.
[00:04:31.400 --> 00:04:33.600]   And so we got together for breakfast,
[00:04:33.600 --> 00:04:38.600]   and I found out that he has memorized over 1,000 verses.
[00:04:42.000 --> 00:04:44.040]   Wow, that's a high bar, right?
[00:04:44.040 --> 00:04:48.960]   And he's an accountant, so he's not exaggerating, right?
[00:04:48.960 --> 00:04:50.700]   Numbers are important to him.
[00:04:50.700 --> 00:04:57.160]   But he started young, and it's coming through his life.
[00:04:57.160 --> 00:05:01.080]   So we're gonna look at the word of God
[00:05:01.080 --> 00:05:04.500]   and say, what does it have to say to us this morning?
[00:05:04.500 --> 00:05:11.680]   When our family was young, we were living
[00:05:11.680 --> 00:05:15.640]   in Switzerland, and at that time,
[00:05:15.640 --> 00:05:18.800]   that's where I started my theological education,
[00:05:18.800 --> 00:05:20.640]   there at the University of Zurich.
[00:05:20.640 --> 00:05:23.160]   So at one point in the University of Zurich,
[00:05:23.160 --> 00:05:25.000]   which Zurich is German-speaking,
[00:05:25.000 --> 00:05:28.840]   I was studying Greek in German, okay?
[00:05:28.840 --> 00:05:32.160]   So I was studying (speaking in foreign language)
[00:05:32.160 --> 00:05:33.760]   Now, here's the problem.
[00:05:33.760 --> 00:05:36.860]   My Greek was not that good, right?
[00:05:36.860 --> 00:05:39.440]   And my German was not that good either.
[00:05:39.440 --> 00:05:41.840]   So every day in my translations,
[00:05:41.840 --> 00:05:44.000]   there was a new heresy, right?
[00:05:44.000 --> 00:05:49.940]   But the main thing is it was taking me forever
[00:05:49.940 --> 00:05:53.120]   to kind of get through the courses, right?
[00:05:53.120 --> 00:05:55.860]   And so I thought, man, I'm not gonna finish this
[00:05:55.860 --> 00:05:57.960]   before Jesus comes back.
[00:05:57.960 --> 00:06:01.960]   And for some reason, that was important to me, right?
[00:06:01.960 --> 00:06:05.300]   So Marian and I talked, and what we decided is
[00:06:05.300 --> 00:06:06.360]   that I would transfer.
[00:06:06.360 --> 00:06:08.960]   So I transferred to Princeton Theological Seminary.
[00:06:08.960 --> 00:06:10.760]   We flew there with our family.
[00:06:10.760 --> 00:06:14.120]   About two days after we landed there,
[00:06:14.120 --> 00:06:17.840]   then I was on the playground with our daughter,
[00:06:17.840 --> 00:06:20.480]   young daughter, she was about three years old at the age.
[00:06:20.480 --> 00:06:22.780]   We're on the playground, we're doing the dad thing, right?
[00:06:22.780 --> 00:06:24.920]   We're pushing swings, we're doing duck under
[00:06:24.920 --> 00:06:25.760]   and all that, you know?
[00:06:25.760 --> 00:06:29.200]   And we're having fun there, but someone calls my name.
[00:06:29.200 --> 00:06:31.360]   And then I look across the playground,
[00:06:31.360 --> 00:06:33.440]   and this guy's running towards me.
[00:06:33.440 --> 00:06:35.720]   I recognize him, his name's Tomas.
[00:06:35.720 --> 00:06:37.960]   He was from the Czech Republic,
[00:06:37.960 --> 00:06:41.160]   and he came up to me, and we started kind of joking
[00:06:41.160 --> 00:06:44.640]   and laughing, and Tomas has like long brown hair.
[00:06:44.640 --> 00:06:46.080]   He's a young PhD student.
[00:06:46.080 --> 00:06:48.640]   Beard, kind of a rugged face.
[00:06:48.640 --> 00:06:50.240]   And so we're just laughing and joking.
[00:06:50.240 --> 00:06:53.680]   I'd met him, yeah, just like I said, a couple days before.
[00:06:53.680 --> 00:06:57.400]   And then, but I noticed that the whole time
[00:06:57.400 --> 00:07:01.920]   I'm talking with Tomas, our daughter, my daughter,
[00:07:01.920 --> 00:07:04.480]   cannot take her eyes off of him.
[00:07:04.480 --> 00:07:08.440]   And she's just got these big eyes looking at Tomas.
[00:07:08.440 --> 00:07:11.560]   And so we talk a little bit, someone else calls Tomas name,
[00:07:11.560 --> 00:07:15.520]   he goes running over there, and I turn back to my daughter,
[00:07:15.520 --> 00:07:19.480]   and she says to me, where did Jesus go?
[00:07:19.480 --> 00:07:23.000]   [audience laughing]
[00:07:23.000 --> 00:07:25.680]   And I thought, good, my daughter thinks I have
[00:07:25.680 --> 00:07:27.200]   such a great relationship with Jesus
[00:07:27.200 --> 00:07:29.660]   that we can laugh and joke, and he knows my name,
[00:07:29.660 --> 00:07:31.320]   and this is good, this is good, right?
[00:07:31.320 --> 00:07:32.480]   I was quite flattered.
[00:07:34.460 --> 00:07:39.460]   But that question, where did Jesus go, is a tough one.
[00:07:39.460 --> 00:07:48.560]   It's one probably we've all asked at some point,
[00:07:48.560 --> 00:07:50.720]   we've been following Jesus.
[00:07:50.720 --> 00:07:53.960]   It's also maybe one we're asking right now.
