
[00:00:00.000 --> 00:00:01.460]  謝謝 Ivan
[00:00:01.460 --> 00:00:05.180]  元朗的弟兄姊妹新年快樂
[00:00:05.180 --> 00:00:07.580]  好像過年後我第一次去這麼遠
[00:00:07.580 --> 00:00:11.680]  很開心今天可以跟大家一起去敬拜
[00:00:11.680 --> 00:00:15.260]  和一起去看上帝的華語
[00:00:15.260 --> 00:00:18.980]  我相信大家這個星期應該都要到處拜年
[00:00:18.980 --> 00:00:21.460]  或者有不同的聚會
[00:00:21.460 --> 00:00:26.300]  我想不同的家庭都有不同的傳統
[00:00:26.300 --> 00:00:27.780]  我出來工作之後
[00:00:27.780 --> 00:00:30.860]  家人已經免了我拜年
[00:00:30.860 --> 00:00:37.540]  通常新年期間我都是休息和見朋友
[00:00:37.540 --> 00:00:41.920]  但小時候我家人也有很多傳統要跟隨
[00:00:41.920 --> 00:00:44.220]  我家人比較傳統
[00:00:44.220 --> 00:00:47.580]  他們相信新一年開始的時候
[00:00:47.580 --> 00:00:48.980]  跟足傳統
[00:00:48.980 --> 00:00:52.460]  或者大家口中說吉利的話
[00:00:52.460 --> 00:00:56.820]  可以為我們新一年帶來一個祝福
[00:00:56.820 --> 00:01:00.260]  所以我父母在我小時候
[00:01:00.260 --> 00:01:03.100]  都很嚴格要求我和弟弟
[00:01:03.100 --> 00:01:05.100]  新年期間不可以說壞話
[00:01:05.100 --> 00:01:06.940]  只可以說好話
[00:01:06.940 --> 00:01:08.940]  還有一樣很特別的
[00:01:08.940 --> 00:01:11.420]  我們每年年初一的時候
[00:01:11.420 --> 00:01:13.940]  第一件事我和弟弟都要去
[00:01:13.940 --> 00:01:15.620]  我父母那裡拜年
[00:01:15.620 --> 00:01:16.700]  去他們的房間
[00:01:16.700 --> 00:01:17.540]  簡單來說
[00:01:17.540 --> 00:01:20.500]  我們要一早起床
[00:01:20.500 --> 00:01:21.500]  還沒刷牙之前
[00:01:21.500 --> 00:01:24.500]  我們就去父母的房間拜年
[00:01:24.500 --> 00:01:27.660]  如果想拿到他們的利是
[00:01:27.660 --> 00:01:31.700]  我一定要說出三句不同的祝福語
[00:01:31.700 --> 00:01:36.620]  要他們合心意才可以得到利是
[00:01:36.620 --> 00:01:39.180]  所以每年都有點像考考試
[00:01:39.180 --> 00:01:42.620]  去拜年的時候
[00:01:42.620 --> 00:01:45.420]  我父母都一定要我根據
[00:01:45.420 --> 00:01:48.500]  我見到什麼人說對的祝福語
[00:01:48.500 --> 00:01:49.900]  例如我見到長輩
[00:01:49.900 --> 00:01:52.500]  我一定要說身體健康
[00:01:52.500 --> 00:01:55.740]  如果我見到做生意的親戚
[00:01:55.740 --> 00:01:57.420]  或者長輩
[00:01:57.420 --> 00:01:59.020]  我一定要說生意興隆
[00:01:59.020 --> 00:02:01.420]  他們一定要確保我說對
[00:02:01.420 --> 00:02:04.780]  對對的人說對的話才可以
[00:02:04.780 --> 00:02:07.900]  在這個文化和傳統背後
[00:02:07.900 --> 00:02:09.620]  其實有一個很強的信念
[00:02:09.620 --> 00:02:13.060]  就是當我們在新的一年開始的時候
[00:02:13.060 --> 00:02:14.220]  去祝福大家的時候
[00:02:14.220 --> 00:02:16.620]  是會為我們帶來一個福氣
[00:02:16.620 --> 00:02:17.820]  可能如果不是基督徒
[00:02:17.820 --> 00:02:21.820]  就會覺得是全年我們都有好運
[00:02:21.820 --> 00:02:23.660]  而我們可能看新聞
[00:02:23.660 --> 00:02:25.180]  或者我們住元朗
[00:02:25.180 --> 00:02:28.660]  我們都會見到很多人在新年開始的時候
[00:02:28.660 --> 00:02:30.260]  都會去拜神
[00:02:30.260 --> 00:02:33.020]  去不同的地方求籤
[00:02:33.020 --> 00:02:34.700]  做不同的事情
[00:02:34.700 --> 00:02:36.340]  想說的就是
[00:02:36.340 --> 00:02:39.100]  在我們的文化裡面
[00:02:39.100 --> 00:02:42.140]  我們新一年開始的期間
[00:02:42.140 --> 00:02:45.300]  大家都會到處去祝福別人
