
[00:00:00.000 --> 00:00:02.000]   Good morning, everybody.
[00:00:02.000 --> 00:00:05.340]   Oh, full, okay.
[00:00:05.340 --> 00:00:07.980]   Today's gonna be fun.
[00:00:07.980 --> 00:00:09.740]   We're gonna be going through the parables again.
[00:00:09.740 --> 00:00:10.860]   This is week two.
[00:00:10.860 --> 00:00:13.540]   And just a bit of a reminder,
[00:00:13.540 --> 00:00:15.780]   kind of a recap for all of us to get back on the same page
[00:00:15.780 --> 00:00:17.780]   'cause I sometimes talk too fast
[00:00:17.780 --> 00:00:18.860]   and I don't want anyone to get lost,
[00:00:18.860 --> 00:00:21.940]   so let me just kind of lay out what we're doing.
[00:00:21.940 --> 00:00:22.980]   Picking up in the parables,
[00:00:22.980 --> 00:00:24.900]   we're gonna remember and recall the idea
[00:00:24.900 --> 00:00:28.100]   that the purpose of parables, pretty simple.
[00:00:28.100 --> 00:00:29.700]   There's these big profound truths
[00:00:29.700 --> 00:00:32.780]   about the kingdom of God, about the kingdom of heaven,
[00:00:32.780 --> 00:00:34.540]   about the Father that can be challenging
[00:00:34.540 --> 00:00:36.020]   for us to fully grasp.
[00:00:36.020 --> 00:00:38.540]   So Jesus knowing that provided these parables
[00:00:38.540 --> 00:00:40.580]   ways for us to be able to understand,
[00:00:40.580 --> 00:00:42.500]   for us to peel back into some of those layers.
[00:00:42.500 --> 00:00:44.940]   So using stories sometimes is the best way.
[00:00:44.940 --> 00:00:46.860]   So that's why we're doing this sermon series.
[00:00:46.860 --> 00:00:48.200]   We've got four parables.
[00:00:48.200 --> 00:00:49.700]   Last week, if you were here,
[00:00:49.700 --> 00:00:52.260]   Pastor Ellison walked us through the parable of the sower.
[00:00:52.260 --> 00:00:55.160]   We saw all the different ideas of where the seed is thrown
[00:00:55.160 --> 00:00:57.580]   and ultimately the story and the meaning behind that
[00:00:57.580 --> 00:00:59.860]   was the soil of our hearts.
[00:00:59.860 --> 00:01:01.660]   We need to make sure the soil of our hearts
[00:01:01.660 --> 00:01:03.320]   is fertile ground for the word of God
[00:01:03.320 --> 00:01:07.300]   to actually be planted and to bloom and to live within us.
[00:01:07.300 --> 00:01:08.420]   This week, we're gonna turn our attention
[00:01:08.420 --> 00:01:11.980]   towards Luke 15, looking at the parable
[00:01:11.980 --> 00:01:16.020]   of the prodigal son, or the lost son, or the two sons.
[00:01:16.020 --> 00:01:20.180]   Now this parable is, it's one of three actually in Luke 15.
[00:01:20.180 --> 00:01:21.020]   Why do you keep saying John?
[00:01:21.020 --> 00:01:22.020]   In Luke 15.
[00:01:22.020 --> 00:01:26.140]   So Jesus starts off by talking about some sheep
[00:01:26.140 --> 00:01:28.260]   and about how there's all these sheep this guy has
[00:01:28.260 --> 00:01:30.540]   and then he loses one and he goes and finds it
[00:01:30.540 --> 00:01:31.860]   and he rejoices, he's like,
[00:01:31.860 --> 00:01:34.460]   "Celebrate with me, my lost sheep is back."
[00:01:34.460 --> 00:01:35.900]   And then he goes to a coin.
[00:01:35.900 --> 00:01:37.860]   This lady has a bunch of coins and she loses one
[00:01:37.860 --> 00:01:40.500]   and she looks everywhere and finds the one coin
[00:01:40.500 --> 00:01:41.400]   and she celebrates, she says,
[00:01:41.400 --> 00:01:45.260]   "Guys, come celebrate with me, rejoice, I found my coin."
[00:01:45.260 --> 00:01:47.820]   And then so he takes the sheep, the coin,
[00:01:47.820 --> 00:01:50.340]   and then he like jumps like a massive level
[00:01:50.340 --> 00:01:51.980]   and then brings it to family,
[00:01:51.980 --> 00:01:54.540]   talks about sons and about fathers
[00:01:54.540 --> 00:01:57.860]   and about the relationship and ends up looking at lost sons
[00:01:57.860 --> 00:01:59.460]   and that whole journey.
[00:01:59.460 --> 00:02:00.500]   And so normally here at the Vine,
[00:02:00.500 --> 00:02:03.100]   what we would do is we would put up the text behind us
[00:02:03.100 --> 00:02:03.940]   and we would all read it,
[00:02:03.940 --> 00:02:05.660]   or I would read it and you would watch.
[00:02:05.660 --> 00:02:10.340]   But in the spirit of this being a parable,
[00:02:10.340 --> 00:02:12.580]   I kinda wanna take us to that posture
[00:02:12.580 --> 00:02:13.860]   of what it would have been like to hear it
[00:02:13.860 --> 00:02:14.780]   for the first time.
[00:02:14.780 --> 00:02:17.300]   So back when Jesus was preaching,
[00:02:17.300 --> 00:02:19.140]   he didn't have PowerPoints,
[00:02:19.140 --> 00:02:20.220]   there wasn't a great creative team
[00:02:20.220 --> 00:02:21.140]   to make it all look nice.
[00:02:21.140 --> 00:02:23.720]   So we're gonna go back to that space just for a minute.
[00:02:23.720 --> 00:02:25.660]   You won't be able to read along, that's on purpose,
[00:02:25.660 --> 00:02:27.620]   we're not gonna put the scripture up.
[00:02:27.620 --> 00:02:29.220]   I'm gonna tell you the story.
[00:02:29.220 --> 00:02:30.540]   And one of the ways I feel like
[00:02:30.540 --> 00:02:32.820]   it can really help you dive into this
[00:02:32.820 --> 00:02:36.340]   is if you sit back, relax, take a breath, get comfortable,
[00:02:36.340 --> 00:02:38.700]   close your eyes, but don't fall asleep, okay?
[00:02:38.700 --> 00:02:40.820]   Okay, I saw someone at 9.15,
[00:02:40.820 --> 00:02:42.140]   I didn't clarify that the first time.
[00:02:42.140 --> 00:02:44.060]   Close your eyes, I'm just gonna tell you the story,
[00:02:44.060 --> 00:02:45.020]   I'm not actually gonna read it either,
[00:02:45.020 --> 00:02:47.340]   I'm gonna give you a rendition of it.
[00:02:47.340 --> 00:02:48.180]   And then what we're gonna do
[00:02:48.180 --> 00:02:50.100]   is we're gonna look at the characters,
[00:02:50.100 --> 00:02:52.540]   at what lessons is Jesus really wanting us
[00:02:52.540 --> 00:02:53.440]   to pull from this.
[00:02:53.440 --> 00:02:56.340]   And actually, hopefully, understand more about God,
[00:02:56.340 --> 00:02:58.060]   and understand more about the kingdom of God.
[00:02:58.060 --> 00:02:59.940]   So let me pray, and then you can close your eyes,
[00:02:59.940 --> 00:03:00.780]   and we're gonna get started.
[00:03:00.780 --> 00:03:02.300]   Jesus, we thank you for your word.
[00:03:02.300 --> 00:03:03.940]   We thank you that you understood the human condition,
[00:03:03.940 --> 00:03:06.020]   and that we sometimes need stories
[00:03:06.020 --> 00:03:08.060]   to really understand and wrestle with your truth.
[00:03:08.060 --> 00:03:10.540]   So Holy Spirit, would you just be with us this morning
[00:03:10.540 --> 00:03:13.340]   as we look at this story of the two sons?
[00:03:13.340 --> 00:03:15.540]   Would you open our eyes, open our ears,
[00:03:15.540 --> 00:03:17.860]   to hear what it is that you want us to know
[00:03:17.860 --> 00:03:20.020]   about who you are, about the Father,
[00:03:20.020 --> 00:03:20.980]   and about the kingdom of God?
[00:03:20.980 --> 00:03:23.260]   We ask you these things in Jesus' name, amen.
[00:03:23.480 --> 00:03:25.180]   All right, eyes closed, here we go.
[00:03:25.180 --> 00:03:27.360]   There was a dude, there was a man,
[00:03:27.360 --> 00:03:29.440]   there was an older guy who had two sons.
[00:03:29.440 --> 00:03:32.100]   He had these two kids, and the youngest of the two kids
[00:03:32.100 --> 00:03:34.160]   was a little crazy.
[00:03:34.160 --> 00:03:36.520]   He was like, "God, give me my inheritance now."
[00:03:36.520 --> 00:03:39.840]   So Dad gave him his inheritance.
[00:03:39.840 --> 00:03:41.160]   He divided up his property
[00:03:41.160 --> 00:03:43.880]   and gave his son his inheritance early.
[00:03:43.880 --> 00:03:44.720]   And what did the son do?
[00:03:44.720 --> 00:03:48.400]   The son set off for a distant land, went far away,
[00:03:48.400 --> 00:03:53.400]   and he spent all of his money on wild, reckless living.
[00:03:53.400 --> 00:03:56.980]   And then, when he has no more money,
[00:03:56.980 --> 00:04:00.220]   just at that point, the nation that he's in
[00:04:00.220 --> 00:04:01.280]   goes into famine.
[00:04:01.280 --> 00:04:03.540]   They can't grow any food, there's no water,
[00:04:03.540 --> 00:04:05.540]   everything is tight and challenging,
[00:04:05.540 --> 00:04:07.300]   and he's hit rock bottom with money,
[00:04:07.300 --> 00:04:09.940]   and now the land he's in has no food,
[00:04:09.940 --> 00:04:12.100]   and there's no opportunity for him,
[00:04:12.100 --> 00:04:13.820]   and he's really looking for a place to go,
[00:04:13.820 --> 00:04:17.160]   and he doesn't have any money, so he tries to get a job.
[00:04:17.160 --> 00:04:18.380]   He can't find anyone to give him a job,
[00:04:18.380 --> 00:04:20.540]   so he sees this one position open,
[00:04:20.540 --> 00:04:25.240]   and it's a pretty unfun position, it's feeding pigs.
[00:04:25.240 --> 00:04:26.700]   So he takes the job feeding the pigs,
[00:04:26.700 --> 00:04:29.140]   and while he's out there feeding the pigs one day,
[00:04:29.140 --> 00:04:31.980]   making very little money, he's so hungry,
[00:04:31.980 --> 00:04:33.580]   I mean, he's desperately hungry,
[00:04:33.580 --> 00:04:36.660]   that the food the pigs are eating looks appetizing,
[00:04:36.660 --> 00:04:39.140]   so he wants to eat that.
[00:04:39.140 --> 00:04:41.460]   And then he has this moment where he comes to his senses,
[00:04:41.460 --> 00:04:44.580]   he's like, "Hold on, in my dad's house,
[00:04:45.420 --> 00:04:48.360]   "you know, the servants have food to spare."
[00:04:48.360 --> 00:04:49.200]   So he's like, "You know what I'll do?
[00:04:49.200 --> 00:04:51.800]   "I'll pack up my things, and I'll go back to my dad,
[00:04:51.800 --> 00:04:54.180]   "and I'll tell him, 'Dad, I've sinned against heaven,
[00:04:54.180 --> 00:04:55.880]   "'and against you, I'm no longer worthy
[00:04:55.880 --> 00:04:57.720]   "'to be called your son, but if you would just give me
[00:04:57.720 --> 00:04:59.640]   "'a position as a servant.'"
[00:04:59.640 --> 00:05:02.320]   So he got his little speech together,
[00:05:02.320 --> 00:05:03.960]   and he picked up nothing that he had,
[00:05:03.960 --> 00:05:06.720]   and just walked back, started going back.
[00:05:06.720 --> 00:05:08.220]   And while he was a long ways off,
[00:05:08.220 --> 00:05:13.220]   the father sees him, and in his compassion, in his joy,
[00:05:13.240 --> 00:05:16.540]   he runs to his son, and throws his arms around him,
[00:05:16.540 --> 00:05:17.640]   and kisses him, and the son's like,
[00:05:17.640 --> 00:05:20.340]   "Father, I'm no longer worthy to be called your son,
[00:05:20.340 --> 00:05:22.660]   "I have sinned against heaven, and against you."
[00:05:22.660 --> 00:05:25.600]   And the father stops him, and he's like,
[00:05:25.600 --> 00:05:27.080]   "Y'all, let's celebrate.
[00:05:27.080 --> 00:05:29.720]   "Go get the fattest cow we have.
[00:05:29.720 --> 00:05:33.800]   "Bring a ring and put it on his hand.
[00:05:33.800 --> 00:05:35.760]   "Grab some sandals for him, put a robe around him.
[00:05:35.760 --> 00:05:39.580]   "My son, who was lost, is now found."
[00:05:39.580 --> 00:05:42.660]   So they did, they got a party together.
[00:05:42.660 --> 00:05:44.940]   And the older son, who was there, was out in the fields,
[00:05:44.940 --> 00:05:46.980]   and he was working, and he heard all this ruckus,
[00:05:46.980 --> 00:05:49.500]   and this noise, so he makes his way back over.
[00:05:49.500 --> 00:05:51.820]   He's asking the servants, "What's going on?"
[00:05:51.820 --> 00:05:54.420]   Servants like, "Your brother, who was lost, is back.
[00:05:54.420 --> 00:05:57.780]   "Your dad's killed the biggest cow that we have for him."
[00:05:57.780 --> 00:05:59.780]   So brother gets a bit annoyed and frustrated,
[00:05:59.780 --> 00:06:02.560]   so annoyed that he won't even go into the celebration.
[00:06:02.560 --> 00:06:06.260]   The father comes out, and pleased with his son,
[00:06:06.260 --> 00:06:08.660]   and his son's like, "Dad, I've been here the whole time.
[00:06:08.660 --> 00:06:11.460]   "I've never disobeyed a word that you said,
[00:06:11.460 --> 00:06:14.000]   "and you've not even killed a goat for me,
[00:06:14.000 --> 00:06:15.400]   "for me and my friends."
[00:06:15.400 --> 00:06:18.460]   The dad says, "You have me with you always,
[00:06:18.460 --> 00:06:20.280]   "but listen, we have to rejoice.
[00:06:20.280 --> 00:06:22.760]   "We have to celebrate, because your brother,
[00:06:22.760 --> 00:06:26.020]   "who was once lost, is now found."
[00:06:26.020 --> 00:06:29.980]   You can open your eyes again.
[00:06:29.980 --> 00:06:33.300]   This is one of the most beautiful stories of love
[00:06:33.300 --> 00:06:34.780]   in all of Scripture.
[00:06:34.780 --> 00:06:38.820]   It's incredible, right, but it's complex.
[00:06:38.820 --> 00:06:40.320]   It's deep, and it revolves around
[00:06:40.320 --> 00:06:42.220]   these three main characters.
[00:06:42.220 --> 00:06:44.660]   There's the father, there's the son,
[00:06:44.660 --> 00:06:47.180]   who runs away and squanders all the money,
[00:06:47.180 --> 00:06:49.300]   and then there's the son, who stays
[00:06:49.300 --> 00:06:51.100]   and has something to say to the dad.
[00:06:51.100 --> 00:06:53.660]   And I think what Jesus meant to do
[00:06:53.660 --> 00:06:55.380]   was for us to look at these three characters,
[00:06:55.380 --> 00:06:57.100]   look at the concepts of the story,
[00:06:57.100 --> 00:07:01.500]   and really understand what the kingdom of heaven is like,
[00:07:01.500 --> 00:07:03.340]   and what the father himself is like.
[00:07:03.340 --> 00:07:05.940]   So we're gonna do that by first looking at the first son,
[00:07:05.940 --> 00:07:09.260]   and seeing what lesson does Jesus ultimately
[00:07:09.260 --> 00:07:11.080]   wanna teach us through this first son.
[00:07:11.080 --> 00:07:12.940]   So that first son, the one that runs away,
[00:07:12.940 --> 00:07:16.880]   gets the money, runs off, goes to a faraway land.
[00:07:16.880 --> 00:07:18.400]   I found this detail very interesting.
[00:07:18.400 --> 00:07:19.760]   He goes far away.
[00:07:19.760 --> 00:07:21.680]   He gets his money, rather than going next door
[00:07:21.680 --> 00:07:24.440]   or going to the neighboring, he goes to a distant land,
[00:07:24.440 --> 00:07:27.560]   away from everyone, to do his own thing.
[00:07:27.560 --> 00:07:30.360]   Doesn't wanna be in a relationship with anybody anymore,
[00:07:30.360 --> 00:07:31.680]   doesn't want any accountability,
[00:07:31.680 --> 00:07:32.640]   wants to go and do his own thing.
[00:07:32.640 --> 00:07:34.600]   So he does that, he emancipates himself,
[00:07:34.600 --> 00:07:36.800]   he removes himself from the family.
[00:07:37.640 --> 00:07:40.780]   He goes and he has no stewardship at all, no home training.
[00:07:40.780 --> 00:07:44.060]   He spends all his money and does a poor job budgeting.
[00:07:44.060 --> 00:07:47.420]   And once that's done, the land ends up in famine,
[00:07:47.420 --> 00:07:50.100]   which is terrible, so now he's hitting rock bottom.
[00:07:50.100 --> 00:07:52.620]   There's nothing he can do to get himself back up.
[00:07:52.620 --> 00:07:55.140]   He said he's eating the food of pigs,
[00:07:55.140 --> 00:07:58.260]   and I think we're all familiar with that part.
[00:07:58.260 --> 00:08:01.460]   His life literally couldn't get any worse,
[00:08:01.460 --> 00:08:02.500]   and I think it's really interesting,
[00:08:02.500 --> 00:08:04.100]   'cause I think maybe for lots of us
[00:08:04.100 --> 00:08:06.080]   who might have hit a version of rock bottom,
[00:08:06.080 --> 00:08:08.300]   we found this, in that moment of rock bottom,
[00:08:08.300 --> 00:08:09.580]   something clicks.
[00:08:09.580 --> 00:08:13.460]   He has a bit of an experience, something changes.
[00:08:13.460 --> 00:08:16.680]   It says that he comes to his senses.
[00:08:16.680 --> 00:08:22.160]   I think the first truth that we see around this parable
[00:08:22.160 --> 00:08:23.620]   is what repentance is.
[00:08:23.620 --> 00:08:26.740]   Repentance is much like coming to your senses.
[00:08:26.740 --> 00:08:28.740]   To come to one's senses would mean that
[00:08:28.740 --> 00:08:31.980]   whatever you might have believed prior to that moment,
[00:08:31.980 --> 00:08:35.340]   you now understand is incorrect, it was misleading.
[00:08:35.340 --> 00:08:38.160]   It was an illusion, or at best, it was incomplete.
[00:08:38.160 --> 00:08:40.740]   And all the son had done before,
[00:08:40.740 --> 00:08:43.500]   all of his actions of reckless spending and running away
[00:08:43.500 --> 00:08:44.900]   and taking his dad's stuff,
[00:08:44.900 --> 00:08:46.740]   was based off of his perspective,
[00:08:46.740 --> 00:08:48.700]   based off of the way that he saw things.
[00:08:48.700 --> 00:08:51.540]   And so to repent, that first stage looks like
[00:08:51.540 --> 00:08:55.100]   changing the way that we see, coming to our senses.
[00:08:55.100 --> 00:08:57.660]   To repent is to have a new perspective.
[00:08:57.660 --> 00:09:02.440]   It must mean that we have to think differently
[00:09:02.440 --> 00:09:05.040]   about our situation, about our sin.
[00:09:05.800 --> 00:09:07.800]   We must have that change of perspective
[00:09:07.800 --> 00:09:09.520]   and that coming to our senses.
[00:09:09.520 --> 00:09:13.200]   But we know, we all know that it doesn't end there, right?
[00:09:13.200 --> 00:09:15.720]   Repentance can't just be the way that you see things.
[00:09:15.720 --> 00:09:17.400]   It can't just be about more head knowledge
[00:09:17.400 --> 00:09:19.120]   or more information.
[00:09:19.120 --> 00:09:20.440]   Just because you understand more
[00:09:20.440 --> 00:09:22.160]   or because you have more information
[00:09:22.160 --> 00:09:24.080]   doesn't really make the change, does it?
[00:09:24.080 --> 00:09:25.480]   I mean, think about our culture today.
[00:09:25.480 --> 00:09:28.720]   We have access to the most amount of information
[00:09:28.720 --> 00:09:30.540]   ever than any period in history.
[00:09:30.540 --> 00:09:32.800]   That doesn't necessarily mean
[00:09:32.800 --> 00:09:35.120]   that things are changing for the better.
[00:09:35.120 --> 00:09:37.720]   What we don't need is necessarily more information.
[00:09:37.720 --> 00:09:41.040]   Sometimes what we do need is more obedience.
[00:09:41.040 --> 00:09:44.640]   And what does information do if there is no action?
[00:09:44.640 --> 00:09:47.240]   So although, yes, repentance will start
[00:09:47.240 --> 00:09:49.160]   with that turning of the mind
[00:09:49.160 --> 00:09:52.800]   and more information being changed,
[00:09:52.800 --> 00:09:57.800]   it must lead, it mandates that we then turn our will,
[00:09:57.800 --> 00:10:00.080]   that we then turn our actions,
[00:10:00.080 --> 00:10:01.200]   that we then turn ourselves.
[00:10:01.200 --> 00:10:03.160]   You're probably wondering why am I saying the word turn?
[00:10:03.160 --> 00:10:05.780]   Well, the word repent itself means to turn.
[00:10:05.780 --> 00:10:09.200]   So if I'm repenting, if I'm walking this way,
[00:10:09.200 --> 00:10:12.000]   to repent would mean to turn around, right?
[00:10:12.000 --> 00:10:13.880]   So that's what this young man is doing.
[00:10:13.880 --> 00:10:16.760]   He is turning around in his mind and his perspective,
[00:10:16.760 --> 00:10:19.120]   but then he also physically turns around.
[00:10:19.120 --> 00:10:21.360]   He returns to the Father.
[00:10:21.360 --> 00:10:25.660]   He leaves his foolish thinking and his foolish living,
[00:10:25.660 --> 00:10:29.040]   and he makes his way back to the Father.
[00:10:30.160 --> 00:10:33.800]   And what Jesus partially tells us this story
[00:10:33.800 --> 00:10:35.240]   so that we can get to this next part
[00:10:35.240 --> 00:10:36.460]   about what happens next,
[00:10:36.460 --> 00:10:38.320]   when we would turn and we would repent,
[00:10:38.320 --> 00:10:40.540]   which is actually the reason I was so excited
[00:10:40.540 --> 00:10:42.360]   about preaching this specific sermon
