date,title,preacher,coverage
20090614,栽在溪水旁的樹,伍渭文牧師,詩篇1:3
20090621,喜出望外的邂逅,伍渭文牧師,約翰福音4:5-29
20090628,為甚麼膽怯呢,林豪恩先生,馬可福音4:35-41
20090705,誰滾開那石頭,伍渭文牧師,馬可福音16:1-8
20090712,靈機一觸,鄧瑞強博士,馬可福音5
20090719,知不知,孫寶玲牧師,馬可福音6:1-6
20090726,超越貧與富,陳孟賢博士,雅各書1:9-11
20090802,好牧人與雇工,伍渭文牧師,約翰福音9:24-41
20090809,你不能缺少的一件事,賀志勇博士,路加福音10:38-42
20090816,曠野行旅嗎哪,梁元生教授,
20090823,餓孩子飽孩子,鄧瑞強博士,"約翰福音6:35,41-51"
20090830,沒有群羊的世界,Prof. Dennis P. McCann,
20090913,我的肉是可喫的,盧龍光牧師,約翰福音6
20090920,我們還跟從誰呢,賴品超教授,約翰福音6:69-71
20090927,律法遺傳與良心,戴國璋牧師,馬可福音12:28-34
20091004,從桌子掉下來的餅碎,伍渭文牧師,馬可福音7:24-30
20091011,外人在摩押地,陳南芬教授,
20091018,領袖僕人和小孩,伍渭文牧師,馬可福音9:30-37
20091025,拴在頸上的石磨,林豪恩先生,馬可福音9:38-50
20091101,人算什麼你竟眷顧他,伍渭文牧師,希伯來書2
20091108,你總要付的代價,賀志勇博士,路加福音14:25-33
20091115,你知道所求的是甚麼嗎,林豪恩先生,馬可福音10:35-45
20091122,我要能看見,鄧瑞強博士,馬可福音10:46-52
20091129,你們把石頭挪開,伍渭文牧師,約翰福音11:32-44
20091206,我行過死蔭的幽谷,胡美儀,
20091213,石頭記,陳龍斌教授,
20091220,十二月的星空,梁元生教授,馬太福音2;路加福音2
20091227,新生王的記號,伍渭文牧師,路加福音2:12
20100103,我心尊主為大,鄧瑞強博士,路加福音1:46-53
20100110,誰是老闆,鄧瑞強博士,約翰福音18:33-38;啟示錄1:4-8
20100117,一件美事,戴國璋牧師,
20100124,問道的小孩,林豪恩先生,路加福音2:41-52
20100131,仰望星空,陳龍斌教授,以弗所書3:14
20100207,上好的福份,戴國璋牧師,
20100214,隱藏有時顯明有時,賀志勇博士,路加福音8:40-56
20100221,綑縛與釋放,林豪恩先生,路加福音4:14-21
20100228,獨食難肥,鄧瑞強博士,路加福音4:16-30
20100307,我可以差遣誰呢,伍渭文牧師,以賽亞書6:1-8
20100314,光明在人間,鄧瑞強博士,路加福音9:21-36
20100321,再細看試探的臉龐,林豪恩先生,路加福音4:1-13
20100328,認信背棄和重建,賀志勇博士,路加福音22
20100404,使人和睦的人有福了,鄧瑞強博士,馬太福音5:9
20100411,在橄欖山與聖殿山之間,林豪恩先生,路加福音19:28-41
20100418,為義受逼迫的人有福了,伍渭文牧師,
20100425,讓復活與我們走過每一天,Dr. Kuruvilla Abraham,
20100502,願你們平安,陳曉東博士,約翰福音20:19-31
20100509,轉眼的怒氣一生的恩典,伍渭文牧師,詩篇30
20100516,恩惠慈愛隨著我,鄧瑞強博士,詩篇23
20100530,尋找一棵香柏樹,梁元生教授,"以西結書17:1-3,22-24"
20100606,離開祇留下愛,林豪恩先生,約翰福音14:15-31
20100613,我沒有醉,鄧瑞強博士,使徒行傳2:1-21
20100620,施行拯救的三一上帝,賴品超教授,羅馬書5
20100627,漫漫朝聖路,伍渭文牧師,
20100704,你可以行多一步嗎,賀志勇博士,路加福音7:36-50
20100711,一個人值多少,林豪恩先生,路加福音8:26-39
20100718,重價的恩典,鄧瑞強博士,路加福音9:57-62
20100725,沒有甚麼能傷害你們了,伍渭文牧師,路加福音11:17-24
20100801,使生命完滿的愛,曹偉彤博士,
20100808,如果愛是真的,林豪恩先生,路加福音10:25-37
20100815,信心與權柄,賀志勇博士,路加福音7:1-10
20100822,窮得祇剩下錢,伍渭文牧師,路12:13-21
20100829,看得見的與看不見的,張美珍博士,路加福音12
20100905,戰爭與和平,賀志勇博士,路加福音12:49-53
20100912,你們給他們吃吧,王群女士,馬可福音6:30-44
20100919,戰雲飯局,林豪恩先生,路加福音14:1-24
20100926,個人理財與社會公義,賴品超教授,阿摩司書8:4-7;詩篇113;提摩太前書2:1-7;路加福音16:1-13
20101003,普世的福音,姚西依博士,使徒行傳10
20101010,一片燒魚和一塊蜜房,戴國璋牧師,
20101017,乞丐與財主,林豪恩先生,路加福音16:19-31
20101024,卑微者要擁有土地,鄧瑞強博士,詩篇37:1-40
20101031,基督的特使,王群女士,哥林多後書5:11-21
20101107,路加福音的最後財主,林豪恩先生,"路加福音12:16-21,16:19-31,18:18-30"
20101114,感恩的痲瘋病人,陳曉東博士（普通話）,哥林多後書5:11-21
20101121,你的應許之地,沈祖堯教授,約書亞記1
20101128,給你喝一杯生命之水,周小安牧師,約翰福音4:13-14
20101205,腓利的旅程,梁元生教授,使徒行傳8:26-40
20101212,耶和華是我的牧者,王建煊先生,詩篇23
20101219,如此我信,羅勝強教授,
20101226,聖誕節第一個問安,伍渭文牧師,路加福音1:26-45
20110102,聖言哪裡去了,林豪恩先生,路加福音3:1-6
20110109,及時行善,鄧瑞強博士,路加福音3:7-18
20110116,為上主的事著迷,盧龍光牧師,路加福音2:41-52
20110123,這個冬天不算冷,伍渭文牧師,提摩太後書4:
20110130,盡諸般的義,賀志勇博士,馬太福音3:13-17
20110206,你住在哪裡,林豪恩先生,約翰福音1:29-42
20110213,無法抗拒的呼喚,鄧瑞強博士,馬太福音4:12-23
20110220,與神同行奔天路,高志棻博士,彌迦書6:8
20110227,和睦是福,陳榮超牧師,馬太福音5:9
20110306,西乃山下與獅子山下,林豪恩先生,利未記19:9-18
20110313,失去味的鹽味道如何呢,陳曉東博士,
20110320,飛鳥野花神的國,鄧瑞強博士,馬太福音6:24-34
20110327,登山變像命途,伍渭文牧師,馬太福音17:1-9
20110403,人活著不是單靠食物,朱建忠先生,馬太福音4:1-11
20110410,起跑線上定輸贏,林豪恩先生,約翰福音3:1-17
20110417,井旁的邂逅,鄧瑞強博士,約翰福音4
20110424,棕樹枝革命,鄧瑞強博士,馬太福音21:1-11
20110501,抹大拉的馬利亞也復活,林豪恩先生,約翰福音20:11-18
20110508,看見真相的代價,伍渭文牧師,約翰福音9
20110515,人生的馬拉松,賀志勇博士,希伯來書12:1-2
20110519,在途上,鄧瑞強博士,路加福音24:13-35
20110522,虛假與代替,伍渭文牧師,詩篇16
20110605,黑門的甘露,王教佺先生,詩133:1-3
20110612,愁眉得展,林豪恩先生,約翰福音14:1-14
20110619,參悟死生,鄧瑞強博士,約翰福音17:1-11
20110626,都市牧羊,梁元生教授,
20110703,真葡萄樹與紅酒的故事,伍渭文牧師,約翰福音15:1-5
20110710,在愛與真理中,戴國璋牧師,約翰福音14:21-24
20110717,在愛中建立自己,陳以諾牧師,以弗所書4:15-16
20110724,無債一身輕,林豪恩先生,羅馬書8:12-25
20110731,知與情的交戰,賴品超教授,約拿書4:1-11
20110807,種子土壤與撒種的人,戴國璋牧師,馬太福音13:10-16
20110814,禱告的能力,周志豪牧師,羅馬書8:26-27
20110821,禱告初階,賀志勇博士,創世紀28:10-22
20110828,當你走到無力,林豪恩先生,列王記上19:1-18
20110904,夏生命盛放的季節,賀志勇博士,羅馬書12:1-2
20110911,救恩的奧秘,賴品超教授,
20110918,伏在門前的野獸,伍渭文牧師,創4:1-16
20110925,若有人要跟隨我,馮煒文先生,馬太福音16:21-28
20111002,七十個七次,林豪恩先生,馬太福音18:21-35
20111009,關於權威的討論,鄧瑞強博士,馬太福音21:23-27
20111016,基督徒的品牌,梁元生教授,
20111023,在後的必要在先,陳曉東博士,
20111030,因我們只有一個老闆,鄧瑞強博士,馬太福音22:15-22
20111106,這福音是上帝的大能,張伯笠牧師,羅馬書1:16-17
20111113,上主仍是我們911後的,沈祖堯教授,詩篇46
20111120,為福音而活的人生,伍渭文牧師,
20111127,看不見耶穌的時候,林豪恩先生,馬太福音25:31-46
20111204,果樹與糠粃,林豪恩先生,詩篇1
20111211,神啊復興我們,鄧瑞強博士,詩篇80
20111218,有的加給沒有奪去,李炳光牧師,
20111225,光明與黑暗,鄧瑞強博士,約翰福音1:1-14
20120101,恩典與真理,伍渭文牧師,約翰福音1:14-18
20120108,義薄坤輿,伍偉亨教授,
20120115,救恩就在平凡處,鄧瑞強博士,路加福音2:22-35
20120122,禱告進階聆聽上主,賀志勇博士,詩篇29
20120129,知遇之恩,林豪恩先生,約翰福音1:43-51
20120205,如何看待富裕和貧窮,伍渭文牧師,創世記47
20120212,人鬼神,伍渭文牧師,馬可福音1:21-28
20120219,保障期永遠有效,李慶宏先生,詩篇121
20120226,跨越界限,林豪恩先生,馬可福音1:40-45;列王記下5:1-14
20120304,吃還是不吃,賴品超教授,哥林多前書8:1-13
20120311,天上曠野人間,鄧瑞強博士,馬可福音1:9-13
20120318,心靈誠實與祭祀,陳曉東博士,
20120325,婚禮的禮服,伍渭文牧師,馬太福音22:1-14
20120429,驢以載道,林豪恩先生,馬可福音11:1-11
20120506,撻著生命的動力,陳榮超牧師,路加福音24:13-32
20120513,你們為何愁煩,伍渭文牧師,路加福音24:13-35
20120520,狼來了怎麼辦,鄧瑞強博士,約翰福音10:11-18
20120527,願你們平安,陳曉東博士,約翰福音20:19-31
20120610,常在我心間,林豪恩先生,約翰福音15:1-8
20120617,崇拜失樂園的逆轉,伍渭文牧師,約翰福音4:19-26
20120624,我知錯了,鄧瑞強博士,約翰福音16:8-11
20120701,柏拉奇圖士,戴國璋牧師,
20120708,他癲狂了,鄧瑞強博士,馬可福音3:20-35
20120715,神的永在人的永生,鄭漢文博士,約翰福音3:1-17
20120722,哭泣與歡呼流淚的禱告,賀志勇博士,詩篇30
20120729,一根刺的恩典,林豪恩先生,哥林多後書12:1-10
