
[00:00:00.000 --> 00:00:05.000]  各位弟兄姊妹 各位朋友 你們好
[00:00:05.000 --> 00:00:07.000]  歡迎大家參觀我們三藩市播道會
[00:00:07.000 --> 00:00:09.000]  網上的五堂崇拜
[00:00:09.000 --> 00:00:12.000]  我們今天繼續思想希伯來書的信息
[00:00:12.000 --> 00:00:14.000]  我們去到希伯來書第十一章
[00:00:14.000 --> 00:00:16.000]  二十九節至三十一節
[00:00:16.000 --> 00:00:20.000]  題目叫做「信是答上去」
[00:00:20.000 --> 00:00:23.000]  未開始思想這段聖經之前
[00:00:23.000 --> 00:00:25.000]  請我們同心 低頭我們同禱告
[00:00:25.000 --> 00:00:27.000]  慈悲人 我的天父
[00:00:27.000 --> 00:00:29.000]  我們滿心多謝你
[00:00:29.000 --> 00:00:33.000]  多謝你給我們華語作為我們生命的指引
[00:00:33.000 --> 00:00:35.000]  求你讓我們能夠藉著你的華語
[00:00:35.000 --> 00:00:38.000]  真是有信心 信得過你
[00:00:38.000 --> 00:00:40.000]  並且將我們的生命交託給你
[00:00:40.000 --> 00:00:43.000]  求你與我們同在
[00:00:43.000 --> 00:00:46.000]  向我們每個人講你所說的話
[00:00:46.000 --> 00:00:49.000]  我們今天禱告 奈何耶穌基督的名求
[00:00:49.000 --> 00:00:51.000]  阿們
[00:00:51.000 --> 00:00:54.000]  中國人有一句話說 因小失大
[00:00:54.000 --> 00:00:57.000]  這句話一點都沒有錯
[00:00:57.000 --> 00:00:59.000]  1972年
[00:00:59.000 --> 00:01:03.000]  一架屬東方航空公司的401號班機
[00:01:03.000 --> 00:01:06.000]  原定由紐約飛往佛羅里達州的
[00:01:06.000 --> 00:01:08.000]  邁亞米國際機場
[00:01:08.000 --> 00:01:12.000]  機上坐滿了渡假的遊客
[00:01:12.000 --> 00:01:14.000]  全機爆滿
[00:01:14.000 --> 00:01:17.000]  飛機將抵達邁亞米機場的時候
[00:01:17.000 --> 00:01:19.000]  機師就準備降落
[00:01:19.000 --> 00:01:22.000]  發覺降落系統好像失明
[00:01:22.000 --> 00:01:25.000]  原來當飛機降落系統預備妥當的時候
[00:01:25.000 --> 00:01:28.000]  駕駛室的燈會亮起來
[00:01:28.000 --> 00:01:30.000]  表示一切都預備就緒
[00:01:30.000 --> 00:01:32.000]  可以隨時降落
[00:01:32.000 --> 00:01:36.000]  但是機師按了按鈕
[00:01:36.000 --> 00:01:40.000]  但燈不亮
[00:01:40.000 --> 00:01:42.000]  有兩個可能性
[00:01:42.000 --> 00:01:45.000]  第一個可能性其實一切都好了
[00:01:45.000 --> 00:01:47.000]  只不過燈泡燒了
[00:01:47.000 --> 00:01:49.000]  燒了膽 所以不靈
[00:01:49.000 --> 00:01:51.000]  所以就不亮
[00:01:51.000 --> 00:01:53.000]  另外一個可能性
[00:01:53.000 --> 00:01:55.000]  不是燒了膽
[00:01:55.000 --> 00:01:58.000]  是降落系統的確未預備好
[00:01:58.000 --> 00:02:00.000]  為了解答這個問題
[00:02:00.000 --> 00:02:01.000]  其實很簡單
[00:02:01.000 --> 00:02:04.000]  只要換了新燈泡就知道了
[00:02:04.000 --> 00:02:07.000]  當時工程師企圖
[00:02:07.000 --> 00:02:11.000]  除了舊燈泡 換上新單泡
[00:02:11.000 --> 00:02:13.000]  發覺很緊
[00:02:13.000 --> 00:02:15.000]  出盡九牛二虎之力
[00:02:15.000 --> 00:02:19.000]  都無法除掉舊燈泡
[00:02:19.000 --> 00:02:23.000]  副機師看到這個情況就上前相助
[00:02:23.000 --> 00:02:29.000]  兩個人合力將燈泡拔出來
[00:02:29.000 --> 00:02:31.000]  但始終解決不了
[00:02:31.000 --> 00:02:35.000]  這個時候飛機就在機場上空盤旋
[00:02:35.000 --> 00:02:37.000]  機師也不知道怎麼辦
[00:02:37.000 --> 00:02:39.000]  他看到兩個人無論如何都解決不了
[00:02:39.000 --> 00:02:41.000]  有沒有搞錯啊
[00:02:41.000 --> 00:02:43.000]  於是就加起來一起去解決
[00:02:43.000 --> 00:02:49.000]  全體機員的注意力集中在小燈泡上
[00:02:49.000 --> 00:02:52.000]  忘記了他們最重要的任務
[00:02:52.000 --> 00:02:54.000]  就是洗飛機
[00:02:54.000 --> 00:02:56.000]  他們聚精會神
[00:02:56.000 --> 00:03:00.000]  看著只有一隻七毫半的電燈膽
[00:03:00.000 --> 00:03:03.000]  沒有察覺到飛機只是在下降
[00:03:03.000 --> 00:03:06.000]  結果飛機就衝到沼澤地區
[00:03:06.000 --> 00:03:09.000]  有101個乘客和機員喪生
[00:03:09.000 --> 00:03:11.000]  有75個獲救
[00:03:11.000 --> 00:03:16.000]  John Fuller根據這個悲劇寫成一本小說
[00:03:16.000 --> 00:03:20.000]  叫做《The Ghost of Flight 401》
[00:03:20.000 --> 00:03:24.000]  後來發現降落系統並沒有失靈
[00:03:24.000 --> 00:03:28.000]  只不過是燈泡燒了膽
[00:03:28.000 --> 00:03:30.000]  報告指出
[00:03:30.000 --> 00:03:34.000]  所有都是因為飛機師的錯誤
[00:03:34.000 --> 00:03:37.000]  因為在撞機前四分鐘
[00:03:37.000 --> 00:03:41.000]  他們沒有好好駕駛飛機
[00:03:41.000 --> 00:03:43.000]  只顧著看燈泡
[00:03:43.000 --> 00:03:48.000]  其實飛機師Robert Loft是一個很有經驗的飛機師
[00:03:48.000 --> 00:03:55.000]  但是他們為了想弄掉那個只七毫半的電燈泡
[00:03:55.000 --> 00:03:59.000]  竟然忘記了最重要的任務就是駕駛飛機
[00:03:59.000 --> 00:04:01.000]  後果就不堪設想了
[00:04:01.000 --> 00:04:04.000]  喪失了101個人的生命
[00:04:04.000 --> 00:04:05.000]  真是可惜
[00:04:05.000 --> 00:04:07.000]  中國人所謂因小失大
[00:04:07.000 --> 00:04:09.000]  真是對的
[00:04:09.000 --> 00:04:12.000]  我們要明白一件事
[00:04:12.000 --> 00:04:14.000]  大的和重要的
[00:04:14.000 --> 00:04:17.000]  不一定是急事
[00:04:17.000 --> 00:04:20.000]  不一定是緊急的
[00:04:20.000 --> 00:04:22.000]  急的事未必是重要的
[00:04:22.000 --> 00:04:27.000]  其實不單止是東方航空公司401號班機
[00:04:27.000 --> 00:04:31.000]  我想我們經常都犯了同樣的錯誤
[00:04:31.000 --> 00:04:34.000]  我們駕駛在我們人生的旅程當中
[00:04:34.000 --> 00:04:38.000]  我們往往只顧著那只七毫半的電燈泡
[00:04:38.000 --> 00:04:41.000]  我們只顧著買什麼禮物
[00:04:41.000 --> 00:04:43.000]  去哪裡度假
[00:04:43.000 --> 00:04:45.000]  我們為了一點點的傷害
[00:04:45.000 --> 00:04:48.000]  人一句話不中聽
[00:04:48.000 --> 00:04:49.000]  經常不開心
[00:04:49.000 --> 00:04:52.000]  我們為了考試升職
[00:04:52.000 --> 00:04:54.000]  失意失戀
[00:04:54.000 --> 00:04:56.000]  我們很不開心
[00:04:56.000 --> 00:04:58.000]  弄得自己亂七八糟
[00:04:58.000 --> 00:05:01.000]  從沒想過我們人生的方向點
[00:05:01.000 --> 00:05:02.000]  我們人生的意義點
[00:05:02.000 --> 00:05:04.000]  永生的問題
[00:05:04.000 --> 00:05:07.000]  結果我們就好像401號班機一樣
[00:05:07.000 --> 00:05:09.000]  墮機失望
[00:05:09.000 --> 00:05:11.000]  耶穌早就警告我們
[00:05:11.000 --> 00:05:14.000]  他說人若賺了全世界
[00:05:14.000 --> 00:05:17.000]  賠上了自己的生命有什麼益處
[00:05:17.000 --> 00:05:20.000]  賺世界就是眼前的急事
[00:05:20.000 --> 00:05:22.000]  是摸得到看得到嘗得到
[00:05:22.000 --> 00:05:25.000]  其實是七毫半的電燈泡
[00:05:25.000 --> 00:05:28.000]  但是我們的集中力就放在這裡
[00:05:28.000 --> 00:05:31.000]  忽略了一個最基要的任務
[00:05:31.000 --> 00:05:33.000]  你的人生去哪裡
[00:05:33.000 --> 00:05:35.000]  或者我們會問
[00:05:35.000 --> 00:05:37.000]  為什麼我們會這麼蠢
[00:05:37.000 --> 00:05:39.000]  這麼重要任務都不理
[00:05:39.000 --> 00:05:41.000]  只是理會那七毫半的電燈泡
[00:05:41.000 --> 00:05:45.000]  你看一看
[00:05:45.000 --> 00:05:49.000]  其實我們和401號班機的機師差不多
[00:05:49.000 --> 00:05:50.000]  很簡單兩個原因
[00:05:50.000 --> 00:05:56.000]  一是有些東西給你安全感
[00:05:56.000 --> 00:05:58.000]  好像給你安全感
[00:05:58.000 --> 00:06:01.000]  我弄清楚那盞燈是不是亮了
[00:06:01.000 --> 00:06:04.000]  我們才有安全感
[00:06:04.000 --> 00:06:06.000]  我們有了錢有了職位
[00:06:06.000 --> 00:06:07.000]  有了保險
[00:06:07.000 --> 00:06:08.000]  有了安全感
[00:06:08.000 --> 00:06:11.000]  安枕無憂
[00:06:11.000 --> 00:06:14.000]  這個是安全的一種感覺
[00:06:14.000 --> 00:06:16.000]  二是我們死不肯放
[00:06:16.000 --> 00:06:17.000]  死呃住
[00:06:17.000 --> 00:06:19.000]  另一方面永生的東西
[00:06:19.000 --> 00:06:20.000]  救恩啊
[00:06:20.000 --> 00:06:21.000]  宿靈啊
[00:06:21.000 --> 00:06:22.000]  太契合了
[00:06:22.000 --> 00:06:23.000]  不切實際
[00:06:23.000 --> 00:06:24.000]  太理地
[00:06:24.000 --> 00:06:25.000]  所以不理
[00:06:25.000 --> 00:06:27.000]  於是我們只顧眼前
[00:06:27.000 --> 00:06:29.000]  不是看更遠的
[00:06:29.000 --> 00:06:31.000]  保羅怎麼告訴你
[00:06:31.000 --> 00:06:33.000]  我經常說這句話
[00:06:33.000 --> 00:06:34.000]  我們不是憑硬件
[00:06:34.000 --> 00:06:36.000]  是憑信心
[00:06:36.000 --> 00:06:38.000]  We walk by faith
[00:06:38.000 --> 00:06:40.000]  Not by sight
[00:06:40.000 --> 00:06:43.000]  就好像哥林多教書第四章16-18節
[00:06:43.000 --> 00:06:45.000]  怎麼說呢
[00:06:45.000 --> 00:06:47.000]  所以我們不喪膽
[00:06:47.000 --> 00:06:49.000]  外體雖然毀壞
[00:06:49.000 --> 00:06:51.000]  內心卻一天生死一天
[00:06:51.000 --> 00:06:53.000]  我們者至暫至輕的苦楚
[00:06:53.000 --> 00:06:56.000]  要為我們成就極重無比永遠的榮耀
[00:06:56.000 --> 00:06:58.000]  原來我們不是顧念所見的
[00:06:58.000 --> 00:07:00.000]  乃是顧念所不見的
[00:07:00.000 --> 00:07:02.000]  因為所見的是暫時的
[00:07:02.000 --> 00:07:05.000]  所不見的是永遠的
[00:07:05.000 --> 00:07:08.000]  我們怎麼可以看到永遠的東西
[00:07:08.000 --> 00:07:10.000]  怎麼我們的眼光可以看到永恆的東西
[00:07:10.000 --> 00:07:12.000]  希伯來書的作者告訴你
