
[00:00:00.000 --> 00:00:09.520]  非常之感謝上帝給我在教會70週年的大日子裏
[00:00:09.520 --> 00:00:13.120]  和大家一起來思想上帝給我們的訊息
[00:00:13.120 --> 00:00:16.400]  教會經過70年是真的不容易的
[00:00:16.400 --> 00:00:17.600]  一點都不容易的
[00:00:17.600 --> 00:00:21.360]  我們相信上帝在我們中間有他自己的工作
[00:00:21.360 --> 00:00:25.440]  多年來很多的牧者很多的傳道在我們中間
[00:00:25.440 --> 00:00:31.280]  不斷的耕耘在一個偏遠的鄉村裏建立了教會
[00:00:31.280 --> 00:00:34.960]  讓我們中間很多人能夠信信到耶穌
[00:00:34.960 --> 00:00:37.120]  有很多人是信不到的
[00:00:37.120 --> 00:00:39.520]  有很多人是想信信不到的
[00:00:39.520 --> 00:00:42.160]  因為各種不同的原因
[00:00:42.160 --> 00:00:44.480]  家庭的原因傳統的原因
[00:00:44.480 --> 00:00:48.480]  他們很多時候心是很硬的
[00:00:48.480 --> 00:00:50.720]  是信不到的信不進的
[00:00:50.720 --> 00:00:53.600]  但是上帝給我們一個恩典讓我們能夠聽到福音
[00:00:53.600 --> 00:00:58.080]  也能夠相信主耶穌基督是上帝給我們一個很特別的恩典
[00:00:58.080 --> 00:01:00.640]  今天我選這段聖經
[00:01:00.640 --> 00:01:06.000]  首先說一說我們今天中間有很多牧師在這裏
[00:01:06.000 --> 00:01:09.280]  我已經知道有三個牧師在這裏
[00:01:09.280 --> 00:01:11.280]  中象金牧師在這裏
[00:01:11.280 --> 00:01:13.600]  大家都很熟悉中象金牧師
[00:01:13.600 --> 00:01:16.160]  他是西環宣道會的榮休牧師
[00:01:16.160 --> 00:01:20.320]  我們中間有謝建明牧師
[00:01:20.320 --> 00:01:23.200]  是以前中心堂的主任牧師
[00:01:23.200 --> 00:01:24.880]  還有黃天安牧師
[00:01:24.880 --> 00:01:27.680]  大家經常他最近身體不好
[00:01:27.680 --> 00:01:29.680]  所以才少一點出現
[00:01:29.680 --> 00:01:32.960]  還有我們以前的傳道人在我們中間
[00:01:32.960 --> 00:01:36.480]  還有我們的副總幹事陳友諒長都在我們中間
[00:01:36.480 --> 00:01:38.480]  可能還有很多其他的
[00:01:38.480 --> 00:01:41.120]  我看到黃家衛小姐在這裏
[00:01:41.120 --> 00:01:44.720]  黃文華牧師的女兒
[00:01:44.720 --> 00:01:46.880]  我們都看到很多人仔仔一堂
[00:01:46.880 --> 00:01:49.120]  我們今天選用這段聖經
[00:01:49.120 --> 00:01:50.880]  為什麼我選用這段呢
[00:01:50.880 --> 00:01:52.880]  如果你熟悉聖經的話
[00:01:52.880 --> 00:01:55.600]  為什麼你不用第十章
[00:01:55.600 --> 00:01:58.320]  這件事情的實際發生過程
[00:01:58.320 --> 00:02:00.320]  來講這段經文
[00:02:00.320 --> 00:02:03.920]  為什麼要用彼得福述
[00:02:03.920 --> 00:02:07.280]  他以前曾經發生過的事呢
[00:02:07.280 --> 00:02:09.680]  選這段經文
[00:02:09.680 --> 00:02:13.680]  因為今天如果按照大公教會
[00:02:13.680 --> 00:02:15.680]  他們用的經課集來講的話
[00:02:15.680 --> 00:02:17.680]  是四月的復活節到現在
[00:02:17.680 --> 00:02:19.680]  應該是第五第六個星期
[00:02:19.680 --> 00:02:21.680]  在這個日子裏面
[00:02:21.680 --> 00:02:23.680]  他就用了這段聖經
[00:02:23.680 --> 00:02:25.680]  主要是講主耶穌基督復活之後
[00:02:25.680 --> 00:02:27.680]  在不同的場景裏面
[00:02:27.680 --> 00:02:29.680]  他所做的一些工作
[00:02:29.680 --> 00:02:31.680]  或者所講的一些工作
[00:02:31.680 --> 00:02:33.680]  或者他自己所講的話
[00:02:33.680 --> 00:02:35.680]  在門徒在他身邊的人
[00:02:35.680 --> 00:02:37.680]  所發生一些直接的影響
[00:02:37.680 --> 00:02:41.680]  這段話就是彼得
[00:02:41.680 --> 00:02:45.680]  是受到一些特別的現象的影響
[00:02:45.680 --> 00:02:47.680]  讓他所做的一些事
[00:02:47.680 --> 00:02:49.680]  但這些事傳回到耶路撒冷的教會
[00:02:49.680 --> 00:02:51.680]  就受不了了
[00:02:51.680 --> 00:02:53.680]  用我的話說
[00:02:53.680 --> 00:02:55.680]  受不了了
[00:02:55.680 --> 00:02:57.680]  為什麼受不了呢
[00:02:57.680 --> 00:02:59.680]  因為和他們的思維傳統習慣
[00:02:59.680 --> 00:03:01.680]  宗教經驗是完全相反的東西
[00:03:01.680 --> 00:03:05.680]  所以彼得就和他們解釋
[00:03:05.680 --> 00:03:07.680]  解釋完之後
[00:03:07.680 --> 00:03:09.680]  有些人認同有些人不認同
[00:03:09.680 --> 00:03:11.680]  所以去到史唐傳第十五章的時候
[00:03:11.680 --> 00:03:15.680]  耶路撒冷就開了一個大會
[00:03:15.680 --> 00:03:17.680]  將各地的人全部召集在一起
[00:03:17.680 --> 00:03:19.680]  開了一個會
[00:03:19.680 --> 00:03:21.680]  到底決定這件事是不是正統的
[00:03:21.680 --> 00:03:23.680]  我們是否容許做下去
[00:03:23.680 --> 00:03:27.680]  所以是經文第十一章
[00:03:27.680 --> 00:03:29.680]  但在讀經文的過程中
[00:03:29.680 --> 00:03:31.680]  我們發現了一個很奇特的事實
[00:03:31.680 --> 00:03:35.680]  就是彼得是一個很傳統的信仰的人
[00:03:35.680 --> 00:03:37.680]  是一個猶太人
[00:03:37.680 --> 00:03:39.680]  是一個打魚的人
[00:03:39.680 --> 00:03:41.680]  雖然他的學問不多
[00:03:41.680 --> 00:03:43.680]  但在信仰上在傳統上
[00:03:43.680 --> 00:03:45.680]  他是絕對的保守的
[00:03:45.680 --> 00:03:47.680]  他是正確的
[00:03:47.680 --> 00:03:49.680]  我們知道猶太人
[00:03:49.680 --> 00:03:51.680]  從小到大
[00:03:51.680 --> 00:03:53.680]  一識字開始
[00:03:53.680 --> 00:03:55.680]  他們就在會堂
[00:03:55.680 --> 00:03:57.680]  會堂是他們的學校
[00:03:57.680 --> 00:03:59.680]  是他們的教會
[00:03:59.680 --> 00:04:01.680]  是他們敬拜的地方
[00:04:01.680 --> 00:04:03.680]  是他們認識人的地方
[00:04:03.680 --> 00:04:05.680]  去到任何的鄉村任何的城市
[00:04:05.680 --> 00:04:07.680]  裡面只有十個成年的猶太男人
[00:04:07.680 --> 00:04:09.680]  他們就可以有一個會堂
[00:04:09.680 --> 00:04:11.680]  會堂是他們整個社交的
[00:04:11.680 --> 00:04:15.680]  等於他們的社交中心
[00:04:15.680 --> 00:04:17.680]  什麼都在那裡
[00:04:17.680 --> 00:04:19.680]  談生意都可以集在那裡
[00:04:19.680 --> 00:04:21.680]  認識朋友也可以在那裡
[00:04:21.680 --> 00:04:25.680]  在這樣的場景裡面
[00:04:25.680 --> 00:04:27.680]  他們就要學習
[00:04:27.680 --> 00:04:29.680]  學習字母
[00:04:29.680 --> 00:04:31.680]  學習文化
[00:04:31.680 --> 00:04:33.680]  學習背誦聖經等等
[00:04:33.680 --> 00:04:35.680]  從小到大猶太人就學習背誦
[00:04:35.680 --> 00:04:37.680]  聽阿爾斯列
[00:04:37.680 --> 00:04:39.680]  你的上帝是獨一的真神
[00:04:39.680 --> 00:04:41.680]  一睜開眼就要讀
[00:04:41.680 --> 00:04:47.680]  深入他的思想
[00:04:47.680 --> 00:04:51.680]  信仰生活裡面的最深層次
[00:04:51.680 --> 00:04:53.680]  一睜開眼就說
[00:04:53.680 --> 00:04:55.680]  聽阿爾斯列
[00:04:55.680 --> 00:04:57.680]  你的上帝是獨一的真神
[00:04:57.680 --> 00:04:59.680]  然後教他們很多章則
[00:04:59.680 --> 00:05:01.680]  很多條例
[00:05:01.680 --> 00:05:03.680]  這些條例
[00:05:03.680 --> 00:05:05.680]  指導了
[00:05:05.680 --> 00:05:07.680]  我不想用管控
[00:05:07.680 --> 00:05:09.680]  因為管控這兩個字
[00:05:09.680 --> 00:05:11.680]  比較敏感一點
[00:05:11.680 --> 00:05:13.680]  上帝所頒布的律法
[00:05:13.680 --> 00:05:15.680]  在他們的生命裡面
[00:05:15.680 --> 00:05:17.680]  指引他們所當下的路
[00:05:17.680 --> 00:05:19.680]  如果你回去看
[00:05:19.680 --> 00:05:21.680]  第一節一開始
[00:05:21.680 --> 00:05:23.680]  上帝就說
[00:05:23.680 --> 00:05:25.680]  因為我愛你們的緣故
[00:05:25.680 --> 00:05:27.680]  我將十誡頒布給你們
[00:05:27.680 --> 00:05:29.680]  我們看上帝所頒布的
[00:05:29.680 --> 00:05:31.680]  誡命律例典章
[00:05:31.680 --> 00:05:33.680]  不能離開上帝自己的愛
[00:05:33.680 --> 00:05:35.680]  我將所有的條例畫出來
[00:05:35.680 --> 00:05:37.680]  我愛你們的緣故
[00:05:37.680 --> 00:05:39.680]  我不想你們做這些事
[00:05:39.680 --> 00:05:41.680]  你們做了我就罰你們
[00:05:41.680 --> 00:05:43.680]  不做的話我就愛你們
[00:05:43.680 --> 00:05:45.680]  你們盡量做這些事
[00:05:45.680 --> 00:05:47.680]  表達你們愛上帝的心
[00:05:47.680 --> 00:05:49.680]  不是很痛苦地
[00:05:49.680 --> 00:05:51.680]  又要這樣做
[00:05:51.680 --> 00:05:53.680]  是傳著愛心說
[00:05:53.680 --> 00:05:55.680]  我願意守這些規矩
[00:05:55.680 --> 00:05:57.680]  跟隨著上帝讓我所信的信仰
[00:05:57.680 --> 00:05:59.680]  在我生活裡面
[00:05:59.680 --> 00:06:01.680]  有個很明顯的體驗
[00:06:01.680 --> 00:06:03.680]  所以他們
[00:06:03.680 --> 00:06:05.680]  勤守律法
[00:06:05.680 --> 00:06:07.680]  但是在這樣的環境下長大
[00:06:07.680 --> 00:06:09.680]  守著十誡
[00:06:09.680 --> 00:06:11.680]  守著上帝的律例典章
[00:06:11.680 --> 00:06:13.680]  但是上帝竟然
[00:06:13.680 --> 00:06:15.680]  在他們的生活中
[00:06:15.680 --> 00:06:17.680]  叫他們做一件
[00:06:17.680 --> 00:06:19.680]  完全破壞
[00:06:19.680 --> 00:06:21.680]  完全跟他們所信的
[00:06:21.680 --> 00:06:23.680]  背道而馳的動作
[00:06:23.680 --> 00:06:25.680]  背道而馳的動作
[00:06:25.680 --> 00:06:27.680]  我們在第十章
[00:06:27.680 --> 00:06:29.680]  第十一章裡面
