
[00:00:00.000 --> 00:00:06.400]  上星期我粗略講了一點點當時的背景
[00:00:06.400 --> 00:00:10.000]  歐洲人對蒙古帝國的認識
[00:00:10.000 --> 00:00:14.400]  今天稍微重覆一點
[00:00:14.400 --> 00:00:19.840]  一開始是指1222年
[00:00:19.840 --> 00:00:21.840]  在歐洲上的記錄
[00:00:21.840 --> 00:00:31.280]  那年蒙古人是第一次拜舉侵入歐洲
[00:00:31.280 --> 00:00:35.120]  我這次就讀回當時的記錄
[00:00:35.120 --> 00:00:37.120]  在1222年的時候
[00:00:37.120 --> 00:00:41.280]  在歐洲的世界觀裏
[00:00:41.280 --> 00:00:46.320]  他們基本上已經可以控制蠻族的人
[00:00:46.320 --> 00:00:51.680]  他們最大的敵人是南部的伊斯蘭教阿拉伯人
[00:00:51.680 --> 00:00:53.680]  以至他們一連駐十字軍東征
[00:00:53.680 --> 00:00:56.960]  他們的對象都是伊斯蘭教的人
[00:00:56.960 --> 00:00:58.960]  他們完全沒有想到
[00:00:58.960 --> 00:01:00.960]  除了伊斯蘭教外還有一些人更惡的
[00:01:00.960 --> 00:01:02.960]  將會成為他們的敵人
[00:01:02.960 --> 00:01:06.720]  直至當時蒙古帝國的興起
[00:01:06.720 --> 00:01:09.520]  1222年元朝還未開始
[00:01:09.520 --> 00:01:11.520]  元朝是127幾年才開始
[00:01:11.520 --> 00:01:13.520]  元朝開始之前50年
[00:01:13.520 --> 00:01:17.520]  蒙古人已經攻打到俄羅斯那裏
[00:01:17.520 --> 00:01:22.000]  當時俄羅斯的官方記錄者
[00:01:22.000 --> 00:01:25.520]  每一年都會有記錄所有發生的事
[00:01:25.520 --> 00:01:29.520]  他們說一開始那句
[00:01:29.520 --> 00:01:31.520]  由於我們的罪惡
[00:01:31.520 --> 00:01:33.520]  不是很多人打了我們的罪惡
[00:01:33.520 --> 00:01:37.520]  我們不知道這個暴徒是突然間來的
[00:01:37.520 --> 00:01:39.520]  攻打到來的
[00:01:39.520 --> 00:01:41.520]  因為他們騎馬很快出來
[00:01:41.520 --> 00:01:43.520]  沒有人知道他們是什麼人
[00:01:43.520 --> 00:01:45.520]  因為找了很多人都不知道他們是什麼人
[00:01:45.520 --> 00:01:49.520]  他們是哪裡來的都沒有人知道
[00:01:49.520 --> 00:01:51.520]  他們用什麼言語都沒有人知道
[00:01:51.520 --> 00:01:53.520]  他們是什麼種族
[00:01:53.520 --> 00:01:55.520]  他們信什麼宗教
[00:01:55.520 --> 00:01:57.520]  只有上帝才知道
[00:01:57.520 --> 00:01:59.520]  接著問他們是哪裡來的
[00:01:59.520 --> 00:02:01.520]  換句話說
[00:02:01.520 --> 00:02:03.520]  突然有一群人殺到來
[00:02:03.520 --> 00:02:05.520]  攻陷了幾個城
[00:02:05.520 --> 00:02:07.520]  突然又不見了
[00:02:07.520 --> 00:02:09.520]  再殺過來
[00:02:09.520 --> 00:02:11.520]  使得當時官方的人員很困惑
[00:02:11.520 --> 00:02:13.520]  完全不知道那些是什麼人
[00:02:13.520 --> 00:02:15.520]  只知道他們是人
[00:02:15.520 --> 00:02:21.520]  接著他們一連串有很多場大戰
[00:02:21.520 --> 00:02:23.520]  全部戰都是輸的
[00:02:23.520 --> 00:02:27.520]  俄羅斯那些人輸的
[00:02:27.520 --> 00:02:31.520]  一開始就是一兩個地方的封王
[00:02:31.520 --> 00:02:33.520]  後來就是聯盟軍都輸了
[00:02:33.520 --> 00:02:37.520]  後來他們當時的主要中心
[00:02:37.520 --> 00:02:39.520]  就是基輔的地方
[00:02:39.520 --> 00:02:45.520]  基輔的公爵甚至帶著他的部下投降給蒙古人
[00:02:45.520 --> 00:02:47.520]  打輸就投降
[00:02:47.520 --> 00:02:49.520]  如果是歐洲的話
[00:02:49.520 --> 00:02:51.520]  投降了會有些禮待
[00:02:51.520 --> 00:02:53.520]  不會說沒有用
[00:02:53.520 --> 00:02:57.520]  但蒙古人就將投降的人和貴族
[00:02:57.520 --> 00:02:59.520]  綁在地上
[00:02:59.520 --> 00:03:01.520]  上面放一些木板
[00:03:01.520 --> 00:03:03.520]  然後在木板上舉行宴會
[00:03:03.520 --> 00:03:05.520]  慶祝勝利
[00:03:05.520 --> 00:03:07.520]  宴會完結後下面的人已經死了
[00:03:07.520 --> 00:03:15.520]  接著俄羅斯的歷史記載
[00:03:15.520 --> 00:03:19.520]  這些人打來打去
[00:03:19.520 --> 00:03:21.520]  我們都不知道他們從哪裡來
[00:03:21.520 --> 00:03:23.520]  不知道他們躲在哪裡
[00:03:23.520 --> 00:03:25.520]  只有神知道
[00:03:25.520 --> 00:03:27.520]  因為我們的罪惡
[00:03:27.520 --> 00:03:29.520]  神要他們懲罰我們
[00:03:29.520 --> 00:03:31.520]  最好的解釋就是推向神
[00:03:31.520 --> 00:03:33.520]  但從他們的驚慌說話裡
[00:03:33.520 --> 00:03:35.520]  我們起碼知道一件事
[00:03:35.520 --> 00:03:37.520]  他們完全不知道那些人從哪裡來
[00:03:37.520 --> 00:03:39.520]  完全摸不到他們的底
[00:03:39.520 --> 00:03:41.520]  也不知道他們什麼時候會再來
[00:03:41.520 --> 00:03:43.520]  因為一來的時候大家都死了
[00:03:43.520 --> 00:03:45.520]  好像瘟疫一樣
[00:03:45.520 --> 00:03:47.520]  可能他們都不知道原來蒙古是遊牧民族
[00:03:47.520 --> 00:03:49.520]  根本居無定所
[00:03:49.520 --> 00:03:51.520]  也不知道原來蒙古人去
[00:03:51.520 --> 00:03:53.520]  只不過是要把所有東西都推倒
[00:03:53.520 --> 00:03:55.520]  以致他們有個大草場在跑馬
[00:03:55.520 --> 00:04:01.520]  更加不知道蒙古人對生命看得很輕
[00:04:01.520 --> 00:04:05.520]  另外有記載說蒙古人
[00:04:05.520 --> 00:04:09.520]  當時的軍機很嚴格
[00:04:09.520 --> 00:04:11.520]  他們看到就殺
[00:04:11.520 --> 00:04:15.520]  如果他們不夠糧食的時候
[00:04:15.520 --> 00:04:17.520]  自己兵裡十個人
[00:04:17.520 --> 00:04:19.520]  抽一個就吃了那個人
[00:04:19.520 --> 00:04:21.520]  他們對自己人都是這樣
[00:04:21.520 --> 00:04:23.520]  這樣就代表是勇士
[00:04:23.520 --> 00:04:25.520]  十個人抽一個
[00:04:25.520 --> 00:04:27.520]  你就死了
[00:04:27.520 --> 00:04:29.520]  大家吃了你就繼續打仗
[00:04:29.520 --> 00:04:31.520]  這些記錄
[00:04:31.520 --> 00:04:33.520]  歐洲人看來是非常殘忍和殘酷的
[00:04:33.520 --> 00:04:35.520]  殺自己人
[00:04:35.520 --> 00:04:37.520]  吃人肉
[00:04:37.520 --> 00:04:39.520]  歐洲文化裡沒有這樣的觀念
[00:04:39.520 --> 00:04:41.520]  但蒙古文化裡是很自然的事
[00:04:41.520 --> 00:04:43.520]  所以他們對著投降的人
[00:04:43.520 --> 00:04:45.520]  殺了一點都不奇怪
[00:04:45.520 --> 00:04:47.520]  免得阻礙了
[00:04:47.520 --> 00:04:49.520]  殺了他們就最乾淨
[00:04:49.520 --> 00:04:53.520]  經過122年
[00:04:53.520 --> 00:04:55.520]  春季那幾次的攻打
[00:04:55.520 --> 00:04:57.520]  那時候還是吃了人肉
[00:04:57.520 --> 00:05:01.520]  那時候還是成吉思汗的戰役
[00:05:01.520 --> 00:05:07.520]  人們以為再會攻過來
[00:05:07.520 --> 00:05:09.520]  誰知道成吉思汗去世了
[00:05:09.520 --> 00:05:11.520]  那時軍隊開始撤退
[00:05:11.520 --> 00:05:15.520]  歷史裡記載成吉思汗的屍體找回來的時候
[00:05:15.520 --> 00:05:17.520]  沿途所有人都殺光了
[00:05:17.520 --> 00:05:19.520]  殺很多人
[00:05:19.520 --> 00:05:23.520]  等到再過十幾年
[00:05:23.520 --> 00:05:25.520]  1237年
[00:05:25.520 --> 00:05:27.520]  歐洲再次有蒙古人的記錄
[00:05:27.520 --> 00:05:29.520]  在那時蒙古人再次攻打歐洲
[00:05:29.520 --> 00:05:31.520]  在那時蒙古人再次攻打歐洲
[00:05:31.520 --> 00:05:33.520]  在那時蒙古人再次攻打歐洲
[00:05:33.520 --> 00:05:35.520]  在那時蒙古人再次攻打歐洲
[00:05:35.520 --> 00:05:37.520]  在那時蒙古人再次攻打歐洲
[00:05:37.520 --> 00:05:39.520]  在那時蒙古人再次攻打歐洲
[00:05:39.520 --> 00:05:41.520]  在那時蒙古人再次攻打歐洲
[00:05:41.520 --> 00:05:43.520]  在那時蒙古人再次攻打歐洲
[00:05:43.520 --> 00:05:45.520]  在那時蒙古人再次攻打歐洲
[00:05:45.520 --> 00:05:47.520]  在那時蒙古人再次攻打歐洲
[00:05:47.520 --> 00:05:49.520]  在那時蒙古人再次攻打歐洲
[00:05:49.520 --> 00:05:51.520]  在那時蒙古人再次攻打歐洲
[00:05:51.520 --> 00:05:53.520]  在那時蒙古人再次攻打歐洲
[00:05:53.520 --> 00:05:55.520]  在那時蒙古人再次攻打歐洲
[00:05:55.520 --> 00:05:57.520]  在那時蒙古人再次攻打歐洲
[00:05:57.520 --> 00:05:59.520]  在那時蒙古人再次攻打歐洲
[00:05:59.520 --> 00:06:01.520]  在那時蒙古人再次攻打歐洲
[00:06:01.520 --> 00:06:03.520]  在那時蒙古人再次攻打歐洲
[00:06:03.520 --> 00:06:05.520]  在那時蒙古人再次攻打歐洲
[00:06:05.520 --> 00:06:07.520]  在那時蒙古人再次攻打歐洲
[00:06:07.520 --> 00:06:09.520]  在那時蒙古人再次攻打歐洲
[00:06:09.520 --> 00:06:11.520]  在那時蒙古人再次攻打歐洲
[00:06:11.520 --> 00:06:13.520]  在那時蒙古人再次攻打歐洲
[00:06:13.520 --> 00:06:15.520]  在那時蒙古人再次攻打歐洲
[00:06:15.520 --> 00:06:17.520]  在那時蒙古人再次攻打歐洲
[00:06:17.520 --> 00:06:19.520]  在那時蒙古人再次攻打歐洲
[00:06:19.520 --> 00:06:21.520]  在那時蒙古人再次攻打歐洲
[00:06:21.520 --> 00:06:23.520]  在那時蒙古人再次攻打歐洲
[00:06:23.520 --> 00:06:25.520]  在那時蒙古人再次攻打歐洲
[00:06:25.520 --> 00:06:27.520]  在那時蒙古人再次攻打歐洲
[00:06:27.520 --> 00:06:29.520]  在那時蒙古人再次攻打歐洲
[00:06:29.520 --> 00:06:31.520]  在那時蒙古人再次攻打歐洲
[00:06:31.520 --> 00:06:33.520]  在那時蒙古人再次攻打歐洲
[00:06:33.520 --> 00:06:35.520]  在那時蒙古人再次攻打歐洲
[00:06:35.520 --> 00:06:37.520]  在那時蒙古人再次攻打歐洲
[00:06:37.520 --> 00:06:39.520]  在那時蒙古人再次攻打歐洲
[00:06:39.520 --> 00:06:41.520]  在那時蒙古人再次攻打歐洲
[00:06:41.520 --> 00:06:43.520]  在那時蒙古人再次攻打歐洲
[00:06:43.520 --> 00:06:45.520]  在那時蒙古人再次攻打歐洲
[00:06:45.520 --> 00:06:47.520]  在那時蒙古人再次攻打歐洲
[00:06:47.520 --> 00:06:49.520]  在那時蒙古人再次攻打歐洲
[00:06:49.520 --> 00:06:51.520]  在那時蒙古人再次攻打歐洲
[00:06:51.520 --> 00:06:53.520]  在那時蒙古人再次攻打歐洲
[00:06:53.520 --> 00:06:55.520]  在那時蒙古人再次攻打歐洲
[00:06:55.520 --> 00:06:57.520]  在那時蒙古人再次攻打歐洲
[00:06:57.520 --> 00:06:59.520]  在那時蒙古人再次攻打歐洲
[00:06:59.520 --> 00:07:01.520]  在那時蒙古人再次攻打歐洲
[00:07:01.520 --> 00:07:03.520]  在那時蒙古人再次攻打歐洲
[00:07:03.520 --> 00:07:05.520]  在那時蒙古人再次攻打歐洲
[00:07:05.520 --> 00:07:07.520]  在那時蒙古人再次攻打歐洲
[00:07:07.520 --> 00:07:09.520]  在那時蒙古人再次攻打歐洲
[00:07:09.520 --> 00:07:11.520]  在歐洲人看法是蒙古人有系統地去殺歐洲人
[00:07:11.520 --> 00:07:13.520]  在歐洲人看法是蒙古人有系統地去殺歐洲人
[00:07:13.520 --> 00:07:15.520]  在歐洲人看法是蒙古人有系統地去殺歐洲人
[00:07:15.520 --> 00:07:17.520]  即是殺人一個城又一個城
[00:07:17.520 --> 00:07:19.520]  即是殺人一個城又一個城
[00:07:19.520 --> 00:07:21.520]  沿著富爾加河一帶去篩走一臂
[00:07:21.520 --> 00:07:23.520]  沿著富爾加河一帶去篩走一臂
[00:07:23.520 --> 00:07:25.520]  沿著富爾加河一帶去篩走一臂
[00:07:25.520 --> 00:07:27.520]  看到就殺 根本不跟你說
[00:07:27.520 --> 00:07:29.520]  看到就殺 根本不跟你說
[00:07:29.520 --> 00:07:31.520]  去到1240年 即是殺了兩三年
[00:07:31.520 --> 00:07:33.520]  去到1240年 即是殺了兩三年
[00:07:33.520 --> 00:07:35.520]  1240至41年間
[00:07:35.520 --> 00:07:37.520]  1240至41年間
[00:07:37.520 --> 00:07:39.520]  似乎要準備一個大規模的向西進攻
[00:07:39.520 --> 00:07:41.520]  似乎要準備一個大規模的向西進攻
[00:07:41.520 --> 00:07:43.520]  儲備著向西進攻
[00:07:43.520 --> 00:07:45.520]  那時最大威脅的城市
[00:07:45.520 --> 00:07:47.520]  那時最大威脅的城市
[00:07:47.520 --> 00:07:49.520]  就是俄羅斯最大的首都
[00:07:49.520 --> 00:07:51.520]  就是基庫這個城市
[00:07:51.520 --> 00:07:53.520]  就是基庫這個城市
[00:07:53.520 --> 00:07:55.520]  亦被蒙古人很快就攻陷了
[00:07:55.520 --> 00:07:57.520]  亦被蒙古人很快就攻陷了
[00:07:57.520 --> 00:07:59.520]  繼續攻入波蘭
[00:07:59.520 --> 00:08:01.520]  從波蘭再去
[00:08:01.520 --> 00:08:03.520]  現在的匈牙利一帶攻打
[00:08:03.520 --> 00:08:05.520]  現在的匈牙利一帶攻打
[00:08:05.520 --> 00:08:07.520]  繼續攻下去的時候
[00:08:07.520 --> 00:08:09.520]  繼續攻下去的時候
[00:08:09.520 --> 00:08:11.520]  1240年冬天
[00:08:11.520 --> 00:08:13.520]  1240年冬天
[00:08:13.520 --> 00:08:15.520]  1241年春天
[00:08:15.520 --> 00:08:17.520]  4月的時候已經攻打到
[00:08:17.520 --> 00:08:19.520]  現在的匈牙利的首都
[00:08:19.520 --> 00:08:21.520]  Budapest
[00:08:21.520 --> 00:08:23.520]  Budapest
[00:08:23.520 --> 00:08:25.520]  Budapest
[00:08:25.520 --> 00:08:27.520]  其實兩個城市
