
[00:00:00.000 --> 00:00:06.000]  大家覺得耶利米斯難不難讀?
[00:00:06.000 --> 00:00:10.500]  是不是覺得讀完之後都一頭霧水的感覺?
[00:00:10.500 --> 00:00:13.200]  我再說多一次
[00:00:13.200 --> 00:00:18.000]  讀耶利米斯讀到一頭霧水是正常並且可接受的
[00:00:18.000 --> 00:00:21.000]  因為大家都不是耶利米斯的專家
[00:00:21.000 --> 00:00:23.500]  就算大家多看幾本參考書
[00:00:23.500 --> 00:00:26.000]  那些耶利米斯的專家都告訴你
[00:00:26.000 --> 00:00:28.000]  耶利米斯是很難讀的
[00:00:28.000 --> 00:00:32.000]  因為最主要是很多散文
[00:00:32.000 --> 00:00:34.500]  很多散文、很多篇講章
[00:00:34.500 --> 00:00:39.000]  可以說是一本講道集的組合
[00:00:39.000 --> 00:00:40.000]  也因為這個緣故
[00:00:40.000 --> 00:00:42.500]  你會覺得讀起來的時候
[00:00:42.500 --> 00:00:45.500]  就不同我們讀其他的歷史書
[00:00:45.500 --> 00:00:48.500]  或者新的書卷那麼好讀
[00:00:48.500 --> 00:00:53.000]  因為那些全部都編好一個段落、一個主題
[00:00:53.000 --> 00:00:55.500]  但是很多時候我們讀耶利米斯
[00:00:55.500 --> 00:00:59.000]  就覺得讀下去好像沒有什麼主題
[00:00:59.000 --> 00:01:02.500]  或者是重重複複都是同一個主題
[00:01:02.500 --> 00:01:08.500]  讀起來有些困惑甚至困倦的感覺
[00:01:08.500 --> 00:01:11.500]  其實我們從兩個角度去讀耶利米斯的時候
[00:01:11.500 --> 00:01:12.500]  你就會明白
[00:01:12.500 --> 00:01:17.500]  第一就是耶利米斯是按著當時的情況
[00:01:17.500 --> 00:01:21.500]  來發揮它寫講章的內容
[00:01:21.500 --> 00:01:24.000]  如果大家可以將過去一年
[00:01:24.000 --> 00:01:29.000]  譬如教會52個主日崇拜裡面的信息編在一起的時候
[00:01:29.000 --> 00:01:33.000]  你都可能會覺得有些不是那麼容易組織
[00:01:33.000 --> 00:01:38.500]  當然當我們開始了三善事公有了系統之後
[00:01:38.500 --> 00:01:41.000]  可能我們就覺得比較有系統一點
[00:01:41.000 --> 00:01:47.000]  但是如果我們時常都按著時代來講聖經的內容的時候
[00:01:47.000 --> 00:01:51.500]  你會發覺往往很多時候你會覺得比較難掌握
[00:01:51.500 --> 00:01:53.000]  這個你都可以想像到
[00:01:53.000 --> 00:01:56.500]  第二就是為什麼會覺得隨和福科呢?
[00:01:56.500 --> 00:02:03.000]  就是因為講來講去那個問題都解決不了
[00:02:03.000 --> 00:02:04.000]  因為這樣的緣故
[00:02:04.000 --> 00:02:05.500]  因為講來講去都解決不了
[00:02:05.500 --> 00:02:09.500]  所以神就不停地重複同類型的信息
[00:02:09.500 --> 00:02:15.000]  只不過是用不同的表達方式來表達同樣的信息
[00:02:15.000 --> 00:02:18.000]  就是以色列人背道
[00:02:18.000 --> 00:02:19.500]  神叫他悔改
[00:02:19.500 --> 00:02:21.500]  如果不是的話,應罰就來了
[00:02:21.500 --> 00:02:24.000]  其實這麼簡單
[00:02:24.000 --> 00:02:26.000]  如果大家熟悉尼加書
[00:02:26.000 --> 00:02:28.500]  尼加書有一節聖經是很熟悉的
[00:02:28.500 --> 00:02:30.000]  其實要我們做什麼呢?
[00:02:30.000 --> 00:02:32.500]  就是要我們行公義好憐憫
[00:02:32.500 --> 00:02:35.500]  全謙卑的心,願你的神同行
[00:02:35.500 --> 00:02:37.500]  我們認識了這四個真理
[00:02:37.500 --> 00:02:39.500]  其實整本聖經可以蓋起來了
[00:02:39.500 --> 00:02:43.000]  因為你行公義好憐憫是我們的行為
[00:02:43.000 --> 00:02:44.000]  全謙卑的心
[00:02:44.000 --> 00:02:45.500]  一個人謙卑就很好學了
[00:02:45.500 --> 00:02:47.000]  前有很多東西學了回來
[00:02:47.000 --> 00:02:50.000]  然後最重要的當然是與神同行
[00:02:50.000 --> 00:02:54.000]  所以這個可以說是我們讀聖經裏面整個信息
[00:02:54.000 --> 00:02:56.000]  那就可以下課了
[00:02:56.000 --> 00:03:01.000]  但是問題就是我們發覺當時的猶大國
[00:03:01.000 --> 00:03:08.000]  南國他們雖然輾轉神有很多提醒和教導
[00:03:08.000 --> 00:03:12.000]  但是教來教去我們都叫做教如不善
[00:03:12.000 --> 00:03:15.000]  跟我們教我們的聖經一樣
[00:03:15.000 --> 00:03:18.000]  很多時候花很多時間講同樣的東西
[00:03:18.000 --> 00:03:21.000]  同一句話不停重重覆覆
[00:03:21.000 --> 00:03:23.000]  我在香港看過一個廣告
[00:03:23.000 --> 00:03:25.000]  如果大家有機會回香港
[00:03:25.000 --> 00:03:27.000]  我想這段時間已經停了
[00:03:27.000 --> 00:03:28.000]  就是賣一個廣告
[00:03:28.000 --> 00:03:29.000]  我忘記講什麼了
[00:03:29.000 --> 00:03:31.000]  但是表達方式很有趣的
[00:03:31.000 --> 00:03:33.000]  就是他媽媽天天在問兒子
[00:03:33.000 --> 00:03:36.000]  這樣又不收拾房子又不做功課
[00:03:36.000 --> 00:03:38.000]  又顧著打機這些
[00:03:38.000 --> 00:03:41.000]  兒子捱不住就放一支咪
[00:03:41.000 --> 00:03:43.000]  因為他媽媽在房外罵他
[00:03:43.000 --> 00:03:44.000]  他在房外
[00:03:44.000 --> 00:03:46.000]  他放一支咪就放在房門裏
[00:03:46.000 --> 00:03:48.000]  將他媽媽的東西全部錄下來
[00:03:48.000 --> 00:03:50.000]  然後就放在說唱歌裏
[00:03:50.000 --> 00:03:53.000]  你天天不吃飯又不讀書
[00:03:53.000 --> 00:03:56.000]  就是這樣
[00:03:56.000 --> 00:03:58.000]  但是其實你又發覺到
[00:03:58.000 --> 00:04:01.000]  其實我們來來去去都是這樣的情況
[00:04:01.000 --> 00:04:04.000]  耶利米斯主要分三個大段落
[00:04:04.000 --> 00:04:07.000]  一到四十五就是講到他敗亡前後的訊息
[00:04:07.000 --> 00:04:08.000]  就是講了四十五章
[00:04:08.000 --> 00:04:10.000]  比約伯記還長
[00:04:10.000 --> 00:04:12.000]  約伯記已經幾個回合
[00:04:12.000 --> 00:04:13.000]  語無倫次
[00:04:13.000 --> 00:04:14.000]  大家在那邊論一論
[00:04:14.000 --> 00:04:16.000]  已經看到我們一頭霧水
[00:04:16.000 --> 00:04:17.000]  這個更長
