
[00:00:00.000 --> 00:00:02.000]  接著早晨
[00:00:02.000 --> 00:00:04.000]  有三個問題
[00:00:04.000 --> 00:00:06.000]  我認為每個基督徒都應該
[00:00:06.000 --> 00:00:08.000]  很有信心
[00:00:08.000 --> 00:00:10.000]  又很誠實
[00:00:10.000 --> 00:00:12.000]  同時呢
[00:00:12.000 --> 00:00:14.000]  要有說服力去回答
[00:00:14.000 --> 00:00:16.000]  但是能夠做到那麼多
[00:00:16.000 --> 00:00:18.000]  看你行不行
[00:00:18.000 --> 00:00:20.000]  你為什麼信耶穌
[00:00:20.000 --> 00:00:24.000]  信耶穌有什麼好
[00:00:24.000 --> 00:00:26.000]  就是
[00:00:26.000 --> 00:00:28.000]  信耶穌
[00:00:28.000 --> 00:00:30.000]  信耶穌有什麼好
[00:00:30.000 --> 00:00:32.000]  如果信耶穌那麼好
[00:00:32.000 --> 00:00:34.000]  為什麼基督徒有那麼多認識
[00:00:34.000 --> 00:00:36.000]  都不是那麼好
[00:00:36.000 --> 00:00:38.000]  不是那麼好
[00:00:38.000 --> 00:00:40.000]  分為兩個內容
[00:00:40.000 --> 00:00:42.000]  第一個
[00:00:42.000 --> 00:00:44.000]  這個人不是那麼好
[00:00:44.000 --> 00:00:46.000]  第一個
[00:00:46.000 --> 00:00:48.000]  他是一個好人
[00:00:48.000 --> 00:00:50.000]  但是他的際遇
[00:00:50.000 --> 00:00:52.000]  都不是那麼好
[00:00:52.000 --> 00:00:54.000]  能不能回答
[00:00:54.000 --> 00:00:56.000]  其實
[00:00:56.000 --> 00:00:58.000]  當我們去討論
[00:00:58.000 --> 00:01:00.000]  信仰的問題
[00:01:00.000 --> 00:01:02.000]  必須了解一下
[00:01:02.000 --> 00:01:04.000]  提問的人的動機在哪裡
[00:01:04.000 --> 00:01:06.000]  有些其實是來挑戰你的
[00:01:06.000 --> 00:01:08.000]  有些是要考你的
[00:01:08.000 --> 00:01:10.000]  去挖苦你的
[00:01:10.000 --> 00:01:12.000]  但有些是很誠實
[00:01:12.000 --> 00:01:14.000]  希望和你很理性
[00:01:14.000 --> 00:01:16.000]  去討論
[00:01:16.000 --> 00:01:20.000]  是不是我主持了一個很特別的聚會
[00:01:20.000 --> 00:01:22.000]  不過你們會去的
[00:01:22.000 --> 00:01:24.000]  就是葛培里牧師
[00:01:24.000 --> 00:01:26.000]  一個感恩的聚會
[00:01:26.000 --> 00:01:30.000]  當中有
[00:01:30.000 --> 00:01:32.000]  建道神院的院長梁家倫
[00:01:32.000 --> 00:01:36.000]  他在葛培里報道會信主
[00:01:36.000 --> 00:01:38.000]  他說當年我為什麼在葛培里報道會呢
[00:01:38.000 --> 00:01:40.000]  其實我想去拆他的台
[00:01:40.000 --> 00:01:42.000]  他當年18歲
[00:01:42.000 --> 00:01:44.000]  一個充滿激情
[00:01:44.000 --> 00:01:46.000]  很像我的年輕人
[00:01:46.000 --> 00:01:48.000]  他專門挑戰基督徒
[00:01:48.000 --> 00:01:50.000]  他就去聽葛培里報道會
[00:01:50.000 --> 00:01:52.000]  帶同幾個同學去
[00:01:52.000 --> 00:01:54.000]  去找一個洋和尚
[00:01:54.000 --> 00:01:56.000]  買什麼羔藥
[00:01:56.000 --> 00:01:58.000]  我就要拆散他
[00:01:58.000 --> 00:02:00.000]  誰知道在這裡
[00:02:00.000 --> 00:02:02.000]  信耶穌
[00:02:02.000 --> 00:02:04.000]  所以每個人有不同的動機
[00:02:04.000 --> 00:02:06.000]  其實問這三個問題的動機
[00:02:06.000 --> 00:02:08.000]  特別是中國人會問
[00:02:08.000 --> 00:02:10.000]  其實很希望得到一個
[00:02:10.000 --> 00:02:12.000]  真正很正面的答案
[00:02:12.000 --> 00:02:14.000]  正面的答案就是
[00:02:14.000 --> 00:02:16.000]  符合他的要求
[00:02:16.000 --> 00:02:18.000]  因為中國人去尋求信仰
[00:02:18.000 --> 00:02:20.000]  有三個主要動機
[00:02:20.000 --> 00:02:22.000]  第一個
[00:02:22.000 --> 00:02:24.000]  趨吉避凶
[00:02:24.000 --> 00:02:26.000]  去除孽障
[00:02:26.000 --> 00:02:28.000]  趨吉避凶
[00:02:28.000 --> 00:02:30.000]  老人家叫趨吉避凶
[00:02:30.000 --> 00:02:32.000]  第二
[00:02:32.000 --> 00:02:34.000]  就希望
[00:02:34.000 --> 00:02:36.000]  福從天降
[00:02:36.000 --> 00:02:38.000]  庇護我全家
[00:02:38.000 --> 00:02:40.000]  有福氣
[00:02:40.000 --> 00:02:42.000]  第三個
[00:02:42.000 --> 00:02:44.000]  就紅塵避世
[00:02:44.000 --> 00:02:46.000]  清靜無為
[00:02:46.000 --> 00:02:48.000]  世界太亂了
[00:02:48.000 --> 00:02:50.000]  不要搞我了
[00:02:50.000 --> 00:02:52.000]  這就是一般中國人
[00:02:52.000 --> 00:02:54.000]  去尋求信仰的三個動機
[00:02:54.000 --> 00:02:56.000]  如果把這三個動機放在
[00:02:56.000 --> 00:02:58.000]  基督教信仰當中
[00:02:58.000 --> 00:03:00.000]  你會發覺未必符合他的要求
[00:03:00.000 --> 00:03:02.000]  因為我自己
[00:03:02.000 --> 00:03:04.000]  作為一個很認真思考
[00:03:04.000 --> 00:03:06.000]  信仰的基督徒
[00:03:06.000 --> 00:03:08.000]  不是什麼很深奧的神樂反省
[00:03:08.000 --> 00:03:10.000]  只是我自己一個很信仰的體驗
[00:03:10.000 --> 00:03:12.000]  就在我基督徒的信仰當中
[00:03:12.000 --> 00:03:14.000]  在我自己的信仰的生命當中
[00:03:14.000 --> 00:03:16.000]  我覺得有三樣東西重要
[00:03:16.000 --> 00:03:18.000]  第一就是我們在破碎的世界當中
[00:03:18.000 --> 00:03:20.000]  去遇見耶穌
[00:03:20.000 --> 00:03:22.000]  是破碎的世界
[00:03:22.000 --> 00:03:24.000]  第二
[00:03:24.000 --> 00:03:26.000]  我們要透過我們和基督一起去受苦
[00:03:26.000 --> 00:03:28.000]  才能領略到什麼叫救恩
[00:03:28.000 --> 00:03:30.000]  所以做基督徒不一定是這麼好
[00:03:30.000 --> 00:03:32.000]  有時要受苦
[00:03:32.000 --> 00:03:34.000]  有時要拿苦來生
[00:03:34.000 --> 00:03:36.000]  第三個重要就是
[00:03:36.000 --> 00:03:38.000]  透過教會群體的見證
[00:03:38.000 --> 00:03:40.000]  去見證這福音的大立
[00:03:40.000 --> 00:03:42.000]  如果我們
[00:03:42.000 --> 00:03:44.000]  在教會群體的見證
[00:03:44.000 --> 00:03:46.000]  如果我們
[00:03:46.000 --> 00:03:48.000]  能夠朝著信仰的方向
[00:03:48.000 --> 00:03:50.000]  去做我們基督徒的生活
[00:03:50.000 --> 00:03:52.000]  去做我們基督徒的生活
[00:03:52.000 --> 00:03:54.000]  我們所出的圖畫是完全不一樣的
[00:03:54.000 --> 00:03:56.000]  我們所出的圖畫是完全不一樣的
[00:03:56.000 --> 00:03:58.000]  盧家福音在四福當中
[00:03:58.000 --> 00:04:00.000]  是一個比較上
[00:04:00.000 --> 00:04:02.000]  比較上比較特別的寫法
[00:04:02.000 --> 00:04:04.000]  盧家是一個醫生
[00:04:04.000 --> 00:04:06.000]  盧家福音沒有很多
[00:04:06.000 --> 00:04:08.000]  很深奧的神學的記載
