
[00:00:00.000 --> 00:00:05.000]  各位電影姊妹大家好
[00:00:05.000 --> 00:00:10.000]  早年高舉在紐約的暢銷書排行榜的一本書
[00:00:10.000 --> 00:00:14.000]  叫做《高效能人士的七個習慣》
[00:00:14.000 --> 00:00:19.000]  又或者翻譯為《與成功有約》
[00:00:19.000 --> 00:00:24.000]  就是 Stephen Covey 的《Seven Habits of Highly Effective People》
[00:00:24.000 --> 00:00:27.000]  其中第二個習慣就是
[00:00:27.000 --> 00:00:30.000]  以終為始
[00:00:30.000 --> 00:00:33.000]  Begin with the end in mind
[00:00:33.000 --> 00:00:35.000]  他講到一些成功的人
[00:00:35.000 --> 00:00:39.000]  他們行事為人是有一些習慣
[00:00:39.000 --> 00:00:42.000]  而這些習慣都是好習慣
[00:00:42.000 --> 00:00:45.000]  讓他們可以成功
[00:00:45.000 --> 00:00:48.000]  這個習慣以終為始
[00:00:48.000 --> 00:00:51.000]  就是當你每做一件事的時候
[00:00:51.000 --> 00:00:55.000]  你是以他的目標先在你的腦海裏行一次
[00:00:55.000 --> 00:00:58.000]  然後在實際操作的時候
[00:00:58.000 --> 00:01:01.000]  就不會有突發的驚訝
[00:01:01.000 --> 00:01:05.000]  就會增加你工作的效能
[00:01:05.000 --> 00:01:07.000]  意思是什麼呢?
[00:01:07.000 --> 00:01:10.000]  就是心智上先有第一次的創造
[00:01:10.000 --> 00:01:15.000]  然後再來有實際的第二次的創造
[00:01:15.000 --> 00:01:19.000]  以終為始的原則
[00:01:19.000 --> 00:01:24.000]  其實這個原則是應用在很多生活的層面
[00:01:24.000 --> 00:01:26.000]  譬如建築
[00:01:26.000 --> 00:01:32.000]  在施工之前一定要有詳盡的藍圖和設計圖
[00:01:32.000 --> 00:01:36.000]  而每一個細節都不可以輕忽去錯過
[00:01:36.000 --> 00:01:40.000]  你施工的時候就可以按部就班
[00:01:40.000 --> 00:01:43.000]  然後完成你的建築
[00:01:43.000 --> 00:01:46.000]  譬如創辦一個企業也是
[00:01:46.000 --> 00:01:50.000]  要想成功的來經營一個企業
[00:01:50.000 --> 00:01:53.000]  你要先確定你要有什麼產品
[00:01:53.000 --> 00:01:56.000]  然後你要提供什麼服務
[00:01:56.000 --> 00:01:59.000]  你有什麼營運的目標
[00:01:59.000 --> 00:02:02.000]  然後就綜合你的資金
[00:02:02.000 --> 00:02:06.000]  研究的發展、生產作業、行銷、人事
[00:02:06.000 --> 00:02:09.000]  和廠房的設備等等
[00:02:09.000 --> 00:02:12.000]  這些全部都要在你的計劃裏面
[00:02:12.000 --> 00:02:15.000]  其實不少的企業
[00:02:15.000 --> 00:02:20.000]  它之所以失敗就是在之前沒有做到周全的計劃
[00:02:20.000 --> 00:02:26.000]  以致到後來補的時候已經太慢了
[00:02:26.000 --> 00:02:29.000]  譬如出門旅行也是
[00:02:29.000 --> 00:02:33.000]  出門旅行你先決定了要去哪裏
[00:02:33.000 --> 00:02:35.000]  然後你在那裏多少天
[00:02:35.000 --> 00:02:39.000]  然後你在路上怎樣走行車的路線
[00:02:39.000 --> 00:02:43.000]  然後如果中間要過夜的要在哪裏過夜
[00:02:43.000 --> 00:02:48.000]  而你如果盡好策劃的話
[00:02:48.000 --> 00:02:53.000]  你的旅行效果就會更加好
[00:02:53.000 --> 00:02:57.000]  其實大家如果明白了這個道理之後
[00:02:57.000 --> 00:03:00.000]  在每一件你所做的事
[00:03:00.000 --> 00:03:03.000]  都有一個「以中為始」的原則
[00:03:03.000 --> 00:03:09.000]  我相信你所做的事一定會有成效
[00:03:09.000 --> 00:03:13.000]  其實屬靈的歷程也是一樣
[00:03:13.000 --> 00:03:17.000]  我們要「以中為始」
[00:03:17.000 --> 00:03:24.000]  人生在世我們的使命和目標要定得非常清晰
[00:03:24.000 --> 00:03:28.000]  而且我們要兼顧所有不同的層面
[00:03:28.000 --> 00:03:32.000]  讓這個目標能夠達成
[00:03:32.000 --> 00:03:36.000]  今天我要跟大家講耶穌基督的一個比喻
[00:03:36.000 --> 00:03:39.000]  就是十個同類的比喻
[00:03:39.000 --> 00:03:43.000]  講這個「以中為始」的原則
[00:03:43.000 --> 00:03:49.000]  就是怎樣用耶穌基督回來的大目標
[00:03:49.000 --> 00:03:54.000]  來主導我們今生的生活和侍奉
[00:03:54.000 --> 00:03:57.000]  我們來看看這個比喻
[00:03:57.000 --> 00:04:03.000]  那時天國好比十個同類拿著燈出去迎接新郎
[00:04:03.000 --> 00:04:05.000]  其中有五個是愚絕的
[00:04:05.000 --> 00:04:07.000]  有五個是聰明的
[00:04:07.000 --> 00:04:11.000]  愚絕的拿著燈卻不預備由
[00:04:11.000 --> 00:04:15.000]  聰明的拿著燈又預備由在氣鳴裡
[00:04:15.000 --> 00:04:21.000]  新郎言辭的時候他們都打頓睡著了
[00:04:21.000 --> 00:04:25.000]  半夜有人喊著說新郎來了
[00:04:25.000 --> 00:04:27.000]  他們出來迎接他
[00:04:27.000 --> 00:04:31.000]  那些同類都起來收拾燈
[00:04:31.000 --> 00:04:36.000]  愚絕的對聰明的說請分點由給我們
[00:04:36.000 --> 00:04:38.000]  因為我們的燈要滅了
[00:04:38.000 --> 00:04:42.000]  聰明的回答說恐怕不夠你我用的
[00:04:42.000 --> 00:04:46.000]  不如你們自己到賣油的那裡去買吧
[00:04:46.000 --> 00:04:49.000]  他們去買的時候新郎到了
[00:04:49.000 --> 00:04:55.000]  那預備好了的和他進去坐直門就關了
[00:04:55.000 --> 00:05:00.000]  其餘的同類隨後也來了說主啊主啊給我們開門
[00:05:00.000 --> 00:05:05.000]  他卻回答說我實在告訴你們我不認識你們
[00:05:05.000 --> 00:05:12.000]  所以你們要警醒因為那日子那時辰你們不知道
[00:05:12.000 --> 00:05:16.000]  按當時猶太人的婚俗
[00:05:16.000 --> 00:05:21.000]  他們在結婚之夜新郎要離開自己的家
[00:05:21.000 --> 00:05:26.000]  由伴郎陪同他們到新娘的家中
[00:05:26.000 --> 00:05:34.000]  而這些女方也會派出一些同類離家迎接新郎
[00:05:34.000 --> 00:05:36.000]  新郎的來臨
[00:05:36.000 --> 00:05:40.000]  然後大家一起到了新娘的家中
[00:05:40.000 --> 00:05:45.000]  然後在那裡歡喜的舉辦婚宴
[00:05:45.000 --> 00:05:53.000]  以前接新郎和現在接新娘完全是兩回事
[00:05:53.000 --> 00:05:56.000]  現在接新娘搞很多花樣
