
[00:00:00.000 --> 00:00:05.400]  各位大兄姐妹各位朋友你們好
[00:00:05.400 --> 00:00:09.700]  歡迎大家參加我們三藩市報道會網上應用程式崇拜
[00:00:09.700 --> 00:00:13.200]  我們今天繼續思想約翰福音的信息
[00:00:13.200 --> 00:00:18.000]  我們來到約翰福音第九章35節至41節
[00:00:18.000 --> 00:00:20.400]  題目叫做「埋單」
[00:00:20.400 --> 00:00:25.200]  開始思想這段聖經之前請你同心低頭或同禱告
[00:00:25.200 --> 00:00:28.400]  慈悲人我知乎我們多謝你
[00:00:28.400 --> 00:00:32.000]  多謝你給有寶貴的話語提醒我們
[00:00:32.000 --> 00:00:34.800]  叫我們不要做一個忘恩負義的人
[00:00:34.800 --> 00:00:37.000]  求你製作這段聖經
[00:00:37.000 --> 00:00:39.000]  聖靈在我們心裏工作
[00:00:39.000 --> 00:00:41.400]  讓生命能夠更生
[00:00:41.400 --> 00:00:42.800]  我們這樣禱告
[00:00:42.800 --> 00:00:44.800]  那是奉耶穌基督的名求
[00:00:44.800 --> 00:00:46.000]  阿們
[00:00:46.000 --> 00:00:50.000]  在我們中國一本名著叫做《左傳》
[00:00:50.000 --> 00:00:53.200]  記載了一個非常有趣的故事
[00:00:53.200 --> 00:00:55.800]  在春秋時有一年
[00:00:55.800 --> 00:00:59.000]  楚國和晉國交戰
[00:00:59.000 --> 00:01:03.200]  當時晉國有一個才智高超的將軍
[00:01:03.200 --> 00:01:05.000]  叫做孫臨虎
[00:01:05.000 --> 00:01:06.400]  由他領軍
[00:01:06.400 --> 00:01:09.200]  他曾經為晉國屢建奇功
[00:01:09.200 --> 00:01:12.200]  立下不少汗馬之路
[00:01:12.200 --> 00:01:14.600]  誰知在這次戰役裏面
[00:01:14.600 --> 00:01:16.600]  正當我們作戰之際
[00:01:16.600 --> 00:01:20.800]  孫臨虎屬下的幾個將軍不聽從他的命令
[00:01:20.800 --> 00:01:22.000]  自作主張
[00:01:22.000 --> 00:01:24.200]  結果大敗而歸
[00:01:24.200 --> 00:01:27.200]  孫臨虎非常非常失望
[00:01:27.200 --> 00:01:29.600]  自己的部下不服從他
[00:01:29.600 --> 00:01:31.200]  以致打敗仗
[00:01:31.200 --> 00:01:33.000]  他以此為大辱
[00:01:33.000 --> 00:01:34.800]  露面見父老
[00:01:34.800 --> 00:01:36.400]  在失望之餘
[00:01:36.400 --> 00:01:37.800]  自己覺得沒用
[00:01:37.800 --> 00:01:40.200]  就上書皇帝晉景公
[00:01:40.200 --> 00:01:42.200]  請求判死罪
[00:01:42.200 --> 00:01:45.600]  晉景公見到自己打敗了仗
[00:01:45.600 --> 00:01:49.400]  多多少少都遷弄這個孫臨虎
[00:01:49.400 --> 00:01:51.200]  以為他是失職
[00:01:51.200 --> 00:01:52.400]  一時火起
[00:01:52.400 --> 00:01:54.800]  沒想到昔日立下大功
[00:01:54.800 --> 00:01:56.800]  就答應他的要求
[00:01:56.800 --> 00:01:58.800]  判他死罪
[00:01:58.800 --> 00:02:01.000]  正當執行死刑的時候
[00:02:01.000 --> 00:02:02.800]  當時這個晉大夫
[00:02:02.800 --> 00:02:04.600]  就好像今天的幕僚
[00:02:04.600 --> 00:02:06.600]  他的侍貞子
[00:02:06.600 --> 00:02:08.200]  就去勸皇帝
[00:02:08.200 --> 00:02:09.800]  皇帝啊皇帝
[00:02:09.800 --> 00:02:12.600]  你千萬不要走這一步
[00:02:12.600 --> 00:02:13.600]  你記不記得
[00:02:13.600 --> 00:02:16.200]  從前城埠之戰
[00:02:16.200 --> 00:02:18.000]  楚國敗了
[00:02:18.000 --> 00:02:20.000]  晉軍大勝
[00:02:20.000 --> 00:02:23.200]  而且搶了楚軍大批糧食
[00:02:23.200 --> 00:02:26.200]  足足吃了幾天都可以
[00:02:26.200 --> 00:02:29.000]  但你的父親晉文公
[00:02:29.000 --> 00:02:30.400]  雖然打贏仗
[00:02:30.400 --> 00:02:32.200]  但念大仇容
[00:02:32.200 --> 00:02:34.600]  毫無喜悅之色
[00:02:34.600 --> 00:02:37.800]  當時的左右覺得非常奇怪
[00:02:37.800 --> 00:02:39.400]  大家打勝了
[00:02:39.400 --> 00:02:41.400]  應該開開心心
[00:02:41.400 --> 00:02:44.800]  為何皇帝仍愁眉苦臉呢
[00:02:44.800 --> 00:02:46.800]  不禁問他
[00:02:46.800 --> 00:02:49.400]  勝仗應該開心
[00:02:49.400 --> 00:02:52.400]  為何你憂心戚戚呢
[00:02:52.400 --> 00:02:54.400]  晉文公回答
[00:02:54.400 --> 00:02:57.600]  德臣是楚國的宰相
[00:02:57.600 --> 00:03:00.400]  也是楚國的元帥
[00:03:00.400 --> 00:03:02.400]  一日他仍在的時候
