
[00:00:00.000 --> 00:00:04.000]  各位靚姐妹
[00:00:04.000 --> 00:00:06.000]  有一段頗長的時間
[00:00:06.000 --> 00:00:08.000]  我在大家當中和大家分享整個話語
[00:00:08.000 --> 00:00:10.000]  過去
[00:00:10.000 --> 00:00:12.000]  有一個月多的時間
[00:00:12.000 --> 00:00:14.000]  我是帶著我的兒子
[00:00:14.000 --> 00:00:16.000]  帶著一個使命
[00:00:16.000 --> 00:00:18.000]  去到美國
[00:00:18.000 --> 00:00:20.000]  德克薩斯州
[00:00:20.000 --> 00:00:22.000]  Houston
[00:00:22.000 --> 00:00:24.000]  這個地方
[00:00:24.000 --> 00:00:26.000]  我帶他有幾個重要的任務
[00:00:26.000 --> 00:00:28.000]  第一
[00:00:28.000 --> 00:00:30.000]  第一就是要帶他找一間學校
[00:00:30.000 --> 00:00:32.000]  他要繼續升學
[00:00:32.000 --> 00:00:34.000]  讀大學
[00:00:34.000 --> 00:00:36.000]  第二就是要為他找一個
[00:00:36.000 --> 00:00:38.000]  好的教會生活
[00:00:38.000 --> 00:00:40.000]  這次的選擇
[00:00:40.000 --> 00:00:42.000]  去Houston主要是因為
[00:00:42.000 --> 00:00:44.000]  一方面我那邊有很多靚姐妹
[00:00:44.000 --> 00:00:46.000]  是我們和他們
[00:00:46.000 --> 00:00:48.000]  非常熟悉
[00:00:48.000 --> 00:00:50.000]  有很多是我們帶他們信主
[00:00:50.000 --> 00:00:52.000]  和那邊的教會也非常熟悉
[00:00:52.000 --> 00:00:54.000]  所以我們的選擇
[00:00:54.000 --> 00:00:56.000]  就是一是Arlington Dallas那邊
[00:00:56.000 --> 00:00:58.000]  二是Houston那邊
[00:00:58.000 --> 00:01:00.000]  世界各地我們都有很多不同的靚姐妹
[00:01:00.000 --> 00:01:02.000]  但這兩個地方
[00:01:02.000 --> 00:01:04.000]  是最多人我們熟悉的
[00:01:04.000 --> 00:01:06.000]  Houston
[00:01:06.000 --> 00:01:08.000]  因為我們有一對夫婦
[00:01:08.000 --> 00:01:10.000]  Stanley和Virginia Child
[00:01:10.000 --> 00:01:12.000]  曾經在我們抗美團有三年
[00:01:12.000 --> 00:01:14.000]  我26年前在Houston的時間
[00:01:14.000 --> 00:01:16.000]  他們也是我的會友
[00:01:16.000 --> 00:01:18.000]  是因為這樣的緣故
[00:01:18.000 --> 00:01:20.000]  有相當長的時間建立一種交情
[00:01:20.000 --> 00:01:22.000]  而他們非常樂意
[00:01:22.000 --> 00:01:24.000]  和我說
[00:01:24.000 --> 00:01:26.000]  我兒子和女兒都長大了
[00:01:26.000 --> 00:01:28.000]  離開了家裡
[00:01:28.000 --> 00:01:30.000]  他們是空巢
[00:01:30.000 --> 00:01:32.000]  我當他們是兒子
[00:01:32.000 --> 00:01:34.000]  實際上他們真的當他們像兒子一樣
[00:01:34.000 --> 00:01:36.000]  所以我們很開心
[00:01:36.000 --> 00:01:38.000]  帶他們去Houston的地方
[00:01:38.000 --> 00:01:40.000]  去到那個地方
[00:01:40.000 --> 00:01:42.000]  找到教會的生活
[00:01:42.000 --> 00:01:44.000]  找到大學之後
[00:01:44.000 --> 00:01:46.000]  我也有一個任務是要教他們開車
[00:01:46.000 --> 00:01:48.000]  因為Houston他不懂開車
[00:01:48.000 --> 00:01:50.000]  他就是瘸子
[00:01:50.000 --> 00:01:52.000]  所以用了一個多星期的時間教他開車
[00:01:52.000 --> 00:01:54.000]  他感恩一切都很順利
[00:01:54.000 --> 00:01:56.000]  所以我離開前一個星期
[00:01:56.000 --> 00:01:58.000]  他已經考了車牌
[00:01:58.000 --> 00:02:00.000]  然後剩下一個星期
[00:02:00.000 --> 00:02:02.000]  我就讓他開熟小巴專線
[00:02:02.000 --> 00:02:04.000]  因為他要上學
[00:02:04.000 --> 00:02:06.000]  所以在上學第一個星期
[00:02:06.000 --> 00:02:08.000]  我就坐在司機位由他開
[00:02:08.000 --> 00:02:10.000]  然後告訴他有什麼需要注意
[00:02:10.000 --> 00:02:12.000]  需要避開
[00:02:12.000 --> 00:02:14.000]  由開熟回教會的路線
[00:02:14.000 --> 00:02:16.000]  回到Houston
[00:02:16.000 --> 00:02:18.000]  有很多不同的感受
[00:02:18.000 --> 00:02:20.000]  一方面我看到
[00:02:20.000 --> 00:02:22.000]  弟兄姊妹的感恩
[00:02:22.000 --> 00:02:24.000]  但這次去到美國
[00:02:24.000 --> 00:02:26.000]  令我自己很痛心的一件事
[00:02:26.000 --> 00:02:28.000]  就是一位認識的牧師
[00:02:28.000 --> 00:02:30.000]  發生了婚外情
[00:02:30.000 --> 00:02:32.000]  兩年前
[00:02:32.000 --> 00:02:34.000]  開始被教會紀律
[00:02:34.000 --> 00:02:36.000]  而紀律了之後
[00:02:36.000 --> 00:02:38.000]  我知道很多弟兄姊妹
[00:02:38.000 --> 00:02:40.000]  仍然受這件事影響
[00:02:40.000 --> 00:02:42.000]  是因為這樣的緣故
[00:02:42.000 --> 00:02:44.000]  這次過去的時間
[00:02:44.000 --> 00:02:46.000]  其實也有一段時間
[00:02:46.000 --> 00:02:48.000]  和弟兄姊妹重新
[00:02:48.000 --> 00:02:50.000]  分析
[00:02:50.000 --> 00:02:52.000]  看神的手在當中
[00:02:52.000 --> 00:02:54.000]  如何工作
[00:02:54.000 --> 00:02:56.000]  神告訴我們一件事
[00:02:56.000 --> 00:02:58.000]  在主的裏面
[00:02:58.000 --> 00:03:00.000]  無論你是誰
[00:03:00.000 --> 00:03:02.000]  甚至是牧師也好
[00:03:02.000 --> 00:03:04.000]  一不小心
[00:03:04.000 --> 00:03:06.000]  我們很容易再一次墮入
[00:03:06.000 --> 00:03:08.000]  在罪惡的裏面
[00:03:08.000 --> 00:03:10.000]  沒有一個人是例外
[00:03:10.000 --> 00:03:12.000]  人離開了神
[00:03:12.000 --> 00:03:14.000]  人離開了天氣的生活
[00:03:14.000 --> 00:03:16.000]  很容易就會被撒旦引誘
[00:03:16.000 --> 00:03:18.000]  有些人被爸爸的影響
[00:03:18.000 --> 00:03:20.000]  染上了這些病態
[00:03:20.000 --> 00:03:22.000]  但另一方面
[00:03:22.000 --> 00:03:24.000]  有跡可尋
[00:03:24.000 --> 00:03:26.000]  世上很少有
[00:03:26.000 --> 00:03:28.000]  真的賣身的肢體生活
[00:03:28.000 --> 00:03:30.000]  平時很少有弟兄
[00:03:30.000 --> 00:03:32.000]  可以接近他
[00:03:32.000 --> 00:03:34.000]  和同工之間
[00:03:34.000 --> 00:03:36.000]  也非常疏離
[00:03:36.000 --> 00:03:38.000]  是因為這樣的緣故
[00:03:38.000 --> 00:03:40.000]  沒有了這樣的監察
[00:03:40.000 --> 00:03:42.000]  沒有了這樣的守望
[00:03:42.000 --> 00:03:44.000]  沒有了這樣的支持系統
[00:03:44.000 --> 00:03:46.000]  一個人就像
[00:03:46.000 --> 00:03:48.000]  落後的羊一樣
[00:03:48.000 --> 00:03:50.000]  隨時被獅子吞噬
[00:03:50.000 --> 00:03:52.000]  親愛的弟兄姊妹
[00:03:52.000 --> 00:03:54.000]  小組的生活
[00:03:54.000 --> 00:03:56.000]  每一個同工
[00:03:56.000 --> 00:03:58.000]  每一個傳道人
[00:03:58.000 --> 00:04:00.000]  都需要有一個支持系統
[00:04:00.000 --> 00:04:02.000]  這個支持系統
[00:04:02.000 --> 00:04:04.000]  我們是互相可以守望
[00:04:04.000 --> 00:04:06.000]  互相可以赤露闖開
[00:04:06.000 --> 00:04:08.000]  是大家可以講到我們的軟弱
[00:04:08.000 --> 00:04:10.000]  另一方面
[00:04:10.000 --> 00:04:12.000]  我們實在是需要一切
[00:04:12.000 --> 00:04:14.000]  在過去的這麼多年
[00:04:14.000 --> 00:04:16.000]  他們從來沒有
[00:04:16.000 --> 00:04:18.000]  夫婦一起去牧羊
[00:04:18.000 --> 00:04:20.000]  丈夫還丈夫
[00:04:20.000 --> 00:04:22.000]  太太還太太
[00:04:22.000 --> 00:04:24.000]  我很感謝主
[00:04:24.000 --> 00:04:26.000]  當我看到我們教會
[00:04:26.000 --> 00:04:28.000]  我們回來的時候
[00:04:28.000 --> 00:04:30.000]  報道會都是一樣
[00:04:30.000 --> 00:04:32.000]  他們是不准夫婦
[00:04:32.000 --> 00:04:34.000]  同一間教會侍奉
[00:04:34.000 --> 00:04:36.000]  當我們回來的時候
[00:04:36.000 --> 00:04:38.000]  我回來的時候開始力爭
[00:04:38.000 --> 00:04:40.000]  我說這個根本不合聖經
[00:04:40.000 --> 00:04:42.000]  我要求一定要夫婦
[00:04:42.000 --> 00:04:44.000]  都在同一間教會侍奉
[00:04:44.000 --> 00:04:46.000]  這個才是合聖經
[00:04:46.000 --> 00:04:48.000]  經過這麼長的時間的爭取
[00:04:48.000 --> 00:04:50.000]  我感恩報道會開始改變
[00:04:50.000 --> 00:04:52.000]  我回來三年多
[00:04:52.000 --> 00:04:54.000]  我也不用理會他
[00:04:54.000 --> 00:04:56.000]  因為我太太照在教會侍奉
[00:04:56.000 --> 00:04:58.000]  經過這麼多年的時間
[00:04:58.000 --> 00:05:00.000]  在我們教會裡
[00:05:00.000 --> 00:05:02.000]  基本上全部的同工
[00:05:02.000 --> 00:05:04.000]  全部都是夫婦一起
[00:05:04.000 --> 00:05:06.000]  其實這是一個保障
[00:05:06.000 --> 00:05:08.000]  這也是對撒旦說
[00:05:08.000 --> 00:05:10.000]  一個機會
[00:05:10.000 --> 00:05:12.000]  這次去到美國
[00:05:12.000 --> 00:05:14.000]  也讓我看到另一件事
[00:05:14.000 --> 00:05:16.000]  令我們非常不開心
[00:05:16.000 --> 00:05:18.000]  第二天一到休斯敦
[00:05:18.000 --> 00:05:20.000]  已經看到報紙有一個很大的爭論
[00:05:20.000 --> 00:05:22.000]  就是當地的聖公會
[00:05:22.000 --> 00:05:24.000]  整個美國的聖公會
[00:05:24.000 --> 00:05:26.000]  他們準備要選一個同性戀的牧師
[00:05:26.000 --> 00:05:28.000]  作為他們的主教
[00:05:28.000 --> 00:05:30.000]  或者監督
[00:05:30.000 --> 00:05:32.000]  爭論了三個多禮拜
[00:05:32.000 --> 00:05:34.000]  結果調查顯示
[00:05:34.000 --> 00:05:36.000]  絕大部分的人
[00:05:36.000 --> 00:05:38.000]  是贊成
[00:05:38.000 --> 00:05:40.000]  由這位同性戀的牧師
[00:05:40.000 --> 00:05:42.000]  做他們的主教
[00:05:42.000 --> 00:05:44.000]  這是令我自己本身
[00:05:44.000 --> 00:05:46.000]  非常不開心
[00:05:46.000 --> 00:05:48.000]  整個氾濫
[00:05:48.000 --> 00:05:50.000]  當大家留意的時候
[00:05:50.000 --> 00:05:52.000]  你發覺不只是美國
[00:05:52.000 --> 00:05:54.000]  是普及到整個世界都是這樣
[00:05:54.000 --> 00:05:56.000]  我們看到
[00:05:56.000 --> 00:05:58.000]  掃黃這個行動
[00:05:58.000 --> 00:06:00.000]  在中港台三地
[00:06:00.000 --> 00:06:02.000]  數之不盡
[00:06:02.000 --> 00:06:04.000]  自由行開設了之後
[00:06:04.000 --> 00:06:06.000]  其實令到香港的警察
[00:06:06.000 --> 00:06:08.000]  最忙的是什麼呢
[00:06:08.000 --> 00:06:10.000]  最忙的不是搜秩序
[00:06:10.000 --> 00:06:12.000]  最忙的是掃黃
[00:06:12.000 --> 00:06:14.000]  特別是深水埗
[00:06:14.000 --> 00:06:16.000]  你多走幾條街
[00:06:16.000 --> 00:06:18.000]  你會發現到處都是
[00:06:18.000 --> 00:06:20.000]  多了很多公寓
[00:06:20.000 --> 00:06:22.000]  這些公寓就是那些唐樓
[00:06:22.000 --> 00:06:24.000]  二樓三樓
[00:06:24.000 --> 00:06:26.000]  隨時都說有時鐘出租
[00:06:26.000 --> 00:06:28.000]  有日租出租
[00:06:28.000 --> 00:06:30.000]  那些人是什麼人呢
[00:06:30.000 --> 00:06:32.000]  除了非法勞工之外
[00:06:32.000 --> 00:06:34.000]  還有很多地方出賣他們的肉體
[00:06:34.000 --> 00:06:36.000]  來賺錢
[00:06:36.000 --> 00:06:38.000]  這些女性
[00:06:38.000 --> 00:06:40.000]  我有一次在火車在中國大陸出來的時候
[00:06:40.000 --> 00:06:42.000]  我記得是上次
[00:06:42.000 --> 00:06:44.000]  去完大陸回來坐火車的期間
[00:06:44.000 --> 00:06:50.000]  我就聽到
[00:06:50.000 --> 00:06:52.000]  有些女生
[00:06:52.000 --> 00:06:54.000]  在那裡聊
[00:06:54.000 --> 00:06:56.000]  聊到上次怎樣怎樣
