
[00:00:00.000 --> 00:00:04.000]  今天是母親節
[00:00:04.000 --> 00:00:11.000]  我再次要恭祝每一位在座和在網上的媽媽母親節快樂
[00:00:11.000 --> 00:00:17.000]  我在粵語堂講父親節和母親節的道
[00:00:17.000 --> 00:00:20.000]  我發覺我講多了一堂父親節的道
[00:00:20.000 --> 00:00:22.000]  所以我很公平
[00:00:22.000 --> 00:00:23.000]  今天怎樣也好
[00:00:23.000 --> 00:00:26.000]  一定要講一個母親節的訊息給大家
[00:00:26.000 --> 00:00:33.000]  今天我要跟大家講的是《針研三十一篇》的財德婦人
[00:00:33.000 --> 00:00:38.000]  剛才彭長老跟我們講的經文我們應該很熟悉
[00:00:38.000 --> 00:00:45.000]  我給她的題目叫做「智慧與恩慈,生命的織布者」
[00:00:45.000 --> 00:00:51.000]  財德婦人這個好媽媽就是一個生命的織布者
[00:00:51.000 --> 00:00:57.000]  她不單是編織布料她也是生命的編織者
[00:00:57.000 --> 00:01:03.000]  今時今日我們知道婦女的地位不斷在社會提高
[00:01:03.000 --> 00:01:07.000]  無論是家庭、社會、國家
[00:01:07.000 --> 00:01:10.000]  婦女現在是有很大的影響力
[00:01:10.000 --> 00:01:17.000]  我們也知道在很多國家有婦女成為元首、成為總統
[00:01:17.000 --> 00:01:19.000]  影響力是越來越大
[00:01:19.000 --> 00:01:26.000]  我們今天看看財德婦人在家庭裏面有很大的影響力
[00:01:26.000 --> 00:01:30.000]  這個屬靈的母親聖經裏面的教導又是怎樣的呢?
[00:01:30.000 --> 00:01:38.000]  很多時當牧師在樹台上講《針研三十一章》財德婦人的時候
[00:01:38.000 --> 00:01:42.000]  很多姊妹就會很怒、很害怕
[00:01:42.000 --> 00:01:44.000]  為甚麼會這麼害怕?
[00:01:44.000 --> 00:01:49.000]  他們會說這個《針研三十一章》的財德婦人
[00:01:49.000 --> 00:01:51.000]  也不知道是否真的假的呢?
[00:01:51.000 --> 00:01:53.000]  是否真的有這樣的人呢?
[00:01:53.000 --> 00:01:55.000]  這麼厲害?
[00:01:55.000 --> 00:01:57.000]  聖經講得這麼好
[00:01:57.000 --> 00:01:59.000]  是不是一個真正的女人呢?
[00:01:59.000 --> 00:02:05.000]  牧師你不要將我和一個虛構的女人來比較
[00:02:05.000 --> 00:02:09.000]  還要我們來學習這個虛構的女人
[00:02:09.000 --> 00:02:16.000]  其實這個財德婦人和我們在座當中很多的母親已經很相似
[00:02:16.000 --> 00:02:18.000]  有甚麼是這麼相似呢?
[00:02:18.000 --> 00:02:21.000]  首先都是一個妻子
[00:02:21.000 --> 00:02:23.000]  都是一個媽媽
[00:02:23.000 --> 00:02:26.000]  都是一個煮飯婆
[00:02:26.000 --> 00:02:28.000]  都是一個洗衣婆
[00:02:28.000 --> 00:02:30.000]  都是一個清潔的女工
[00:02:30.000 --> 00:02:32.000]  營養的專家
[00:02:32.000 --> 00:02:34.000]  家庭的老師
