
[00:00:00.000 --> 00:00:03.440]  歡迎大家來
[00:00:03.440 --> 00:00:06.860]  如果上個禮拜你聽完了媽媽決
[00:00:06.860 --> 00:00:09.360]  我記得上次最後的問題是
[00:00:09.360 --> 00:00:12.660]  怎樣叫爸爸今天來
[00:00:12.660 --> 00:00:14.740]  我不知道成不成功
[00:00:14.740 --> 00:00:18.440]  我就說不如你叫你兒子或者女兒
[00:00:18.440 --> 00:00:22.800]  寫下今天這個資料 日期 地點 題目名
[00:00:22.800 --> 00:00:25.300]  然後你們幾個人一起簽名
[00:00:25.300 --> 00:00:29.080]  然後把紙交給爸爸 希望他考慮一下
[00:00:29.080 --> 00:00:32.080]  不知道行不行 但是行不行都挺好的
[00:00:32.080 --> 00:00:35.580]  很多爸爸坐在那裡 其實爸爸不用推的
[00:00:35.580 --> 00:00:39.300]  我在寫15年前 差不多15年前
[00:00:39.300 --> 00:00:43.560]  我在《經濟日報》寫一個看法
[00:00:43.560 --> 00:00:46.500]  一個概念叫做「副創時代」
[00:00:46.500 --> 00:00:51.060]  就是說在這個地球的運作裡面
[00:00:51.060 --> 00:00:53.640]  就出現了一個新的發展
[00:00:53.640 --> 00:00:58.800]  就是很多人都沒有了爸爸這個印象
[00:00:58.800 --> 00:01:02.000]  甚至這個經歷 在現在的《十分仔》裡面
[00:01:02.000 --> 00:01:10.520]  因為爸爸是耗盡了他的精神去創業 賺錢
[00:01:10.520 --> 00:01:14.600]  很多人都很難真的認識爸爸
[00:01:14.600 --> 00:01:17.680]  很多人在喪禮那裡
[00:01:17.680 --> 00:01:21.000]  在靈堂都問了一個問題就是
[00:01:21.000 --> 00:01:25.720]  我還沒有認識我的爸爸是個什麼人
[00:01:25.720 --> 00:01:27.120]  這個是真事
[00:01:27.120 --> 00:01:30.000]  我相信你都有這個小小的可能性
[00:01:30.000 --> 00:01:33.340]  你不是真的認識你爸爸
[00:01:33.340 --> 00:01:37.040]  所以今天是一個挺好的時間去研究一下
[00:01:37.040 --> 00:01:39.820]  我自己在心理輔導裡面
[00:01:39.820 --> 00:01:44.560]  很相信一件事就是很多人有問題就是那個太太
[00:01:44.560 --> 00:01:46.280]  就是以前的老婆
[00:01:46.280 --> 00:01:51.040]  就走來講了一大輪她的困難給我聽
[00:01:51.040 --> 00:01:53.200]  接著我馬上問一個問題就是
[00:01:53.200 --> 00:01:56.440]  其實你這麼說 你的丈夫是不是這麼看法呢?
[00:01:56.440 --> 00:01:59.560]  多數太太都說 我不是很知道他怎麼想的
[00:01:59.560 --> 00:02:01.440]  我說你問他也好一點
[00:02:01.440 --> 00:02:04.520]  因為這個是你看這個家庭問題
[00:02:04.520 --> 00:02:07.760]  他的看法會不會他沒有這個看法
[00:02:07.760 --> 00:02:09.760]  所以產生呢?
[00:02:09.760 --> 00:02:14.560]  很自然十個九次都沒有回頭的
[00:02:14.560 --> 00:02:16.600]  就是那個女士再也不找我了
[00:02:16.600 --> 00:02:20.160]  原因就是根本上她都不明白
[00:02:20.160 --> 00:02:22.880]  她的丈夫在她的子女問題上
[00:02:22.880 --> 00:02:25.080]  究竟他的看法是怎麼樣的
[00:02:25.080 --> 00:02:27.960]  為什麼呢?就是因為很多爸爸交了子女
[00:02:27.960 --> 00:02:31.440]  就等他的太太委任
[00:02:31.440 --> 00:02:34.520]  簽了委任狀 你看她吧
[00:02:34.520 --> 00:02:38.320]  她打球 你記住她 我不記這個了
[00:02:38.320 --> 00:02:41.120]  就搞得太太很兇
[00:02:41.120 --> 00:02:47.360]  因為她已經拿了丈夫的圖章去管她的子女
[00:02:47.360 --> 00:02:50.800]  但是又怕交業績交得不好就為她事問
[00:02:50.800 --> 00:02:54.560]  所以很多淑女都變成了惡婆
[00:02:54.560 --> 00:02:58.960]  見到兒子不中課 或者甚至說一些不好的話
[00:02:58.960 --> 00:03:00.240]  她就很生氣
[00:03:00.240 --> 00:03:05.800]  其實她的情緒是因為她拿了她丈夫的不安不滿
[00:03:05.800 --> 00:03:08.240]  在自己的表情上
[00:03:08.240 --> 00:03:09.760]  其實這樣很不健康的
[00:03:09.760 --> 00:03:12.200]  所以今天其實是很好的聚會
[00:03:12.200 --> 00:03:14.800]  解決了爸爸的問題
[00:03:14.800 --> 00:03:17.000]  反而太太會鬆出來
[00:03:17.000 --> 00:03:19.120]  不用背這麼重的股份
[00:03:19.120 --> 00:03:21.000]  可能這個家庭會好很多
[00:03:21.000 --> 00:03:22.200]  可能你今天聽完之後
[00:03:22.200 --> 00:03:25.040]  你說真假行不行?這是真的
[00:03:25.040 --> 00:03:28.600]  我在22年前有一晚
[00:03:28.600 --> 00:03:31.480]  我岳岳父去世
[00:03:31.480 --> 00:03:33.240]  我太太是做護士的
[00:03:33.240 --> 00:03:36.040]  第二天早上她就回家
[00:03:36.040 --> 00:03:38.280]  她已經在我的電話裡知道
[00:03:38.280 --> 00:03:41.400]  她爸爸已經在馬里縣去世了
[00:03:41.400 --> 00:03:44.560]  那一晚 我太太跟我說一句話
[00:03:44.560 --> 00:03:48.360]  她說 你也好 你還有爸爸
[00:03:48.360 --> 00:03:50.560]  我聽完這句話就開始去想
[00:03:50.560 --> 00:03:54.480]  我還有爸爸 是什麼意思呢?
[00:03:54.480 --> 00:03:58.640]  想了20年
[00:03:58.640 --> 00:04:03.360]  兩年前我正式接了我爸爸跟我一起住
[00:04:03.360 --> 00:04:05.400]  我才發現在我人生的開始
[00:04:05.400 --> 00:04:08.200]  我真的認識我爸爸是一個什麼人
[00:04:08.200 --> 00:04:10.960]  我真的認識他是一個什麼人
[00:04:10.960 --> 00:04:13.400]  其實我已經61歲了
[00:04:13.400 --> 00:04:16.680]  我才真的認識我這個80多歲的爸爸
[00:04:16.680 --> 00:04:18.320]  在我認識了這麼多年之後
[00:04:18.320 --> 00:04:20.600]  然後這兩年我真的知道他
[00:04:20.600 --> 00:04:23.320]  是以前我誤會了很多東西
[00:04:23.320 --> 00:04:25.960]  所以今天其實我的講法
[00:04:25.960 --> 00:04:27.880]  可能你聽完之後很有趣的就是
[00:04:27.880 --> 00:04:28.800]  我研究什麼呢?
[00:04:28.800 --> 00:04:31.600]  我研究究竟你嫁的那個老公
[00:04:31.600 --> 00:04:33.640]  就是今天坐在這裡的這個男士
[00:04:33.640 --> 00:04:36.320]  他的情緒歷史是怎麼樣的?
[00:04:36.320 --> 00:04:41.160]  他的情緒歷史在3歲到10歲那8年
[00:04:41.160 --> 00:04:45.520]  其實就成為了今天他做丈夫、做爸爸
[00:04:45.520 --> 00:04:47.920]  所有他的想法、他的價值觀
[00:04:47.920 --> 00:04:51.120]  和他的手法的原因
[00:04:51.120 --> 00:04:52.600]  所以如果你不滿意丈夫
[00:04:52.600 --> 00:04:54.800]  或者丈夫自己都不喜歡自己
[00:04:54.800 --> 00:04:56.560]  找回你那一年裡面
[00:04:56.560 --> 00:04:59.400]  誰搞到你這樣就行了
[00:04:59.400 --> 00:05:01.920]  就是說當然不是說要去報仇
[00:05:01.920 --> 00:05:05.720]  而是說原來我沒有了機會
[00:05:05.720 --> 00:05:08.600]  在那樣學習過 我沒有了
[00:05:08.600 --> 00:05:10.320]  你找回那個學習
[00:05:10.320 --> 00:05:13.240]  回來之後你就完整了
[00:05:13.240 --> 00:05:14.800]  你再幫你的子女
[00:05:14.800 --> 00:05:15.800]  還有你家裡的時候
[00:05:15.800 --> 00:05:18.640]  你突然間發覺你充滿力量的
[00:05:18.640 --> 00:05:20.280]  相反呢 如果你說
[00:05:20.280 --> 00:05:22.040]  哇 你講完八樣東西
[00:05:22.040 --> 00:05:24.320]  我沒有一樣東西有的
[00:05:24.320 --> 00:05:25.720]  那就慘了
[00:05:25.720 --> 00:05:27.720]  當然不是從頭再出世
[00:05:27.720 --> 00:05:30.080]  而是說你一定要用很多時間
[00:05:30.080 --> 00:05:33.560]  一個工程再建立你自己
[00:05:33.560 --> 00:05:35.640]  比如爸爸這個父字
[00:05:35.640 --> 00:05:38.040]  拆開很容易記
[00:05:38.040 --> 00:05:40.640]  這個父字上面一個中文一個八字
[00:05:40.640 --> 00:05:42.560]  下面一個交叉
[00:05:42.560 --> 00:05:45.880]  做八樣不做的事情就是爸爸了
[00:05:45.880 --> 00:05:47.680]  哇 這麼有趣
[00:05:47.680 --> 00:05:48.840]  這個父字這麼解釋
[00:05:48.840 --> 00:05:50.160]  當然是我作的
[00:05:50.160 --> 00:05:52.560]  但是我在中央圖書館
[00:05:52.560 --> 00:05:55.080]  我有100本書的筆記
[00:05:55.080 --> 00:05:57.520]  是看爸爸媽媽的
[00:05:57.520 --> 00:05:59.480]  這100本英文書的筆記
[00:05:59.480 --> 00:06:02.480]  在我電腦裡面一直找
[00:06:02.480 --> 00:06:06.120]  就是找那八個交叉裡面引證的東西
[00:06:06.120 --> 00:06:08.520]  所以今天你省了很多年看書
[00:06:08.520 --> 00:06:10.520]  兩個小時看了100本書
[00:06:10.520 --> 00:06:12.760]  我解釋給你聽一下 是真的
[00:06:12.760 --> 00:06:15.720]  你看完之後你發現根源在哪裡
[00:06:15.720 --> 00:06:17.600]  你就真相大白了
[00:06:17.600 --> 00:06:20.920]  從此你今晚再不會不滿意你老公
[00:06:20.920 --> 00:06:22.920]  你只有同情他
[00:06:22.920 --> 00:06:26.280]  同樣你發現他很厲害
[00:06:26.280 --> 00:06:28.080]  如果他找回那些東西
[00:06:28.080 --> 00:06:29.800]  你從此不可以再說
[00:06:29.800 --> 00:06:31.680]  你老公是個什麼樣的人
[00:06:31.680 --> 00:06:33.200]  你很感動
[00:06:33.200 --> 00:06:35.120]  你兒子有一個這麼好的爸爸
[00:06:35.120 --> 00:06:37.600]  看聖經 聖經講老爸
[00:06:37.600 --> 00:06:41.640]  他說父親是兒女的榮耀
[00:06:41.640 --> 00:06:44.640]  很厲害 榮耀
[00:06:44.640 --> 00:06:48.360]  就是你的子女以你為榮 榮耀
[00:06:48.360 --> 00:06:50.760]  你看那個聖經的原文
[00:06:50.760 --> 00:06:52.440]  那個Glory這個字
[00:06:52.440 --> 00:06:54.960]  榮耀這個字是weight的意思
[00:06:54.960 --> 00:06:57.240]  是重量的意思
[00:06:57.240 --> 00:07:02.800]  父親是兒女的堅固穩定的重量
[00:07:02.800 --> 00:07:04.520]  就是父親
[00:07:04.520 --> 00:07:07.680]  就是說你今天站在這裡是否堅固
[00:07:07.680 --> 00:07:10.320]  看你能不能奉承父親
[00:07:10.320 --> 00:07:12.160]  就是你今天做人
[00:07:12.160 --> 00:07:14.920]  意志力堅不堅強
[00:07:14.920 --> 00:07:18.720]  全部都是在乎你有一個很健全的父親
[00:07:18.720 --> 00:07:21.160]  所以你有這個榮耀在這裡
[00:07:21.160 --> 00:07:23.080]  哇 這麼厲害
[00:07:23.080 --> 00:07:27.040]  當然在這個《針研十七章》六節
[00:07:27.040 --> 00:07:31.000]  他說兒孫就是老人的冠冕
[00:07:31.000 --> 00:07:34.040]  就是說你們有兒有孫
[00:07:34.040 --> 00:07:38.240]  其實你最光榮的就是這個兒子的孫
[00:07:38.240 --> 00:07:40.760]  所有在人面前的表現
[00:07:40.760 --> 00:07:44.160]  就是你今天的業績 你的功勞
[00:07:44.160 --> 00:07:46.680]  所以你說人生最大盤的生意
[00:07:46.680 --> 00:07:50.160]  就不是搞公司 是生孩子
[00:07:50.160 --> 00:07:52.200]  這個生意是一直搞下去的
[00:07:52.200 --> 00:07:54.760]  因為還有兒有孫
[00:07:54.760 --> 00:07:57.480]  這個榮耀怎麼來呢
[00:07:57.480 --> 00:07:59.360]  就是爸爸出手的
[00:07:59.360 --> 00:08:01.880]  今天我說爸爸的八個交叉
[00:08:01.880 --> 00:08:05.640]  就是八樣不會做錯的事情
[00:08:05.640 --> 00:08:08.200]  你說我考錯清光 恭喜你
[00:08:08.200 --> 00:08:10.120]  你很有空間去進步的
[00:08:10.120 --> 00:08:11.880]  這是很好的
