
[00:00:00.000 --> 00:00:05.000]  首先代表中神
[00:00:05.000 --> 00:00:10.000]  香港中國神學研究院的教授
[00:00:10.000 --> 00:00:15.000]  現在是中神多倫多的總幹事
[00:00:15.000 --> 00:00:18.000]  總幹事做什麼我都在摸索中
[00:00:18.000 --> 00:00:21.000]  總幹事就是CEO
[00:00:21.000 --> 00:00:23.000]  英文就是check email officer
[00:00:23.000 --> 00:00:27.000]  經常check email whatsapp
[00:00:27.000 --> 00:00:30.000]  至於我們中神多倫多想做什麼
[00:00:30.000 --> 00:00:34.000]  有空可以google一下CGSE Toronto
[00:00:34.000 --> 00:00:37.000]  上網站慢慢看
[00:00:37.000 --> 00:00:39.000]  我就不買廣告了
[00:00:39.000 --> 00:00:41.000]  是不是我們有經文的 有沒有
[00:00:41.000 --> 00:00:43.000]  42篇43篇
[00:00:43.000 --> 00:00:47.000]  42篇第一節開始
[00:00:47.000 --> 00:00:49.000]  我讀的是和修本
[00:00:49.000 --> 00:00:53.000]  不是和合本 是和修本
[00:00:53.000 --> 00:00:56.000]  和合本有一點點不同
[00:00:56.000 --> 00:01:01.000]  我會讀完第十一節
[00:01:01.000 --> 00:01:04.000]  詩篇42篇第一節
[00:01:04.000 --> 00:01:09.000]  神啊 我的心切務祢 如綠切務溪水
[00:01:09.000 --> 00:01:13.000]  我的心渴想祢 就是永生神
[00:01:13.000 --> 00:01:16.000]  我幾時得朝見神呢
[00:01:16.000 --> 00:01:19.000]  我晝夜以眼淚當食物
[00:01:19.000 --> 00:01:21.000]  人不住地對我說
[00:01:21.000 --> 00:01:23.000]  祢的神在哪裏呢
[00:01:23.000 --> 00:01:26.000]  我從前與眾人同往
[00:01:26.000 --> 00:01:29.000]  領他們到神的殿裏
[00:01:29.000 --> 00:01:33.000]  大家用歡呼稱頌的聲音守節
[00:01:33.000 --> 00:01:35.000]  我追想這些事
[00:01:35.000 --> 00:01:38.000]  我的心極其悲傷
[00:01:38.000 --> 00:01:42.000]  我的心啊 祢為何憂愁憂悶
[00:01:42.000 --> 00:01:45.000]  為何在我裏面煩躁
[00:01:45.000 --> 00:01:47.000]  應當仰望神
[00:01:47.000 --> 00:01:49.000]  我還要稱謝他
[00:01:49.000 --> 00:01:52.000]  我當面的請救
[00:01:52.000 --> 00:01:57.000]  我的神 我的心在我裏面憂愁憂悶
[00:01:57.000 --> 00:02:00.000]  所以我從若旦地 從黑門嶺
[00:02:00.000 --> 00:02:03.000]  從米薩山紀念祢
[00:02:03.000 --> 00:02:05.000]  祢的瀑布發聲
[00:02:05.000 --> 00:02:08.000]  心冤就與心冤響應
[00:02:08.000 --> 00:02:12.000]  祢的波浪鴻圖 漫過我身
[00:02:12.000 --> 00:02:16.000]  白晝夜和華必思慈愛
[00:02:16.000 --> 00:02:19.000]  黑夜我要歌頌祈託的
[00:02:19.000 --> 00:02:22.000]  賜我生命的神
[00:02:22.000 --> 00:02:25.000]  我要對神 我的盆石說
[00:02:25.000 --> 00:02:28.000]  祢為何忘記我呢
[00:02:28.000 --> 00:02:31.000]  我為何因受敵的欺壓
[00:02:31.000 --> 00:02:33.000]  時常哀痛呢
[00:02:33.000 --> 00:02:35.000]  我的敵人辱罵我
[00:02:35.000 --> 00:02:38.000]  好像敲碎我的骨頭
[00:02:38.000 --> 00:02:41.000]  他們不住地對我說
[00:02:41.000 --> 00:02:43.000]  祢的神在那裏呢
[00:02:43.000 --> 00:02:46.000]  我的心啊 祢為何憂悶
[00:02:46.000 --> 00:02:49.000]  為何在我裏面煩躁
[00:02:49.000 --> 00:02:51.000]  應當仰望神
[00:02:51.000 --> 00:02:53.000]  我還要稱謝他
[00:02:53.000 --> 00:02:57.000]  我當年的拯救 我的神
[00:02:57.000 --> 00:02:59.000]  我們低頭再禱告吧
[00:02:59.000 --> 00:03:01.000]  主我們求祢都幫助我們
[00:03:01.000 --> 00:03:04.000]  假如我們當中真的有弟兄姊妹
[00:03:04.000 --> 00:03:06.000]  心裡受煩
[00:03:06.000 --> 00:03:10.000]  有些事讓我們不能夠懷著盼望
[00:03:10.000 --> 00:03:14.000]  懷著喜樂 面對今日 面對明天
[00:03:14.000 --> 00:03:16.000]  求祢幫助我們
[00:03:16.000 --> 00:03:19.000]  今日藉著私人的一篇禱告
[00:03:19.000 --> 00:03:21.000]  鼓勵我們每一個人
[00:03:21.000 --> 00:03:23.000]  交托禱告 共耶穌基督
[00:03:23.000 --> 00:03:28.000]  這段經文其實有少少背景
[00:03:28.000 --> 00:03:31.000]  這段經文當然是私人一個
[00:03:31.000 --> 00:03:35.000]  心裡受煩的時候的一個禱告
[00:03:35.000 --> 00:03:38.000]  但詩篇裏面有些背景
[00:03:38.000 --> 00:03:40.000]  讓我們去理解
[00:03:40.000 --> 00:03:42.000]  這首詩可能本來的
[00:03:42.000 --> 00:03:48.000]  意思是什麼
[00:03:48.000 --> 00:03:50.000]  這裏提到
[00:03:50.000 --> 00:03:56.000]  第三節 第四節
[00:03:56.000 --> 00:03:59.000]  這四節告訴我們
[00:03:59.000 --> 00:04:01.000]  可能大家知道
[00:04:01.000 --> 00:04:03.000]  私人的禱告有些背景
[00:04:03.000 --> 00:04:05.000]  假設一些紐約男性
[00:04:05.000 --> 00:04:08.000]  一年三次要去耶路撒冷的
[00:04:08.000 --> 00:04:11.000]  聖殿首節獻祭物給耶路撒冷
[00:04:11.000 --> 00:04:14.000]  其實你應該很感恩
[00:04:14.000 --> 00:04:17.000]  你不是舊約的以色列人
[00:04:17.000 --> 00:04:19.000]  因為舊約的以色列人
[00:04:19.000 --> 00:04:21.000]  如果你不是住在耶路撒冷城
[00:04:21.000 --> 00:04:23.000]  少數人住在耶路撒冷城
[00:04:23.000 --> 00:04:25.000]  多數人住在周圍的地方
[00:04:25.000 --> 00:04:27.000]  你去加里利的一個農夫
[00:04:27.000 --> 00:04:29.000]  或者一個漁夫
[00:04:29.000 --> 00:04:31.000]  你要去耶路撒冷首節
[00:04:31.000 --> 00:04:33.000]  你可能要走兩個星期
[00:04:33.000 --> 00:04:35.000]  當時我只是走路
[00:04:35.000 --> 00:04:38.000]  走兩個星期才能去耶路撒冷
[00:04:38.000 --> 00:04:41.000]  那個聖殿獻祭給神
[00:04:41.000 --> 00:04:44.000]  記住在舊約的制度裏面
[00:04:44.000 --> 00:04:47.000]  你不可以隨便獻祭
[00:04:47.000 --> 00:04:50.000]  你不可以在家裏後院燒一隻牛給神
[00:04:50.000 --> 00:04:55.000]  你只能去耶路撒冷的聖殿獻祭
[00:04:55.000 --> 00:04:57.000]  所以今天其實很方便
[00:04:57.000 --> 00:05:00.000]  如果你今天覺得你駕車
[00:05:00.000 --> 00:05:03.000]  在雪中駕車來這個教會
[00:05:03.000 --> 00:05:05.000]  已經令你精神緊張的話
[00:05:05.000 --> 00:05:07.000]  你想像如果你是舊約的人
[00:05:07.000 --> 00:05:10.000]  你想像要走兩個星期才能去耶路撒冷
[00:05:10.000 --> 00:05:12.000]  才能拜神
[00:05:12.000 --> 00:05:14.000]  你就會更加心裡受煩
[00:05:14.000 --> 00:05:16.000]  所以其實在雪中駕車來
[00:05:16.000 --> 00:05:18.000]  是很少的事
[00:05:18.000 --> 00:05:20.000]  無論如何
[00:05:20.000 --> 00:05:24.000]  這個死者斯彬
[00:05:24.000 --> 00:05:28.000]  他說他現在沒有辦法去聖殿
[00:05:28.000 --> 00:05:31.000]  他以前和眾人一起
[00:05:31.000 --> 00:05:33.000]  不知道他在哪裏
[00:05:33.000 --> 00:05:35.000]  他也不需要你知道
[00:05:35.000 --> 00:05:37.000]  你想像他從前的日子
[00:05:37.000 --> 00:05:40.000]  可能是一群男人
[00:05:40.000 --> 00:05:42.000]  一起開開心心的
[00:05:42.000 --> 00:05:45.000]  由他的家鄉一直走
[00:05:45.000 --> 00:05:49.000]  好像一個長途旅行
[00:05:49.000 --> 00:05:52.000]  走到聖殿敬拜耶和華
[00:05:52.000 --> 00:05:54.000]  不過現在做不到
[00:05:54.000 --> 00:05:57.000]  這樣的事情已經成為過去了
[00:05:57.000 --> 00:05:58.000]  為什麼成為過去
[00:05:58.000 --> 00:06:00.000]  私人沒有詳細解釋
[00:06:00.000 --> 00:06:02.000]  不過很可能背景就是
[00:06:02.000 --> 00:06:07.000]  這個私人其實活在一個被擄的處境裏
[00:06:07.000 --> 00:06:09.000]  如果大家讀舊約歷史
[00:06:09.000 --> 00:06:10.000]  可能讀過
[00:06:10.000 --> 00:06:11.000]  以色列曾經亡國
[00:06:11.000 --> 00:06:13.000]  有些人被擄到巴比倫
[00:06:13.000 --> 00:06:16.000]  可能他是其中一個被擄到巴比倫的人
[00:06:16.000 --> 00:06:18.000]  我們不敢肯定
[00:06:18.000 --> 00:06:21.000]  不過你對這段歷史想知道多些的話
[00:06:21.000 --> 00:06:23.000]  就看你們的黃泉路
[00:06:23.000 --> 00:06:25.000]  教你主人學得了
[00:06:25.000 --> 00:06:27.000]  但無論如何
[00:06:27.000 --> 00:06:31.000]  今天的主題是講盼望
[00:06:31.000 --> 00:06:36.000]  首先私人第一節已經告訴你
[00:06:36.000 --> 00:06:38.000]  或者第一第二節已經告訴你
[00:06:38.000 --> 00:06:40.000]  正確的神學
[00:06:40.000 --> 00:06:42.000]  所謂神學101
[00:06:42.000 --> 00:06:44.000]  你浸泥班都教的
[00:06:44.000 --> 00:06:45.000]  我們首先
[00:06:45.000 --> 00:06:47.000]  怎樣人生要有盼望呢
[00:06:47.000 --> 00:06:48.000]  首先要校正
[00:06:48.000 --> 00:06:51.000]  我們的盼望在哪裡
[00:06:51.000 --> 00:06:56.000]  如果我們的盼望是在世界上的事情
[00:06:56.000 --> 00:06:59.000]  剛才唱的那首詩歌也很好
[00:06:59.000 --> 00:07:02.000]  生老病死世事變幻
[00:07:02.000 --> 00:07:05.000]  如果你的盼望是世界上的事情
[00:07:05.000 --> 00:07:08.000]  自然很容易會失望
[00:07:08.000 --> 00:07:12.000]  我不知道你們有沒有人
[00:07:12.000 --> 00:07:14.000]  還在AB stream
[00:07:14.000 --> 00:07:18.000]  還在懷疑留不留在加拿大的人
[00:07:18.000 --> 00:07:21.000]  你想像過去那幾年
