
[00:00:00.000 --> 00:00:05.000]  我們感謝主恩典
[00:00:05.000 --> 00:00:10.000]  可以在線上我們來查考神的話語
[00:00:10.000 --> 00:00:14.000]  我們現在開始查《亞歌書》
[00:00:14.000 --> 00:00:16.000]  舊約的《亞歌書》裏面
[00:00:16.000 --> 00:00:19.000]  來看關係學
[00:00:19.000 --> 00:00:21.000]  神和人之間的關係
[00:00:21.000 --> 00:00:23.000]  夫妻的關係
[00:00:23.000 --> 00:00:27.000]  人與人之間同工的關係
[00:00:27.000 --> 00:00:32.000]  我不知道你有沒有在《亞歌書》裏面思想過
[00:00:32.000 --> 00:00:35.000]  裏面有時候我們覺得會很難
[00:00:35.000 --> 00:00:37.000]  有時候比較上很多的不明白
[00:00:37.000 --> 00:00:42.000]  我們這次來嘗試去認識一下
[00:00:42.000 --> 00:00:44.000]  在《亞歌書》裏面
[00:00:44.000 --> 00:00:49.000]  我們來思想到有關不同的關係
[00:00:49.000 --> 00:00:51.000]  我們怎樣來建立呢
[00:00:51.000 --> 00:00:55.000]  我們一起來先看一看
[00:00:55.000 --> 00:00:57.000]  《亞歌書》裏面
[00:00:57.000 --> 00:01:00.000]  來看關係學
[00:01:00.000 --> 00:01:03.000]  《亞歌書》顧名思義
[00:01:03.000 --> 00:01:06.000]  它是歌中之歌
[00:01:06.000 --> 00:01:08.000]  歌就是歌
[00:01:08.000 --> 00:01:10.000]  歌就是歌
[00:01:10.000 --> 00:01:21.000]  (粵語)
[00:01:21.000 --> 00:01:24.000]  在我們中國的詩經裏面
[00:01:24.000 --> 00:01:26.000]  有國風
[00:01:26.000 --> 00:01:32.000]  國風是說到男女戀愛的一些情歌
[00:01:32.000 --> 00:01:38.000]  它是說到男女在三姓群
[00:01:38.000 --> 00:01:40.000]  群在河邊來到
[00:01:40.000 --> 00:01:42.000]  嬉戲歡樂的時候
[00:01:42.000 --> 00:01:46.000]  來到有些像是三哥對唱的
[00:01:46.000 --> 00:01:48.000]  彼此來唱和
[00:01:48.000 --> 00:01:51.000]  講述到男女之間的那種戀情
[00:01:51.000 --> 00:01:55.000]  在詩經裏面
[00:01:55.000 --> 00:01:58.000]  有很多的詩篇
[00:01:58.000 --> 00:01:59.000]  特別是國風裏面
[00:01:59.000 --> 00:02:01.000]  在《靖女》等等
[00:02:01.000 --> 00:02:05.000]  都是提到愛情的小品的故事
[00:02:05.000 --> 00:02:10.000]  講到男女之間的那種和諧、喜悅
[00:02:10.000 --> 00:02:13.000]  所以在詩經的第一篇裏面
