
[00:00:00.000 --> 00:00:05.320]  大衛傳的24講
[00:00:05.320 --> 00:00:08.820]  今天要講薩姆爾夏的第22章
[00:00:08.820 --> 00:00:11.120]  我們講大衛傳的時候
[00:00:11.120 --> 00:00:13.040]  我們說有一樣很重要的事
[00:00:13.040 --> 00:00:16.840]  我們要做的就是欣賞大衛的詩歌
[00:00:16.840 --> 00:00:19.200]  尤其是在詩篇裏面的詩歌
[00:00:19.200 --> 00:00:22.640]  今天在薩姆爾夏的22章
[00:00:22.640 --> 00:00:25.280]  我們是有一篇大衛的詩歌
[00:00:25.280 --> 00:00:27.400]  我們一起來欣賞
[00:00:27.400 --> 00:00:33.280]  我給他的題目就是為何要在困境中讚美神
[00:00:33.280 --> 00:00:35.760]  你說有沒有搞錯
[00:00:35.760 --> 00:00:38.480]  在困境中都要讚美神
[00:00:38.480 --> 00:00:40.560]  你說神祝福我
[00:00:40.560 --> 00:00:44.200]  我在快樂的時光我就讚美神
[00:00:44.200 --> 00:00:47.960]  你說在困境裏面為何要讚美神
[00:00:47.960 --> 00:00:50.360]  大衛告訴我們
[00:00:50.360 --> 00:00:52.840]  當他在困難當中
[00:00:52.840 --> 00:00:55.520]  當他稱讚讚美神的時候
[00:00:55.520 --> 00:00:58.760]  神就帶領他脫離困境
[00:00:58.760 --> 00:01:01.640]  這個就是我們今天的主題
[00:01:01.640 --> 00:01:05.120]  其實如果我們留意的話
[00:01:05.120 --> 00:01:08.320]  薩姆爾夏的一開始一結束
[00:01:08.320 --> 00:01:11.320]  都是用讚美神的方式
[00:01:11.320 --> 00:01:15.840]  無論薩姆爾夏的開始和結束都是讚美神
[00:01:15.840 --> 00:01:18.360]  在薩姆爾夏的第二章
[00:01:18.360 --> 00:01:20.520]  薩姆爾夏開始的時候
[00:01:20.520 --> 00:01:22.520]  你記不記得哈娜
[00:01:22.520 --> 00:01:25.600]  因為神賜了薩姆爾給她
[00:01:25.600 --> 00:01:28.240]  以至她是歌頌神讚美神
[00:01:28.240 --> 00:01:31.880]  所以薩姆爾夏的開始就是讚美神
[00:01:31.880 --> 00:01:33.480]  結束呢
[00:01:33.480 --> 00:01:36.520]  今天薩姆爾夏的二十二章
[00:01:36.520 --> 00:01:39.800]  是接近薩姆爾夏的結束
[00:01:39.800 --> 00:01:46.360]  也是大衛讚美神帶領他擊敗他的仇敵
[00:01:46.360 --> 00:01:48.760]  以至他所唱的一首詩歌
[00:01:48.760 --> 00:01:54.000]  薩姆爾夏上下兩部書都是充滿仇恨
[00:01:54.000 --> 00:01:56.000]  充滿血腥
[00:01:56.000 --> 00:01:58.000]  我們讀了薩姆爾夏這麼久
[00:01:58.000 --> 00:02:00.000]  大家都應該知道
[00:02:00.000 --> 00:02:05.560]  但居然薩姆爾夏這兩部書的開始和結束
[00:02:05.560 --> 00:02:07.040]  都是讚美神
[00:02:07.040 --> 00:02:11.400]  讓我們看到無論我們的日子是怎樣黑暗
[00:02:11.400 --> 00:02:14.920]  無論我們經歷有多少苦痛
[00:02:14.920 --> 00:02:17.880]  我們都能夠是讚美神
[00:02:17.880 --> 00:02:21.640]  這就是薩姆爾夏想教我們
[00:02:21.640 --> 00:02:27.720]  其實除了薩姆爾夏一開始結束都是讚美神
[00:02:27.720 --> 00:02:32.280]  在薩姆爾夏的最後四章書我們都能夠看到
[00:02:32.280 --> 00:02:36.280]  我跟大家說過在薩姆爾夏最後的四章書
[00:02:36.280 --> 00:02:38.760]  一共是發生了六件事
[00:02:38.760 --> 00:02:41.960]  這六件事都是有個首尾的結構
[00:02:41.960 --> 00:02:45.080]  成為有三組的首尾結構
[00:02:45.080 --> 00:02:47.080]  第一組是什麼呢
[00:02:47.080 --> 00:02:49.920]  最外面的一個首尾結構
[00:02:49.920 --> 00:02:53.360]  就是講到以色列的君王都犯了罪
[00:02:53.360 --> 00:02:57.360]  以致使到以色列人有災難
[00:02:57.360 --> 00:03:00.560]  在這個首尾結構的開始就是
[00:03:00.560 --> 00:03:04.760]  索羅王因為他要殺盡欺騙人
[00:03:04.760 --> 00:03:07.400]  以致被神懲罰
[00:03:07.400 --> 00:03:11.560]  使到所有的以色列人有旱災
[00:03:11.560 --> 00:03:15.080]  記載在薩姆爾夏的二十一章頭
[00:03:15.080 --> 00:03:18.160]  這個首尾結構的下半段
[00:03:18.160 --> 00:03:21.360]  是大衛王同樣犯了罪
[00:03:21.360 --> 00:03:24.960]  他數點人民以致帶來有瘟疫
[00:03:24.960 --> 00:03:27.560]  在薩姆爾夏的二十四章
[00:03:27.560 --> 00:03:30.960]  這個首尾結構的第二層
[00:03:30.960 --> 00:03:34.560]  是有關大衛勇士的名單
[00:03:34.560 --> 00:03:37.160]  在薩姆爾夏的二十一章尾
[00:03:37.160 --> 00:03:42.080]  是戰勝巨人殺死巨人勇士的名單
[00:03:42.080 --> 00:03:45.680]  在薩姆爾夏的二十三章尾
[00:03:45.680 --> 00:03:49.080]  是大衛身邊勇士的名單
[00:03:49.080 --> 00:03:53.080]  而整個首尾結構最中心的地方
[00:03:53.080 --> 00:03:57.080]  就是兩首詩歌來讚美神
[00:03:57.080 --> 00:03:59.080]  一首就是我們今天要說的
[00:03:59.080 --> 00:04:01.080]  薩姆爾夏二十二章
[00:04:01.080 --> 00:04:04.080]  是大衛感恩的詩歌
[00:04:04.080 --> 00:04:08.080]  另外一個就是大衛遺言的詩歌
[00:04:08.080 --> 00:04:11.080]  在薩姆爾夏的二十三章頭
[00:04:12.080 --> 00:04:16.080]  我們今天要說的就是薩姆爾夏的二十二章
[00:04:16.080 --> 00:04:18.080]  是大衛的一首詩歌
[00:04:18.080 --> 00:04:23.080]  很多的神學家很多的學者都想知道
[00:04:23.080 --> 00:04:29.080]  究竟大衛作這首詩歌成詩的日期是何時呢?
[00:04:29.080 --> 00:04:33.080]  根據薩姆爾夏的二十二章第五十一節
[00:04:33.080 --> 00:04:37.080]  大衛說神賜給他有極大的恩典
[00:04:37.080 --> 00:04:40.080]  這個恩典不單只是給大衛
[00:04:40.080 --> 00:04:43.080]  而且也是給大衛的後裔
[00:04:43.080 --> 00:04:46.080]  是直到永遠的恩典
[00:04:46.080 --> 00:04:48.080]  所以很多的學者都說
[00:04:48.080 --> 00:04:53.080]  這首詩歌應該是神和大衛納約
[00:04:53.080 --> 00:04:56.080]  在薩姆爾夏的第七章
[00:04:56.080 --> 00:04:58.080]  大衛之約
[00:04:58.080 --> 00:05:03.080]  祝福大衛的王朝將會是直到永遠
[00:05:03.080 --> 00:05:05.080]  所以很多的學者都說
