
[00:00:00.000 --> 00:00:07.000]  「因怨情仇论旧约」李思敬博士主讲
[00:00:07.000 --> 00:00:10.320]  第六讲:如何面对上主审判
[00:00:10.320 --> 00:00:12.320]  以塞亚书中南
[00:00:12.320 --> 00:00:17.360]  在这堂课中我们会集中看《以塞亚书》
[00:00:17.360 --> 00:00:19.960]  看《以塞亚书》也是作为
[00:00:19.960 --> 00:00:24.000]  我们通常在旧约圣经称为「先知书」的一个代表
[00:00:24.000 --> 00:00:26.360]  所以我们不仅会看《以塞亚书》
[00:00:26.360 --> 00:00:32.200]  我们还会看这部份旧约的经卷
[00:00:32.200 --> 00:00:35.600]  以及以色列的历史
[00:00:35.600 --> 00:00:39.600]  以至以色列的信仰
[00:00:39.600 --> 00:00:44.400]  如何经历一个更新
[00:00:44.400 --> 00:00:49.000]  或者用我们中国人的说法「脱胎换骨」
[00:00:49.000 --> 00:00:53.520]  用西方神话的说法「火凤凰的再生」
[00:00:53.520 --> 00:00:58.280]  这是与《以塞亚书》有很密切的关系
[00:00:58.280 --> 00:01:00.200]  不过提起《以塞亚书》
[00:01:00.200 --> 00:01:03.360]  大概我们就先要处理一个
[00:01:03.360 --> 00:01:08.440]  都挺重要的问题
[00:01:08.440 --> 00:01:10.640]  就是作者的问题
[00:01:10.640 --> 00:01:13.680]  之所以重要的原因是因为
[00:01:13.680 --> 00:01:16.320]  二十世纪初期
[00:01:16.320 --> 00:01:21.840]  在美国一群信仰保守的学者
[00:01:21.840 --> 00:01:28.000]  曾经以《以塞亚书》作为判决判断
[00:01:28.000 --> 00:01:32.200]  一个人的信仰是否纯正的标准之一
[00:01:32.200 --> 00:01:34.880]  所谓「基要主义」
[00:01:34.880 --> 00:01:38.200]  在北美产生的时候
[00:01:38.200 --> 00:01:43.040]  这个名字是来自一连串的文件
[00:01:43.040 --> 00:01:47.280]  或者当时的宣传小册子
[00:01:47.280 --> 00:01:52.760]  每一篇讨论一个基要信仰的问题
[00:01:52.760 --> 00:01:56.640]  这些小册子现在有合并本的英文
[00:01:56.640 --> 00:01:58.240]  叫做《The Fundamentals》
[00:01:58.240 --> 00:02:00.240]  基要的信仰
[00:02:00.240 --> 00:02:03.640]  其中一个问题就是《以塞亚书》作者的问题
[00:02:03.640 --> 00:02:06.240]  就是说当时如果你不相信
[00:02:06.240 --> 00:02:08.560]  你不接受《以塞亚书》
[00:02:08.560 --> 00:02:12.360]  是耶路撒冷阿摩斯的儿子
[00:02:12.360 --> 00:02:16.840]  以塞亚所写的一章至六十六章
[00:02:16.840 --> 00:02:24.000]  都是在主前犹大南国的先知
[00:02:24.000 --> 00:02:27.960]  他所作的预言
[00:02:27.960 --> 00:02:30.120]  或者他所说的预言
[00:02:30.120 --> 00:02:33.200]  你的信仰就不得纯正了
[00:02:33.200 --> 00:02:36.200]  当时有当时的背景
[00:02:36.200 --> 00:02:39.200]  当时是圣经研究
[00:02:39.200 --> 00:02:44.760]  在十九世纪影响到英语的世界
[00:02:44.760 --> 00:02:51.480]  从德国从欧洲开始研究圣经的方法
[00:02:51.480 --> 00:02:53.760]  特别从历史入手
[00:02:53.760 --> 00:02:56.760]  影响到北美洲正是十九世纪末
[00:02:56.760 --> 00:02:58.760]  二十世纪初期的时候
[00:02:58.760 --> 00:03:00.760]  很多神后院都分裂
[00:03:00.760 --> 00:03:06.080]  很多派系之间的斗争
[00:03:06.080 --> 00:03:09.600]  所以《以塞亚书》被牵入漩涡
[00:03:09.600 --> 00:03:12.920]  都是很难避免的
[00:03:12.920 --> 00:03:14.920]  另外一本书就是《弹尔里书》
[00:03:14.920 --> 00:03:16.920]  如果你不接受
[00:03:16.920 --> 00:03:21.160]  《弹尔里书》是在巴比伦时期所写的
[00:03:21.160 --> 00:03:25.160]  你说它是希腊后期所写的
[00:03:25.160 --> 00:03:27.160]  你的信仰又不是很纯正了
[00:03:27.160 --> 00:03:31.800]  这个争论到今天已经不是那么热烈了
[00:03:31.800 --> 00:03:33.800]  不过还有些余波
[00:03:33.800 --> 00:03:35.800]  还有些尾巴
[00:03:35.800 --> 00:03:41.800]  就是如果我们不接受先知书是预言的话
[00:03:41.800 --> 00:03:43.800]  我们的信仰就不纯正了
[00:03:43.800 --> 00:03:45.800]  这是一个很大的误会
[00:03:45.800 --> 00:03:49.800]  我想过去几堂课我们都尝试澄清
[00:03:49.800 --> 00:03:51.800]  第一在旧约圣经里面
[00:03:51.800 --> 00:03:56.800]  Navi 基本的责任不是讲预言
[00:03:56.800 --> 00:04:00.800]  它是代表上帝发言
[00:04:00.800 --> 00:04:03.800]  我时时说上帝要讲将来的事
[00:04:03.800 --> 00:04:07.800]  作为他的僕人就讲将来的事
[00:04:07.800 --> 00:04:09.800]  上帝要讲过去的事
[00:04:09.800 --> 00:04:11.800]  作为他的发言人
[00:04:11.800 --> 00:04:13.800]  不可以说上帝我喜欢讲将来
[00:04:13.800 --> 00:04:15.800]  将来多些人听
[00:04:15.800 --> 00:04:19.800]  这个做发言人的是没有权选择的
[00:04:19.800 --> 00:04:23.800]  所以不是上帝能不能够预知将来的问题
[00:04:23.800 --> 00:04:25.800]  这个问题太渺小了
[00:04:25.800 --> 00:04:27.800]  上帝之所以是上帝
[00:04:27.800 --> 00:04:29.800]  因为他是未book的先知
[00:04:29.800 --> 00:04:31.800]  我们看得上帝太渺小了
[00:04:31.800 --> 00:04:34.800]  有本英文书叫Your God is Too Small
[00:04:34.800 --> 00:04:36.800]  你的上帝太渺小了
[00:04:36.800 --> 00:04:40.800]  上帝有没有讲到将来的事情
[00:04:40.800 --> 00:04:42.800]  有 当然有
[00:04:42.800 --> 00:04:44.800]  上帝讲将来的事情
[00:04:44.800 --> 00:04:46.800]  是我先讲给你听
[00:04:46.800 --> 00:04:48.800]  到时候你懂得来找我了
[00:04:48.800 --> 00:04:50.800]  是不是这样呢
[00:04:50.800 --> 00:04:54.800]  这个我们要看实际上圣经里面的记载来决定
[00:04:54.800 --> 00:04:58.800]  当我们真的尊重圣经的权威
[00:04:58.800 --> 00:05:01.800]  我们没有先入为主的假设
[00:05:01.800 --> 00:05:06.800]  我们就是以平常心打开圣经来读的时候
[00:05:06.800 --> 00:05:11.800]  我们发觉这十几卷旧约里面的先知书
[00:05:11.800 --> 00:05:16.800]  内容大部分是讲当时的社会
[00:05:16.800 --> 00:05:20.800]  也有涉及到旧恩的历史
[00:05:20.800 --> 00:05:24.800]  也有涉及到将来到哪一天
[00:05:24.800 --> 00:05:27.800]  上一堂我们看阿摩斯书就很清楚了
[00:05:27.800 --> 00:05:30.800]  阿摩斯作为上帝的发言人
[00:05:30.800 --> 00:05:32.800]  不是他选择的
[00:05:32.800 --> 00:05:37.800]  他代表上帝讲他不想讲的东西
[00:05:37.800 --> 00:05:39.800]  他发觉很难讲的
[00:05:39.800 --> 00:05:41.800]  讲出来没有人喜欢听的
[00:05:41.800 --> 00:05:43.800]  和我们今天的想法是相反的
[00:05:43.800 --> 00:05:45.800]  我们一会儿会再提到这个问题
[00:05:45.800 --> 00:05:48.800]  先知不受尊重
[00:05:48.800 --> 00:05:50.800]  他要讲
[00:05:50.800 --> 00:05:52.800]  如果用耶利米的说法
[00:05:52.800 --> 00:05:53.800]  就是如果他不讲
[00:05:53.800 --> 00:05:55.800]  他闭口不言
