
[00:00:00.000 --> 00:00:07.600]  如果大家還記得我們去看馬太福音的時候
[00:00:07.600 --> 00:00:13.000]  在馬太福音第五章第八節裏面
[00:00:13.000 --> 00:00:18.400]  這是我們很熟悉的八福經文當中
[00:00:18.400 --> 00:00:20.600]  有一句經文記載
[00:00:20.600 --> 00:00:27.400]  「清心的人有福了,因為他們必得見神」
[00:00:27.400 --> 00:00:30.400]  究竟什麼叫清心呢?
[00:00:30.400 --> 00:00:33.400]  怎樣才可以叫做清心呢?
[00:00:33.400 --> 00:00:35.600]  什麼人才可以做到清心?
[00:00:35.600 --> 00:00:38.600]  或者我們怎樣可以做到清心呢?
[00:00:38.600 --> 00:00:42.800]  於是乎有很多不同的哲學哲理
[00:00:42.800 --> 00:00:47.600]  我們去嘗試去掌握什麼叫清心
[00:00:47.600 --> 00:00:50.600]  不過我不知道大家有沒有一個同感
[00:00:50.600 --> 00:00:54.600]  就是要保持一份所謂清心
[00:00:54.600 --> 00:00:56.600]  Pure的Heart
[00:00:56.600 --> 00:00:59.600]  其實是一件很大的學問
[00:00:59.600 --> 00:01:02.600]  不是單三言兩語用兩句說話
[00:01:02.600 --> 00:01:08.600]  或者用一個方程式就可以透露或者做得到
[00:01:08.600 --> 00:01:11.600]  因為尤其是清心這件事
[00:01:11.600 --> 00:01:18.600]  經常是受著很多不同類型的事物去影響和挑戰我們
[00:01:18.600 --> 00:01:23.600]  在我自己作為基督徒的這三十多年裏面的經驗當中
[00:01:23.600 --> 00:01:27.600]  我就會發現到要保持一份清心
[00:01:27.600 --> 00:01:31.600]  不要說只是對上帝,保持一個很專注的心
[00:01:31.600 --> 00:01:36.600]  其實不是單純靠自己的能力去做得到
[00:01:36.600 --> 00:01:40.600]  因為當我們只是靠自己的紀律的時候
[00:01:40.600 --> 00:01:44.600]  我們就會受到其他的試探引誘
[00:01:44.600 --> 00:01:50.600]  可能讓我們很快扭轉我們原本做一件事的目的
[00:01:50.600 --> 00:01:53.600]  尤其是在我的觀察裏面
[00:01:53.600 --> 00:01:56.600]  不少人在最初做一件事的裏面
[00:01:56.600 --> 00:01:58.600]  本來那個動機是很好的
[00:01:58.600 --> 00:02:02.600]  但是後來經過了很多的發展之後
[00:02:02.600 --> 00:02:04.600]  心開始改變
[00:02:04.600 --> 00:02:07.600]  我不敢說其他的行業
[00:02:07.600 --> 00:02:10.600]  其實我也認識不少人的行業
[00:02:10.600 --> 00:02:14.600]  不過在我自己家父所做的行業
[00:02:14.600 --> 00:02:16.600]  做藥材海味
[00:02:16.600 --> 00:02:24.600]  我就看到很多這些廣東話衰修美的結局
[00:02:24.600 --> 00:02:26.600]  什麼叫做衰修美呢?
[00:02:26.600 --> 00:02:32.600]  我家裏有一個認識的家庭是做藥材的
[00:02:32.600 --> 00:02:34.600]  藥材你也知道
[00:02:34.600 --> 00:02:41.600]  藥材不是隨便去山地或野地種
[00:02:41.600 --> 00:02:43.600]  種了之後就是藥材
[00:02:43.600 --> 00:02:46.600]  加拿大也很流行
[00:02:46.600 --> 00:02:54.600]  很多家庭喜歡在後院種一些金銀花、菊花來吃
[00:02:54.600 --> 00:02:58.600]  但是原來不是說你種出來就馬上可以用
[00:02:58.600 --> 00:03:02.600]  我記得湯全道在家中種人參
[00:03:02.600 --> 00:03:04.600]  曾經試過
[00:03:04.600 --> 00:03:06.600]  湯全道還問我
[00:03:06.600 --> 00:03:08.600]  這些參已經八年了
[00:03:08.600 --> 00:03:10.600]  我種了
[00:03:10.600 --> 00:03:12.600]  可以吃嗎?
[00:03:12.600 --> 00:03:15.600]  湯全道還記得我跟他說要製過
[00:03:15.600 --> 00:03:17.600]  可以直接吃
[00:03:17.600 --> 00:03:20.600]  尤其是人參不是普通的
[00:03:20.600 --> 00:03:23.600]  但我認識的家庭是做北麒
[00:03:23.600 --> 00:03:25.600]  大家知不知道什麼是北麒?
[00:03:25.600 --> 00:03:27.600]  傳道人一定要知道
[00:03:27.600 --> 00:03:31.600]  一般人上了年紀就知道
[00:03:31.600 --> 00:03:35.600]  北麒是一種很有益的藥材
[00:03:35.600 --> 00:03:41.600]  如果你是氣虛或身體虛弱的人
[00:03:41.600 --> 00:03:44.600]  偶然找些北麒幫忙喝水也很有益
[00:03:44.600 --> 00:03:47.600]  北麒當中有很多等級
[00:03:47.600 --> 00:03:51.600]  因為家父是做藥材海味
[00:03:51.600 --> 00:03:53.600]  我認識不少行家
[00:03:53.600 --> 00:03:57.600]  有時去他們的工場看他們製北麒
[00:03:57.600 --> 00:04:00.600]  北麒不是整支植物
[00:04:00.600 --> 00:04:02.600]  其實是根部
[00:04:02.600 --> 00:04:04.600]  切開一片片就可以吃
[00:04:04.600 --> 00:04:06.600]  不是的
[00:04:06.600 --> 00:04:10.600]  原來要經過一輪的蒸煮、焗
[00:04:10.600 --> 00:04:12.600]  才能釋出藥力
[00:04:12.600 --> 00:04:18.600]  但北麒最好的叫做黑禁麒
[00:04:18.600 --> 00:04:21.600]  今天好像說中醫學
[00:04:21.600 --> 00:04:23.600]  不是的
[00:04:23.600 --> 00:04:25.600]  黑禁麒很貴
[00:04:25.600 --> 00:04:27.600]  因為藥效很高
[00:04:27.600 --> 00:04:29.600]  能力很大
[00:04:29.600 --> 00:04:32.600]  它的特色是皮是深褐色的
[00:04:32.600 --> 00:04:36.600]  所以切開一片片的北麒
[00:04:36.600 --> 00:04:41.600]  皮邊是黑色的
[00:04:41.600 --> 00:04:43.600]  中間是黃色的
[00:04:43.600 --> 00:04:46.600]  以我們看的行家所識
[00:04:46.600 --> 00:04:48.600]  我也認識的
[00:04:48.600 --> 00:04:50.600]  這些叫做生的北麒
[00:04:50.600 --> 00:04:53.600]  生的北麒是還沒死的
[00:04:53.600 --> 00:04:57.600]  已經摘下來修割了製藥
[00:04:57.600 --> 00:04:59.600]  但有些人
[00:04:59.600 --> 00:05:01.600]  我認識一個朋友
[00:05:01.600 --> 00:05:04.600]  他本著製藥
[00:05:04.600 --> 00:05:06.600]  這些可以賣到很貴的
[00:05:06.600 --> 00:05:08.600]  便宜的十多二十元
[00:05:08.600 --> 00:05:10.600]  貴的六七百元都可以
[00:05:10.600 --> 00:05:12.600]  於是他就想著
[00:05:12.600 --> 00:05:15.600]  去濟世為懷製藥
[00:05:15.600 --> 00:05:17.600]  中藥每一種藥
[00:05:17.600 --> 00:05:19.600]  是有一個專家去做的
[00:05:19.600 --> 00:05:21.600]  人參有一個專家
[00:05:21.600 --> 00:05:23.600]  北麒有一個專家
[00:05:23.600 --> 00:05:25.600]  甚至我們平日說的
[00:05:25.600 --> 00:05:28.600]  西米、薏米
[00:05:28.600 --> 00:05:30.600]  都有一個專家去做的
[00:05:30.600 --> 00:05:33.600]  不是說你隨便去種西米來吃
[00:05:33.600 --> 00:05:35.600]  是不可以的
[00:05:35.600 --> 00:05:37.600]  我便跟他說
[00:05:37.600 --> 00:05:39.600]  黃仔
[00:05:39.600 --> 00:05:42.600]  你上來幹什麼?
[00:05:42.600 --> 00:05:44.600]  我說沒有啊,拿貨而已
[00:05:44.600 --> 00:05:46.600]  因為我幫家裡售貨
[00:05:46.600 --> 00:05:48.600]  我看他們怎樣做
[00:05:48.600 --> 00:05:50.600]  他們把很好的北麒
[00:05:50.600 --> 00:05:52.600]  在那裡切
[00:05:52.600 --> 00:05:54.600]  切切切
[00:05:54.600 --> 00:05:56.600]  過了幾年之後
[00:05:56.600 --> 00:05:58.600]  他做大了生意
[00:05:58.600 --> 00:06:00.600]  我就問
[00:06:00.600 --> 00:06:02.600]  老闆你現在的生意都挺好
[00:06:02.600 --> 00:06:04.600]  他說挺好
[00:06:04.600 --> 00:06:06.600]  我當時做藥
[00:06:06.600 --> 00:06:08.600]  想著做北麒濟世為懷
[00:06:08.600 --> 00:06:11.600]  希望人們吃了之後身體健康一點
[00:06:11.600 --> 00:06:13.600]  跟著呢
[00:06:13.600 --> 00:06:15.600]  我來拿貨而已
[00:06:15.600 --> 00:06:17.600]  拿貨的時候我發現了一件事
[00:06:17.600 --> 00:06:19.600]  在某一個角落
[00:06:19.600 --> 00:06:23.600]  就有一個黑的盤
[00:06:23.600 --> 00:06:25.600]  有一個黑的盤
[00:06:25.600 --> 00:06:28.600]  原來就載了很多墨汁
[00:06:28.600 --> 00:06:30.600]  墨汁大家知不知道
[00:06:30.600 --> 00:06:34.600]  我們寫大字的墨汁
[00:06:34.600 --> 00:06:36.600]  我就說我們幹什麼的?
[00:06:36.600 --> 00:06:38.600]  他說要塗北麒
[00:06:38.600 --> 00:06:40.600]  塗北麒?北麒要塗的嗎?
[00:06:40.600 --> 00:06:42.600]  他說小子你不懂那麼多吧
[00:06:42.600 --> 00:06:44.600]  我就說
[00:06:44.600 --> 00:06:46.600]  他有個工人
[00:06:46.600 --> 00:06:48.600]  家庭工業
[00:06:48.600 --> 00:06:50.600]  用筆慢慢逐條塗
[00:06:50.600 --> 00:06:52.600]  塗完就晾乾
[00:06:52.600 --> 00:06:53.600]  然後呢
[00:06:53.600 --> 00:06:55.600]  我就看到有另一個工人
[00:06:55.600 --> 00:06:57.600]  就把晾乾了的北麒
[00:06:57.600 --> 00:06:59.600]  開始切片
[00:06:59.600 --> 00:07:01.600]  我一看
[00:07:01.600 --> 00:07:03.600]  不像是好北麒
[00:07:03.600 --> 00:07:05.600]  北麒全部灰色
[00:07:05.600 --> 00:07:07.600]  在中間
[00:07:07.600 --> 00:07:09.600]  我就多口問問那個人
[00:07:09.600 --> 00:07:11.600]  你在幹什麼?
[00:07:11.600 --> 00:07:13.600]  他說上色
[00:07:13.600 --> 00:07:15.600]  上什麼色?
[00:07:15.600 --> 00:07:17.600]  說黑那麼奇怪
[00:07:17.600 --> 00:07:19.600]  好價錢一點
[00:07:19.600 --> 00:07:23.600]  我們把北麒染黑
[00:07:23.600 --> 00:07:25.600]  切片一樣黑色
[00:07:25.600 --> 00:07:27.600]  然後呢
[00:07:27.600 --> 00:07:29.600]  他就在中間
[00:07:29.600 --> 00:07:31.600]  由黃色的顏色
[00:07:31.600 --> 00:07:33.600]  水
[00:07:33.600 --> 00:07:35.600]  哇!北麒立刻
[00:07:35.600 --> 00:07:37.600]  由灰白的
[00:07:37.600 --> 00:07:39.600]  變成鮮黃色
[00:07:39.600 --> 00:07:41.600]  晾乾就拿來賣
[00:07:41.600 --> 00:07:43.600]  這件事呢
[00:07:43.600 --> 00:07:45.600]  後來我回去跟爸爸說
[00:07:45.600 --> 00:07:47.600]  爸爸你跟他買這些貨
[00:07:47.600 --> 00:07:49.600]  你有沒有驗過?
[00:07:49.600 --> 00:07:51.600]  小子不要管那麼多了
[00:07:51.600 --> 00:07:53.600]  現在人家做生意
[00:07:53.600 --> 00:07:55.600]  你賣就賣
[00:07:55.600 --> 00:07:57.600]  不賣就算了
[00:07:57.600 --> 00:07:59.600]  現在這樣的情況
[00:07:59.600 --> 00:08:01.600]  我想說這件事是什麼呢?
