
[00:00:00.000 --> 00:00:03.640]  很快一會兒講完道之後
[00:00:03.640 --> 00:00:05.520]  我就會去第二間教會
[00:00:05.520 --> 00:00:07.520]  有星期六的崇拜
[00:00:07.520 --> 00:00:09.280]  明天會去那間教會講多三堂
[00:00:09.280 --> 00:00:10.600]  就會去中國
[00:00:10.600 --> 00:00:14.080]  這次來應該是10日至11日
[00:00:14.080 --> 00:00:16.080]  有29個聚會
[00:00:16.080 --> 00:00:17.600]  在香港有10堂
[00:00:17.600 --> 00:00:19.600]  在中國有19堂
[00:00:19.600 --> 00:00:23.840]  有些人知道是25個不同的題目
[00:00:23.840 --> 00:00:25.360]  希望大家紀念
[00:00:25.360 --> 00:00:27.360]  今早那堂都OK
[00:00:27.360 --> 00:00:29.360]  今早有多少人在這裡
[00:00:29.360 --> 00:00:31.360]  今早那堂都OK嗎
[00:00:31.360 --> 00:00:33.360]  OK呀
[00:00:33.360 --> 00:00:35.360]  還清醒
[00:00:35.360 --> 00:00:37.360]  剛才我含著眼淚不是感動
[00:00:37.360 --> 00:00:39.360]  是因為眼睛真的很濃
[00:00:39.360 --> 00:00:41.360]  所以C班我不是不想看你們
[00:00:41.360 --> 00:00:43.360]  也不是你們不好看
[00:00:43.360 --> 00:00:45.360]  不過我真的眼睛很濃
[00:00:45.360 --> 00:00:47.360]  所以我要閉上眼聽你們唱
[00:00:47.360 --> 00:00:49.360]  所以一會兒你見到我流眼淚
[00:00:49.360 --> 00:00:51.360]  我不是感動
[00:00:51.360 --> 00:00:53.360]  我真的眼睛很濃
[00:00:53.360 --> 00:00:57.360]  多謝大家
[00:00:57.360 --> 00:00:59.360]  我今天很開心
[00:00:59.360 --> 00:01:01.360]  出了和小冊子一樣的三餅大
[00:01:01.360 --> 00:01:03.360]  一套廣東話
[00:01:03.360 --> 00:01:05.360]  另外有一套國語
[00:01:05.360 --> 00:01:07.360]  這裏有四隻
[00:01:07.360 --> 00:01:09.360]  這裏有三隻
[00:01:09.360 --> 00:01:11.360]  有一堂在這裏沒有
[00:01:11.360 --> 00:01:13.360]  在後面會有
[00:01:13.360 --> 00:01:15.360]  聖誕
[00:01:15.360 --> 00:01:17.360]  不是聖誕
[00:01:17.360 --> 00:01:19.360]  是聖誕節
[00:01:19.360 --> 00:01:21.360]  大家如果想送些東西給朋友
[00:01:21.360 --> 00:01:23.360]  幫助他認識福音
[00:01:23.360 --> 00:01:25.360]  因為我起全福堂
[00:01:25.360 --> 00:01:27.360]  一次也沒有說過報道會
[00:01:27.360 --> 00:01:29.360]  一次也沒有說過福音主日
[00:01:29.360 --> 00:01:31.360]  容木師在不在
[00:01:31.360 --> 00:01:33.360]  在不在
[00:01:33.360 --> 00:01:35.360]  我不是埋怨
[00:01:35.360 --> 00:01:37.360]  只不過我沒有
[00:01:37.360 --> 00:01:39.360]  不過我都很喜歡說福音
[00:01:39.360 --> 00:01:41.360]  如果想聽William怎樣說福音訊息
[00:01:41.360 --> 00:01:43.360]  這裏有兩套帶
[00:01:43.360 --> 00:01:45.360]  國語不是讓你學國語
[00:01:45.360 --> 00:01:47.360]  因為我的國語是很香港的
[00:01:47.360 --> 00:01:49.360]  國語是讓一些你認識的大陸朋友
[00:01:49.360 --> 00:01:51.360]  或者你回大陸的時候
[00:01:51.360 --> 00:01:53.360]  可以拿回去送給他們
[00:01:53.360 --> 00:01:55.360]  這兩盒都是我很喜歡
[00:01:55.360 --> 00:01:57.360]  其實剛剛出來的
[00:01:57.360 --> 00:01:59.360]  大概一兩個星期
[00:01:59.360 --> 00:02:01.360]  全香港應該是第一間教會有得賣
[00:02:01.360 --> 00:02:03.360]  今晚那間是第二間
[00:02:03.360 --> 00:02:05.360]  所以你們拿了頭籌
[00:02:05.360 --> 00:02:07.360]  不過我今晚去到
[00:02:07.360 --> 00:02:09.360]  就會說你們是全香港第二間有得賣
[00:02:09.360 --> 00:02:11.360]  在外面有
[00:02:11.360 --> 00:02:13.360]  大家預備
[00:02:13.360 --> 00:02:15.360]  這堂訊息都不容易說
[00:02:15.360 --> 00:02:17.360]  我是復活
[00:02:17.360 --> 00:02:21.360]  沒有鐘
[00:02:21.360 --> 00:02:23.360]  有
[00:02:23.360 --> 00:02:25.360]  謝謝
[00:02:25.360 --> 00:02:29.360]  好
[00:02:29.360 --> 00:02:31.360]  我們先祈禱
[00:02:31.360 --> 00:02:35.360]  天父我們將以下時間
[00:02:35.360 --> 00:02:37.360]  帶到主的面前
[00:02:37.360 --> 00:02:39.360]  我們在這個週末
[00:02:39.360 --> 00:02:41.360]  我們不但紀念主耶穌的受苦
[00:02:41.360 --> 00:02:43.360]  更重要的是紀念主耶穌的復活
[00:02:43.360 --> 00:02:45.360]  主耶穌你的受苦
[00:02:45.360 --> 00:02:47.360]  也有你的罪
[00:02:47.360 --> 00:02:49.360]  得以在你面前
[00:02:49.360 --> 00:02:51.360]  得以償還
