
[00:00:00.000 --> 00:00:02.000]  好,多謝大家
[00:00:02.000 --> 00:00:06.000]  我想你選我做講員都是想著我夠老
[00:00:06.000 --> 00:00:09.000]  不然怎麼講,甘心無悔
[00:00:09.000 --> 00:00:11.000]  所以很多謝你
[00:00:11.000 --> 00:00:15.000]  我剛剛在三藩市早兩晚回來
[00:00:15.000 --> 00:00:20.000]  第一次在天空度過自己的生日
[00:00:20.000 --> 00:00:24.000]  一個很感覺的,很有感覺
[00:00:24.000 --> 00:00:26.000]  不是在地上度過生日
[00:00:26.000 --> 00:00:27.000]  但又不是死了
[00:00:27.000 --> 00:00:29.000]  感覺很特別
[00:00:29.000 --> 00:00:32.000]  今天就選什麼題目呢
[00:00:32.000 --> 00:00:34.000]  甘心無悔,我就在想
[00:00:34.000 --> 00:00:36.000]  我知道很多是基督徒
[00:00:36.000 --> 00:00:41.000]  所以就不如當成一個總溫習
[00:00:41.000 --> 00:00:44.000]  你看生命是什麼呢
[00:00:44.000 --> 00:00:46.000]  我們不如就研究一下
[00:00:46.000 --> 00:00:49.000]  整個傳道書
[00:00:49.000 --> 00:00:52.000]  當我看傳道書看得最入神的時候
[00:00:52.000 --> 00:00:57.000]  就是跟我太太在她生前
[00:00:57.000 --> 00:01:00.000]  最後那兩年,就是怡狀癌之後
[00:01:00.000 --> 00:01:05.000]  我們就也曾經念過傳道書
[00:01:05.000 --> 00:01:07.000]  我現在都是
[00:01:07.000 --> 00:01:09.000]  我想我念到幾章而已
[00:01:09.000 --> 00:01:11.000]  念到十二章
[00:01:11.000 --> 00:01:16.000]  但對我來說最覺得有力量去影響人
[00:01:16.000 --> 00:01:18.000]  怎麼看人生呢
[00:01:18.000 --> 00:01:21.000]  就是傳道書第五章二十節
[00:01:21.000 --> 00:01:23.000]  就是說
[00:01:23.000 --> 00:01:29.000]  他那個人就再不去計算
[00:01:29.000 --> 00:01:33.000]  這一世人有多少日子了
[00:01:33.000 --> 00:01:38.000]  他不再思念一生有多少年日
[00:01:38.000 --> 00:01:39.000]  為什麼呢
[00:01:39.000 --> 00:01:41.000]  為什麼不計算一下多少歲呢
[00:01:41.000 --> 00:01:47.000]  就因為神已經應允他
[00:01:47.000 --> 00:01:50.000]  神應了他的心使他喜樂
[00:01:50.000 --> 00:01:52.000]  令他一生都很開心
[00:01:52.000 --> 00:01:56.000]  我在想怎麼解釋這個說話呢
[00:01:56.000 --> 00:01:58.000]  怎麼解釋這個說話呢
[00:01:58.000 --> 00:02:00.000]  我結婚的時候
[00:02:00.000 --> 00:02:02.000]  我岳父有一晚
[00:02:02.000 --> 00:02:04.000]  我想是喝醉酒
[00:02:04.000 --> 00:02:06.000]  就問我一個問題
[00:02:06.000 --> 00:02:08.000]  那一晚是他生日
[00:02:08.000 --> 00:02:10.000]  他就問我
[00:02:10.000 --> 00:02:14.000]  我多了一年還是少了一年呢
[00:02:14.000 --> 00:02:17.000]  哇,怎麼回答這個題目
[00:02:17.000 --> 00:02:19.000]  他生日,是不是多了一年呢
[00:02:19.000 --> 00:02:22.000]  但他又問我是不是真的少了一年呢
[00:02:22.000 --> 00:02:26.000]  哇,這條IQ題目也不容易回答
[00:02:26.000 --> 00:02:29.000]  當然我不回答他,他喝醉了
[00:02:29.000 --> 00:02:33.000]  但我又想想,又是真的
[00:02:33.000 --> 00:02:35.000]  譬如我又問你
[00:02:35.000 --> 00:02:37.000]  耶穌說我來了
[00:02:37.000 --> 00:02:40.000]  是叫人得生命
[00:02:40.000 --> 00:02:42.000]  並且得的
[00:02:42.000 --> 00:02:44.000]  你念對了
[00:02:44.000 --> 00:02:46.000]  不是得的更長命
[00:02:47.000 --> 00:02:49.000]  不同的
[00:02:49.000 --> 00:02:53.000]  豐盛如果換了另一個字
[00:02:53.000 --> 00:02:55.000]  很多人就不要了
[00:02:55.000 --> 00:02:57.000]  寧願更長命就好了
[00:02:57.000 --> 00:02:58.000]  是不是
[00:02:58.000 --> 00:03:01.000]  得了,還得的更長命
[00:03:01.000 --> 00:03:03.000]  其實人人生日
[00:03:03.000 --> 00:03:06.000]  都是祝人家年年有今日的
[00:03:06.000 --> 00:03:07.000]  是不是
[00:03:07.000 --> 00:03:09.000]  如果你說今年不講
[00:03:09.000 --> 00:03:11.000]  年有豐盛
[00:03:11.000 --> 00:03:14.000]  那個人說,你講年有今日會好一點
[00:03:14.000 --> 00:03:17.000]  基督教的不同就是
[00:03:17.000 --> 00:03:21.000]  我們不講年歲有多少
[00:03:21.000 --> 00:03:23.000]  是講質數有多少
[00:03:23.000 --> 00:03:26.000]  是豐盛,是質數
[00:03:26.000 --> 00:03:29.000]  究竟你長命短命
[00:03:29.000 --> 00:03:32.000]  耶穌沒什麼興趣跟你祝賀這件事
[00:03:32.000 --> 00:03:34.000]  耶穌自己也33歲而已
[00:03:34.000 --> 00:03:38.000]  但耶穌是講豐盛,是講質數
[00:03:38.000 --> 00:03:40.000]  質數
[00:03:40.000 --> 00:03:42.000]  我很喜歡想這些問題
[00:03:42.000 --> 00:03:44.000]  因為我每天都遇到很多人
[00:03:44.000 --> 00:03:46.000]  今天就是了
[00:03:46.000 --> 00:03:47.000]  有個人快要死了
[00:03:47.000 --> 00:03:49.000]  他太太下午告訴我
[00:03:49.000 --> 00:03:51.000]  我隨時趕來的
[00:03:51.000 --> 00:03:54.000]  很多人都跟我說
[00:03:54.000 --> 00:03:55.000]  完了
[00:03:55.000 --> 00:03:57.000]  你有什麼幫我呢
[00:03:57.000 --> 00:03:59.000]  很直接說
[00:03:59.000 --> 00:04:01.000]  我在美國也是這樣
[00:04:01.000 --> 00:04:03.000]  我六月頭在紐約
[00:04:03.000 --> 00:04:05.000]  六月尾在三藩市
[00:04:05.000 --> 00:04:07.000]  很多人都跟我說
[00:04:07.000 --> 00:04:09.000]  我來這個營
[00:04:09.000 --> 00:04:11.000]  其實我是最後這幾個月
[00:04:11.000 --> 00:04:13.000]  他快要死了
[00:04:13.000 --> 00:04:15.000]  他是末期癌症
[00:04:15.000 --> 00:04:19.000]  但如果我說祝他
[00:04:19.000 --> 00:04:21.000]  生命更長久
[00:04:21.000 --> 00:04:23.000]  沒有意思
[00:04:23.000 --> 00:04:25.000]  祝他生命更豐盛
[00:04:25.000 --> 00:04:27.000]  有意思
[00:04:27.000 --> 00:04:29.000]  因為臨死不代表不豐盛
[00:04:29.000 --> 00:04:31.000]  不代表
[00:04:31.000 --> 00:04:33.000]  所以有時候你會想
[00:04:33.000 --> 00:04:35.000]  一生人在傳道書怎麼看生命呢
[00:04:35.000 --> 00:04:37.000]  我數給你聽
[00:04:37.000 --> 00:04:39.000]  第一章你最記得是什麼呢
[00:04:39.000 --> 00:04:41.000]  我最記得
[00:04:41.000 --> 00:04:43.000]  人的生命
[00:04:43.000 --> 00:04:45.000]  彎不可以變直
[00:04:45.000 --> 00:04:47.000]  小
[00:04:47.000 --> 00:04:49.000]  不可以足數
[00:04:49.000 --> 00:04:52.000]  就是說神要我們有的東西
[00:04:52.000 --> 00:04:54.000]  是這麼多就是這麼多
[00:04:54.000 --> 00:04:56.000]  彎了的
[00:04:56.000 --> 00:04:59.000]  你怎麼搞都不能搞直
