
[00:00:00.000 --> 00:00:03.640]  (主席發言)
[00:00:03.640 --> 00:00:05.440]  弟兄姊妹午安
[00:00:05.440 --> 00:00:07.440]  我們一起有個祈禱
[00:00:07.440 --> 00:00:08.800]  親愛的天父
[00:00:08.800 --> 00:00:10.400]  我們很高興
[00:00:10.400 --> 00:00:12.400]  因為我們知道有你的話語
[00:00:12.400 --> 00:00:14.400]  常在我們的內心說話
[00:00:14.400 --> 00:00:18.200]  主啊 我們很想真的聽到你的聲音
[00:00:18.200 --> 00:00:20.200]  不只是聽到人的聲音
[00:00:20.200 --> 00:00:25.000]  我們很想你親自針對我們的生命的黑暗
[00:00:25.000 --> 00:00:26.400]  我們的罪惡
[00:00:26.400 --> 00:00:28.800]  我們憂慮的事情去說話
[00:00:28.800 --> 00:00:32.400]  以致我們從這些捆綁中得著釋放
[00:00:32.400 --> 00:00:34.000]  讓我們的生命得著蛻變
[00:00:34.000 --> 00:00:35.600]  讓我們更加學長理
[00:00:35.600 --> 00:00:36.600]  求你帶領
[00:00:36.600 --> 00:00:39.800]  也幫我們 幫孩子講解你的話語
[00:00:39.800 --> 00:00:41.000]  清楚明白
[00:00:41.000 --> 00:00:43.000]  我們一同去領受
[00:00:43.000 --> 00:00:44.800]  奉耶穌基督的名祈禱
[00:00:44.800 --> 00:00:45.800]  阿們
[00:00:45.800 --> 00:00:50.200]  很高興再次和大家一起去崇拜
[00:00:50.200 --> 00:00:51.200]  一起去敬拜
[00:00:51.200 --> 00:00:54.400]  今天講的經文就是來自詩篇的十六篇
[00:00:54.400 --> 00:00:55.400]  今天的講題就是
[00:00:55.400 --> 00:00:58.200]  耶和華氏避難所這個講題
[00:00:58.200 --> 00:01:00.200]  當大家看詩篇十六篇
[00:01:00.200 --> 00:01:03.400]  我想大家也不是一個很陌生的詩篇
[00:01:03.400 --> 00:01:07.400]  因為這首詩篇其實有一個題目
[00:01:07.400 --> 00:01:13.400]  這首是順教師題目是大衛的金詩
[00:01:13.400 --> 00:01:15.800]  當大家看這個金這個字
[00:01:15.800 --> 00:01:17.600]  第一個反應就是
[00:01:17.600 --> 00:01:20.200]  這是黃金這麼寶貴的詩篇
[00:01:20.200 --> 00:01:23.800]  但是當我們翻查這個金字的原文的時候
[00:01:23.800 --> 00:01:24.800]  我們就會發現
[00:01:24.800 --> 00:01:26.800]  原來它除了解作黃金之外
[00:01:26.800 --> 00:01:29.000]  還可以解作北麥這樣的意思
[00:01:29.000 --> 00:01:32.000]  北麥也就是說用白紙黑字寫下
[00:01:32.000 --> 00:01:34.600]  那些叫做墨水這樣的意思
[00:01:34.600 --> 00:01:37.400]  就代表詩人不是只是用歌頌的形式
[00:01:37.400 --> 00:01:39.200]  去作這首詩篇
[00:01:39.200 --> 00:01:41.000]  而是用文字記錄的方式
[00:01:41.000 --> 00:01:42.800]  來寫作這首詩篇
[00:01:42.800 --> 00:01:45.600]  題目用北麥代表內容非常深刻
[00:01:45.600 --> 00:01:48.200]  需要用白紙黑字寫下來
[00:01:48.200 --> 00:01:49.400]  彷彿沒有寫下來
[00:01:49.400 --> 00:01:52.200]  就很容易忘記了當中寶貴的內容
[00:01:52.200 --> 00:01:55.400]  有可能因為詩人對於上帝的經驗非常深刻
[00:01:55.400 --> 00:01:58.000]  所以需要用北麥寫下來
[00:01:58.000 --> 00:02:01.200]  所以我們可以說這個題目是一字兩用
[00:02:01.200 --> 00:02:04.000]  它一方面好像黃金這麼寶貴
[00:02:04.000 --> 00:02:06.200]  也就是代表它非常寶貴
[00:02:06.200 --> 00:02:07.800]  有另外一個意思就是
[00:02:07.800 --> 00:02:11.800]  需要用北麥深刻地寫下來的看法
[00:02:11.800 --> 00:02:13.600]  一字兩用的看法是一個
[00:02:13.600 --> 00:02:17.200]  這個題目非常美麗的一種作法
[00:02:17.200 --> 00:02:20.000]  這個詩篇的第一句就說
[00:02:20.000 --> 00:02:22.800]  「神啊,求祢保佑我,因為我投靠祢」
[00:02:22.800 --> 00:02:24.400]  這裡用了兩個動詞
[00:02:24.400 --> 00:02:25.600]  一個就是保佑
[00:02:25.600 --> 00:02:27.400]  第二個動詞是投靠
[00:02:27.400 --> 00:02:29.000]  原來這個字的投靠
[00:02:29.000 --> 00:02:31.200]  其實是解作避難的意思
[00:02:31.200 --> 00:02:35.600]  就好像防空洞的設立的前提
[00:02:35.600 --> 00:02:38.000]  是需要有轟炸機炸過來
[00:02:38.000 --> 00:02:39.800]  才需要有防空洞
[00:02:39.800 --> 00:02:41.600]  為什麼人需要避難
[00:02:41.600 --> 00:02:45.200]  因為有患難臨到才需要我們避難
[00:02:45.200 --> 00:02:47.600]  所以有一位學者這樣去記載
[00:02:47.600 --> 00:02:51.800]  就是說正正因為有急難臨到在我們的生命裡面
[00:02:51.800 --> 00:02:55.200]  我們才需要上帝作為我們的避難所
[00:02:55.200 --> 00:02:57.200]  當我們祈禱的時候
[00:02:57.200 --> 00:03:01.000]  祈禱說「主啊,我很想經驗祢作為我的避難所」
[00:03:01.000 --> 00:03:02.400]  其實是祢正在祈禱的
[00:03:02.400 --> 00:03:06.800]  這一句話就是祈禱上帝的苦難臨到我身上
[00:03:06.800 --> 00:03:10.400]  我們才能夠經驗上帝作為我們的避難所
[00:03:10.400 --> 00:03:13.200]  所以大家想清楚祈不祈禱好
[00:03:13.200 --> 00:03:17.000]  但是這個詩篇還有一個特色
[00:03:17.000 --> 00:03:18.400]  特色就是說
[00:03:18.400 --> 00:03:21.000]  它是非常多「我的XX」的
[00:03:21.000 --> 00:03:24.000]  包括我的心、我的主、我的好處、我的產業
[00:03:24.000 --> 00:03:26.600]  我杯中的份、我的地界、我的耶和華
[00:03:26.600 --> 00:03:30.000]  我的心腸、我的心、我的榮耀、我的肉體等等
[00:03:30.000 --> 00:03:32.400]  所以非常之深刻地我們就會發現
[00:03:32.400 --> 00:03:35.600]  表達了私人所擁有的「我的XX」
[00:03:35.600 --> 00:03:38.000]  都是和主耶和華是有關的
[00:03:38.000 --> 00:03:40.600]  如果沒有耶和華成為祂的避難所
[00:03:40.600 --> 00:03:44.200]  這些一切「我的XX」都沒有任何立足之地
[00:03:44.200 --> 00:03:46.200]  也沒有那個存在的基礎
[00:03:46.200 --> 00:03:48.600]  所以我們很希望透過三點
[00:03:48.600 --> 00:03:51.200]  和大家一起分享一下這首詩篇
[00:03:51.200 --> 00:03:55.000]  究竟私人宣認著哪三方面的上帝
[00:03:55.000 --> 00:03:58.600]  第一個宣認是來自一道四節
[00:03:58.600 --> 00:04:05.000]  宣認著耶和華是我唯一的主
[00:04:05.000 --> 00:04:07.400]  這段經文有三個「我的XX」
[00:04:07.400 --> 00:04:13.200]  包括我的心、我的主、最重要的就是我的好處
[00:04:13.200 --> 00:04:17.200]  最特別的是這段經文的第二和第四節
[00:04:17.200 --> 00:04:20.200]  分別出現了一對平衡的組合
[00:04:20.200 --> 00:04:23.000]  那對平衡的組合就是有個「不」字
[00:04:23.000 --> 00:04:26.000]  和「在XX以上」這樣的組合
[00:04:26.000 --> 00:04:27.400]  我用紅色打亮了
[00:04:27.400 --> 00:04:29.000]  如果大家看到的話
[00:04:29.000 --> 00:04:32.600]  有個「不」字和「在XX以上」的組合
[00:04:32.600 --> 00:04:35.000]  第二節和合本的翻譯就是說
[00:04:35.000 --> 00:04:38.000]  我的好處不在你以外
[00:04:38.000 --> 00:04:39.400]  當大家看這個翻譯
[00:04:39.400 --> 00:04:42.000]  你就會覺得你人生種種的好處
[00:04:42.000 --> 00:04:45.800]  除了上帝作為你的次好處的來源之外
[00:04:45.800 --> 00:04:49.200]  就沒有其他的來源獲得你的好處
[00:04:49.200 --> 00:04:49.600]  是不是?
[00:04:49.600 --> 00:04:51.200]  我們有這樣的意思
[00:04:51.200 --> 00:04:54.200]  但如果我們用原文正譯的話
[00:04:54.200 --> 00:04:56.600]  原來這句話應該譯作
[00:04:56.600 --> 00:04:59.200]  我的好處不在你以上
[00:04:59.200 --> 00:05:00.800]  就不是不在你以外
[00:05:00.800 --> 00:05:03.000]  以上和以外有個分別
[00:05:03.000 --> 00:05:06.400]  當然那個「不」其實是一個非常肯定性的「不」
[00:05:06.400 --> 00:05:09.200]  原來希伯來文有三個「不」
[00:05:09.200 --> 00:05:11.600]  第一個「不」就叫做沒那麼「不」
[00:05:11.600 --> 00:05:12.600]  但是也很「不」
[00:05:12.600 --> 00:05:15.800]  第二個「不」就是中度程度的「不」
[00:05:15.800 --> 00:05:19.000]  第三個「不」就是極烈程度的「不」
[00:05:19.000 --> 00:05:21.400]  而這個「不」就是第三個「不」
[00:05:21.400 --> 00:05:23.200]  就是最強烈程度的「不」
[00:05:23.200 --> 00:05:25.800]  代表私人是宣認中
[00:05:25.800 --> 00:05:27.600]  認定私人自己
[00:05:27.600 --> 00:05:32.000]  決不會將自己任何的好處
[00:05:32.000 --> 00:05:34.200]  擺高於上帝以上
[00:05:34.200 --> 00:05:35.200]  這樣的意思
[00:05:35.200 --> 00:05:37.400]  不是以外,是以上
[00:05:37.400 --> 00:05:40.200]  事實上人生有很多種種
[00:05:40.200 --> 00:05:42.000]  臨到自己身上的好處
[00:05:42.000 --> 00:05:44.800]  包括金錢、名譽、成就地位
[00:05:44.800 --> 00:05:47.400]  股票、物業等等
[00:05:47.400 --> 00:05:49.800]  本身這些一切的東西都是忠誠的
[00:05:49.800 --> 00:05:52.200]  但是如果我們將這些一切的東西
[00:05:52.200 --> 00:05:55.400]  擺的位置高於上帝本身的時候
[00:05:55.400 --> 00:05:57.600]  就等於將這些東西取代了
[00:05:57.600 --> 00:06:00.400]  上帝作為我的主的位置
[00:06:00.400 --> 00:06:04.000]  所以當私人說自己的好處不在上帝以上
[00:06:04.000 --> 00:06:06.000]  代表私人除了上帝以外
[00:06:06.000 --> 00:06:09.200]  沒有其他東西就成為他心目當中的上帝
[00:06:09.200 --> 00:06:12.800]  連上帝給你的好處本身
[00:06:12.800 --> 00:06:16.600]  都不能夠高於上帝自己
[00:06:16.600 --> 00:06:19.200]  第二對的「不」和「在XX以上」
[00:06:19.200 --> 00:06:21.200]  出現在第四節那裡
[00:06:21.200 --> 00:06:24.800]  第四節的和學本譯就是
[00:06:24.800 --> 00:06:28.000]  「我嘴唇也不提別臣的名號」
[00:06:28.000 --> 00:06:28.800]  原文直譯就是
[00:06:28.800 --> 00:06:33.600]  「我不提別臣的名字在我的嘴唇以上」
[00:06:33.600 --> 00:06:34.800]  這樣的翻譯
[00:06:34.800 --> 00:06:39.200]  一方面私人決不會進行任何制止別臣的禮言
[00:06:39.200 --> 00:06:42.000]  另一方面私人在嘴唇以上
[00:06:42.000 --> 00:06:44.600]  都不提別臣的名字
[00:06:44.600 --> 00:06:46.000]  當然他這樣說
[00:06:46.000 --> 00:06:47.400]  不只是這麼膚淺
[00:06:47.400 --> 00:06:50.000]  就說我不提黃大仙三隻字這麼簡單
[00:06:50.000 --> 00:06:52.200]  其實舊約是在說
[00:06:52.200 --> 00:06:56.400]  就是他私人的嘴巴反映他內心裡面在想什麼
[00:06:56.400 --> 00:06:58.000]  不知道大家同不同意
[00:06:58.000 --> 00:06:59.600]  若然有個人嘴巴
[00:06:59.600 --> 00:07:02.400]  整天說來說去都是那個話題的時候
[00:07:02.400 --> 00:07:04.800]  其實他內心就等於把那個話題
[00:07:04.800 --> 00:07:07.200]  放在他心中裡面最重要的位置
[00:07:07.200 --> 00:07:10.600]  所以那口其實是外形、外表
[00:07:10.600 --> 00:07:13.000]  反映他的內心重視什麼
