
[00:00:00.000 --> 00:00:04.000]  請節哀平安
[00:00:04.000 --> 00:00:10.000]  今天很高興能夠和大家一起在神教話語裏面分享
[00:00:10.000 --> 00:00:15.000]  如果你是一直有來傳福堂的
[00:00:15.000 --> 00:00:20.000]  你可能會留意到在過去的兩次我和大家
[00:00:20.000 --> 00:00:26.000]  都是用提摩太后書來互相訓練
[00:00:26.000 --> 00:00:30.000]  我們提出的一個問題就是
[00:00:30.000 --> 00:00:34.000]  在今天這個不可理喻和失控的世界
[00:00:34.000 --> 00:00:37.000]  究竟聖經有什麼跟我們說?
[00:00:37.000 --> 00:00:41.000]  究竟神的話有什麼提醒和教導?
[00:00:41.000 --> 00:00:45.000]  所以我就決定用提摩太后書裏面的信息
[00:00:45.000 --> 00:00:48.000]  和大家一起來思想
[00:00:48.000 --> 00:00:50.000]  如果你還記得或留意
[00:00:50.000 --> 00:00:54.000]  我用了第三章講了一次
[00:00:54.000 --> 00:00:56.000]  提摩太后書的第一章
[00:00:56.000 --> 00:00:59.000]  我又比較詳細的講了一次
[00:00:59.000 --> 00:01:02.000]  這次我會用第二章和第四章
[00:01:02.000 --> 00:01:04.000]  一起來講
[00:01:04.000 --> 00:01:07.000]  雖然是很豐富的一段聖經
[00:01:07.000 --> 00:01:09.000]  但是我們不可能講得完
[00:01:09.000 --> 00:01:11.000]  就抽了當中三個
[00:01:11.000 --> 00:01:13.000]  就是剛才我們所讀的三段聖經
[00:01:13.000 --> 00:01:18.000]  給大家看一個很重要的題目
[00:01:18.000 --> 00:01:27.000]  就是立定志向 直根永恆
[00:01:27.000 --> 00:01:28.000]  為什麼要講這個題目呢?
[00:01:28.000 --> 00:01:30.000]  當然聖經是這樣教導的
[00:01:30.000 --> 00:01:32.000]  但是究竟是什麼意思呢?
[00:01:32.000 --> 00:01:37.000]  我們想和大家一起去研究一下
[00:01:37.000 --> 00:01:42.000]  當然如果你有聽我和大家分享提摩太后書的第三章
[00:01:42.000 --> 00:01:46.000]  我們曾經都很詳細的講到
[00:01:46.000 --> 00:01:49.000]  在聖經裏面 尤其是保羅的描述
[00:01:49.000 --> 00:01:53.000]  在這個不可理喻的 像今天這樣失控的世界
[00:01:53.000 --> 00:01:55.000]  亂糟糟的世界裏面
[00:01:55.000 --> 00:01:58.000]  究竟產生了什麼令我們很困擾
[00:01:58.000 --> 00:02:00.000]  很大的挑戰
[00:02:00.000 --> 00:02:02.000]  那裏我用了二十多個當時
[00:02:02.000 --> 00:02:05.000]  他所列出來的描述
[00:02:05.000 --> 00:02:07.000]  和大家整理了一幅圖畫
[00:02:07.000 --> 00:02:11.000]  當然不一定每個人都能夠聽過
[00:02:11.000 --> 00:02:15.000]  所以今天我嘗試開始講這個題目之前
[00:02:15.000 --> 00:02:18.000]  我用回提摩太后書的第四章
[00:02:18.000 --> 00:02:20.000]  就是他最後一章
[00:02:20.000 --> 00:02:22.000]  保羅去完結這本書的時候
[00:02:22.000 --> 00:02:25.000]  他用了短短的兩節聖經
[00:02:25.000 --> 00:02:28.000]  就總結了剛才我們所講的
[00:02:28.000 --> 00:02:31.000]  當時 亦都是今天你和我所面對的
[00:02:31.000 --> 00:02:36.000]  這個世界的紛亂最核心的狀況是什麼
[00:02:36.000 --> 00:02:38.000]  我們不知道那些挑戰
[00:02:38.000 --> 00:02:41.000]  我們沒有辦法好好地準備我們去面對
[00:02:41.000 --> 00:02:44.000]  所以我們今天要花一點點時間
[00:02:44.000 --> 00:02:50.000]  去研究一下這個挑戰究竟是怎樣的一幅圖畫
[00:02:50.000 --> 00:02:53.000]  這裏就是第四章的第三節
[00:02:53.000 --> 00:02:55.000]  到了第四節
[00:02:55.000 --> 00:02:57.000]  我給了他一個題目
[00:02:57.000 --> 00:03:02.000]  他叫做保羅筆下的後現代的思潮
[00:03:02.000 --> 00:03:04.000]  你會說 啊?
[00:03:04.000 --> 00:03:06.000]  後現代?他二千年前寫的
[00:03:06.000 --> 00:03:08.000]  那當然了
[00:03:08.000 --> 00:03:10.000]  保羅那時候 聖經的時候
[00:03:10.000 --> 00:03:12.000]  當然不會用這個字眼
[00:03:12.000 --> 00:03:14.000]  Postmodern
[00:03:14.000 --> 00:03:17.000]  但是當我看這兩節聖經的時候
[00:03:17.000 --> 00:03:20.000]  對比現在我們叫做後現代的思潮
[00:03:20.000 --> 00:03:23.000]  有很精彩的共鳴之處
[00:03:23.000 --> 00:03:25.000]  待會我會解釋給大家聽
[00:03:25.000 --> 00:03:28.000]  後現代的思潮是什麼呢?
[00:03:28.000 --> 00:03:32.000]  今天我都是很簡略地和大家交代兩句
[00:03:32.000 --> 00:03:34.000]  我們發覺我們過去這二百多年
[00:03:34.000 --> 00:03:36.000]  在人類 尤其是西方世界
[00:03:36.000 --> 00:03:38.000]  後來都是全球
[00:03:38.000 --> 00:03:41.000]  進入一個現代化的過程當中
[00:03:41.000 --> 00:03:42.000]  在現代化的過程中
[00:03:42.000 --> 00:03:43.000]  這二百多年來
[00:03:43.000 --> 00:03:46.000]  有前所未有的人類的進步
[00:03:46.000 --> 00:03:49.000]  也都是建立了很多的學問
[00:03:49.000 --> 00:03:51.000]  建立了很多的系統
[00:03:51.000 --> 00:03:55.000]  建立了很多的建設
[00:03:55.000 --> 00:03:57.000]  雖然都是非常好
[00:03:57.000 --> 00:03:59.000]  不過呢 到現在呢
[00:03:59.000 --> 00:04:01.000]  開始那些的
[00:04:01.000 --> 00:04:03.000]  這個世界裏面有很多的漏洞
[00:04:03.000 --> 00:04:05.000]  很多的弱點
[00:04:05.000 --> 00:04:08.000]  就紛紛的就呈露了出來
[00:04:08.000 --> 00:04:09.000]  所以我們發覺有很多人呢
[00:04:09.000 --> 00:04:11.000]  就有一種的反動
[00:04:11.000 --> 00:04:12.000]  就叫做後現代
[00:04:12.000 --> 00:04:13.000]  現在我們進入一個
[00:04:13.000 --> 00:04:15.000]  就說對現代有一種的反動
[00:04:15.000 --> 00:04:18.000]  這種反動其實都有好的地方
[00:04:18.000 --> 00:04:20.000]  有改正的地方
