
[00:00:00.000 --> 00:00:04.000]  各位大兄姊妹平安
[00:00:04.000 --> 00:00:09.000]  今日的題目是「沒水的傳言」第二講
[00:00:09.000 --> 00:00:12.000]  因為我很想將上一次、今次和下一次
[00:00:12.000 --> 00:00:16.000]  成為一個學習耶穌傳福音的系列
[00:00:16.000 --> 00:00:19.000]  我們成為一個福音的主人
[00:00:19.000 --> 00:00:24.000]  上一次分享到耶穌在井旁和一個婦人的對話
[00:00:24.000 --> 00:00:28.000]  耶穌不介意烈日當空在曬
[00:00:28.000 --> 00:00:30.000]  不介意口渴
[00:00:30.000 --> 00:00:34.000]  也不介意打破了很多社會禁忌
[00:00:34.000 --> 00:00:38.000]  就是要將活水介紹給婦人
[00:00:38.000 --> 00:00:40.000]  在約翰福音4:14
[00:00:40.000 --> 00:00:45.000]  耶穌說:人若渴,我所賜的水就永遠不渴
[00:00:45.000 --> 00:00:51.000]  我所賜的水要在他裡頭成為傳言,直湧到永生
[00:00:51.000 --> 00:00:54.000]  聽到這裡,婦人覺得很吸引
[00:00:54.000 --> 00:00:58.000]  她和耶穌說:先生,你快將水賜給我吧
[00:00:58.000 --> 00:01:03.000]  叫我不用再渴,也不用那麼遠去拿水
[00:01:03.000 --> 00:01:05.000]  但當講到這裡的時候
[00:01:05.000 --> 00:01:11.000]  耶穌就突然跟她說:叫你的老公來吧
[00:01:11.000 --> 00:01:14.000]  這裡又說給人,然後人家說:我要啦
[00:01:14.000 --> 00:01:15.000]  叫你的老公來吧
[00:01:15.000 --> 00:01:19.000]  一會兒就會看看耶穌和這個婦人
[00:01:19.000 --> 00:01:22.000]  跟她說她老公關於什麼呢
[00:01:22.000 --> 00:01:27.000]  首先我想大家聽一段鋼琴音樂
[00:01:27.000 --> 00:01:32.000]  如果你懂鋼琴,就聽聽它大概有多少級數
[00:01:32.000 --> 00:01:34.000]  可以試試看能不能播放
[00:01:34.000 --> 00:01:53.000]  (鋼琴音樂)
[00:01:53.000 --> 00:01:56.000]  大家猜猜大概有多少級數
[00:01:56.000 --> 00:02:00.000]  Joyce,有多少級數呢
[00:02:00.000 --> 00:02:05.000]  Hannah呢?這裡最高級了
[00:02:05.000 --> 00:02:09.000]  我想如果我們要學,應該要學很久
[00:02:09.000 --> 00:02:13.000]  老師說應該有八級左右,或者六級
[00:02:13.000 --> 00:02:15.000]  但要學,應該要學很久
[00:02:15.000 --> 00:02:19.000]  我給你看看這個姐妹的手是怎樣的
[00:02:19.000 --> 00:02:21.000]  有兩張相
[00:02:21.000 --> 00:02:23.000]  大家留心看
[00:02:23.000 --> 00:02:29.000]  我們一起數一下她有多少隻健全的手指
[00:02:29.000 --> 00:02:31.000]  看看能不能數到
[00:02:31.000 --> 00:02:34.000]  健全的手指
[00:02:34.000 --> 00:02:38.000]  多少隻?健全啊
[00:02:38.000 --> 00:02:40.000]  沒有六隻那麼多
[00:02:40.000 --> 00:02:44.000]  應該是三隻
[00:02:44.000 --> 00:02:48.000]  三隻手指可以彈到剛剛那樣?
[00:02:48.000 --> 00:02:50.000]  真的假的?
[00:02:50.000 --> 00:02:54.000]  再看另一段,看她彈成怎樣
[00:02:54.000 --> 00:03:10.000]  (鋼琴音樂)
[00:03:10.000 --> 00:03:13.000]  嘩,厲不厲害?
[00:03:13.000 --> 00:03:18.000]  三隻健全的手指可以彈到剛剛那樣
[00:03:18.000 --> 00:03:23.000]  現在人們稱它為三指鋼琴家
[00:03:23.000 --> 00:03:26.000]  因為她真的已經考到演奏級了
[00:03:26.000 --> 00:03:29.000]  她超越了十級,考完演奏級
[00:03:29.000 --> 00:03:32.000]  其實她叫做Connie,她是我們的好朋友
[00:03:32.000 --> 00:03:34.000]  所以你剛才看到的那張相
[00:03:34.000 --> 00:03:36.000]  就是她上次幾個月前來溫哥華
[00:03:36.000 --> 00:03:38.000]  都有找我們一起去喝茶
[00:03:38.000 --> 00:03:41.000]  每一次在香港,我都有好幾次機會
[00:03:41.000 --> 00:03:43.000]  和她做很多報道會
[00:03:43.000 --> 00:03:45.000]  有時她講見證,我就回應
[00:03:45.000 --> 00:03:48.000]  或者去到中學那裡,是講報道會
[00:03:48.000 --> 00:03:52.000]  大家一見到她都覺得這是一個神蹟
[00:03:52.000 --> 00:03:55.000]  是不是神蹟?是一個神蹟
[00:03:55.000 --> 00:03:58.000]  大家有沒有幻想過,當她小時候
[00:03:58.000 --> 00:04:00.000]  其實Connie她叫王愛欣
[00:04:00.000 --> 00:04:04.000]  她一出生已經幾乎沒有手指
[00:04:04.000 --> 00:04:09.000]  所以她人生裡做了很多次手術
[00:04:09.000 --> 00:04:10.000]  就是做兩樣東西
[00:04:10.000 --> 00:04:12.000]  其中一樣就是將她裡面的骨
[00:04:12.000 --> 00:04:15.000]  醫生幫她可以推前一點
[00:04:15.000 --> 00:04:17.000]  希望當有些手指
[00:04:17.000 --> 00:04:20.000]  或者將腳趾切了出來
[00:04:20.000 --> 00:04:23.000]  接上去手指那裡
[00:04:23.000 --> 00:04:25.000]  她人生做了很多次手術
[00:04:25.000 --> 00:04:29.000]  幾乎每一次暑假就是進醫院做手術
[00:04:29.000 --> 00:04:32.000]  你有沒有幻想到,當她小時候
[00:04:32.000 --> 00:04:35.000]  你猜爸爸媽媽,我們在座很多爸爸媽媽
[00:04:35.000 --> 00:04:36.000]  你猜當她出生的時候
[00:04:36.000 --> 00:04:38.000]  一路成長,帶她去買菜
[00:04:38.000 --> 00:04:40.000]  帶她去公園玩
[00:04:40.000 --> 00:04:43.000]  你猜會聽到什麼話呢?
[00:04:43.000 --> 00:04:46.000]  那些人會說,她真的這樣跟我說
[00:04:46.000 --> 00:04:48.000]  那些人走過去買菜
[00:04:48.000 --> 00:04:51.000]  哇,為什麼生個女兒會這樣?
[00:04:51.000 --> 00:04:53.000]  下一句是什麼?
[00:04:53.000 --> 00:04:56.000]  是啊,她做錯了什麼?
[00:04:56.000 --> 00:04:57.000]  是不是?
[00:04:57.000 --> 00:04:59.000]  你猜會不會有機會?
[00:04:59.000 --> 00:05:02.000]  那些人說,爸爸媽媽做錯了什麼?
[00:05:02.000 --> 00:05:04.000]  她做錯了什麼?
[00:05:04.000 --> 00:05:05.000]  她成長很不開心
[00:05:05.000 --> 00:05:08.000]  因為當她一路長大的時候
[00:05:08.000 --> 00:05:12.000]  她看到她妹妹有五隻手指
[00:05:12.000 --> 00:05:14.000]  還很漂亮,很長
[00:05:14.000 --> 00:05:16.000]  她經常都會跟妹妹競爭
[00:05:16.000 --> 00:05:19.000]  因為她覺得要贏妹妹
[00:05:19.000 --> 00:05:21.000]  她一路都很不開心
[00:05:21.000 --> 00:05:23.000]  她一路都問,為什麼?
[00:05:23.000 --> 00:05:25.000]  她問為什麼?
[00:05:25.000 --> 00:05:28.000]  為什麼人家有五隻手指,我沒有?
[00:05:28.000 --> 00:05:30.000]  其實她這個疑問很正常
[00:05:30.000 --> 00:05:33.000]  如果給我們,可能我們都會質問上帝
