
[00:00:00.000 --> 00:00:03.000]  如果今天有些未信耶穌的朋友
[00:00:03.000 --> 00:00:07.000]  不要緊,我很歡迎大家一起來探索這個問題
[00:00:07.000 --> 00:00:09.000]  因為是人的問題,每個人都應該要問
[00:00:09.000 --> 00:00:12.000]  今天如果在座有位信耶穌的,不要緊
[00:00:12.000 --> 00:00:16.000]  我很歡迎大家跟我一塊去探討這些問題
[00:00:16.000 --> 00:00:17.000]  因為這是人的問題
[00:00:17.000 --> 00:00:20.000]  大大話話,這個問題我探索了40年
[00:00:20.000 --> 00:00:24.000]  怎麼說這個問題我已經探索了40年
[00:00:24.000 --> 00:00:28.000]  40年前,我第一個要寫的石氏論文的時候
[00:00:28.000 --> 00:00:30.000]  我已經開始想這個問題
[00:00:30.000 --> 00:00:34.000]  40年前,我在我寫碩士論文的時候
[00:00:34.000 --> 00:00:35.000]  已經在構思這個問題
[00:00:35.000 --> 00:00:36.000]  什麼問題?
[00:00:36.000 --> 00:00:37.000]  什麼問題呢?
[00:00:37.000 --> 00:00:39.000]  我一直在問一個問題
[00:00:39.000 --> 00:00:40.000]  我一直在問一個問題
[00:00:40.000 --> 00:00:41.000]  為什麼人這麼複雜?
[00:00:41.000 --> 00:00:43.000]  為什麼人這麼複雜?
[00:00:43.000 --> 00:00:45.000]  人可以有時這麼高貴
[00:00:45.000 --> 00:00:47.000]  人可以有時這麼高貴
[00:00:47.000 --> 00:00:49.000]  令你這麼感動、這麼偉大
[00:00:49.000 --> 00:00:51.000]  令你這麼感動、這麼偉大
[00:00:51.000 --> 00:00:53.000]  但有時又這麼卑鄙
[00:00:53.000 --> 00:00:55.000]  但有時候卻那麼卑鄙
[00:00:55.000 --> 00:00:56.000]  這麼殘酷
[00:00:56.000 --> 00:00:58.000]  這麼殘酷,對吧?
[00:00:58.000 --> 00:00:59.000]  不用我再舉很多例子給你
[00:00:59.000 --> 00:01:00.000]  不用我舉很多例子
[00:01:00.000 --> 00:01:02.000]  這個一直都困惑我
[00:01:02.000 --> 00:01:04.000]  為什麼人會是這樣?
[00:01:04.000 --> 00:01:05.000]  這個問題一直在困惑著我
[00:01:05.000 --> 00:01:07.000]  為什麼人會是這樣?
[00:01:07.000 --> 00:01:12.000]  有時候,尤其是慢慢我人生再經驗多一點
[00:01:12.000 --> 00:01:15.000]  尤其是後來我人生再經驗豐富一點
[00:01:15.000 --> 00:01:17.000]  竟然可以在同一個人身上
[00:01:17.000 --> 00:01:19.000]  他又是天使,又可以是魔鬼
[00:01:19.000 --> 00:01:21.000]  竟然在同一個人身上
[00:01:21.000 --> 00:01:23.000]  他既是天使,又可以是魔鬼
[00:01:23.000 --> 00:01:27.000]  為什麼一個人一面,你覺得他令你很感動、好得不得了
[00:01:27.000 --> 00:01:31.000]  為什麼一個人他有一面令你非常的感動、好得不得了
[00:01:31.000 --> 00:01:34.000]  但偶爾在某一些情況下
[00:01:34.000 --> 00:01:35.000]  或者你聽到
[00:01:35.000 --> 00:01:37.000]  原來那個人是這樣的
[00:01:37.000 --> 00:01:38.000]  偶爾在……
[00:01:38.000 --> 00:01:39.000]  可以這麼差的
[00:01:39.000 --> 00:01:42.000]  偶爾在另一面有另外一面情況下你聽到的
[00:01:42.000 --> 00:01:45.000]  他可以是這樣子這麼差勁的
[00:01:45.000 --> 00:01:50.000]  哎呀,這位女士她好……
[00:01:50.000 --> 00:01:52.000]  她人很好
[00:01:52.000 --> 00:01:54.000]  哎呀,這位女士她對人很好的
[00:01:54.000 --> 00:01:56.000]  哎呀,好願意幫助人的
[00:01:56.000 --> 00:01:58.000]  她很願意幫助別人的
[00:01:58.000 --> 00:02:00.000]  每次都是好有耐性
[00:02:00.000 --> 00:02:01.000]  每次都很有耐心
[00:02:01.000 --> 00:02:02.000]  感動到不得了
[00:02:02.000 --> 00:02:03.000]  感動到不得了
[00:02:03.000 --> 00:02:05.000]  哎呀,直到有機會你跟她的媳婦講完
[00:02:05.000 --> 00:02:07.000]  她刻薄到她死的
[00:02:07.000 --> 00:02:09.000]  有機會,直到有機會你跟她的媳婦聊了
[00:02:09.000 --> 00:02:11.000]  原來她非常刻薄她的媳婦
[00:02:11.000 --> 00:02:13.000]  為什麼會這樣呢?
[00:02:13.000 --> 00:02:14.000]  為什麼會這樣呢?
[00:02:14.000 --> 00:02:15.000]  同一個人來的
[00:02:15.000 --> 00:02:16.000]  同一個人啊
[00:02:16.000 --> 00:02:19.000]  然後我再……人生再多一點的時候
[00:02:19.000 --> 00:02:21.000]  然後我的人生閱歷再多一點的時候
[00:02:21.000 --> 00:02:23.000]  我更加發現原來不是別人是這樣
[00:02:23.000 --> 00:02:24.000]  我自己也是這樣
[00:02:24.000 --> 00:02:26.000]  更是發現原來不是別人是這樣
[00:02:26.000 --> 00:02:28.000]  我自己也是這樣子
[00:02:28.000 --> 00:02:29.000]  自己也很複雜的原來
[00:02:29.000 --> 00:02:31.000]  自己也很複雜的
[00:02:31.000 --> 00:02:33.000]  剛剛才在某一個場合裏面
[00:02:33.000 --> 00:02:34.000]  人們不停讚我
[00:02:34.000 --> 00:02:37.000]  哎呀,溫博士你真好,你幫到我
[00:02:37.000 --> 00:02:38.000]  剛剛在某些場合下
[00:02:38.000 --> 00:02:39.000]  別人都盛讚我
[00:02:39.000 --> 00:02:41.000]  哎呀,溫博士你真是好,你能幫到我
[00:02:41.000 --> 00:02:43.000]  你犧牲你的時間
[00:02:43.000 --> 00:02:44.000]  你犧牲你的時間
[00:02:44.000 --> 00:02:46.000]  但轉頭都不夠幾個小時
[00:02:46.000 --> 00:02:48.000]  轉過來不夠幾個小時之後
[00:02:48.000 --> 00:02:50.000]  我發覺對著某些人的時候
[00:02:50.000 --> 00:02:52.000]  我發覺我對著某些人的時候
[00:02:52.000 --> 00:02:54.000]  我連走多步都不願意
[00:02:54.000 --> 00:02:56.000]  我連走多一步都不願意
[00:02:56.000 --> 00:02:58.000]  有時候是自己的親人
[00:02:58.000 --> 00:03:00.000]  有時候那些還是自己的親人
[00:03:00.000 --> 00:03:01.000]  為甚麼會這樣呢自己
[00:03:01.000 --> 00:03:03.000]  那為甚麼我自己會是這樣子呢
[00:03:03.000 --> 00:03:05.000]  天使
[00:03:05.000 --> 00:03:06.000]  魔鬼
[00:03:06.000 --> 00:03:07.000]  魔鬼
[00:03:07.000 --> 00:03:08.000]  好像一個合併體
[00:03:08.000 --> 00:03:09.000]  就像一個合併體
[00:03:09.000 --> 00:03:12.000]  這四十年我就是要問這個問題
