
[00:00:00.000 --> 00:00:02.000]  早晨各位弟兄姊妹
[00:00:02.000 --> 00:00:04.000]  我們基督徒
[00:00:04.000 --> 00:00:06.000]  我們教會
[00:00:06.000 --> 00:00:08.000]  是一個怎樣的群體呢
[00:00:08.000 --> 00:00:10.000]  我想我們比較容易說
[00:00:10.000 --> 00:00:12.000]  我們是一個有愛心
[00:00:12.000 --> 00:00:14.000]  是傳福音
[00:00:14.000 --> 00:00:16.000]  是敬拜神的群體
[00:00:16.000 --> 00:00:18.000]  但是如果問
[00:00:18.000 --> 00:00:20.000]  一個這樣的群體
[00:00:20.000 --> 00:00:22.000]  當在社會上
[00:00:22.000 --> 00:00:24.000]  我們有什麼群體呢
[00:00:24.000 --> 00:00:26.000]  我們是一個
[00:00:26.000 --> 00:00:28.000]  我們是一個
[00:00:28.000 --> 00:00:30.000]  在社會上
[00:00:30.000 --> 00:00:32.000]  見到有
[00:00:32.000 --> 00:00:34.000]  不公義的事情的時候
[00:00:34.000 --> 00:00:36.000]  這個群體
[00:00:36.000 --> 00:00:38.000]  又會是怎樣的呢
[00:00:38.000 --> 00:00:40.000]  我想我們
[00:00:40.000 --> 00:00:42.000]  比較容易做的都是說
[00:00:42.000 --> 00:00:44.000]  我們就是為
[00:00:44.000 --> 00:00:46.000]  這個不公義的社會
[00:00:46.000 --> 00:00:48.000]  來繼續的
[00:00:48.000 --> 00:00:50.000]  求神使他
[00:00:50.000 --> 00:00:52.000]  變成更加公義
[00:00:52.000 --> 00:00:56.000]  其實這樣的態度
[00:00:56.000 --> 00:00:58.000]  久而久之
[00:00:58.000 --> 00:01:00.000]  會變成怎樣的呢
[00:01:00.000 --> 00:01:02.000]  你有沒有想過
[00:01:02.000 --> 00:01:04.000]  就是每逢見到有事的時候
[00:01:04.000 --> 00:01:06.000]  有不公義的時候
[00:01:06.000 --> 00:01:10.000]  我們都是說
[00:01:10.000 --> 00:01:12.000]  我們都是回來聚會祈禱就行了
[00:01:12.000 --> 00:01:14.000]  我今天想和大家
[00:01:14.000 --> 00:01:16.000]  探討的就是
[00:01:16.000 --> 00:01:18.000]  到底這種態度
[00:01:18.000 --> 00:01:20.000]  這種生活方式
[00:01:20.000 --> 00:01:22.000]  是不是其實
[00:01:22.000 --> 00:01:24.000]  背棄著我們的生命的本質
[00:01:24.000 --> 00:01:26.000]  其實
[00:01:26.000 --> 00:01:28.000]  是不是對我們的主
[00:01:28.000 --> 00:01:30.000]  是有一種的
[00:01:30.000 --> 00:01:32.000]  不敬
[00:01:32.000 --> 00:01:34.000]  剛才主席也分享了一個
[00:01:34.000 --> 00:01:36.000]  很重要的經文就是
[00:01:36.000 --> 00:01:38.000]  公平公正是你寶座的根基
[00:01:38.000 --> 00:01:40.000]  而我們都知道
[00:01:40.000 --> 00:01:42.000]  曾彥有說話說
[00:01:42.000 --> 00:01:44.000]  這個國家的根基
[00:01:44.000 --> 00:01:46.000]  是要建立在公義上面
[00:01:46.000 --> 00:01:48.000]  而當社會是充滿著
[00:01:48.000 --> 00:01:50.000]  腐敗充滿著
[00:01:50.000 --> 00:01:52.000]  壓榨
[00:01:52.000 --> 00:01:54.000]  這樣的情況
[00:01:54.000 --> 00:01:56.000]  教會其實可以怎樣做
[00:01:56.000 --> 00:01:58.000]  除了祈禱
[00:01:58.000 --> 00:02:00.000]  那你說你是不是想
[00:02:00.000 --> 00:02:02.000]  煽動我們
[00:02:02.000 --> 00:02:04.000]  出去有所行動呢
[00:02:04.000 --> 00:02:06.000]  我也不敢
[00:02:06.000 --> 00:02:08.000]  因為要面對著社會上
[00:02:08.000 --> 00:02:10.000]  一些不公平
[00:02:10.000 --> 00:02:12.000]  不公義的課題的時候
[00:02:12.000 --> 00:02:14.000]  其實一點都不容易掌握的
[00:02:14.000 --> 00:02:18.000]  我們又不是全知全能
[00:02:18.000 --> 00:02:20.000]  我們自己也不是完全的正義
[00:02:20.000 --> 00:02:22.000]  不過我希望藉著今天的訊息
[00:02:22.000 --> 00:02:24.000]  至少打破
[00:02:24.000 --> 00:02:26.000]  我們有一種的
[00:02:26.000 --> 00:02:28.000]  習慣性的思維
