
[00:00:00.000 --> 00:00:04.800]  也恭祝所有弟兄
[00:00:04.800 --> 00:00:07.200]  希望你做個男人
[00:00:07.200 --> 00:00:09.680]  做得開開心心地做男人
[00:00:09.680 --> 00:00:12.160]  特別是在這個混亂的世代
[00:00:12.160 --> 00:00:14.000]  你可以覺得自己是一個男人
[00:00:14.000 --> 00:00:15.400]  以此自傲的
[00:00:15.400 --> 00:00:18.200]  希望你每一個弟兄都可以是這樣
[00:00:18.200 --> 00:00:20.600]  今天這個題目叫做「大丈夫」
[00:00:20.600 --> 00:00:24.280]  首先跟姐妹們道歉
[00:00:24.280 --> 00:00:28.000]  大丈夫男人有時候在教會被忽略
[00:00:28.000 --> 00:00:31.200]  其實男人就像剛才弟兄所說
[00:00:31.200 --> 00:00:33.600]  通常都是被忽略的
[00:00:33.600 --> 00:00:36.320]  講母愛的歌
[00:00:36.320 --> 00:00:38.240]  或者文章就很多
[00:00:38.240 --> 00:00:40.120]  講父愛的文章
[00:00:40.120 --> 00:00:42.840]  來來去去都是一篇背影
[00:00:42.840 --> 00:00:46.280]  你儘管找找詩歌本
[00:00:46.280 --> 00:00:51.240]  我想你找不到一首歌是講地上的爸爸
[00:00:51.240 --> 00:00:53.800]  所以我們今天唱的歌全部都是講天父
[00:00:53.800 --> 00:00:56.200]  你找不到一首地上爸爸的歌
[00:00:56.200 --> 00:01:00.880]  所以今天要扭轉歧視男性
[00:01:00.880 --> 00:01:03.280]  所以今天要專心
[00:01:03.280 --> 00:01:06.400]  這邊是專門為弟兄講的
[00:01:06.400 --> 00:01:10.960]  也是特別集中講作為一個丈夫
[00:01:10.960 --> 00:01:13.160]  和作為一個爸爸的角色
[00:01:13.160 --> 00:01:16.040]  所以姐妹們請你們包容一下
[00:01:16.040 --> 00:01:18.920]  也可以為身邊的男人禱告
[00:01:18.920 --> 00:01:20.560]  生命中的男人禱告
[00:01:20.560 --> 00:01:24.360]  不過不要拿來批評你身邊的男人
[00:01:24.360 --> 00:01:26.440]  是為他們禱告
[00:01:26.440 --> 00:01:27.840]  我們開始的時候
[00:01:27.840 --> 00:01:29.840]  我們先做一個禱告好嗎?
[00:01:29.840 --> 00:01:33.800]  我們為當中每一個你的兒子
[00:01:33.800 --> 00:01:36.520]  每一位的弟兄獻上禱告
[00:01:36.520 --> 00:01:40.160]  你做我們每一個弟兄有獨特的性格
[00:01:40.160 --> 00:01:43.920]  但是在我們的家裏都有我們的角色
[00:01:43.920 --> 00:01:45.760]  無論我們是一個兒子
[00:01:45.760 --> 00:01:47.760]  無論我們是一個丈夫
[00:01:47.760 --> 00:01:50.560]  或者是一個爸爸
[00:01:50.560 --> 00:01:52.320]  甚至是一個叔叔
[00:01:52.320 --> 00:01:54.320]  都有我們的角色
[00:01:54.320 --> 00:01:57.840]  求你幫助讓我們珍惜我們的角色
[00:01:57.840 --> 00:01:59.600]  讓我們能夠做得好
[00:01:59.600 --> 00:02:02.240]  讓我們能夠成為別人的祝福
[00:02:02.240 --> 00:02:04.240]  今天一段聽道的時間
[00:02:04.240 --> 00:02:07.600]  求你去祝福、教導我們
[00:02:07.600 --> 00:02:10.600]  禱告奉耶穌基督命
[00:02:10.600 --> 00:02:15.920]  我不知道在座的弟兄有沒有想過
[00:02:15.920 --> 00:02:16.920]  問這個問題
[00:02:16.920 --> 00:02:20.280]  問世間何謂男人呢?
[00:02:20.280 --> 00:02:22.200]  你和我做男人
[00:02:22.200 --> 00:02:23.400]  都不是選擇
[00:02:23.400 --> 00:02:26.040]  雖然現在的人開始性別都要選擇
[00:02:26.040 --> 00:02:30.520]  不過我想我們在座中都是所謂老一輩
[00:02:30.520 --> 00:02:32.760]  總之都不是選擇回來的
[00:02:32.760 --> 00:02:36.200]  我們出生就是男人就是男人
[00:02:36.200 --> 00:02:38.120]  不知道你什麼時候開始
[00:02:38.120 --> 00:02:41.880]  有沒有在成長的過程中問過這個問題
[00:02:41.880 --> 00:02:43.640]  為什麼要做男人呢?
[00:02:43.640 --> 00:02:47.400]  為什麼上天做我是一個男人呢?
[00:02:47.400 --> 00:02:50.280]  到底我夠不夠男子氣概呢?
[00:02:50.280 --> 00:02:51.720]  我這個男人
[00:02:51.720 --> 00:02:56.120]  我中學的時候都很懷疑自己
[00:02:56.120 --> 00:02:57.640]  到底我夠不夠男子氣概呢?
[00:02:57.640 --> 00:02:58.840]  因為通常你知道
[00:02:58.840 --> 00:03:02.920]  人們說男人就是整個大隻佬
[00:03:02.920 --> 00:03:07.640]  我成長的階段李小龍就很男子氣概
[00:03:07.640 --> 00:03:12.200]  我中學的時候照鏡照來照去都覺得
[00:03:12.200 --> 00:03:14.200]  如果打架我都死定了
[00:03:14.200 --> 00:03:17.160]  所以不是很男子氣概的人
[00:03:17.160 --> 00:03:19.400]  為什麼我是男人呢?
[00:03:19.400 --> 00:03:22.600]  如果再想多兩個月就發覺
[00:03:22.600 --> 00:03:25.480]  我是不是有些懶型呢?
[00:03:25.480 --> 00:03:26.600]  為什麼會這樣說呢?
[00:03:26.600 --> 00:03:28.920]  因為我發覺很多男孩子
[00:03:28.920 --> 00:03:31.480]  中學年代的男孩子很喜歡看肉
[00:03:31.480 --> 00:03:33.960]  中學一小息打欄杆
[00:03:33.960 --> 00:03:35.640]  我讀男校的
[00:03:35.640 --> 00:03:39.800]  男孩子馬上衝到乒乓球桌
[00:03:39.800 --> 00:03:41.640]  馬上打乒乓球
[00:03:41.640 --> 00:03:44.600]  乒乓球桌上見英雄
[00:03:44.600 --> 00:03:46.920]  我中一的時候就沒有做這些事
[00:03:46.920 --> 00:03:48.680]  人家衝我又不衝
[00:03:48.680 --> 00:03:49.720]  太瀟灑了
[00:03:49.720 --> 00:03:50.760]  中一不做
[00:03:50.760 --> 00:03:52.360]  中二以後都不敢做了
