
[00:00:00.000 --> 00:00:02.000]  早晨 聽者會平安
[00:00:02.000 --> 00:00:05.320]  不好意思 我來到車站的時候
[00:00:05.320 --> 00:00:06.840]  以為還有6分鐘
[00:00:06.840 --> 00:00:08.840]  但是腳在刺刺的
[00:00:08.840 --> 00:00:11.340]  原來要十幾分鐘才刺到你
[00:00:11.340 --> 00:00:13.840]  不過我都不只是會刺腳的
[00:00:13.840 --> 00:00:18.440]  我是2023年沙田體育節大獎
[00:00:18.440 --> 00:00:21.240]  100米的冠軍
[00:00:21.240 --> 00:00:24.740]  因為那個冠軍倒下了
[00:00:24.740 --> 00:00:26.840]  我扶起他一直是
[00:00:26.840 --> 00:00:30.040]  一起跑回去
[00:00:30.040 --> 00:00:33.040]  多謝主又可以再次來跟大家分享
[00:00:33.040 --> 00:00:36.040]  這個復活主日之後的
[00:00:36.040 --> 00:00:39.040]  復活主日之後的第一個主日
[00:00:39.040 --> 00:00:41.040]  跟大家繼續來到思想
[00:00:41.040 --> 00:00:45.040]  這個人世間最奇妙的事
[00:00:45.040 --> 00:00:47.040]  就是有復活
[00:00:47.040 --> 00:00:49.040]  不是別的復活
[00:00:49.040 --> 00:00:51.040]  不是拉薩路的復活
[00:00:51.040 --> 00:00:53.040]  不是任何人本來是死了
[00:00:53.040 --> 00:00:55.040]  後來又好返
[00:00:55.040 --> 00:00:57.040]  但是大家要記得
[00:00:57.040 --> 00:00:59.040]  請大家記得
[00:00:59.040 --> 00:01:03.040]  主耶穌的復活是超級神奇的
[00:01:03.040 --> 00:01:05.040]  不要聽慣了之後
[00:01:05.040 --> 00:01:09.040]  失去那種詫異驚奇的感覺
[00:01:09.040 --> 00:01:14.040]  主耶穌教我們要回轉像小孩子的樣式
[00:01:14.040 --> 00:01:17.040]  我家裡有個小孩子快五歲
[00:01:17.040 --> 00:01:19.040]  我看著他從零歲開始
[00:01:19.040 --> 00:01:21.040]  一直這樣成長
[00:01:21.040 --> 00:01:23.040]  我發覺他們時常都充滿
[00:01:23.040 --> 00:01:25.040]  這個好奇
[00:01:25.040 --> 00:01:27.040]  其中一個好奇就是
[00:01:27.040 --> 00:01:29.040]  你無論跟他說什麼
[00:01:29.040 --> 00:01:31.040]  他就說跟著怎樣
[00:01:31.040 --> 00:01:33.040]  跟著就說為什麼
[00:01:33.040 --> 00:01:35.040]  為什麼完為什麼
[00:01:35.040 --> 00:01:37.040]  就是繼續都是為什麼
[00:01:37.040 --> 00:01:39.040]  你好像沒有什麼這樣的認識
[00:01:39.040 --> 00:01:41.040]  還是你們都已經麻木了
[00:01:41.040 --> 00:01:43.040]  不要緊
[00:01:43.040 --> 00:01:45.040]  我對於他一直問為什麼
[00:01:45.040 --> 00:01:47.040]  有時真的問到生氣
[00:01:47.040 --> 00:01:49.040]  還有什麼為什麼
[00:01:49.040 --> 00:01:51.040]  不過他們一直腦部的發展
[00:01:51.040 --> 00:01:55.040]  他們就是需要繼續的求知求知
[00:01:55.040 --> 00:01:57.040]  但願我們今天在主的面前
[00:01:57.040 --> 00:01:59.040]  都有這種
[00:01:59.040 --> 00:02:01.040]  聽慣了的知道的
[00:02:01.040 --> 00:02:03.040]  主耶穌的復活
[00:02:03.040 --> 00:02:05.040]  是神奇到
[00:02:05.040 --> 00:02:08.040]  無法想像的
[00:02:08.040 --> 00:02:11.040]  無論你有多高的智慧
[00:02:11.040 --> 00:02:13.040]  你都要繼續思想
[00:02:13.040 --> 00:02:15.040]  去認識的
[00:02:15.040 --> 00:02:17.040]  不同一般人
[00:02:17.040 --> 00:02:19.040]  復活一定不是翻生
[00:02:19.040 --> 00:02:21.040]  有時我們不小心的
[00:02:21.040 --> 00:02:24.040]  被主耶穌叫他復活
[00:02:24.040 --> 00:02:26.040]  包括拉薩路
[00:02:26.040 --> 00:02:28.040]  其實都有點辛苦的
[00:02:28.040 --> 00:02:30.040]  因為他死過一次
[00:02:30.040 --> 00:02:32.040]  第二次又再死過
[00:02:32.040 --> 00:02:34.040]  然後等我們第二次
[00:02:34.040 --> 00:02:37.040]  最後最後才再復活
[00:02:37.040 --> 00:02:40.040]  主的復活是轟天動地
[00:02:40.040 --> 00:02:42.040]  是扭轉宇宙
[00:02:42.040 --> 00:02:44.040]  扭轉人類歷史的
[00:02:44.040 --> 00:02:48.040]  也是扭轉我們個人生命的
[00:02:48.040 --> 00:02:51.040]  剛才在唱詩歌
[00:02:51.040 --> 00:02:53.040]  說到我年老了
[00:02:53.040 --> 00:02:57.040]  主的恩典都繼續在這裡
[00:02:57.040 --> 00:03:00.040]  是不是有這樣的阿們
[00:03:00.040 --> 00:03:02.040]  這樣的認同?有沒有?
[00:03:02.040 --> 00:03:06.040]  我是第三第四代的基督徒
[00:03:06.040 --> 00:03:09.040]  即是還沒出生已經蒙恩
[00:03:09.040 --> 00:03:11.040]  不過我長大的時候
[00:03:11.040 --> 00:03:16.040]  就轉過頭來離開主很久
[00:03:16.040 --> 00:03:18.040]  但是22歲那年
[00:03:18.040 --> 00:03:20.040]  我回頭
[00:03:20.040 --> 00:03:22.040]  到現在已經是
[00:03:22.040 --> 00:03:25.040]  嘩!多久了?你猜?
[00:03:25.040 --> 00:03:27.040]  由22歲到現在
[00:03:27.040 --> 00:03:31.040]  多久了?你心中默默猜就好了
[00:03:31.040 --> 00:03:33.040]  但是我就知道
[00:03:33.040 --> 00:03:36.040]  真是主的信實是沒有變的
[00:03:36.040 --> 00:03:37.040]  年紀越大
[00:03:37.040 --> 00:03:38.040]  我祝福你
[00:03:38.040 --> 00:03:40.040]  也希望你真的說
[00:03:40.040 --> 00:03:42.040]  恩典越多
[00:03:42.040 --> 00:03:44.040]  我們過犯顯多
[00:03:44.040 --> 00:03:46.040]  我們失敗顯多
[00:03:46.040 --> 00:03:48.040]  我們經歷的困難多
[00:03:48.040 --> 00:03:51.040]  但是總不及主的恩典多
[00:03:51.040 --> 00:03:53.040]  阿們
[00:03:53.040 --> 00:03:55.040]  主的恩典憐憫
[00:03:55.040 --> 00:03:57.040]  仍然是我們的依靠
[00:03:57.040 --> 00:03:58.040]  是我們的盼望
[00:03:58.040 --> 00:04:00.040]  主復活了
[00:04:00.040 --> 00:04:02.040]  剛才姐妹幫我們讀的經文
[00:04:02.040 --> 00:04:05.040]  我發覺她很難得
[00:04:05.040 --> 00:04:08.040]  她真的預備好來讀這段奇妙的經文
[00:04:08.040 --> 00:04:10.040]  口罩和衣服是一式的
[00:04:10.040 --> 00:04:12.040]  怎麼會配得這麼好
[00:04:12.040 --> 00:04:18.040]  這個恩典有心思讀出這段經文
[00:04:18.040 --> 00:04:20.040]  但是你覺不覺得這段經文
[00:04:20.040 --> 00:04:22.040]  是真的很奇妙的
[00:04:22.040 --> 00:04:24.040]  有多少人知道這段經文
[00:04:24.040 --> 00:04:26.040]  奇妙在哪裡
[00:04:26.040 --> 00:04:30.040]  C篇有很多篇你都很喜歡
[00:04:30.040 --> 00:04:32.040]  包括103
[00:04:32.040 --> 00:04:34.040]  包括23
[00:04:34.040 --> 00:04:36.040]  還有享山舉目
[00:04:36.040 --> 00:04:38.040]  107,117
[00:04:38.040 --> 00:04:43.040]  還有119神的話語
[00:04:43.040 --> 00:04:45.040]  但這篇C篇16篇
[00:04:45.040 --> 00:04:50.040]  其實是中C篇裡的其中之奇
[00:04:50.040 --> 00:04:52.040]  奇在哪裡
[00:04:52.040 --> 00:04:54.040]  有人可以告訴我嗎
[00:04:54.040 --> 00:04:57.040]  你知不知道這篇C篇16篇
[00:04:57.040 --> 00:05:00.040]  在誰的口裡再出現過
[00:05:00.040 --> 00:05:02.040]  在哪裡再說過
[00:05:02.040 --> 00:05:08.040]  就是在主耶穌復活之後
[00:05:08.040 --> 00:05:11.040]  主耶穌復活之後
[00:05:11.040 --> 00:05:14.040]  有40天
[00:05:14.040 --> 00:05:18.040]  向他的使徒們顯現
[00:05:18.040 --> 00:05:24.040]  用很多證據給他的使徒
[00:05:24.040 --> 00:05:26.040]  給他的門徒
[00:05:26.040 --> 00:05:29.040]  來經歷這位復活的主
[00:05:29.040 --> 00:05:31.040]  給他們十足十的證據
[00:05:31.040 --> 00:05:33.040]  親愛的弟兄姊妹
[00:05:33.040 --> 00:05:35.040]  我們講證據的
[00:05:35.040 --> 00:05:38.040]  我們的信仰講事實的
[00:05:38.040 --> 00:05:41.040]  我們的信仰講歷史的
[00:05:41.040 --> 00:05:47.040]  我們的信仰並不是單單講一個神秘的
[00:05:47.040 --> 00:05:49.040]  靈性的存在
[00:05:49.040 --> 00:05:52.040]  一個靈性的人物
[00:05:52.040 --> 00:05:56.040]  我們的信仰也不是一套的規條
[00:05:56.040 --> 00:05:58.040]  限制著你守哪一條
[00:05:58.040 --> 00:05:59.040]  不守哪一條
[00:05:59.040 --> 00:06:01.040]  做哪一條不做哪一條
[00:06:01.040 --> 00:06:08.040]  雖然天父有給我們很好的道德智慧的教訓
[00:06:08.040 --> 00:06:10.040]  但是我們的信仰
[00:06:10.040 --> 00:06:14.040]  是人世間的一套的哲理
[00:06:14.040 --> 00:06:16.040]  你喜歡選擇這套哲理
[00:06:16.040 --> 00:06:17.040]  你就跟著它吧
[00:06:17.040 --> 00:06:18.040]  無所謂啦
[00:06:18.040 --> 00:06:21.040]  總之都是有智慧有好東西的
[00:06:21.040 --> 00:06:23.040]  我們的信仰是什麼呢
[00:06:23.040 --> 00:06:26.040]  是整個宇宙整個世界
[00:06:26.040 --> 00:06:28.040]  在人類歷史裡面
[00:06:28.040 --> 00:06:31.040]  沒有第二個是獨一無二的
[00:06:31.040 --> 00:06:33.040]  就是歷史事實
[00:06:33.040 --> 00:06:35.040]  歷史事實
[00:06:35.040 --> 00:06:37.040]  真人真事
[00:06:37.040 --> 00:06:41.040]  如果耶穌不是真實的
[00:06:41.040 --> 00:06:44.040]  在人類的歷史時空裡面
[00:06:44.040 --> 00:06:45.040]  來復活
[00:06:45.040 --> 00:06:48.040]  來這樣跟祂的門徒
[00:06:48.040 --> 00:06:54.040]  來給他們有十足十永不動搖的見證
[00:06:54.040 --> 00:06:58.040]  我們所信的其實是沒用的
[00:06:58.040 --> 00:06:59.040]  我們馬上散會
[00:06:59.040 --> 00:07:00.040]  回家睡覺
[00:07:00.040 --> 00:07:02.040]  去拿消費券
[00:07:02.040 --> 00:07:04.040]  沒有其他意思的了
[00:07:04.040 --> 00:07:07.040]  但是耶穌已經復活了
[00:07:07.040 --> 00:07:09.040]  主耶穌受害之後
[00:07:09.040 --> 00:07:12.040]  用許多的憑據
[00:07:12.040 --> 00:07:17.040]  將自己活活的顯給仕途漢
[00:07:17.040 --> 00:07:19.040]  用我們廣東話來說
[00:07:19.040 --> 00:07:21.040]  就是生蚯蚓這樣
[00:07:21.040 --> 00:07:24.040]  來跟仕途來往
[00:07:24.040 --> 00:07:27.040]  你都記得主耶穌有吃BBQ Fish
[00:07:27.040 --> 00:07:32.040]  在加里尼海邊
