
[00:00:00.000 --> 00:00:08.320]  我们先做个祈祷预备我们的心
[00:00:08.320 --> 00:00:09.880]  新来主当我们在您面前
[00:00:09.880 --> 00:00:11.920]  我们要聆听您的话语的时候
[00:00:11.920 --> 00:00:16.320]  我们真的求尊您给我们一个很安静
[00:00:16.320 --> 00:00:19.200]  安静的里面是一种
[00:00:19.200 --> 00:00:21.120]  好像心如止水
[00:00:21.120 --> 00:00:23.920]  待神联耳的一种心态
[00:00:23.920 --> 00:00:26.720]  因为我们很想明白神你的心意
[00:00:26.720 --> 00:00:31.480]  我们希望看到神给我们的心意是怎样
[00:00:31.480 --> 00:00:35.320]  所以求祢给我们在您面前有一种愿意去明白
[00:00:35.320 --> 00:00:39.480]  去探讨这种心态来到您面前
[00:00:39.480 --> 00:00:40.920]  打开您的话语
[00:00:40.920 --> 00:00:42.800]  帮助我们去看
[00:00:42.800 --> 00:00:44.360]  帮助我们去听
[00:00:44.360 --> 00:00:46.160]  帮助我们去行出来
[00:00:46.160 --> 00:00:48.640]  带领我们看您话语的时间
[00:00:48.640 --> 00:00:52.040]  帮助众人专心聆听您自己的话语
[00:00:52.040 --> 00:00:53.480]  奉耶稣的名祈祷
[00:00:53.480 --> 00:00:55.120]  阿们
[00:00:55.120 --> 00:00:58.360]  人本身就常理来说
[00:00:58.360 --> 00:01:00.120]  常性来说
[00:01:00.120 --> 00:01:02.760]  都是喜欢舒服的
[00:01:02.760 --> 00:01:08.680]  所以有这么舒服的凳子就不会坐板凳
[00:01:08.680 --> 00:01:15.080]  有舒服的枕头就不会用一些没有这么舒服的枕头
[00:01:15.080 --> 00:01:16.480]  这个是常理
[00:01:16.480 --> 00:01:18.240]  人喜欢舒服
[00:01:18.240 --> 00:01:19.880]  我也喜欢舒服
[00:01:19.880 --> 00:01:21.240]  有时真是
[00:01:21.240 --> 00:01:24.360]  舒服是很享受的一件事
[00:01:24.360 --> 00:01:30.320]  另一件事就是人很喜欢有一种安全感
[00:01:30.320 --> 00:01:33.320]  我也是很喜欢安全感的人
[00:01:33.320 --> 00:01:35.240]  所以有些事我都不敢拼
[00:01:35.240 --> 00:01:36.640]  不是没胆
[00:01:36.640 --> 00:01:38.120]  是不需要
[00:01:38.120 --> 00:01:40.160]  最好不要去冒险
[00:01:40.160 --> 00:01:43.600]  安全感和舒服都是人之常理
[00:01:43.600 --> 00:01:45.000]  人之常情
[00:01:45.000 --> 00:01:46.880]  人想有安全感
[00:01:46.880 --> 00:01:48.680]  人想舒服
[00:01:48.680 --> 00:01:50.040]  没什么错
[00:01:50.040 --> 00:01:52.760]  但是人不要为了安全感
[00:01:52.760 --> 00:01:56.480]  而放弃了人应该有的使命感
[00:01:56.480 --> 00:01:58.760]  也不要为了要舒服
[00:01:58.760 --> 00:02:02.760]  而放弃了信徒应该有的顺服
[00:02:02.760 --> 00:02:06.200]  你知顺服神其实真的不是很舒服的
[00:02:06.200 --> 00:02:07.240]  你要明白
[00:02:07.240 --> 00:02:08.760]  承担使命
[00:02:08.760 --> 00:02:11.560]  有时也需要真的冒险
[00:02:11.560 --> 00:02:15.280]  也需要试一下自己没有试过的事情
[00:02:15.280 --> 00:02:17.880]  神喜欢我们顺服
[00:02:17.880 --> 00:02:19.640]  喜欢我们承担
[00:02:19.640 --> 00:02:21.520]  这是神的心意
[00:02:21.520 --> 00:02:25.000]  神希望我们能够负代价
[00:02:25.000 --> 00:02:27.480]  去为祂承担使命
[00:02:27.480 --> 00:02:30.000]  我发现基督徒很多时候
[00:02:30.000 --> 00:02:31.520]  有句话怎么说呢
[00:02:31.520 --> 00:02:33.320]  我们很想有进步
[00:02:33.320 --> 00:02:35.160]  但是不想有改变
[00:02:35.160 --> 00:02:36.920]  有没有听过
[00:02:36.920 --> 00:02:38.160]  我经常有时问医生
[00:02:38.160 --> 00:02:39.360]  他说你想不想好点
[00:02:39.360 --> 00:02:40.280]  我说想
[00:02:40.280 --> 00:02:41.520]  他说要做这些做那些
[00:02:41.520 --> 00:02:42.600]  我说不做行不行
[00:02:42.600 --> 00:02:43.000]  行
[00:02:43.000 --> 00:02:43.520]  当然行
[00:02:43.520 --> 00:02:45.040]  你没改变
[00:02:45.040 --> 00:02:46.280]  没说不行
[00:02:46.280 --> 00:02:48.320]  人常常想有改进
[00:02:48.320 --> 00:02:50.200]  但是不想有改变
[00:02:50.200 --> 00:02:52.200]  其实这些有点自欺欺人
[00:02:52.200 --> 00:02:53.720]  我最近刚刚去了中国
[00:02:53.720 --> 00:02:55.520]  又经过香港
[00:02:55.520 --> 00:02:56.960]  我经过香港
[00:02:56.960 --> 00:02:58.360]  我想大家很多人是香港来的
[00:02:58.360 --> 00:03:01.160]  香港有个地铁站叫中环站
[00:03:01.160 --> 00:03:02.720]  中环站很大
[00:03:02.720 --> 00:03:05.520]  而且中环站的广告牌很多
[00:03:05.520 --> 00:03:06.520]  我这次去
[00:03:06.520 --> 00:03:07.680]  令我印象很深
[00:03:07.680 --> 00:03:09.760]  因为我去过几次中环站
[00:03:09.760 --> 00:03:11.600]  有14个广告牌
[00:03:11.600 --> 00:03:14.080]  卖同一个广告
[00:03:14.080 --> 00:03:15.560]  我想他真的花了很多钱
[00:03:15.560 --> 00:03:16.680]  这个广告卖什么呢
[00:03:16.680 --> 00:03:17.360]  很简单
[00:03:17.360 --> 00:03:19.400]  头三个字吸引了我
[00:03:19.400 --> 00:03:21.000]  叫做微纪律
[00:03:21.000 --> 00:03:23.200]  微纪律
[00:03:23.200 --> 00:03:25.360]  意思是很小的纪律
[00:03:25.360 --> 00:03:27.520]  不是很辛苦
[00:03:27.520 --> 00:03:29.440]  下面有个结果
[00:03:29.440 --> 00:03:30.280]  结果是什么呢
[00:03:30.280 --> 00:03:32.200]  可以有迷人腰
[00:03:32.200 --> 00:03:35.920]  然后过去旁边的牌写什么呢
[00:03:35.920 --> 00:03:37.160]  微纪律
[00:03:37.160 --> 00:03:39.960]  就减脂灭肓
[00:03:39.960 --> 00:03:41.520]  你知道是什么吧
[00:03:41.520 --> 00:03:44.280]  减卡灭脂
[00:03:44.280 --> 00:03:46.800]  然后再走到旁边的牌写什么呢
[00:03:46.800 --> 00:03:48.000]  微纪律
[00:03:48.000 --> 00:03:50.000]  大肢解
[00:03:50.000 --> 00:03:52.000]  就是脂肪的肢解
[00:03:52.000 --> 00:03:53.880]  我一直看
[00:03:53.880 --> 00:03:54.880]  我搞了三次
[00:03:54.880 --> 00:03:57.360]  哪里有这么有利的东西呢
[00:03:57.360 --> 00:03:58.800]  人就是喜欢这些东西
[00:03:58.800 --> 00:03:59.320]  是不是?
[00:03:59.320 --> 00:04:00.920]  不用获得功夫
[00:04:00.920 --> 00:04:02.200]  你很成功的
[00:04:02.200 --> 00:04:04.560]  有时候有信徒想生命成长
[00:04:04.560 --> 00:04:05.720]  他想侍奉神
[00:04:05.720 --> 00:04:08.120]  有时候很想不要这么辛苦
[00:04:08.120 --> 00:04:10.280]  不需要付这么多代价
[00:04:10.280 --> 00:04:12.240]  可以有最大的回报
[00:04:12.240 --> 00:04:13.240]  这个叫什么呢
[00:04:13.240 --> 00:04:14.640]  这个叫做发白日梦
[00:04:14.640 --> 00:04:16.640]  这个叫做贪心
[00:04:16.640 --> 00:04:17.760]  很多人喜欢这样
[00:04:17.760 --> 00:04:19.040]  小小贡献
[00:04:19.040 --> 00:04:20.440]  大大回报
[00:04:20.440 --> 00:04:22.240]  这个也是人之常情
[00:04:22.240 --> 00:04:23.840]  但是肃灵的事
[00:04:23.840 --> 00:04:25.120]  就不可以这样
[00:04:25.120 --> 00:04:27.200]  今天我们看这段经文
[00:04:27.200 --> 00:04:28.720]  讲了一个现象
[00:04:28.720 --> 00:04:30.880]  讲了一个使命
[00:04:30.880 --> 00:04:32.480]  讲了一个突破
[00:04:32.480 --> 00:04:34.800]  其实上一次
[00:04:34.800 --> 00:04:36.520]  岑木斯讲了一篇道
[00:04:36.520 --> 00:04:39.520]  就是讲从扫罗到保罗的改变
[00:04:39.520 --> 00:04:40.840]  不知道你记不记得
[00:04:40.840 --> 00:04:42.000]  刚刚上个星期而已
[00:04:42.000 --> 00:04:43.280]  不用想这么远
[00:04:43.280 --> 00:04:44.600]  刚刚上个星期而已
[00:04:44.600 --> 00:04:47.000]  我今天早上听了这篇道
[00:04:47.320 --> 00:04:49.320]  讲了很多保罗的背景
[00:04:49.320 --> 00:04:50.360]  大扫人
[00:04:50.360 --> 00:04:51.600]  在大扫长大
[00:04:51.600 --> 00:04:52.920]  讲了很多很多
[00:04:52.920 --> 00:04:54.000]  他的背景
[00:04:54.000 --> 00:04:56.480]  其实里面你看回扫罗到保罗的改变
[00:04:56.480 --> 00:04:57.520]  那段经文里面
[00:04:57.520 --> 00:04:59.160]  有三样东西是他的特点
[00:04:59.160 --> 00:04:59.800]  第一
[00:04:59.800 --> 00:05:01.520]  里面有异象的出现
[00:05:01.520 --> 00:05:03.960]  里面有生命的突破
[00:05:03.960 --> 00:05:05.760]  里面有使命的承担
