
[00:00:00.000 --> 00:00:04.800]  羅馬書第二講
[00:00:04.800 --> 00:00:07.800]  羅馬書一章一至七節
[00:00:07.800 --> 00:00:13.520]  我給今天的訊息有個很有趣的題目
[00:00:13.520 --> 00:00:17.120]  七節經文濃縮羅馬書
[00:00:17.120 --> 00:00:21.680]  讀聖經很重要的是要識得分段
[00:00:21.680 --> 00:00:25.680]  為何一至七節成為一個段落
[00:00:25.680 --> 00:00:29.840]  大家看看羅馬書第一章七節尾怎樣說
[00:00:29.840 --> 00:00:34.240]  願因為平安從我們的父神
[00:00:34.240 --> 00:00:37.840]  並主耶穌基督歸於你們
[00:00:37.840 --> 00:00:42.640]  突然間保羅有個小型的祝福在第七節
[00:00:42.640 --> 00:00:47.440]  所以很明顯一至七節是同一個單位
[00:00:47.440 --> 00:00:51.920]  是在說甚麼?是整部羅馬書的縮寫
[00:00:51.920 --> 00:00:58.240]  我以前也寫過很多科學文章、論文
[00:00:58.240 --> 00:01:04.400]  寫完這些論文後在書前要加一個abstract
[00:01:04.400 --> 00:01:08.160]  加一個摘要或是撮要
[00:01:08.160 --> 00:01:12.080]  大概是200至250個字
[00:01:12.080 --> 00:01:17.440]  你就是告訴別人你論文裏面是說甚麼
[00:01:17.440 --> 00:01:20.720]  你寫得好的話有人會看
[00:01:20.720 --> 00:01:24.880]  你寫得不好的話在雜誌裏面那麼多文章
[00:01:24.880 --> 00:01:27.120]  別人怎知道看哪一篇
[00:01:27.120 --> 00:01:31.920]  看了abstract後他們就決定讀不讀你這篇文章
[00:01:31.920 --> 00:01:39.520]  保羅在羅馬書一章一至七節有個小型的abstract
[00:01:39.520 --> 00:01:43.360]  可以說是整部羅馬書的精華
[00:01:43.360 --> 00:01:45.920]  亦是非常簡潔
[00:01:45.920 --> 00:01:49.520]  其實在聖經裏面有很多類似的經文
[00:01:49.520 --> 00:01:52.720]  我們熟悉的十誡就是其中一樣
[00:01:52.720 --> 00:01:58.240]  297個英文字母的十誡
[00:01:58.240 --> 00:02:02.960]  是將全部舊約道德的律法說出來
[00:02:02.960 --> 00:02:07.600]  而耶穌基督將它更加濃縮到兩節的經文
[00:02:07.600 --> 00:02:08.640]  是甚麼?
[00:02:08.640 --> 00:02:12.880]  要盡心盡性盡義愛主你的神
[00:02:12.880 --> 00:02:15.200]  其次就是愛人若己
[00:02:15.200 --> 00:02:20.880]  這個就包含了所有道德律法在這兩節的話語裏面
[00:02:20.880 --> 00:02:26.640]  亦好像主禱文在英文版本65個字
[00:02:26.640 --> 00:02:30.480]  耶穌基督教我們如何禱告
[00:02:30.480 --> 00:02:34.320]  所以羅馬書一章一至七節都是一樣
[00:02:34.320 --> 00:02:37.840]  讓我們看到整部羅馬書是講甚麼
[00:02:37.840 --> 00:02:43.600]  其實七節的經文有五個主題
[00:02:43.600 --> 00:02:47.520]  我上一次和大家講羅馬書的介紹時
[00:02:47.520 --> 00:02:52.160]  我都講過保羅寫羅馬書是要介紹福音
[00:02:52.160 --> 00:02:56.960]  而且要將自己介紹給羅馬的信徒
[00:02:56.960 --> 00:03:01.600]  所以我們看到在書頭的七節經文有五個介紹
[00:03:01.600 --> 00:03:03.760]  第一就是對福音的介紹
[00:03:03.760 --> 00:03:07.360]  第二就是福音傳達者的介紹
[00:03:07.360 --> 00:03:08.960]  就是保羅自己
[00:03:08.960 --> 00:03:12.640]  第三就是福音主角的介紹
[00:03:12.640 --> 00:03:14.720]  福音的主角是誰?
[00:03:14.720 --> 00:03:16.160]  耶穌基督
[00:03:16.160 --> 00:03:20.320]  第四就是福音權柄的介紹
[00:03:20.320 --> 00:03:23.520]  保羅得到神的恩惠
[00:03:23.520 --> 00:03:25.440]  他要將這個恩惠傳出去
[00:03:25.440 --> 00:03:27.680]  得到全福音的權柄
[00:03:27.680 --> 00:03:30.560]  第四點就是講這件事
[00:03:30.560 --> 00:03:36.160]  最後就是福音領袖者的介紹
[00:03:36.160 --> 00:03:40.320]  我們先看看對福音本身的介紹
[00:03:40.320 --> 00:03:44.480]  一開始一章一節保羅說是神的福音
[00:03:44.480 --> 00:03:46.960]  在一章一節
[00:03:46.960 --> 00:03:52.480]  保羅將神的好消息告訴我們
[00:03:52.480 --> 00:03:55.680]  這正是羅馬書的主題
[00:03:55.680 --> 00:04:00.000]  但當到達羅馬書的結尾
[00:04:00.000 --> 00:04:01.760]  十六章二十五節
[00:04:01.760 --> 00:04:04.560]  我們知道羅馬書一共十六章的經文
[00:04:04.560 --> 00:04:07.920]  二十五節是很接近尾聲的時候
[00:04:07.920 --> 00:04:12.160]  保羅又說神能照我所傳的福音
[00:04:12.160 --> 00:04:14.480]  和所說的耶穌基督
[00:04:14.480 --> 00:04:18.240]  並照永固隱藏不言的奧秘
[00:04:18.240 --> 00:04:20.000]  兼顧你們的心
[00:04:20.000 --> 00:04:22.560]  一開始一節都說出福音
[00:04:22.560 --> 00:04:23.600]  有沒有看到?
[00:04:23.600 --> 00:04:26.240]  其實這裡有一個結構
[00:04:26.240 --> 00:04:30.880]  中間夾著的就是最重要的訊息
[00:04:30.880 --> 00:04:34.560]  就是有關恩訊稱義的道理
[00:04:34.560 --> 00:04:40.160]  福音如希臘文Evangelion這個字
[00:04:40.160 --> 00:04:46.160]  在羅馬書裡一共出現六十次
[00:04:46.160 --> 00:04:49.360]  現在這個世上真的有很多壞消息
[00:04:49.360 --> 00:04:52.720]  有烏克蘭和俄羅斯的戰爭
[00:04:52.720 --> 00:04:54.960]  有以巴的衝突
[00:04:54.960 --> 00:04:57.920]  美國又有那麼多的槍殺案
[00:04:57.920 --> 00:04:59.920]  有那麼多的罪案
[00:04:59.920 --> 00:05:02.880]  我們真的很需要來聽好消息
[00:05:02.880 --> 00:05:07.120]  羅馬書就是有關好消息有關福音
[00:05:07.120 --> 00:05:11.680]  保羅在哥倫多前書的15章1-4
[00:05:11.680 --> 00:05:13.520]  給了我們一個定義
[00:05:13.520 --> 00:05:14.800]  什麼是好消息?
[00:05:14.800 --> 00:05:16.080]  什麼是福音?
[00:05:16.080 --> 00:05:17.280]  保羅說
[00:05:17.280 --> 00:05:19.840]  就是基督照聖經所說
[00:05:19.840 --> 00:05:21.680]  為我們的罪死了
[00:05:21.680 --> 00:05:23.440]  而且埋葬了
[00:05:23.440 --> 00:05:25.200]  又照聖經所說
[00:05:25.200 --> 00:05:27.200]  第三天復活了
[00:05:27.200 --> 00:05:30.400]  好消息就是不單止耶穌基督
[00:05:30.400 --> 00:05:31.760]  為我們贖罪
[00:05:31.760 --> 00:05:35.440]  而且給了我們有永生的盼望
[00:05:35.440 --> 00:05:40.080]  這個福音是來自神
[00:05:40.080 --> 00:05:42.480]  出自神的主權
[00:05:42.480 --> 00:05:45.840]  如果不是神進入了我們的空間
[00:05:45.840 --> 00:05:48.080]  我們不能夠認識這個福音
[00:05:48.080 --> 00:05:51.200]  你說神為什麼會進入我們的空間?
[00:05:51.200 --> 00:05:53.840]  為什麼神不在我們的空間裡面?
[00:05:53.840 --> 00:05:56.800]  神是創造宇宙萬物的
[00:05:56.800 --> 00:05:59.200]  所以祂在我們的空間之外
[00:05:59.200 --> 00:06:01.680]  祂是進入了我們的空間
[00:06:01.680 --> 00:06:03.280]  怎樣進入?
[00:06:03.280 --> 00:06:06.400]  透過祂的獨生子耶穌基督
[00:06:06.400 --> 00:06:07.920]  來到世上
[00:06:07.920 --> 00:06:09.920]  祂是進入了我們的空間
[00:06:09.920 --> 00:06:11.440]  如果不是的話
[00:06:11.440 --> 00:06:13.280]  人根本沒有辦法
[00:06:13.280 --> 00:06:16.400]  靠我們自己能夠明白這個福音
[00:06:16.400 --> 00:06:18.000]  被造之物
[00:06:18.000 --> 00:06:20.880]  不可以靠我們自己去接近神
[00:06:20.880 --> 00:06:24.080]  不可以靠我們自己來與神和好
[00:06:24.080 --> 00:06:26.720]  只有藉著神給我們
