
[00:00:00.000 --> 00:00:02.000]  (影片即將開始,請點擊「訂閱」及「分享」)
[00:00:03.000 --> 00:00:04.000]  弟兄姊妹早安
[00:00:04.000 --> 00:00:07.600]  非常感恩在感恩節的主日
[00:00:07.600 --> 00:00:09.600]  和大家一起去見拜
[00:00:09.600 --> 00:00:12.000]  不知道大家剛才唱詩的感覺如何
[00:00:12.000 --> 00:00:13.600]  我在下面唱詩的時候
[00:00:13.600 --> 00:00:16.000]  發覺現場真的很不同
[00:00:16.000 --> 00:00:20.600]  通常在家裡崇拜就是和太太兩個人對著電視機
[00:00:20.600 --> 00:00:24.000]  但在這裡可以和弟兄姊妹一起去唱
[00:00:24.000 --> 00:00:26.000]  那個感覺是很不一樣
[00:00:26.000 --> 00:00:29.400]  或者開始的時候我們先有個簡單的祈禱好嗎
[00:00:30.200 --> 00:00:33.000]  天父我們很感恩我們今天能夠存留
[00:00:33.000 --> 00:00:35.000]  能夠在你的聖殿裡
[00:00:35.000 --> 00:00:37.000]  不論是現場的
[00:00:37.000 --> 00:00:40.000]  或者是和網上弟兄姊妹一起敬拜
[00:00:40.000 --> 00:00:42.000]  都是你的恩典
[00:00:42.000 --> 00:00:45.000]  我們就求真理的聖靈在這個時候
[00:00:45.000 --> 00:00:48.600]  開啟你自己的話語在我們當中
[00:00:48.600 --> 00:00:51.800]  讓我們深知道我們是一個蒙恩的人
[00:00:51.800 --> 00:00:54.400]  我們在這個感恩節的主日裡
[00:00:54.400 --> 00:00:56.600]  真的將我們的心躺開
[00:00:57.400 --> 00:01:01.400]  將讚美、重讚、感恩獻給你
[00:01:01.400 --> 00:01:03.800]  求你預立我們以下的時間
[00:01:03.800 --> 00:01:07.000]  我們今天的祈禱是奉主耶穌得聖的名字
[00:01:07.000 --> 00:01:08.000]  Amen
[00:01:08.000 --> 00:01:13.200]  很榮幸在感恩節的主日裡和大家去敬拜
[00:01:13.200 --> 00:01:16.000]  我看不到我的PowerPoint
[00:01:16.000 --> 00:01:21.200]  我們來了加拿大也很長的日子了
[00:01:21.200 --> 00:01:22.600]  我們看下去
[00:01:22.800 --> 00:01:27.600]  我們也很清楚加拿大的情況是怎樣
[00:01:27.600 --> 00:01:29.600]  你們看得到但我看不到
[00:01:29.600 --> 00:01:36.000]  我們加拿大的感恩節是10月的第二個星期一
[00:01:36.000 --> 00:01:39.000]  應該是明天
[00:01:39.000 --> 00:01:44.800]  而美國的感恩節是11月的第四個星期四
[00:01:44.800 --> 00:01:49.800]  但是據聞我們北美的感恩節
[00:01:49.800 --> 00:01:53.000]  其實都是源於英國的收成節
[00:01:53.000 --> 00:01:57.200]  所以我們華人的教會很務實
[00:01:57.200 --> 00:01:59.400]  感恩節也沒有什麼特別
[00:01:59.400 --> 00:02:01.800]  但是如果你們留意
[00:02:01.800 --> 00:02:04.800]  在洋人的教會
[00:02:04.800 --> 00:02:06.800]  很多時候我們洋人的教會裡
[00:02:06.800 --> 00:02:08.600]  我們在感恩節的時候
[00:02:08.600 --> 00:02:10.400]  我們會擺很多農作物出來
[00:02:10.400 --> 00:02:11.600]  為什麼呢
[00:02:11.600 --> 00:02:13.200]  因為農作物你們看到
[00:02:13.200 --> 00:02:14.800]  其實跟收成有關
[00:02:14.800 --> 00:02:16.800]  跟收成有關
[00:02:16.800 --> 00:02:19.400]  我們在感恩節裡
[00:02:19.600 --> 00:02:22.600]  其實是藉著收成看到神
[00:02:22.600 --> 00:02:28.800]  在節期和雨水方面來供應
[00:02:28.800 --> 00:02:30.600]  所以在當中感恩
[00:02:30.600 --> 00:02:35.800]  收成節在教會裡的時候
[00:02:35.800 --> 00:02:37.600]  我們看到神給我們很多恩典
[00:02:37.600 --> 00:02:39.800]  我們就在當中感謝神
[00:02:39.800 --> 00:02:41.600]  在現在的時代裡
[00:02:41.600 --> 00:02:42.600]  我們沒有什麼收成
[00:02:42.600 --> 00:02:45.000]  也沒有什麼耕田的人
[00:02:45.000 --> 00:02:47.000]  但很多時候我們會放假
[00:02:48.000 --> 00:02:52.800]  感恩節通常是家庭團聚的時候放假
[00:02:52.800 --> 00:02:54.000]  有些人會購物
[00:02:54.000 --> 00:02:57.400]  今天很特別
[00:02:57.400 --> 00:02:59.000]  你們崇拜完之後
[00:02:59.000 --> 00:03:01.000]  我和師母會去Brentford
[00:03:01.000 --> 00:03:03.600]  一間教會裡有一個愛慕典禮
[00:03:03.600 --> 00:03:05.200]  完結之後
[00:03:05.200 --> 00:03:06.600]  我們就開車去Guelph
[00:03:06.600 --> 00:03:07.800]  我們家的路爾
[00:03:07.800 --> 00:03:10.800]  那裡有一個家庭聚會
[00:03:10.800 --> 00:03:12.800]  路大、路爾、路三、路四
[00:03:12.800 --> 00:03:13.800]  每個人都來了
[00:03:13.800 --> 00:03:16.400]  假期是好事
[00:03:17.000 --> 00:03:18.000]  不知道你們有沒有發覺
[00:03:18.000 --> 00:03:19.000]  其實感恩節
[00:03:19.000 --> 00:03:22.000]  好像我們中國人的什麼節日
[00:03:22.000 --> 00:03:25.000]  又是收成的
[00:03:25.000 --> 00:03:26.600]  又是走在一起的
[00:03:26.600 --> 00:03:27.600]  家庭團聚的
[00:03:27.600 --> 00:03:28.600]  一起高興的
[00:03:28.600 --> 00:03:29.800]  有什麼節日像
[00:03:29.800 --> 00:03:32.800]  中國人的中秋
[00:03:32.800 --> 00:03:37.000]  中秋我們走在一起吃飯
[00:03:37.000 --> 00:03:38.400]  家庭團聚
[00:03:38.400 --> 00:03:42.000]  現在現代人就不同了
[00:03:42.000 --> 00:03:45.200]  但是能夠家庭團聚是一件好事
[00:03:45.800 --> 00:03:47.200]  我知道你們今天
[00:03:47.200 --> 00:03:48.800]  崇拜完之後
[00:03:48.800 --> 00:03:50.800]  去野餐
[00:03:50.800 --> 00:03:52.800]  這也是一個很好的慶祝
[00:03:52.800 --> 00:03:54.000]  今早我遲了一點點
[00:03:54.000 --> 00:03:55.000]  為什麼呢
[00:03:55.000 --> 00:03:56.000]  因為時間慢
[00:03:56.000 --> 00:03:57.000]  我開407
[00:03:57.000 --> 00:03:59.400]  我以為407下來會快一點
[00:03:59.400 --> 00:04:00.400]  結果還慢了
[00:04:00.400 --> 00:04:02.800]  因為原來407下來
[00:04:02.800 --> 00:04:03.800]  要開一段路
[00:04:03.800 --> 00:04:06.000]  但這段路很美
[00:04:06.000 --> 00:04:07.400]  我經過的就是你的部分
[00:04:07.400 --> 00:04:09.400]  部分就是你們待會走的那裡
[00:04:09.400 --> 00:04:12.600]  當我們看回大自然裡的時候
[00:04:12.600 --> 00:04:13.600]  我們發覺
[00:04:13.600 --> 00:04:15.400]  神的創造很奇妙
[00:04:16.400 --> 00:04:18.200]  我們裡面充滿感恩
[00:04:18.200 --> 00:04:20.600]  待會我最後會做一個exercise
[00:04:20.600 --> 00:04:21.600]  感恩之旅
[00:04:21.600 --> 00:04:24.000]  所以待會如果你們要走
[00:04:24.000 --> 00:04:25.400]  那個park的弟兄姐妹
[00:04:25.400 --> 00:04:27.600]  我希望你們走的時候
[00:04:27.600 --> 00:04:29.600]  都會存在感恩的心
[00:04:29.600 --> 00:04:31.400]  從神的創造裡面看到
[00:04:31.400 --> 00:04:33.000]  神對我們這麼愛
[00:04:33.000 --> 00:04:35.000]  祂的創造這麼偉大的時候
[00:04:35.000 --> 00:04:36.600]  我們怎樣去回應祂
[00:04:36.600 --> 00:04:40.200]  其實感恩節在現在有
[00:04:40.200 --> 00:04:41.600]  其實很久以前都有
[00:04:41.600 --> 00:04:42.600]  在舊約的時候
[00:04:42.600 --> 00:04:46.600]  我們看回舊約
[00:04:46.600 --> 00:04:48.600]  在舊約的時候
[00:04:48.600 --> 00:04:51.600]  已經有感恩的操練
[00:04:51.600 --> 00:04:53.600]  或者行為在裡面
[00:04:53.600 --> 00:04:55.600]  在利未記裡面的五祭
[00:04:55.600 --> 00:04:58.600]  其實凡祭、素祭、平安祭
[00:04:58.600 --> 00:05:00.600]  贖罪祭和贖顯祭裡面
[00:05:00.600 --> 00:05:03.600]  平安祭就是一個感恩的祭
[00:05:03.600 --> 00:05:05.600]  平安祭就是感恩的祭
[00:05:05.600 --> 00:05:08.600]  然後七個節期裡面的初贖節
[00:05:08.600 --> 00:05:10.600]  也是一個感恩的節
[00:05:10.600 --> 00:05:12.600]  跟修成有關
[00:05:12.600 --> 00:05:14.600]  然後在詩篇裡面
[00:05:14.600 --> 00:05:17.600]  特別是103篇到118篇裡面
[00:05:17.600 --> 00:05:19.600]  那裡很多的詩篇都是強調
[00:05:19.600 --> 00:05:22.600]  我們對神的讚美和感恩
[00:05:22.600 --> 00:05:25.600]  然後回歸了
[00:05:25.600 --> 00:05:27.600]  所羅巴伯建的聖殿裡面
[00:05:27.600 --> 00:05:30.600]  我們看尼西米記十二章第八節裡面
[00:05:30.600 --> 00:05:32.600]  他講到在聖殿裡面的即是的人
[00:05:32.600 --> 00:05:34.600]  其中一個是專責
[00:05:34.600 --> 00:05:36.600]  是清謝的事
[00:05:36.600 --> 00:05:37.600]  清謝的事
[00:05:37.600 --> 00:05:38.600]  我們很熟悉
[00:05:38.600 --> 00:05:41.600]  但每天三次禱告
[00:05:41.600 --> 00:05:44.600]  其中有感謝和讚美
[00:05:44.600 --> 00:05:46.600]  所以我們發覺在舊約裡面的時候
[00:05:46.600 --> 00:05:49.600]  其實都是充滿了讚美
[00:05:49.600 --> 00:05:51.600]  在神的百姓當中
[00:05:51.600 --> 00:05:53.600]  在節期裡面
[00:05:53.600 --> 00:05:55.600]  在日常的生活裡面
[00:05:55.600 --> 00:05:57.600]  都是很明顯地顯明出來
[00:05:57.600 --> 00:05:59.600]  然後到新約
[00:05:59.600 --> 00:06:02.600]  在新約的時候同樣都是這樣
[00:06:02.600 --> 00:06:04.600]  你發覺在新約裡面
[00:06:04.600 --> 00:06:05.600]  保羅很多次的教導
[00:06:05.600 --> 00:06:07.600]  譬如在菲律賓書
[00:06:07.600 --> 00:06:10.600]  波羅西書和貼撒雷加前書裡面
[00:06:10.600 --> 00:06:12.600]  他說應當一無掛雷
[00:06:12.600 --> 00:06:14.600]  只要凡事直著禱告
[00:06:14.600 --> 00:06:16.600]  祈求和感謝
[00:06:16.600 --> 00:06:18.600]  將你們所有的告訴神
[00:06:18.600 --> 00:06:20.600]  然後無論做什麼
[00:06:20.600 --> 00:06:22.600]  或說話或行事
[00:06:22.600 --> 00:06:24.600]  都要奉主耶穌的命
[00:06:24.600 --> 00:06:26.600]  直著去感謝父神
[00:06:26.600 --> 00:06:28.600]  貼撒雷加前書裡面說
[00:06:28.600 --> 00:06:30.600]  上上喜樂不住禱告
[00:06:30.600 --> 00:06:31.600]  然後怎樣
[00:06:31.600 --> 00:06:33.600]  凡事謝恩
[00:06:33.600 --> 00:06:35.600]  意思是所有的事情
[00:06:35.600 --> 00:06:37.600]  不一定是順利的事情
[00:06:37.600 --> 00:06:39.600]  就算是不順利的事情
[00:06:39.600 --> 00:06:41.600]  就算是在疫情裡面
[00:06:41.600 --> 00:06:43.600]  我們都真的熬得夠久
[00:06:43.600 --> 00:06:46.600]  在疫情裡面都可以感恩
[00:06:46.600 --> 00:06:48.600]  這是一個不容易的事情
[00:06:48.600 --> 00:06:50.600]  所以你發覺無論在舊約
[00:06:50.600 --> 00:06:52.600]  或是在新約
[00:06:52.600 --> 00:06:53.600]  聖經的教導
[00:06:53.600 --> 00:06:54.600]  神的百姓
[00:06:54.600 --> 00:06:55.600]  神的子民
[00:06:55.600 --> 00:06:59.600]  感恩是我們生活的一部分
[00:06:59.600 --> 00:07:02.600]  我們應該在我們平日的
[00:07:02.600 --> 00:07:04.600]  行事為人裡面
[00:07:04.600 --> 00:07:05.600]  我們的生活裡面
[00:07:05.600 --> 00:07:07.600]  各樣遭遇的事情裡面
[00:07:07.600 --> 00:07:10.600]  我們都有充滿了感恩
[00:07:10.600 --> 00:07:12.600]  終於螢幕OK了
[00:07:12.600 --> 00:07:14.600]  我不用轉頭
[00:07:14.600 --> 00:07:16.600]  大過的PowerPoint
[00:07:16.600 --> 00:07:20.600]  還是不夠力
[00:07:20.600 --> 00:07:22.600]  OK
[00:07:22.600 --> 00:07:25.600]  我想你們的距離遠一點
[00:07:25.600 --> 00:07:30.600]  我們看為什麼我們會感恩
[00:07:30.600 --> 00:07:31.600]  聖經很清楚的告訴我們
[00:07:31.600 --> 00:07:32.600]  神的百姓
[00:07:32.600 --> 00:07:33.600]  神的子民
[00:07:33.600 --> 00:07:35.600]  我們需要常常有感恩
[00:07:35.600 --> 00:07:37.600]  但我們怎樣去感恩
[00:07:37.600 --> 00:07:38.600]  第一個感恩就很容易
[00:07:38.600 --> 00:07:40.600]  我們從結果來看
[00:07:40.600 --> 00:07:42.600]  如果神給我們健康
[00:07:42.600 --> 00:07:43.600]  給我們好的事業
[00:07:43.600 --> 00:07:44.600]  給我們好的學業
[00:07:44.600 --> 00:07:46.600]  各方面都順利的話
[00:07:46.600 --> 00:07:48.600]  我們很自然會感恩
[00:07:48.600 --> 00:07:51.600]  所以為什麼我們說西方的感恩節
[00:07:51.600 --> 00:07:53.600]  和英國開始的收成節有關
[00:07:53.600 --> 00:07:56.600]  因為農夫就很體會到
[00:07:56.600 --> 00:07:58.600]  農夫耕種好不好收成
[00:07:58.600 --> 00:08:00.600]  當然我們的本份
[00:08:00.600 --> 00:08:02.600]  我們的辛勤一定要做
[00:08:02.600 --> 00:08:04.600]  但風調雨順
[00:08:04.600 --> 00:08:06.600]  天氣怎樣
[00:08:06.600 --> 00:08:08.600]  是我們控制不了的
[00:08:08.600 --> 00:08:11.600]  所以當豐收的時候
[00:08:11.600 --> 00:08:12.600]  我們就很自然看到
[00:08:12.600 --> 00:08:14.600]  這個是超出我的能力
[00:08:14.600 --> 00:08:16.600]  我能夠控制的東西
[00:08:16.600 --> 00:08:18.600]  但神在當中賜予我們
[00:08:18.600 --> 00:08:20.600]  所以我們Hallelujah
[00:08:20.600 --> 00:08:21.600]  我們感恩
[00:08:21.600 --> 00:08:23.600]  所以從這個環境
[00:08:23.600 --> 00:08:25.600]  以致我們能夠體會到
[00:08:25.600 --> 00:08:28.600]  神在當中的保守
[00:08:28.600 --> 00:08:30.600]  我們感恩很自然
[00:08:30.600 --> 00:08:33.600]  但我們發覺現代人的科技越來越發達
[00:08:33.600 --> 00:08:36.600]  我們發覺很多東西都能控制
[00:08:36.600 --> 00:08:38.600]  我們醫療、科技
[00:08:38.600 --> 00:08:40.600]  很多東西都能控制
[00:08:40.600 --> 00:08:42.600]  感恩的心就開始沒有
[00:08:42.600 --> 00:08:45.600]  好像以前初期那些人
[00:08:45.600 --> 00:08:47.600]  農夫、看天氣那些人
[00:08:47.600 --> 00:08:49.600]  那麼容易感恩
[00:08:49.600 --> 00:08:51.600]  但最近發覺疫情也好
[00:08:51.600 --> 00:08:53.600]  很多天災人禍也好
[00:08:53.600 --> 00:08:55.600]  我們發覺原來人都很渺小
[00:08:55.600 --> 00:08:59.600]  我們從來沒有想過疫情的出現
[00:08:59.600 --> 00:09:00.600]  而疫情的出現
[00:09:00.600 --> 00:09:02.600]  好像剛才領唱的底線說
[00:09:02.600 --> 00:09:03.600]  打亂了我們
[00:09:03.600 --> 00:09:05.600]  然後我們才發覺
[00:09:05.600 --> 00:09:06.600]  我們這麼有限
[00:09:06.600 --> 00:09:08.600]  可能這一方面也帶領我們
[00:09:08.600 --> 00:09:10.600]  去看到另一件事
[00:09:10.600 --> 00:09:13.600]  就是原來我們真的需要感恩的心
[00:09:13.600 --> 00:09:16.600]  因為很多東西是我們控制不了的
[00:09:16.600 --> 00:09:18.600]  但我不知道你們有沒有想過
[00:09:18.600 --> 00:09:20.600]  如果因為神祝福我們
[00:09:20.600 --> 00:09:22.600]  各方面都順利
[00:09:22.600 --> 00:09:25.600]  健康、工作、學業、小孩
[00:09:25.600 --> 00:09:27.600]  各方面都好的時候
[00:09:27.600 --> 00:09:29.600]  我們感恩
[00:09:29.600 --> 00:09:31.600]  很自然的
[00:09:31.600 --> 00:09:34.600]  甚至好像一個交換
[00:09:34.600 --> 00:09:37.600]  祂賜福給我,我感謝祂
[00:09:37.600 --> 00:09:41.600]  但我們和神的感恩
[00:09:41.600 --> 00:09:43.600]  是否只是停留在一個這樣的階段
[00:09:43.600 --> 00:09:45.600]  所以第二方面帶出一個
[00:09:45.600 --> 00:09:49.600]  如果我們只是順境、方便
[00:09:49.600 --> 00:09:51.600]  或者各方面都順利的時候
[00:09:51.600 --> 00:09:52.600]  我們才感謝神的時候
[00:09:52.600 --> 00:09:55.600]  其實只是一個很表面的東西
[00:09:55.600 --> 00:09:57.600]  那些不重要
[00:09:57.600 --> 00:09:59.600]  那些我們都很期望
[00:09:59.600 --> 00:10:00.600]  各方面神賜福給我們
[00:10:00.600 --> 00:10:01.600]  我們感謝祂
[00:10:01.600 --> 00:10:04.600]  但我們不是只是停留在那個階段
