
[00:00:00.000 --> 00:00:09.000]  這幾天的早上 我希望和大家一起認真思想一下
[00:00:09.000 --> 00:00:16.000]  你認識耶穌基督 你說我活著就是耶穌基督
[00:00:16.000 --> 00:00:19.000]  你的認識要很準確
[00:00:19.000 --> 00:00:27.000]  你不可以隨便說是差不多先生 總之就是基督
[00:00:27.000 --> 00:00:31.000]  你為祂而活 當然很重要
[00:00:31.000 --> 00:00:36.000]  當然你應該為祂而活
[00:00:36.000 --> 00:00:41.000]  但聖經再和我們說的是 活著就是祂
[00:00:41.000 --> 00:00:48.000]  這個「是」和這個「為」是兩件不同的事情
[00:00:48.000 --> 00:00:54.000]  我選擇和大家思想我們早堂的題目
[00:00:54.000 --> 00:00:59.000]  認識基督 我選擇用的方式
[00:00:59.000 --> 00:01:08.000]  就是和你看一看耶穌基督的四個不同的事件
[00:01:08.000 --> 00:01:14.000]  今天我們要看的是祂的「道成人身」
[00:01:14.000 --> 00:01:22.000]  明天我們要看的是祂的「受死釘十字架」
[00:01:22.000 --> 00:01:28.000]  第三天我們要看的是祂的「復活」
[00:01:28.000 --> 00:01:38.000]  第四天我們要看的是祂的「再來審判」
[00:01:38.000 --> 00:01:42.000]  剛才主席已經和我們讀過 《菲律賓書》第二章
[00:01:42.000 --> 00:01:47.000]  我想再和你讀《約翰福音》第一章
[00:01:47.000 --> 00:01:50.000]  我們不會讀太多
[00:01:50.000 --> 00:01:56.000]  但我希望這些經文你可以作為參考
[00:01:56.000 --> 00:02:04.000]  《約翰福音》第一章第一節開始
[00:02:04.000 --> 00:02:08.000]  這書聖經說:太初有道
[00:02:08.000 --> 00:02:14.000]  道與神同在 道就是神
[00:02:14.000 --> 00:02:21.000]  這道太初與神同在 萬物是藉著他做的
[00:02:21.000 --> 00:02:27.000]  凡被做的沒有一樣不是藉著他做的
[00:02:27.000 --> 00:02:35.000]  生命在他裡頭 這生命就是人的光
[00:02:35.000 --> 00:02:39.000]  一開始已經不簡單
[00:02:39.000 --> 00:02:41.000]  雖然很多時候我們發覺
[00:02:41.000 --> 00:02:43.000]  一個人報道會缺志信主
[00:02:43.000 --> 00:02:45.000]  我們會送一本《約翰福音》給他
[00:02:45.000 --> 00:02:49.000]  《約翰福音》一開始已經很深
[00:02:49.000 --> 00:02:50.000]  道是甚麼呢?
[00:02:50.000 --> 00:02:53.000]  我們中國人都說道 我們是道家思想
[00:02:53.000 --> 00:02:56.000]  道可道 非常道
[00:02:56.000 --> 00:02:59.000]  我們可能已經解錯了
[00:02:59.000 --> 00:03:02.000]  非常道不是非常之道
[00:03:02.000 --> 00:03:06.000]  不是普通的道
[00:03:06.000 --> 00:03:08.000]  《新約聖經》所說的道
[00:03:08.000 --> 00:03:12.000]  是否等於我們中國道家老子道德經所說的道呢?
[00:03:12.000 --> 00:03:15.000]  當然不是
[00:03:15.000 --> 00:03:17.000]  《新約聖經》所說的道這個字
[00:03:17.000 --> 00:03:20.000]  大家都會認識的Logos
[00:03:20.000 --> 00:03:23.000]  如果你聽過福音船
[00:03:23.000 --> 00:03:26.000]  福音船Logos可惜已經沉了
[00:03:26.000 --> 00:03:28.000]  現在走來走去的叫做Dulos
[00:03:28.000 --> 00:03:30.000]  那是中卜號
[00:03:30.000 --> 00:03:35.000]  Logos這個字在當時的文化背景裡
[00:03:35.000 --> 00:03:37.000]  是一個很重要的字眼
[00:03:37.000 --> 00:03:39.000]  為甚麼呢?我解釋給你聽
[00:03:39.000 --> 00:03:42.000]  古希臘他們的思想
[00:03:42.000 --> 00:03:45.000]  柏拉圖這個哲學家
[00:03:45.000 --> 00:03:49.000]  在討論宇宙的來源的時候
[00:03:49.000 --> 00:03:51.000]  他寫了很多對話錄
[00:03:51.000 --> 00:03:54.000]  可能你也聽過柏拉圖的Dialogues
[00:03:54.000 --> 00:03:56.000]  Plato的Dialogues
[00:03:56.000 --> 00:03:58.000]  在其中一篇的對話錄裡
[00:03:58.000 --> 00:04:00.000]  叫做Timaeus
[00:04:00.000 --> 00:04:03.000]  他裡面提到這個宇宙是怎樣來的呢?
[00:04:03.000 --> 00:04:05.000]  可以計算出來的
[00:04:05.000 --> 00:04:07.000]  有條公式可以計算出來的
[00:04:07.000 --> 00:04:11.000]  這個公式裡最重要的那個常數
[00:04:11.000 --> 00:04:13.000]  那個不變的數
[00:04:13.000 --> 00:04:15.000]  Constant
[00:04:15.000 --> 00:04:17.000]  就是這個Logos
[00:04:17.000 --> 00:04:25.000]  Logos是希臘人認為宇宙創造的鎖匙
[00:04:25.000 --> 00:04:28.000]  所以Logos在《約翰福音》出現的時候
[00:04:28.000 --> 00:04:30.000]  你留意到他說
[00:04:30.000 --> 00:04:32.000]  他太初就在這裡
[00:04:32.000 --> 00:04:33.000]  大家看在一起
[00:04:33.000 --> 00:04:34.000]  這個道
[00:04:34.000 --> 00:04:35.000]  同神同在不得已
[00:04:35.000 --> 00:04:37.000]  萬物藉著他造的
[00:04:37.000 --> 00:04:41.000]  凡被造的都是透過這個Logos造出來
[00:04:41.000 --> 00:04:43.000]  Logos裡面有生命
[00:04:43.000 --> 00:04:47.000]  《約翰福音》再進一步用這個觀念
[00:04:47.000 --> 00:04:49.000]  來介紹主耶穌基督
[00:04:49.000 --> 00:04:51.000]  他說道就是神
[00:04:51.000 --> 00:04:55.000]  然後去到第十四節
[00:04:55.000 --> 00:04:58.000]  再提到這個道的時候
[00:04:58.000 --> 00:05:03.000]  約翰就說道現在成為了肉身
[00:05:03.000 --> 00:05:06.000]  The word became flesh
[00:05:06.000 --> 00:05:09.000]  道成為了肉身
[00:05:09.000 --> 00:05:11.000]  成為了人身
[00:05:11.000 --> 00:05:13.000]  住在我們中間
[00:05:13.000 --> 00:05:18.000]  充充滿滿有因典有真理
[00:05:18.000 --> 00:05:21.000]  我們也見過它的榮光
[00:05:21.000 --> 00:05:26.000]  正是複獨生子的榮光
[00:05:26.000 --> 00:05:31.000]  《約翰福音》介紹耶穌
[00:05:31.000 --> 00:05:36.000]  和其他三卷的福音書介紹耶穌很不同
[00:05:36.000 --> 00:05:40.000]  記不記得《馬太福音》如何介紹耶穌
[00:05:40.000 --> 00:05:44.000]  亞伯拉罕的後裔
[00:05:44.000 --> 00:05:46.000]  大衛的子孫
[00:05:46.000 --> 00:05:49.000]  耶穌基督的家譜
[00:05:49.000 --> 00:05:51.000]  很煩呀家譜
[00:05:51.000 --> 00:05:53.000]  十四代十四代十四代
[00:05:53.000 --> 00:05:55.000]  哪有這麼對的
[00:05:55.000 --> 00:05:57.000]  是故意編出來的
[00:05:57.000 --> 00:05:59.000]  聖經不是亂編的
[00:05:59.000 --> 00:06:00.000]  不是亂編的
[00:06:00.000 --> 00:06:03.000]  如果你熟悉猶太人的背景
[00:06:03.000 --> 00:06:04.000]  他們的寫作習慣
[00:06:04.000 --> 00:06:06.000]  十四這個數字很有意思
[00:06:06.000 --> 00:06:10.000]  猶太人是用他們的字母來計算的
[00:06:10.000 --> 00:06:13.000]  所以Aleph A=1
[00:06:13.000 --> 00:06:15.000]  Beth B=2
[00:06:15.000 --> 00:06:18.000]  Gilmo C=3
[00:06:18.000 --> 00:06:20.000]  一路數上ABCD一路計算
[00:06:20.000 --> 00:06:21.000]  你可以計算下去
[00:06:21.000 --> 00:06:24.000]  大衛這個字David這個字
[00:06:24.000 --> 00:06:26.000]  你將他的字母拆開加起來
[00:06:26.000 --> 00:06:28.000]  總數是十四
[00:06:28.000 --> 00:06:32.000]  周蓮華牧師在他的《基督論》那本書解釋過這件事
[00:06:32.000 --> 00:06:36.000]  所以《馬太福音》介紹耶穌的身份是如何介紹的呢
[00:06:36.000 --> 00:06:39.000]  是說他是大衛的子孫
[00:06:39.000 --> 00:06:42.000]  追上可以追到亞伯拉罕的英雄
[00:06:42.000 --> 00:06:45.000]  用舊約聖經來介紹耶穌的身份
[00:06:45.000 --> 00:06:47.000]  《馬可福音》如何介紹耶穌
[00:06:47.000 --> 00:06:53.000]  你們不背這些福音書的第一章第一節嗎
[00:06:53.000 --> 00:06:59.000]  神的兒子耶穌基督的福音的起頭
[00:06:59.000 --> 00:07:02.000]  《馬可福音》開頭就說他是神的兒子
[00:07:02.000 --> 00:07:06.000]  你是基督是永生神的兒子
[00:07:06.000 --> 00:07:11.000]  為什麼用彼得蓋薩尼亞菲勒比的認訊來開頭
[00:07:11.000 --> 00:07:15.000]  因為《馬可福音》和彼得很有關係
[00:07:15.000 --> 00:07:21.000]  是使徒彼得口授《馬可不祿》的福音書
[00:07:21.000 --> 00:07:24.000]  所以彼得想一想如何開場白
[00:07:24.000 --> 00:07:28.000]  用我那次承認耶穌基督的講法來開頭
[00:07:28.000 --> 00:07:32.000]  神的兒子耶穌基督的福音的起頭
[00:07:32.000 --> 00:07:35.000]  《路加福音》如何介紹耶穌基督
[00:07:35.000 --> 00:07:37.000]  不用你們眼睜睜看著我
[00:07:37.000 --> 00:07:39.000]  打開聖經看看
[00:07:39.000 --> 00:07:42.000]  你告訴我《路加福音》如何介紹耶穌
[00:07:42.000 --> 00:07:44.000]  我們背很多三章十六節
[00:07:44.000 --> 00:07:46.000]  我們總是不背一章一節
[00:07:46.000 --> 00:07:48.000]  《路加福音》如何介紹耶穌
