
[00:00:00.000 --> 00:00:05.000]  請姐妹主內平安
[00:00:05.000 --> 00:00:10.000]  我記得上一次來好像Pastor Jim未曾按立
[00:00:10.000 --> 00:00:15.000]  他還告訴我千萬不要洩漏這個機密
[00:00:15.000 --> 00:00:18.000]  因為教會要正式通過
[00:00:18.000 --> 00:00:20.000]  所以印象很深
[00:00:20.000 --> 00:00:22.000]  感謝神的恩典
[00:00:22.000 --> 00:00:31.000]  今日我和大家所講的經文
[00:00:31.000 --> 00:00:33.000]  多謝
[00:00:33.000 --> 00:00:36.000]  剛才已經讀了
[00:00:36.000 --> 00:00:38.000]  如果
[00:00:38.000 --> 00:00:43.000]  我留了一個PowerPoint的Remote在椅子那裡
[00:00:43.000 --> 00:00:46.000]  謝謝
[00:00:46.000 --> 00:00:48.000]  在下面
[00:00:48.000 --> 00:00:50.000]  謝謝
[00:00:50.000 --> 00:00:54.000]  這個很新
[00:00:54.000 --> 00:01:00.000]  或者你剛才也有留意到經文
[00:01:00.000 --> 00:01:02.000]  你沒有刻眼
[00:01:02.000 --> 00:01:04.000]  不過你的short term memory
[00:01:04.000 --> 00:01:06.000]  你沒有數到
[00:01:06.000 --> 00:01:08.000]  其實出現得最多
[00:01:08.000 --> 00:01:10.000]  保羅在這裏
[00:01:10.000 --> 00:01:12.000]  不是他要強調
[00:01:12.000 --> 00:01:14.000]  但是很奇怪或者很特別的
[00:01:14.000 --> 00:01:16.000]  講了五次
[00:01:16.000 --> 00:01:18.000]  愚處
[00:01:18.000 --> 00:01:20.000]  我們中文
[00:01:20.000 --> 00:01:24.000]  100年前和合本的翻譯
[00:01:24.000 --> 00:01:26.000]  很準確
[00:01:26.000 --> 00:01:30.000]  他沒有用到愚笨
[00:01:30.000 --> 00:01:32.000]  或者愚蠢
[00:01:32.000 --> 00:01:34.000]  今日我們分不清了
[00:01:34.000 --> 00:01:36.000]  我們中文退步得很厲害
[00:01:36.000 --> 00:01:38.000]  100年之後
[00:01:38.000 --> 00:01:40.000]  愚蠢不是stupid
[00:01:40.000 --> 00:01:44.000]  不是罵人蠢
[00:01:44.000 --> 00:01:46.000]  愚蠢是什麼呢
[00:01:46.000 --> 00:01:50.000]  保羅前面那句
[00:01:50.000 --> 00:01:52.000]  給了一個很好的提醒
[00:01:52.000 --> 00:01:54.000]  一個線索
[00:01:54.000 --> 00:01:58.000]  因為十字架的道理
[00:01:58.000 --> 00:02:00.000]  所以愚蠢這個翻譯
[00:02:00.000 --> 00:02:04.000]  其實用今日我們香港廣東話講
[00:02:04.000 --> 00:02:06.000]  就沒有道理
[00:02:06.000 --> 00:02:08.000]  你說的東西都沒有道理
[00:02:08.000 --> 00:02:10.000]  不是說你蠢
[00:02:10.000 --> 00:02:12.000]  不過你沒有道理
[00:02:12.000 --> 00:02:14.000]  這樣講法
[00:02:14.000 --> 00:02:16.000]  十字架的道理
[00:02:16.000 --> 00:02:22.000]  這個翻譯很精準
[00:02:22.000 --> 00:02:24.000]  希臘文你認識的
[00:02:24.000 --> 00:02:26.000]  logos
[00:02:26.000 --> 00:02:28.000]  記不記得
[00:02:28.000 --> 00:02:32.000]  太初有logos
[00:02:32.000 --> 00:02:34.000]  這個就是道
[00:02:34.000 --> 00:02:38.000]  所以如果再準一點
[00:02:38.000 --> 00:02:42.000]  十架之道
[00:02:42.000 --> 00:02:44.000]  對人看來沒有道理
[00:02:44.000 --> 00:02:48.000]  所以和合本真是搞盡腦汁
[00:02:48.000 --> 00:02:50.000]  十字架的道理
[00:02:50.000 --> 00:02:52.000]  在滅亡
[00:02:52.000 --> 00:02:54.000]  在外邦當中
[00:02:54.000 --> 00:02:56.000]  被人當為愚蠢
[00:02:56.000 --> 00:02:58.000]  沒有道理
[00:02:58.000 --> 00:03:00.000]  我想今天從這裡開始
[00:03:00.000 --> 00:03:02.000]  和弟兄姊妹
[00:03:02.000 --> 00:03:04.000]  壽苦節
[00:03:04.000 --> 00:03:06.000]  復活節
[00:03:06.000 --> 00:03:08.000]  剛剛過去
[00:03:08.000 --> 00:03:10.000]  我們回頭
[00:03:10.000 --> 00:03:12.000]  現在不流行
[00:03:12.000 --> 00:03:14.000]  因為不是看錄影帶
[00:03:14.000 --> 00:03:16.000]  現在是要分幾秒
[00:03:16.000 --> 00:03:18.000]  就馬上跳回去
