
[00:00:00.000 --> 00:00:06.280]  今晚和大家一起繼續看傳道書
[00:00:06.280 --> 00:00:09.560]  如果大家手上沒有新譯本的話
[00:00:09.560 --> 00:00:11.080]  你可以打開畫本
[00:00:11.080 --> 00:00:14.400]  因為今天我們也不只是讀剛才那幾節聖經
[00:00:14.400 --> 00:00:20.480]  我們也會看更多傳道書裡面的經文
[00:00:20.480 --> 00:00:24.000]  不過你發覺我讀起來有一點點不同
[00:00:24.000 --> 00:00:26.480]  不要緊 因為這是新譯本
[00:00:26.480 --> 00:00:30.160]  到時我也會解釋給大家聽
[00:00:30.160 --> 00:00:33.560]  今天是第二天來講傳道書
[00:00:33.560 --> 00:00:35.440]  不過如果昨天你沒有來也不要緊
[00:00:35.440 --> 00:00:37.440]  我們每天有一個題目
[00:00:37.440 --> 00:00:41.680]  昨天我們特別集中在傳道書的後半
[00:00:41.680 --> 00:00:44.880]  第十一章和第十二章來講
[00:00:44.880 --> 00:00:47.680]  傳道書的作者所羅門王
[00:00:47.680 --> 00:00:51.560]  他經驗了人生最豐富的東西
[00:00:51.560 --> 00:00:53.280]  擁有過權力
[00:00:53.280 --> 00:00:57.080]  享受過財富和美女
[00:00:57.080 --> 00:00:59.080]  到晚年的時候
[00:00:59.080 --> 00:01:01.080]  他寫傳道書的時候
[00:01:01.080 --> 00:01:03.760]  反而有很多人生的唏噓
[00:01:03.760 --> 00:01:06.400]  但也有很多人生的智慧
[00:01:06.400 --> 00:01:08.400]  昨天我們看到
[00:01:08.400 --> 00:01:10.400]  無論你多厲害
[00:01:10.400 --> 00:01:12.400]  無論你多強壯
[00:01:12.400 --> 00:01:14.400]  無論你多不認輸
[00:01:14.400 --> 00:01:16.400]  你熬到這麼上下
[00:01:16.400 --> 00:01:18.400]  衰敗的日子也要來
[00:01:18.400 --> 00:01:20.400]  老了嘛
[00:01:21.400 --> 00:01:23.400]  不過人生這個衰敗的日子
[00:01:23.400 --> 00:01:25.400]  就是提醒我們
[00:01:25.400 --> 00:01:28.400]  當衰敗日子尚未來到之先
[00:01:28.400 --> 00:01:30.400]  最重要是這幾個字
[00:01:30.400 --> 00:01:32.400]  不單止知道衰敗日子一定會來
[00:01:32.400 --> 00:01:34.400]  就是等它未來到之先
[00:01:34.400 --> 00:01:37.400]  我們要好好把握這個機會
[00:01:37.400 --> 00:01:41.400]  去紀念我們主在神的恩典底下
[00:01:41.400 --> 00:01:44.400]  我們享受祂所賜給我們一切
[00:01:44.400 --> 00:01:46.400]  勞碌得來的份
[00:01:46.400 --> 00:01:49.400]  這個就是我們昨天所講的信息
[00:01:49.400 --> 00:01:51.400]  如果昨天你沒有來
[00:01:51.400 --> 00:01:53.400]  大概你會知道是什麼
[00:01:53.400 --> 00:01:55.400]  昨天有來你就知道
[00:01:55.400 --> 00:01:57.400]  這是一個總結昨天所講的
[00:01:57.400 --> 00:02:00.400]  今天我們試試看傳道書前面那幾張
[00:02:00.400 --> 00:02:03.400]  很多人一想起傳道書
[00:02:03.400 --> 00:02:06.400]  都覺得它是一本很悲的書
[00:02:06.400 --> 00:02:08.400]  很悲的書
[00:02:08.400 --> 00:02:10.400]  很消極的書
[00:02:10.400 --> 00:02:12.400]  這是真的
[00:02:12.400 --> 00:02:15.400]  因為傳道書的一二三三張
[00:02:15.400 --> 00:02:17.400]  講了人生裡
[00:02:17.400 --> 00:02:20.400]  令我們心情很低沉
[00:02:20.400 --> 00:02:23.400]  但有很多共鳴的說話
[00:02:23.400 --> 00:02:26.400]  剛才我們想讀那兩段聖經
[00:02:26.400 --> 00:02:33.400]  講了人生裡那種無奈和無聊的感覺
[00:02:33.400 --> 00:02:37.400]  傳道書的作者真是很有體會
[00:02:37.400 --> 00:02:39.400]  我們回到第一章的時候
[00:02:39.400 --> 00:02:43.400]  首先要解釋剛才讀的那兩段聖經
[00:02:43.400 --> 00:02:45.400]  不過當然今天我們的重點
[00:02:45.400 --> 00:02:49.400]  不是一直講人生多無聊多無奈
[00:02:49.400 --> 00:02:51.400]  因為不用講你都知道
[00:02:51.400 --> 00:02:53.400]  因為你和我都是這麼無聊這麼無奈
[00:02:53.400 --> 00:02:55.400]  我剛剛上班回來
[00:02:55.400 --> 00:02:57.400]  可能還沒吃飯
[00:02:57.400 --> 00:03:00.400]  全日都在告訴你傳道書的信息
[00:03:00.400 --> 00:03:02.400]  全部都是這樣
[00:03:02.400 --> 00:03:07.400]  當然我們不想表面講幾句
[00:03:07.400 --> 00:03:09.400]  我們都會在傳道書裡看多一點
[00:03:09.400 --> 00:03:11.400]  那個深刻的意思
[00:03:11.400 --> 00:03:13.400]  不過今天我們的重點就是
[00:03:13.400 --> 00:03:16.400]  究竟神的話語給我們怎樣出爐
[00:03:16.400 --> 00:03:18.400]  轉化才重要
[00:03:18.400 --> 00:03:20.400]  不然今晚我們講了一大堆
[00:03:20.400 --> 00:03:22.400]  大家很慘很無聊很無奈
[00:03:22.400 --> 00:03:24.400]  大家回家
[00:03:24.400 --> 00:03:26.400]  這個不是今晚的訊息
[00:03:26.400 --> 00:03:28.400]  但傳道書事實上有很多篇幅
[00:03:28.400 --> 00:03:31.400]  講這些東西我們一定要處理
[00:03:31.400 --> 00:03:33.400]  首先我們發現剛才讀的第一章
[00:03:33.400 --> 00:03:38.400]  所講的是一個生命的重重複複
[00:03:38.400 --> 00:03:41.400]  循循環環帶來那種
[00:03:41.400 --> 00:03:43.400]  很沒意思很無意義
[00:03:43.400 --> 00:03:46.400]  很無聊的生存和勞碌
[00:03:46.400 --> 00:03:50.400]  剛才那段聖經裡所講的說話
[00:03:50.400 --> 00:03:52.400]  其實就是第一章裡
[00:03:52.400 --> 00:03:54.400]  一開始的時候
[00:03:54.400 --> 00:03:56.400]  就講到我們的人生
[00:03:56.400 --> 00:04:00.400]  是一代過去一代又來
[00:04:00.400 --> 00:04:03.400]  這個就是那段說話的結構
[00:04:03.400 --> 00:04:07.400]  第九節就總結了
[00:04:07.400 --> 00:04:10.400]  已有的事必會再有
[00:04:10.400 --> 00:04:13.400]  做過的事又要再做
[00:04:13.400 --> 00:04:16.400]  日光之下是無新事
[00:04:16.400 --> 00:04:19.400]  之前那幾節你留意
[00:04:19.400 --> 00:04:22.400]  傳道者有個特別的結構
[00:04:22.400 --> 00:04:25.400]  他由第五節到第八節
[00:04:25.400 --> 00:04:30.400]  就舉出人生就像我們所見到的大自然一樣
[00:04:30.400 --> 00:04:32.400]  循循環環的
[00:04:32.400 --> 00:04:34.400]  他用了幾樣東西
[00:04:34.400 --> 00:04:36.400]  大自然裡的太陽
[00:04:36.400 --> 00:04:38.400]  風和水
[00:04:38.400 --> 00:04:41.400]  太陽升起
[00:04:41.400 --> 00:04:43.400]  太陽又落下
[00:04:43.400 --> 00:04:45.400]  在哪裡出來
[00:04:45.400 --> 00:04:46.400]  在那邊落
[00:04:46.400 --> 00:04:48.400]  第二天又在那邊出來
[00:04:48.400 --> 00:04:50.400]  是重重複複的
[00:04:50.400 --> 00:04:52.400]  沒有變的
[00:04:52.400 --> 00:04:53.400]  好像有變化
[00:04:53.400 --> 00:04:55.400]  其實你也猜到
[00:04:55.400 --> 00:04:57.400]  又是這樣
[00:04:57.400 --> 00:04:59.400]  向南刮
[00:04:59.400 --> 00:05:01.400]  又往北轉
[00:05:01.400 --> 00:05:02.400]  吹完之後
[00:05:02.400 --> 00:05:04.400]  吹完這邊又吹回那邊
[00:05:04.400 --> 00:05:06.400]  循環不息
[00:05:06.400 --> 00:05:08.400]  江河起不是一樣嗎
[00:05:08.400 --> 00:05:10.400]  江河好像流向大海
[00:05:10.400 --> 00:05:12.400]  其實流向大海的時候
[00:05:12.400 --> 00:05:14.400]  水又回到源頭
[00:05:14.400 --> 00:05:16.400]  自然界就是這樣
[00:05:16.400 --> 00:05:18.400]  循循環環
[00:05:18.400 --> 00:05:19.400]  傳道者想說的是
[00:05:19.400 --> 00:05:21.400]  人生其實都是這樣
[00:05:21.400 --> 00:05:23.400]  循循環環
[00:05:23.400 --> 00:05:26.400]  眼看的看不完
[00:05:26.400 --> 00:05:28.400]  講又講不完
[00:05:28.400 --> 00:05:31.400]  聽又聽不完
[00:05:31.400 --> 00:05:33.400]  來來去去都是那些東西
[00:05:33.400 --> 00:05:35.400]  其實這裡就說我們人生
[00:05:35.400 --> 00:05:37.400]  那種重重複複
[00:05:37.400 --> 00:05:39.400]  所帶來的那種極端的
[00:05:39.400 --> 00:05:41.400]  無聊的感覺
[00:05:41.400 --> 00:05:43.400]  為什麼
[00:05:43.400 --> 00:05:45.400]  因為沒有新意
[00:05:45.400 --> 00:05:47.400]  日光之下沒有新事
[00:05:47.400 --> 00:05:49.400]  一個生命沒有新意
[00:05:49.400 --> 00:05:51.400]  只有重複是想死的
[00:05:51.400 --> 00:05:53.400]  你知不知道
[00:05:53.400 --> 00:05:55.400]  對不對
[00:05:55.400 --> 00:05:57.400]  每天都是這樣的生活
