
[00:00:00.000 --> 00:00:05.000]  十二仙之書
[00:00:05.000 --> 00:00:10.000]  十二仙之書的第一本就是荷西亞書
[00:00:10.000 --> 00:00:13.000]  荷西亞書一共有十四章的經文
[00:00:13.000 --> 00:00:18.000]  它不是最長,最長相信是撒加利亞書
[00:00:18.000 --> 00:00:22.000]  撒加利亞書亦都有十四章的經文
[00:00:22.000 --> 00:00:26.000]  但是就有211節的經文
[00:00:26.000 --> 00:00:30.000]  荷西亞書就有197節
[00:00:30.000 --> 00:00:35.000]  在十二仙之書裏面最短的一本書
[00:00:35.000 --> 00:00:38.000]  可以說是俄巴底亞書
[00:00:38.000 --> 00:00:40.000]  就是只有一章的經文
[00:00:40.000 --> 00:00:44.000]  我遲些會和大家分享
[00:00:44.000 --> 00:00:49.000]  十二仙之書荷西亞書的背景
[00:00:49.000 --> 00:00:55.000]  是講到北國以色列耶羅邦安二世的時候
[00:00:55.000 --> 00:01:01.000]  是公元前大概是760年到750年
[00:01:01.000 --> 00:01:04.000]  是耶羅邦安末期的時候
[00:01:04.000 --> 00:01:11.000]  南國的國王是猶大王烏西亞在位的時候
[00:01:11.000 --> 00:01:15.000]  荷西亞先知是被神差派去北國
[00:01:15.000 --> 00:01:20.000]  向北國以色列宣講他的話語
[00:01:20.000 --> 00:01:28.000]  同期的先知是有以塞亞、尼加和阿摩斯
[00:01:28.000 --> 00:01:31.000]  阿摩斯亦都是北國的先知
[00:01:31.000 --> 00:01:36.000]  但是不同的地方就是阿摩斯是南國的人
[00:01:36.000 --> 00:01:41.000]  被差派去北國宣講神的話語
[00:01:41.000 --> 00:01:47.000]  這個時候可以說是以色列的領土最大
[00:01:47.000 --> 00:01:50.000]  他的不變是直跨大馬士革
[00:01:50.000 --> 00:01:55.000]  可以說是在所羅門王之後是最強盛的時候
[00:01:55.000 --> 00:01:59.000]  正如Charles Dickens在商城記
[00:01:59.000 --> 00:02:04.000]  他說It's the best of times and the worst of times
[00:02:04.000 --> 00:02:07.000]  是最好的時候亦是最差的時候
[00:02:07.000 --> 00:02:09.000]  為什麼是最好的時候
[00:02:09.000 --> 00:02:11.000]  因為是很強盛
[00:02:11.000 --> 00:02:14.000]  我們見到他是很富有
[00:02:14.000 --> 00:02:17.000]  但亦是最壞的時候
[00:02:17.000 --> 00:02:20.000]  因為他們靈命倒退
[00:02:20.000 --> 00:02:22.000]  就好像美國
[00:02:22.000 --> 00:02:25.000]  美國現在已經走下坡
[00:02:25.000 --> 00:02:27.000]  但美國仍然是很富庶
[00:02:27.000 --> 00:02:30.000]  美國仍然是很強盛
[00:02:30.000 --> 00:02:32.000]  但你看看我們的靈命
[00:02:32.000 --> 00:02:35.000]  我們的靈命是差得不得了
[00:02:35.000 --> 00:02:42.000]  神就派荷西亞先知去勸以色列人悔改
[00:02:42.000 --> 00:02:44.000]  警告以色列人
[00:02:44.000 --> 00:02:46.000]  如果你們不悔改的話
[00:02:46.000 --> 00:02:51.000]  我甚至會派你們的敵人來攻打你們
[00:02:51.000 --> 00:02:55.000]  你們會亡國
[00:02:55.000 --> 00:03:00.000]  神叫荷西亞先知去娶戈滅做太太
[00:03:00.000 --> 00:03:04.000]  我們知道戈滅是一個淫婦
[00:03:04.000 --> 00:03:08.000]  神要他娶一個淫婦做妻子
[00:03:08.000 --> 00:03:11.000]  然後這個關係
[00:03:11.000 --> 00:03:14.000]  荷西亞和戈滅的關係
[00:03:14.000 --> 00:03:17.000]  就代表出神和以色列人的關係
[00:03:17.000 --> 00:03:20.000]  如果你記得我上一次說
[00:03:20.000 --> 00:03:27.000]  先知是有三個辦法來傳達神的話語
[00:03:27.000 --> 00:03:29.000]  第一個就是口傳
[00:03:29.000 --> 00:03:31.000]  用口來說話
[00:03:31.000 --> 00:03:35.000]  第二個是用筆記寫下
[00:03:35.000 --> 00:03:39.000]  就好像我們聖經裡面的經文一樣
[00:03:39.000 --> 00:03:42.000]  第三個辦法就是以身作則
[00:03:42.000 --> 00:03:46.000]  神要透過荷西亞的生活
[00:03:46.000 --> 00:03:49.000]  他的生命和戈滅的關係
[00:03:49.000 --> 00:03:56.000]  來代表出神和以色列人的關係
[00:03:56.000 --> 00:03:58.000]  很多的解經家
[00:03:58.000 --> 00:04:00.000]  很多的神學家
[00:04:00.000 --> 00:04:04.000]  在荷西亞書中都有自己的結構
[00:04:04.000 --> 00:04:06.000]  自己的分段
[00:04:06.000 --> 00:04:11.000]  但我比較喜歡的是一個平衡的對偶
[00:04:11.000 --> 00:04:13.000]  原因很簡單
[00:04:13.000 --> 00:04:15.000]  因為我剛才說
[00:04:15.000 --> 00:04:18.000]  透過荷西亞和戈滅的關係
[00:04:18.000 --> 00:04:22.000]  表現出神和以色列人的關係
[00:04:22.000 --> 00:04:23.000]  如果你看到的話
[00:04:23.000 --> 00:04:26.000]  你就會看到這裡有一個平衡的對偶
[00:04:26.000 --> 00:04:28.000]  荷西亞書的第一章
[00:04:28.000 --> 00:04:30.000]  其實是一個背景
[00:04:30.000 --> 00:04:33.000]  第二章的一至五節
[00:04:33.000 --> 00:04:35.000]  就是指出戈滅的罪
[00:04:35.000 --> 00:04:37.000]  他淫亂的罪
[00:04:37.000 --> 00:04:41.000]  在第二章六至十三節
[00:04:41.000 --> 00:04:44.000]  是指出戈滅的審判
[00:04:44.000 --> 00:04:47.000]  荷西亞要堵塞著他的道路
[00:04:47.000 --> 00:04:48.000]  不讓他出街
[00:04:48.000 --> 00:04:50.000]  要將圍牆圍住他
