
[00:00:00.000 --> 00:00:07.800]  今天是聖經人物第七講
[00:00:07.800 --> 00:00:10.000]  講保羅
[00:00:10.000 --> 00:00:13.560]  上六個人物都是講舊約的
[00:00:13.560 --> 00:00:18.720]  我們有提到亞當、羅亞、阿巴拉罕、以撒、瓦國和約瑟
[00:00:18.720 --> 00:00:22.840]  接著七月開始我們講新約的人物
[00:00:22.840 --> 00:00:24.600]  本來是講六個的
[00:00:24.600 --> 00:00:26.360]  但這次只會講五個
[00:00:26.360 --> 00:00:34.360]  會講保羅、彼得、約翰、巴拿巴和我還沒決定的
[00:00:34.360 --> 00:00:37.120]  可能是瑪利亞或者耶穌
[00:00:37.120 --> 00:00:38.480]  為什麼講五個呢?
[00:00:38.480 --> 00:00:40.880]  因為十一月我會來北京
[00:00:40.880 --> 00:00:43.240]  會講四堂
[00:00:43.240 --> 00:00:46.520]  撇開人物暫時不講
[00:00:46.520 --> 00:00:48.120]  會講一本書
[00:00:48.120 --> 00:00:52.600]  到時會和大家在現場見面
[00:00:52.600 --> 00:00:54.760]  不需要大家打開鏡頭
[00:00:54.760 --> 00:00:57.320]  所以會好很多
[00:00:57.320 --> 00:00:59.360]  今天跟大家講保羅
[00:00:59.360 --> 00:01:03.080]  題目大家看到我寫著不信的敵人
[00:01:03.080 --> 00:01:05.000]  堅信的服人
[00:01:05.000 --> 00:01:09.160]  下面有個副題書在起跑線
[00:01:09.160 --> 00:01:11.400]  贏在終點線
[00:01:11.400 --> 00:01:15.480]  我自己昨天和今天再看這篇講章
[00:01:15.480 --> 00:01:21.320]  我覺得對我自己來說是一個很貼切的題目
[00:01:21.320 --> 00:01:23.480]  給我一個很大的提醒
[00:01:23.480 --> 00:01:27.480]  今天我回到星期六的崇拜
[00:01:27.480 --> 00:01:29.880]  回來的時候一直想著這篇訊息
[00:01:29.880 --> 00:01:32.040]  給我自己很大的提醒
[00:01:32.040 --> 00:01:34.760]  特別是提到在副題說
[00:01:34.760 --> 00:01:36.520]  書在起跑線
[00:01:36.520 --> 00:01:38.600]  贏在終點線
[00:01:38.600 --> 00:01:41.800]  我可以說我的人生是書在起跑線
[00:01:41.800 --> 00:01:45.480]  但我盼望我的人生能夠贏在終點線
[00:01:45.480 --> 00:01:47.160]  人有四種人
[00:01:47.160 --> 00:01:49.480]  大家看到打出來有四種人
[00:01:49.480 --> 00:01:50.920]  一種是贏輸
[00:01:50.920 --> 00:01:51.960]  一種是輸輸
[00:01:51.960 --> 00:01:53.000]  一種是贏贏
[00:01:53.000 --> 00:01:54.760]  一種是輸贏
[00:01:54.760 --> 00:01:56.840]  贏輸就是剛才大家聽到
[00:01:56.840 --> 00:01:59.560]  有些人是贏在起跑線
[00:01:59.560 --> 00:02:01.560]  但輸在終點線
[00:02:01.560 --> 00:02:02.440]  這個叫什麼呢
[00:02:02.440 --> 00:02:04.280]  這個叫衰秀味
[00:02:04.280 --> 00:02:07.160]  有些人是輸在起跑線
[00:02:07.160 --> 00:02:09.640]  也是輸在終點線
[00:02:09.640 --> 00:02:11.880]  這個真的是
[00:02:11.880 --> 00:02:14.280]  廣東話說叫沒有眼睛看
[00:02:14.280 --> 00:02:19.240]  第三種人就是贏在起跑線
[00:02:19.240 --> 00:02:20.520]  贏在終點線
[00:02:20.520 --> 00:02:22.840]  這個人真的是非常幸福
[00:02:22.840 --> 00:02:25.080]  有頭有尾好頭好鼻
[00:02:25.080 --> 00:02:27.640]  第四種人反而我覺得是最寶貴的
[00:02:27.640 --> 00:02:30.360]  就是雖然輸在起跑線
[00:02:30.360 --> 00:02:33.560]  但是贏在終點線
[00:02:33.560 --> 00:02:35.880]  四種人我不知道你是哪一種
[00:02:35.880 --> 00:02:36.840]  我覺得我自己
[00:02:36.840 --> 00:02:37.800]  剛才我說的
[00:02:37.800 --> 00:02:39.320]  很明顯我是第四
[00:02:39.320 --> 00:02:41.480]  我希望是第四種人
[00:02:41.480 --> 00:02:43.800]  我不希望是第二種人
[00:02:43.800 --> 00:02:45.640]  不希望輸在起跑線
[00:02:45.640 --> 00:02:47.000]  又輸在終點線
[00:02:47.000 --> 00:02:49.480]  希望雖然我輸在起跑線
[00:02:49.480 --> 00:02:52.040]  但盼望能夠贏在終點線
[00:02:52.040 --> 00:02:54.360]  在世界上這麼多人
[00:02:54.360 --> 00:02:55.560]  這麼多億人
[00:02:55.560 --> 00:02:57.640]  哪一種人多一點我們不知道
[00:02:57.640 --> 00:02:58.760]  沒有人數過
[00:02:58.760 --> 00:03:00.040]  沒有人計算過
[00:03:00.040 --> 00:03:01.880]  但是我們自己要知道
[00:03:01.880 --> 00:03:03.400]  我們要做哪一種人
[00:03:03.400 --> 00:03:05.960]  我看到鏡頭
[00:03:05.960 --> 00:03:08.040]  我看到一二三四五六六個人
[00:03:08.040 --> 00:03:09.640]  你們是哪一種人
[00:03:09.640 --> 00:03:10.520]  不知道
[00:03:10.520 --> 00:03:12.040]  也是哪一種人
[00:03:12.040 --> 00:03:13.560]  你的起跑線是怎樣
[00:03:13.560 --> 00:03:14.520]  我也不知道
[00:03:14.520 --> 00:03:15.880]  但盼望每個人
[00:03:15.880 --> 00:03:17.320]  都要決定要做一個
[00:03:17.320 --> 00:03:19.320]  贏在終點線的人
[00:03:19.320 --> 00:03:22.920]  人可以有好或不好的開始
[00:03:22.920 --> 00:03:25.160]  但人一定要選擇
[00:03:25.160 --> 00:03:26.360]  或者決定
[00:03:26.360 --> 00:03:28.200]  要有一個好的結束
[00:03:28.200 --> 00:03:29.960]  好的開始
[00:03:29.960 --> 00:03:31.400]  只是成功的一半
[00:03:31.400 --> 00:03:33.000]  不好的開始
[00:03:33.000 --> 00:03:35.720]  不一定要有不好的結束
[00:03:35.720 --> 00:03:37.000]  我再說
[00:03:37.000 --> 00:03:38.760]  很多人經常怨過去
[00:03:38.760 --> 00:03:40.680]  我的原生家庭
[00:03:40.680 --> 00:03:42.920]  我的生長背景
[00:03:42.920 --> 00:03:44.200]  很多事情都不好
[00:03:44.200 --> 00:03:46.120]  但是我覺得
[00:03:46.120 --> 00:03:48.120]  開始可以不好
[00:03:48.120 --> 00:03:50.200]  結束是可以好的
[00:03:50.200 --> 00:03:51.400]  開始不好
[00:03:51.400 --> 00:03:53.000]  結束不一定不好
[00:03:53.000 --> 00:03:55.080]  我的開始真的不好
[00:03:55.080 --> 00:03:57.400]  但我希望結束是好的
[00:03:57.400 --> 00:03:59.960]  我在過去跟大家說了這麼多
[00:03:59.960 --> 00:04:02.120]  可能不多不少提到我的過去
[00:04:02.120 --> 00:04:04.520]  我讀書也是很懶散
[00:04:04.520 --> 00:04:06.440]  我做人也是很懶散
[00:04:06.440 --> 00:04:07.800]  我這個人就是
[00:04:07.800 --> 00:04:08.760]  不務正業
[00:04:08.760 --> 00:04:10.120]  遊手好閒那種
[00:04:10.120 --> 00:04:12.840]  廣東話說不跌不掉
[00:04:12.840 --> 00:04:13.960]  說得再差一點
[00:04:13.960 --> 00:04:15.320]  爛泥褲不想生病
[00:04:15.320 --> 00:04:16.600]  那種人
[00:04:16.600 --> 00:04:19.800]  我自己對自己的過去也很失望
[00:04:19.800 --> 00:04:21.320]  所以我自己經常說
[00:04:21.320 --> 00:04:23.240]  我自己是輸在比拋勝的人
[00:04:23.240 --> 00:04:24.920]  跟我原生家庭沒有關係
[00:04:24.920 --> 00:04:27.160]  我自己不爭氣
[00:04:27.160 --> 00:04:27.960]  不聽話
[00:04:27.960 --> 00:04:29.080]  所以弄到這樣
[00:04:29.080 --> 00:04:30.360]  其實回看人生
[00:04:30.360 --> 00:04:31.240]  每一個基督徒
[00:04:31.240 --> 00:04:32.360]  信主前
[00:04:32.360 --> 00:04:34.840]  都有一個不好的開始
[00:04:34.840 --> 00:04:36.600]  都有一個不好的過去
[00:04:36.600 --> 00:04:38.040]  但每一個基督徒
