
[00:00:00.000 --> 00:00:04.160]  再一次表示對李棠鼎姊妹的欣賞
[00:00:04.160 --> 00:00:08.120]  在黃鷗日子裏面大家選擇了一起參加
[00:00:08.120 --> 00:00:10.440]  也欣賞一班籌備的鼎姊妹
[00:00:10.440 --> 00:00:13.160]  我很少見到這麼精美的型漢
[00:00:13.160 --> 00:00:16.600]  特別適合我們大字版的
[00:00:16.600 --> 00:00:20.400]  即是我這樣的需要
[00:00:20.400 --> 00:00:23.600]  我很少聽見告訴你
[00:00:23.600 --> 00:00:25.240]  風港元帥說
[00:00:25.240 --> 00:00:26.840]  如果你停車後
[00:00:26.840 --> 00:00:29.560]  停車的地方走來這裡需要兩三分鐘
[00:00:29.560 --> 00:00:33.120]  我沒想到可以去到這麼細緻的安排
[00:00:33.120 --> 00:00:37.120]  多謝一班很能幹和很忠心的鼎姊妹的籌備
[00:00:37.120 --> 00:00:42.840]  今晚這段時間我打算略略和大家看看
[00:00:42.840 --> 00:00:44.400]  李米記剩下來的經文
[00:00:44.400 --> 00:00:46.600]  即是第七章到十三章
[00:00:46.600 --> 00:00:47.520]  經文雖然多
[00:00:47.520 --> 00:00:48.800]  但正如我今早所說
[00:00:48.800 --> 00:00:52.040]  其實有幾段名單的經文
[00:00:52.040 --> 00:00:54.880]  我們就略略看一看
[00:00:54.880 --> 00:00:56.760]  我們未必會很仔細去讀
[00:00:56.760 --> 00:00:57.840]  另外
[00:00:57.840 --> 00:01:00.400]  我想高明一些地方
[00:01:00.400 --> 00:01:03.560]  今晚我會不會用powerpoint
[00:01:03.560 --> 00:01:05.280]  我想高明的是
[00:01:05.280 --> 00:01:08.560]  我們試試由現在看著那段經文的大標題
[00:01:08.560 --> 00:01:09.680]  走一次
[00:01:09.680 --> 00:01:13.480]  然後我會抽出一些比較難解的地方和大家處理一下
[00:01:13.480 --> 00:01:16.000]  然後我回來的下半部分
[00:01:16.000 --> 00:01:17.560]  我會和大家說一說
[00:01:17.560 --> 00:01:22.920]  其中有兩段的聖經想和大家分享
[00:01:22.920 --> 00:01:26.160]  大家記得我們一直在說
[00:01:26.160 --> 00:01:30.360]  李米記在當時的環境
[00:01:30.360 --> 00:01:33.880]  或者李米帶領之下做兩件事
[00:01:33.880 --> 00:01:37.000]  第一件事就是修好那個城牆
[00:01:37.000 --> 00:01:38.360]  即是很實際的需要
[00:01:38.360 --> 00:01:40.520]  你不能夠只是說屬靈
[00:01:40.520 --> 00:01:43.200]  或者只是說你和上帝的關係
[00:01:43.200 --> 00:01:45.360]  但沒有理會到現實的生活需要
[00:01:45.360 --> 00:01:47.640]  李米是一個很現實很落地的人
[00:01:47.640 --> 00:01:48.680]  他第一件事
[00:01:48.680 --> 00:01:50.160]  他很清楚目標
[00:01:50.160 --> 00:01:51.960]  就是城牆破壞
[00:01:51.960 --> 00:01:55.280]  然後引致他們國家被凌辱
[00:01:55.280 --> 00:01:56.520]  所以他解決了問題
[00:01:56.520 --> 00:01:57.840]  有一個城牆
[00:01:57.840 --> 00:02:00.320]  修修破爛了一個城牆
[00:02:00.320 --> 00:02:01.280]  第二件事
[00:02:01.280 --> 00:02:03.840]  他知道只是有城牆
[00:02:03.840 --> 00:02:07.000]  其實不會帶給他們真正的幫助
[00:02:07.000 --> 00:02:07.920]  因為事實上
[00:02:07.920 --> 00:02:10.240]  在他之前的大約一二百年
[00:02:10.240 --> 00:02:12.320]  本來都有城牆
[00:02:12.320 --> 00:02:13.560]  不過因為他離開神
[00:02:13.560 --> 00:02:16.000]  所以城牆被人攻陷
[00:02:16.000 --> 00:02:18.360]  換言之城牆破壞
[00:02:18.360 --> 00:02:21.440]  是那個犯罪之後的後果
[00:02:21.440 --> 00:02:24.080]  如果你不繼續處理根源
[00:02:24.080 --> 00:02:25.880]  你只是理會後果
[00:02:25.880 --> 00:02:27.640]  理會外表的情況
[00:02:27.640 --> 00:02:28.720]  但真正的根源
[00:02:28.720 --> 00:02:30.760]  是因為他們和上帝出現問題
[00:02:30.760 --> 00:02:32.120]  所以在道德
[00:02:32.120 --> 00:02:33.360]  在他們國家
[00:02:33.360 --> 00:02:34.680]  在他們宗教上
[00:02:34.680 --> 00:02:36.520]  走向下坡
[00:02:36.520 --> 00:02:37.440]  得罪上
[00:02:37.440 --> 00:02:41.400]  引致罪惡帶來自然的審判
[00:02:41.400 --> 00:02:42.440]  自然的結果
[00:02:42.440 --> 00:02:45.520]  所以重建城牆之後
[00:02:45.520 --> 00:02:46.920]  李希米基的第七章
[00:02:46.920 --> 00:02:47.840]  第13章
[00:02:47.840 --> 00:02:51.680]  就是重建那些百姓的生活
[00:02:51.680 --> 00:02:53.120]  包括了他們對上帝
[00:02:53.120 --> 00:02:56.040]  和他們之間的彼此相處的生活
[00:02:56.040 --> 00:02:58.360]  所以你用這個角度
[00:02:58.360 --> 00:03:00.480]  你要想想第7章到13章
[00:03:00.480 --> 00:03:02.040]  是講這件事的
[00:03:02.040 --> 00:03:03.120]  OK 我相信這裡
[00:03:03.120 --> 00:03:04.920]  我都曾經和大家提過
[00:03:04.920 --> 00:03:06.000]  請你回來李希米基
[00:03:06.000 --> 00:03:07.960]  我們先看看大標題
[00:03:07.960 --> 00:03:09.360]  然後我解一些經文
[00:03:09.360 --> 00:03:11.840]  可能我們覺得比較困擾的
[00:03:11.840 --> 00:03:15.240]  和大家一起討論一下
[00:03:15.240 --> 00:03:17.440]  請回來李希米基第七章
[00:03:17.440 --> 00:03:18.960]  李希米基第七章
[00:03:18.960 --> 00:03:27.960]  當第六章講了他們在第15節
[00:03:27.960 --> 00:03:29.160]  說他們52天
[00:03:29.160 --> 00:03:32.840]  就將破壞了城牆收藏之後
[00:03:32.840 --> 00:03:36.360]  接下來其實已經埋下了伏筆
[00:03:36.360 --> 00:03:37.160]  你看看五章
[00:03:37.160 --> 00:03:38.960]  先看看五章的尾
[00:03:38.960 --> 00:03:41.920]  雖然他們做了這件事
[00:03:41.920 --> 00:03:43.320]  他們的心理理念
[00:03:43.320 --> 00:03:44.760]  他們的心理理念
[00:03:44.760 --> 00:03:46.000]  他們的心理理念
[00:03:46.000 --> 00:03:47.880]  雖然他們做了這件事
[00:03:47.880 --> 00:03:51.520]  但是引致接下來的問題
[00:03:51.520 --> 00:03:53.200]  就是中間的轉折的地方
[00:03:53.200 --> 00:03:54.480]  轉折的地方在哪裡呢
[00:03:54.480 --> 00:03:56.320]  17節
[00:03:56.320 --> 00:03:57.000]  我們一起讀
[00:03:57.000 --> 00:03:58.200]  17至19節
[00:03:58.200 --> 00:03:59.360]  李希米基
[00:03:59.360 --> 00:04:01.560]  對不起 第6章
[00:04:01.560 --> 00:04:02.640]  李希米基第6章講錯了
[00:04:02.640 --> 00:04:04.080]  第6章
[00:04:04.080 --> 00:04:06.400]  第17至19節
[00:04:06.400 --> 00:04:08.040]  6章17至19節
[00:04:08.040 --> 00:04:09.640]  一起讀出
[00:04:09.640 --> 00:04:11.360]  在那些日子
[00:04:11.360 --> 00:04:15.400]  猶大的貴就屢次寄信與多比亞
[00:04:15.400 --> 00:04:17.960]  多比亞也來信與他們
[00:04:17.960 --> 00:04:21.520]  在猶大有許多人與多比亞結盟
[00:04:21.520 --> 00:04:23.840]  因此阿拉的兒子
[00:04:23.840 --> 00:04:25.840]  是加利的女婿
[00:04:25.840 --> 00:04:34.840]  這裡說
[00:04:34.840 --> 00:04:37.520]  多比亞 大家記得多比亞嗎
[00:04:37.520 --> 00:04:40.400]  是其中三個攻擊以色列人
[00:04:40.400 --> 00:04:43.160]  其中三個仇敵的其中一個領袖
[00:04:43.160 --> 00:04:44.760]  或者當時可能有權有勢
[00:04:44.760 --> 00:04:47.680]  甚至是薩馬尼亞這個地方
[00:04:47.680 --> 00:04:49.240]  可能是一個官員
[00:04:49.240 --> 00:04:53.600]  多比亞就將他的兒子約哈蘭
[00:04:53.600 --> 00:04:58.160]  就與另一個人的女兒
[00:04:58.160 --> 00:05:03.280]  比利家的兒子米舒蘭的女兒為妻
[00:05:03.280 --> 00:05:03.960]  就娶了為妻
[00:05:03.960 --> 00:05:05.040]  約哈蘭
[00:05:05.040 --> 00:05:06.040]  即是多比亞兒子
[00:05:06.040 --> 00:05:07.880]  娶了米舒蘭的女兒為妻
[00:05:07.880 --> 00:05:08.440]  米舒蘭
[00:05:08.440 --> 00:05:10.600]  你有沒有印象這是誰
[00:05:10.600 --> 00:05:12.480]  比利家的兒子約舒蘭是誰
[00:05:13.480 --> 00:05:17.480]  這次剛剛說完
[00:05:17.480 --> 00:05:18.480]  沒有說過
[00:05:18.480 --> 00:05:22.480]  沒錯 最後那個
[00:05:22.480 --> 00:05:24.000]  和我的學生一樣
[00:05:24.000 --> 00:05:26.000]  凡是他們不記得的都說我沒有說過
[00:05:26.000 --> 00:05:31.000]  看回第三章
[00:05:31.000 --> 00:05:36.000]  第三章的第30節
[00:05:36.000 --> 00:05:40.000]  最後一句
[00:05:40.000 --> 00:05:45.520]  其次是比利家的兒子米舒蘭對著自己的房屋收造
[00:05:45.520 --> 00:05:46.520]  有沒有印象
[00:05:46.520 --> 00:05:53.120]  這次我在我的powerpoint講
[00:05:53.120 --> 00:05:56.520]  比利家即是得福氣
[00:05:56.520 --> 00:05:59.120]  米舒蘭就是逢差遣
[00:05:59.120 --> 00:06:02.120]  請你回到第六章
[00:06:02.120 --> 00:06:02.920]  剛才我看的經文
[00:06:02.920 --> 00:06:05.400]  第18節
[00:06:05.400 --> 00:06:06.680]  這裡很清楚是同一個人
[00:06:06.680 --> 00:06:09.600]  因為同名同姓的比利家的兒子米舒蘭
[00:06:09.600 --> 00:06:10.520]  不過這次不是他
[00:06:10.520 --> 00:06:17.520]  是他女兒嫁給受敵多比亞兒子約克蘭
[00:06:17.520 --> 00:06:19.320]  這裡是賣下伏筆的
[00:06:19.320 --> 00:06:19.920]  沒錯
[00:06:19.920 --> 00:06:22.120]  他們都對著城牆修建
[00:06:22.120 --> 00:06:24.720]  但他們不覺得這麼大件事
[00:06:24.720 --> 00:06:27.320]  他們不覺得要畫清楚界線
[00:06:27.320 --> 00:06:29.120]  他們不覺得他們一路生活上
[00:06:29.120 --> 00:06:32.120]  是導致城牆破壞的
[00:06:32.120 --> 00:06:32.920]  現在既然收城牆
[00:06:32.920 --> 00:06:33.920]  他參與的
[00:06:33.920 --> 00:06:36.120]  對著自己房屋修建的
[00:06:36.120 --> 00:06:39.640]  這個逢差遣米舒蘭將女兒
[00:06:39.640 --> 00:06:41.440]  這裡沒有說她的名字
[00:06:41.440 --> 00:06:43.920]  跟對方結合
[00:06:43.920 --> 00:06:46.920]  但對方是要破壞城牆
[00:06:46.920 --> 00:06:49.120]  這裡你看到已經賣下伏線
[00:06:49.120 --> 00:06:50.040]  為什麼有第七章
[00:06:50.040 --> 00:06:51.200]  接下來的經文
[00:06:51.200 --> 00:06:53.040]  因為現實上
[00:06:53.040 --> 00:06:55.120]  如果這些問題不解決的話
[00:06:55.120 --> 00:06:56.720]  城牆就算修建好
[00:06:56.720 --> 00:06:58.480]  也會再想的
[00:06:58.480 --> 00:07:00.240]  這幫本來就告訴你
[00:07:00.240 --> 00:07:02.200]  胡理爬上去也想
[00:07:02.200 --> 00:07:03.280]  那幫人
[00:07:03.280 --> 00:07:06.760]  竟然大家因為通婚的緣故
[00:07:06.760 --> 00:07:09.760]  所以慢慢敵我關係
[00:07:09.760 --> 00:07:11.560]  就好像模糊了
[00:07:11.560 --> 00:07:12.360]  好了
[00:07:12.360 --> 00:07:17.240]  往往的基督徒都是
[00:07:17.240 --> 00:07:22.160]  當你在這方面讓步的時候
[00:07:22.160 --> 00:07:25.120]  情況就不是一半一半
[00:07:25.120 --> 00:07:28.840]  當你善與惡混在一起的時候
[00:07:28.840 --> 00:07:30.440]  或者要尋求上帝
[00:07:30.440 --> 00:07:32.720]  同時與世界妥協
[00:07:32.720 --> 00:07:35.200]  那個問題就不是一一半
[00:07:35.200 --> 00:07:35.840]  或者是
[00:07:35.840 --> 00:07:36.320]  不要緊
[00:07:36.320 --> 00:07:39.040]  我對上帝一樣保持應該有態度
[00:07:39.040 --> 00:07:39.960]  或者是
[00:07:39.960 --> 00:07:44.120]  我這方面可能暫時做不到
[00:07:44.120 --> 00:07:45.560]  很多人都會這樣想
[00:07:45.560 --> 00:07:46.440]  給個具體例子
[00:07:46.440 --> 00:07:47.360]  比如
[00:07:47.360 --> 00:07:50.240]  這個我不知道會不會很敏感
[00:07:50.240 --> 00:07:52.480]  問題在你當中
[00:07:52.480 --> 00:07:53.880]  一個信主的弟兄姊妹
[00:07:53.880 --> 00:07:56.240]  和一個未信主的人拍拖
[00:07:56.240 --> 00:07:57.360]  我不知道是否很敏感的題目
[00:07:57.360 --> 00:07:58.400]  這些在教會
[00:07:58.400 --> 00:07:58.800]  不過不要緊
[00:07:58.800 --> 00:07:59.320]  我愛人
[00:07:59.320 --> 00:08:01.240]  所以我說完我走了
[00:08:01.240 --> 00:08:01.840]  有什麼問題
[00:08:01.840 --> 00:08:03.840]  你們的牧師會幫你解決的
[00:08:03.840 --> 00:08:07.720]  很多人的想法就是
[00:08:07.720 --> 00:08:09.040]  或者我帶他去信主
[00:08:09.040 --> 00:08:10.360]  我幫助他
[00:08:10.360 --> 00:08:11.960]  如果你想說個案是有的
[00:08:11.960 --> 00:08:12.760]  有這麼成功的個案
[00:08:12.760 --> 00:08:13.760]  真的帶他去信主
[00:08:13.760 --> 00:08:14.680]  也幫助他
[00:08:14.680 --> 00:08:16.560]  後來成為一個在教會中心
[00:08:16.560 --> 00:08:20.040]  很投入的弟兄姊妹的信徒
[00:08:20.040 --> 00:08:20.920]  但是
[00:08:20.920 --> 00:08:22.600]  我先說原則
[00:08:22.600 --> 00:08:23.880]  你說上帝是否很憐憫我
[00:08:23.880 --> 00:08:24.320]  我怎麼做
[00:08:24.320 --> 00:08:25.040]  這是另外一回事
[00:08:25.040 --> 00:08:26.560]  我先說原則
[00:08:26.560 --> 00:08:27.440]  當你
[00:08:27.440 --> 00:08:28.720]  想著善
[00:08:28.720 --> 00:08:29.160]  就是說
[00:08:29.160 --> 00:08:29.880]  我是屬於上帝的
[00:08:29.880 --> 00:08:30.800]  上帝幫助我的
[00:08:30.800 --> 00:08:32.360]  和我一起的時間
[00:08:32.360 --> 00:08:33.360]  結果是怎樣的呢
[00:08:33.360 --> 00:08:35.920]  我問問大家
[00:08:35.920 --> 00:08:36.360]  如果
[00:08:36.360 --> 00:08:41.920]  你有沒有買一箱箱橙買回來
[00:08:41.920 --> 00:08:45.200]  比較少一點
[00:08:45.200 --> 00:08:46.440]  一箱橙有時候你看到
[00:08:46.440 --> 00:08:47.120]  打開了之後
[00:08:47.120 --> 00:08:48.720]  可能88個橙
[00:08:48.720 --> 00:08:50.080]  其中一個綠色的
[00:08:50.080 --> 00:08:52.240]  就是發霉
[00:08:52.240 --> 00:08:53.200]  那些是盤離西林
[00:08:53.200 --> 00:08:55.280]  叫做發霉
[00:08:55.280 --> 00:08:56.320]  那不要緊
[00:08:56.320 --> 00:08:57.960]  88個
[00:08:57.960 --> 00:08:59.960]  87個是好的
[00:08:59.960 --> 00:09:00.760]  一個不好
[00:09:00.760 --> 00:09:01.960]  那87個好的
[00:09:01.960 --> 00:09:02.560]  拗著它
[00:09:02.560 --> 00:09:04.120]  拗著它就會好
[00:09:04.120 --> 00:09:05.520]  有什麼事
[00:09:05.520 --> 00:09:07.400]  但是沒什麼事的
[00:09:07.400 --> 00:09:08.840]  只要什麼呢
[00:09:08.840 --> 00:09:10.920]  只要連87個都爛掉
[00:09:10.920 --> 00:09:12.480]  你不會將好事
[00:09:12.480 --> 00:09:14.440]  拗著那些壞事
[00:09:14.440 --> 00:09:16.040]  就會令到壞事變了
[00:09:16.040 --> 00:09:17.880]  是不可以的
[00:09:17.880 --> 00:09:19.600]  同樣的我們生命也是
[00:09:19.600 --> 00:09:20.160]  你不要說
[00:09:20.160 --> 00:09:21.960]  其實大部分都很愛上帝
