
[00:00:00.000 --> 00:00:05.000]  主啊!祢這兩晚一齊來到我們面前
[00:00:05.000 --> 00:00:09.000]  我們透過牙哥和歷代那些親近你的人的經歷
[00:00:09.000 --> 00:00:12.000]  再次觸摸我們的心牆
[00:00:12.000 --> 00:00:15.000]  再次反思我們和你的關係
[00:00:15.000 --> 00:00:18.000]  主啊!我們求祢今晚在我們當中
[00:00:18.000 --> 00:00:20.000]  主啊!我們很恐怕我們講祢的時候
[00:00:20.000 --> 00:00:22.000]  祢不在我們當中
[00:00:22.000 --> 00:00:25.000]  我們談論祢的時候,祢來我們這裡
[00:00:25.000 --> 00:00:28.000]  主啊!所以我們懇求祢自己今晚陪我們一起
[00:00:28.000 --> 00:00:31.000]  由我們思想的時候,由我們分享的時候
[00:00:31.000 --> 00:00:35.000]  由我們經歷的時候,祢都在我們身旁
[00:00:35.000 --> 00:00:37.000]  由我們真的摸到祢
[00:00:37.000 --> 00:00:39.000]  好像牙哥裡面的情侶一樣
[00:00:39.000 --> 00:00:42.000]  親手摸到祢,親吻祢
[00:00:42.000 --> 00:00:46.000]  以至祢的生命進入我們的生命當中
[00:00:46.000 --> 00:00:49.000]  由我們的生命與祢連結
[00:00:49.000 --> 00:00:51.000]  我們知道如果這樣
[00:00:51.000 --> 00:00:54.000]  我們的生命一定不再一樣
[00:00:54.000 --> 00:00:55.000]  求祢聽我們的祈禱
[00:00:55.000 --> 00:00:58.000]  奉耶穌基督的名禱
[00:00:58.000 --> 00:01:03.000]  這兩晚的牙哥的分享和講座
[00:01:03.000 --> 00:01:06.000]  對我來說也特別有意思
[00:01:06.000 --> 00:01:10.000]  算是圓了我的心願
[00:01:10.000 --> 00:01:13.000]  在十多年前
[00:01:13.000 --> 00:01:17.000]  我開始有心想用一種熟悉的經歷
[00:01:17.000 --> 00:01:22.000]  和比較講經和分享的方式
[00:01:22.000 --> 00:01:25.000]  處理聖經裡面的智慧文學
[00:01:25.000 --> 00:01:29.000]  如果你稍微還記得我一些講座
[00:01:29.000 --> 00:01:31.000]  或者錄音帶
[00:01:31.000 --> 00:01:34.000]  你就會記得我第一個的智慧文學
[00:01:34.000 --> 00:01:37.000]  是講傳道書的
[00:01:37.000 --> 00:01:40.000]  講荒謬的人生和直根永恆
[00:01:40.000 --> 00:01:44.000]  接著我就講針研
[00:01:44.000 --> 00:01:46.000]  在針研裡面講到人生的智慧
[00:01:46.000 --> 00:01:49.000]  在針研裡面講到家庭
[00:01:49.000 --> 00:01:51.000]  講到友情
[00:01:51.000 --> 00:01:54.000]  然後很多人問
[00:01:54.000 --> 00:01:56.000]  為什麼不講約伯記
[00:01:56.000 --> 00:01:59.000]  那麼多苦
[00:01:59.000 --> 00:02:01.000]  於是我就不敢講
[00:02:01.000 --> 00:02:03.000]  因為我對約伯記不熟悉
[00:02:03.000 --> 00:02:05.000]  我覺得研究得不夠深刻
[00:02:05.000 --> 00:02:08.000]  體會得可能還有些問題
[00:02:08.000 --> 00:02:10.000]  所以大家可能記得
[00:02:10.000 --> 00:02:13.000]  我最後就講約伯記
[00:02:13.000 --> 00:02:16.000]  和人生的苦難叫天文
[00:02:16.000 --> 00:02:19.000]  紀念我第一位太太岩正離開世界十年
[00:02:19.000 --> 00:02:22.000]  1997年
[00:02:22.000 --> 00:02:25.000]  現在還有一個
[00:02:25.000 --> 00:02:27.000]  就是雅歌
[00:02:27.000 --> 00:02:29.000]  其實我講了很多次
[00:02:29.000 --> 00:02:31.000]  不是公開講座
[00:02:31.000 --> 00:02:34.000]  在不同的教會聚會裡面都講過
[00:02:34.000 --> 00:02:38.000]  為什麼等到現在才講呢
[00:02:38.000 --> 00:02:40.000]  我1975年結婚
[00:02:40.000 --> 00:02:42.000]  第一段的婚姻
[00:02:42.000 --> 00:02:45.000]  所以到現在30年
[00:02:45.000 --> 00:02:51.000]  我都算對男女之間的感情有相當深刻的了解
[00:02:51.000 --> 00:02:53.000]  尤其是在過去的十年
[00:02:53.000 --> 00:02:55.000]  我和現在的太太
[00:02:55.000 --> 00:02:57.000]  在很多婚姻的輔導上
[00:02:57.000 --> 00:02:59.000]  很多的參與和視乎
[00:02:59.000 --> 00:03:02.000]  體會很多在婚姻裡的離離合合
[00:03:02.000 --> 00:03:03.000]  很多的體會
[00:03:03.000 --> 00:03:06.000]  更加了解到雅歌孫
[00:03:06.000 --> 00:03:11.000]  那種感情上的深刻和特色
[00:03:11.000 --> 00:03:12.000]  不過呢
[00:03:12.000 --> 00:03:14.000]  我想告訴大家
[00:03:14.000 --> 00:03:17.000]  今天晚上我不是用雅歌書
[00:03:17.000 --> 00:03:21.000]  來講男女之間的溝通和感情
[00:03:21.000 --> 00:03:24.000]  這個題目應該是很熱門的題目
[00:03:24.000 --> 00:03:26.000]  也有不少人講過
[00:03:26.000 --> 00:03:32.000]  我覺得不需要我再用雅歌書來講男女的感情
[00:03:32.000 --> 00:03:34.000]  事實上雅歌書
[00:03:34.000 --> 00:03:37.000]  我相信從歷史學的角度來說
[00:03:37.000 --> 00:03:39.000]  基本上應該是一個愛情的
[00:03:39.000 --> 00:03:42.000]  綠幕的歌劇
[00:03:42.000 --> 00:03:44.000]  愛情的歌劇
[00:03:44.000 --> 00:03:46.000]  不過雅歌書之所以特別
[00:03:46.000 --> 00:03:48.000]  因為雅歌書在歷代
[00:03:48.000 --> 00:03:50.000]  在過去的二千年
[00:03:50.000 --> 00:03:53.000]  尤其是耶穌基督之後的二千年裡
[00:03:53.000 --> 00:03:55.000]  它所產生的影響
[00:03:55.000 --> 00:03:58.000]  遠多於它本來的意思
[00:03:58.000 --> 00:04:01.000]  它本來是一個愛情的詩歌
[00:04:01.000 --> 00:04:03.000]  但是呢
[00:04:03.000 --> 00:04:07.000]  誰知道它成為了歷代靈修學者
[00:04:07.000 --> 00:04:12.000]  他們深刻屬靈體驗的一個共鳴的作品
[00:04:12.000 --> 00:04:14.000]  曾經有學者研究他這樣說
[00:04:14.000 --> 00:04:17.000]  他說如果你看回過去的二千年
[00:04:17.000 --> 00:04:19.000]  那些靈修很深刻的
[00:04:19.000 --> 00:04:21.000]  那些靈修學家
[00:04:21.000 --> 00:04:24.000]  他們最喜愛引用最多的經文
[00:04:24.000 --> 00:04:26.000]  你會很驚訝的發現
[00:04:26.000 --> 00:04:28.000]  不是楊瀚福音
[00:04:28.000 --> 00:04:30.000]  甚至不是保羅的羅馬書
[00:04:30.000 --> 00:04:33.000]  也不是舊約的以賽雅書
[00:04:33.000 --> 00:04:35.000]  這些最熱門的課題
[00:04:35.000 --> 00:04:37.000]  而是雅歌書
[00:04:37.000 --> 00:04:40.000]  無獨有偶的很多靈修學者
[00:04:40.000 --> 00:04:44.000]  在雅歌書的閱讀過程裡
[00:04:44.000 --> 00:04:46.000]  產生了很多屬靈經歷上的共鳴
[00:04:46.000 --> 00:04:48.000]  不過這種傳統
[00:04:48.000 --> 00:04:50.000]  落到我們過去的十幾二十年
[00:04:50.000 --> 00:04:52.000]  因為我們華人教會
[00:04:52.000 --> 00:04:56.000]  其實以往都是用這種屬靈的經歷來看雅歌書
[00:04:56.000 --> 00:04:58.000]  不過呢
[00:04:58.000 --> 00:05:00.000]  過去的十幾二十年
[00:05:00.000 --> 00:05:02.000]  因為我們華人教會的神學
[00:05:02.000 --> 00:05:05.000]  學術各方面有很多的發展
[00:05:05.000 --> 00:05:07.000]  也受到西方的影響
[00:05:07.000 --> 00:05:10.000]  就很強調歷史的研究
[00:05:10.000 --> 00:05:12.000]  於是就有一種反讀
[00:05:12.000 --> 00:05:15.000]  對所謂靈異解經
[00:05:15.000 --> 00:05:17.000]  對用靈異去解雅歌書
[00:05:17.000 --> 00:05:21.000]  就產生了一種很強烈的反讀
[00:05:21.000 --> 00:05:22.000]  就覺得這些是沒有意思的
[00:05:22.000 --> 00:05:24.000]  這些是附會益測的
[00:05:24.000 --> 00:05:26.000]  那有沒有附會益測的意義呢?
[00:05:26.000 --> 00:05:28.000]  有的
[00:05:28.000 --> 00:05:30.000]  坦白說
[00:05:30.000 --> 00:05:34.000]  靈異解經或寓意的解經一定會有猜測性
[00:05:34.000 --> 00:05:36.000]  準不準確呢?
[00:05:36.000 --> 00:05:38.000]  這個問題就很複雜
[00:05:38.000 --> 00:05:40.000]  我不想用太長篇大論
[00:05:40.000 --> 00:05:42.000]  講這個全息學
[00:05:42.000 --> 00:05:44.000]  你有興趣的話
[00:05:44.000 --> 00:05:46.000]  待會你寫個題目上來
[00:05:46.000 --> 00:05:48.000]  我就解釋給你聽
[00:05:48.000 --> 00:05:50.000]  我有很多的研究在這裡
[00:05:50.000 --> 00:05:52.000]  無論如何
[00:05:52.000 --> 00:05:54.000]  一個很重要的事實就是
[00:05:54.000 --> 00:05:56.000]  斯哥文學都是邀請讀者
[00:05:56.000 --> 00:05:58.000]  將自己的主觀體驗投入
[00:05:58.000 --> 00:06:00.000]  OK
[00:06:00.000 --> 00:06:02.000]  所以讀者看到什麼
[00:06:02.000 --> 00:06:04.000]  本身我們不可以完全
