
[00:00:00.000 --> 00:00:04.160]  各位靖兄姊妹
[00:00:04.160 --> 00:00:11.000]  我們感謝神讓我們有機會再一次繼續出埃及地的系列
[00:00:11.000 --> 00:00:14.000]  今天要和大家分享的是
[00:00:14.000 --> 00:00:20.240]  摩西帶著以色列人出埃及之後
[00:00:20.240 --> 00:00:22.640]  他們經歷了很多不同的事
[00:00:22.640 --> 00:00:30.320]  當他們差不多到西乃山的時候
[00:00:30.320 --> 00:00:34.800]  因為摩西根疲力盡
[00:00:34.800 --> 00:00:38.160]  百姓的問題越來越多
[00:00:38.160 --> 00:00:43.520]  是因為這樣的緣故就帶來一個很嚴重的問題
[00:00:43.520 --> 00:00:46.560]  如果繼續下去的時候
[00:00:46.560 --> 00:00:52.560]  始終有一天少部分的人耗盡
[00:00:52.560 --> 00:00:55.520]  大部分的人受盡
[00:00:55.520 --> 00:00:59.680]  而全部的人因為這樣的緣故可能會死
[00:00:59.680 --> 00:01:03.760]  我看到在這樣的情況下
[00:01:03.760 --> 00:01:06.240]  就和我們教會開始的時候
[00:01:06.240 --> 00:01:09.440]  教會人數增長非常快
[00:01:09.440 --> 00:01:15.600]  但是侍奉的人追不上人數的增長
[00:01:15.600 --> 00:01:19.760]  帶來的結果是我自己根疲力盡
[00:01:19.760 --> 00:01:28.080]  日做夜做始終無法應付很多不同的父道問題
[00:01:28.080 --> 00:01:30.320]  家庭糾紛的問題
[00:01:30.320 --> 00:01:32.320]  欠債的問題
[00:01:32.320 --> 00:01:35.840]  和人與人之間不和的問題
[00:01:35.840 --> 00:01:39.600]  再加上我要講道、我要教導
[00:01:39.600 --> 00:01:44.000]  我要繼續不斷各種不同的事情
[00:01:44.000 --> 00:01:46.000]  我都要在這裏
[00:01:46.000 --> 00:01:48.480]  所以我就是因為這樣的緣故
[00:01:48.480 --> 00:01:52.560]  對今天和大家分享的這本書
[00:01:52.560 --> 00:01:56.800]  特別是去到承傳這方面的問題的時候
[00:01:56.800 --> 00:01:58.800]  我特別有感觸
[00:01:58.800 --> 00:02:02.800]  大家看看這些教會
[00:02:02.800 --> 00:02:07.040]  到底教會是什麼?不是什麼呢?
[00:02:07.040 --> 00:02:10.400]  很明顯你們都知道
[00:02:10.400 --> 00:02:13.440]  教會不是教堂
[00:02:13.440 --> 00:02:18.800]  但是今天人追求的很多的時候是教堂
[00:02:18.800 --> 00:02:21.600]  最大的教堂
[00:02:21.600 --> 00:02:24.960]  你在網上隨處可見
[00:02:24.960 --> 00:02:26.960]  純福音教會
[00:02:26.960 --> 00:02:28.960]  水晶教會
[00:02:28.960 --> 00:02:32.400]  看到這個創辦人
[00:02:32.400 --> 00:02:34.400]  他的神功神學
[00:02:34.400 --> 00:02:39.360]  一時之間聚會的人數可以人車一起聚會
[00:02:39.360 --> 00:02:44.240]  一個星期十萬人
[00:02:44.240 --> 00:02:47.040]  以當時的情形來說
[00:02:47.040 --> 00:02:49.040]  簡直難以想像
[00:02:49.040 --> 00:02:51.040]  增長非常快
[00:02:51.040 --> 00:02:55.520]  但是我們今天要看看這些叫教堂
[00:02:55.520 --> 00:03:00.160]  現在水晶教堂屬於誰的呢?
[00:03:00.160 --> 00:03:03.520]  不再是屬於水晶教會
[00:03:03.520 --> 00:03:07.760]  Rabbi Schuller的家族
[00:03:07.760 --> 00:03:10.480]  而是已經賣了給天主教
[00:03:10.480 --> 00:03:14.160]  聚會的人數寥寥可數
[00:03:14.160 --> 00:03:16.160]  你看一看的時候
[00:03:16.160 --> 00:03:19.920]  心裏面突然間有一種感覺
[00:03:19.920 --> 00:03:21.920]  這間是什麼?
[00:03:21.920 --> 00:03:26.560]  這麼少人在這麼大的地方聚會
[00:03:26.560 --> 00:03:30.160]  另外我讀神學的時候
[00:03:30.160 --> 00:03:34.400]  參加過一間 First Baptist Church
[00:03:34.400 --> 00:03:37.200]  這間教會是非常不錯的
[00:03:37.200 --> 00:03:41.680]  因為當時的主任牧師Dr. Chriswell
[00:03:41.680 --> 00:03:44.320]  是一個很有魄力很有意象
[00:03:44.320 --> 00:03:48.400]  很謹守聖經教導的一位牧者
[00:03:48.400 --> 00:03:50.400]  不僅如此
[00:03:50.400 --> 00:03:53.280]  有一件事我也從他身上學來的
[00:03:53.280 --> 00:03:58.720]  就是神學的教育是在教會開始人生
[00:03:58.720 --> 00:04:01.840]  是由教會人生
[00:04:01.840 --> 00:04:04.800]  為了教會而衍生
[00:04:04.800 --> 00:04:07.600]  這個觀念本身
[00:04:07.600 --> 00:04:10.560]  其實我是從這間教會來的
[00:04:10.560 --> 00:04:12.160]  很可惜
[00:04:12.160 --> 00:04:17.600]  這間教會自從Dr. Chriswell退任之後
[00:04:17.600 --> 00:04:22.080]  他們用了很長的時間去物色接棒人
[00:04:22.080 --> 00:04:27.600]  誰知當找到這個接棒人
[00:04:27.600 --> 00:04:32.160]  短短半年都不夠的時間
[00:04:32.160 --> 00:04:37.600]  他們的長老團執詞會決定不繼續和他一起
[00:04:37.600 --> 00:04:40.480]  原因有很多方面是不配合
[00:04:40.480 --> 00:04:43.440]  原來他們選擇這些接棒人
[00:04:43.440 --> 00:04:47.600]  主要是看他們講壇的供應是否夠力
[00:04:47.600 --> 00:04:51.760]  原來這間教會不僅是看你講壇的供應
[00:04:51.760 --> 00:04:54.240]  你自己人和的方面
[00:04:54.240 --> 00:04:55.840]  你和人的相處
[00:04:55.840 --> 00:04:59.040]  你帶領的那件事你的意象
[00:04:59.040 --> 00:05:03.280]  是否能夠帶動整個教會重新侍奉呢?
[00:05:03.280 --> 00:05:04.800]  這些是重要的
[00:05:04.800 --> 00:05:08.000]  還有一間柳溪教會
[00:05:08.000 --> 00:05:11.680]  唐朱仁用他自己的方法
[00:05:11.680 --> 00:05:14.720]  特別強化領袖的培訓
[00:05:14.720 --> 00:05:16.960]  不單止自己教會培訓
[00:05:16.960 --> 00:05:20.160]  甚至全球領袖高峰會議
[00:05:20.160 --> 00:05:22.080]  都由他開始了
[00:05:22.080 --> 00:05:23.600]  開始之後
[00:05:23.600 --> 00:05:26.480]  向全世界推銷
[00:05:26.480 --> 00:05:28.800]  當他們來到香港的時候
[00:05:28.800 --> 00:05:32.400]  我被邀請做他的回應講員
[00:05:32.400 --> 00:05:34.400]  但我告訴大家
[00:05:34.400 --> 00:05:37.120]  做完這個回應講員之後
[00:05:37.120 --> 00:05:40.320]  過了幾年
[00:05:40.320 --> 00:05:42.880]  當我聽到這個主音牧師
[00:05:42.880 --> 00:05:45.680]  是因為性騷擾
[00:05:45.680 --> 00:05:48.000]  去女廚道
[00:05:48.000 --> 00:05:50.000]  不是一個
[00:05:50.000 --> 00:05:52.000]  是十個以上
[00:05:52.000 --> 00:05:54.880]  而這件事到現在還沒有處理
[00:05:54.880 --> 00:05:56.880]  他本來做了半年
[00:05:56.880 --> 00:05:58.320]  是退休
[00:05:58.320 --> 00:06:00.320]  但那個時間
[00:06:00.320 --> 00:06:04.480]  這些醜聞傳了出來之後
[00:06:04.480 --> 00:06:07.920]  他被迫提早退下來
[00:06:07.920 --> 00:06:11.120]  教會沒有因為這個原因而停止了
[00:06:11.120 --> 00:06:13.520]  他們希望整個長老團
[00:06:13.520 --> 00:06:17.040]  能夠懇切地交代
[00:06:17.040 --> 00:06:20.400]  和肯去悔改
[00:06:20.400 --> 00:06:23.520]  他們的處理非常不當
[00:06:23.520 --> 00:06:26.480]  在一面倒幫主音牧師
[00:06:26.480 --> 00:06:31.600]  是沒有聽到女廚工的呼聲
[00:06:31.600 --> 00:06:33.280]  所以我們因為這個原因
[00:06:33.280 --> 00:06:34.640]  看一看
[00:06:34.640 --> 00:06:38.000]  原來全城搞成這樣的時候
[00:06:38.000 --> 00:06:40.000]  不單沒有城
[00:06:40.000 --> 00:06:42.400]  城的人都會在揚
[00:06:42.400 --> 00:06:45.120]  我們看到在這些現象裏
[00:06:45.120 --> 00:06:48.880]  就令我們非常難受
[00:06:48.880 --> 00:06:51.040]  這間教會一直到現在為止
[00:06:51.040 --> 00:06:54.000]  仍然被這個問題困擾著
[00:06:54.000 --> 00:06:56.000]  人數大減
[00:06:56.000 --> 00:06:58.000]  一半的人都已經走了
[00:06:58.000 --> 00:07:00.000]  各位同志們
[00:07:00.000 --> 00:07:02.000]  我們看到
[00:07:02.000 --> 00:07:04.000]  接二連三的問題
[00:07:04.000 --> 00:07:06.000]  不單是美國發生
[00:07:06.000 --> 00:07:08.000]  新加坡也發生
[00:07:08.000 --> 00:07:10.000]  純福音教會一樣
[00:07:10.000 --> 00:07:14.720]  龐主任用了教會的奉獻
[00:07:14.720 --> 00:07:16.720]  來買一隻鼓
[00:07:16.720 --> 00:07:20.240]  而這隻鼓是他的兒子來持有的
[00:07:20.240 --> 00:07:22.240]  而這隻鼓
[00:07:22.240 --> 00:07:24.240]  我們可以說是毫無前途
[00:07:24.240 --> 00:07:28.640]  一直這樣買了之後
[00:07:28.640 --> 00:07:30.640]  教會因為這樣的緣故
[00:07:30.640 --> 00:07:35.040]  虧損以千萬美元計的奉獻
[00:07:35.040 --> 00:07:37.040]  是因為這樣
[00:07:37.040 --> 00:07:39.040]  帶動到一個官司
[00:07:39.040 --> 00:07:44.240]  這個官司判這位主音牧師和他的兒子結煉
[00:07:44.240 --> 00:07:46.880]  用教會的錢做這件事
[00:07:46.880 --> 00:07:48.880]  是犯罪
[00:07:48.880 --> 00:07:51.360]  因為兒子要判監
[00:07:51.360 --> 00:07:54.400]  他自己本來也要坐監
[00:07:54.400 --> 00:07:56.400]  但念在他的年紀
[00:07:56.400 --> 00:07:58.400]  所以是緩刑
[00:07:58.400 --> 00:08:02.400]  當我們留意到這些事的時候
[00:08:02.400 --> 00:08:06.400]  我們今天就來問這個問題
[00:08:06.400 --> 00:08:10.400]  到底今天的國家、機構、教會
[00:08:10.400 --> 00:08:14.400]  興盛之道在哪裡呢?
[00:08:14.400 --> 00:08:16.400]  首先
[00:08:16.400 --> 00:08:18.400]  我們看看這個字
[00:08:18.400 --> 00:08:20.400]  Ecclesia
[00:08:20.400 --> 00:08:24.400]  我們所說的教會是從這個字而來的
[00:08:24.400 --> 00:08:26.400]  就是出來
[00:08:26.400 --> 00:08:28.400]  Carnio
[00:08:28.400 --> 00:08:30.400]  就是Ecclesia這個字
[00:08:30.400 --> 00:08:32.400]  是被召的一個意思
[00:08:32.400 --> 00:08:34.400]  換句話來說
[00:08:34.400 --> 00:08:36.400]  教會不是教堂
[00:08:36.400 --> 00:08:38.400]  而是人
[00:08:38.400 --> 00:08:40.400]  教會不是一個組織
[00:08:40.400 --> 00:08:42.400]  而是一個有機體
[00:08:42.400 --> 00:08:46.400]  教會不只是一個領袖來決定
[00:08:46.400 --> 00:08:52.400]  教會是繼續不斷產生各個不同層次
[00:08:52.400 --> 00:08:54.400]  各個不同部門等等的領袖
[00:08:54.400 --> 00:08:56.400]  唯有這樣
[00:08:56.400 --> 00:09:00.400]  這個教會才叫做健康的教會
[00:09:00.400 --> 00:09:02.400]  1992年
[00:09:02.400 --> 00:09:04.400]  我自己最大的一個感觸
[00:09:04.400 --> 00:09:10.400]  就是當時請了一個在美國開小組培訓的一位牧者
[00:09:10.400 --> 00:09:12.400]  他的名字叫Ralph Naber
[00:09:12.400 --> 00:09:18.400]  請他來我們當中分享小組教會的問題
[00:09:18.400 --> 00:09:22.400]  他就說了他自己在教會裡牧養多年
[00:09:22.400 --> 00:09:24.400]  他自己的無力感
[00:09:24.400 --> 00:09:28.400]  後來因為這樣的緣故就開始小組化
[00:09:28.400 --> 00:09:30.400]  我聽了的時候
[00:09:30.400 --> 00:09:32.400]  特別一句話提醒了我們整個教會
[00:09:32.400 --> 00:09:36.400]  他說如果你不化整為零
[00:09:36.400 --> 00:09:42.400]  培育精英在你的小組裡有組長的培訓
[00:09:42.400 --> 00:09:44.400]  然後組長上有執事的培訓
[00:09:44.400 --> 00:09:46.400]  有教導的領袖的培訓
[00:09:46.400 --> 00:09:49.400]  甚至接棒人的培訓的時候
[00:09:49.400 --> 00:09:51.400]  你就會出現一件事
[00:09:51.400 --> 00:09:54.400]  這件事是沒有人想見到的
[00:09:54.400 --> 00:09:58.400]  是小部分的人會耗盡
[00:09:58.400 --> 00:10:00.400]  是因為來來去去
[00:10:00.400 --> 00:10:01.400]  什麼都找他們做
[00:10:01.400 --> 00:10:03.400]  他們會耗盡的
[00:10:03.400 --> 00:10:05.400]  大部分的人是會受盡
[00:10:05.400 --> 00:10:07.400]  為什麼?坐著沒事做
[00:10:07.400 --> 00:10:09.400]  整整下生愁
[00:10:09.400 --> 00:10:12.400]  但最終慘不忍睹
[00:10:12.400 --> 00:10:14.400]  全部的人都會死盡
[00:10:14.400 --> 00:10:17.400]  我們因為這樣的緣故痛定思痛
[00:10:17.400 --> 00:10:20.400]  我們開始小組化
[00:10:20.400 --> 00:10:23.400]  而且我們的小組是用聖經
[00:10:23.400 --> 00:10:25.400]  用查經來建立
[00:10:25.400 --> 00:10:27.400]  還有是門訓
[00:10:27.400 --> 00:10:32.400]  是回到聖經來培植一個門徒訓練
[00:10:32.400 --> 00:10:33.400]  一個這樣的小組
[00:10:33.400 --> 00:10:35.400]  互相配合
[00:10:35.400 --> 00:10:37.400]  從那時候開始
[00:10:37.400 --> 00:10:39.400]  我看到整個印度
[00:10:39.400 --> 00:10:41.400]  循序漸進
[00:10:41.400 --> 00:10:43.400]  加在我們身上
[00:10:43.400 --> 00:10:45.400]  過去這幾年
[00:10:45.400 --> 00:10:49.400]  大部分的教會機構經歷的
[00:10:49.400 --> 00:10:51.400]  就是傳道人、長執、組長
[00:10:51.400 --> 00:10:54.400]  教主學的、總務、師班的指揮
[00:10:54.400 --> 00:10:57.400]  帶領敬拜的、師琴、總務、錄音
[00:10:57.400 --> 00:10:59.400]  幾乎震撼
[00:10:59.400 --> 00:11:01.400]  移民
[00:11:01.400 --> 00:11:05.400]  特別是有小朋友的家庭
[00:11:05.400 --> 00:11:07.400]  一街二街
[00:11:07.400 --> 00:11:10.400]  而帶來的結果就是教會侍奉的人
