
[00:00:00.000 --> 00:00:05.000]  十屆我們上一個堂偷了步,
[00:00:05.000 --> 00:00:12.000]  我們不單止討論了第五第六,
[00:00:12.000 --> 00:00:18.000]  就是孝敬父母和不可殺人,
[00:00:18.000 --> 00:00:23.000]  我們更加開始來討論不可姦淫,
[00:00:23.000 --> 00:00:27.000]  這幾個最短的誡明,
[00:00:27.000 --> 00:00:33.000]  雖然在經文的長度上很簡潔,
[00:00:33.000 --> 00:00:39.000]  中文四個字,原本希伯來文可以說是兩個字,
[00:00:39.000 --> 00:00:43.000]  甚至嚴格一點,我們還可以說是一個字,
[00:00:43.000 --> 00:00:48.000]  因為不可是黏在動詞上,
[00:00:48.000 --> 00:00:53.000]  讀起來只有一個重音,可以當一個字,
[00:00:53.000 --> 00:01:00.000]  但這些經文更加需要小心處理,
[00:01:00.000 --> 00:01:08.000]  上一堂我們從兩個出發點開始去問,
[00:01:08.000 --> 00:01:13.000]  聖經在這方面對我們的信息,
[00:01:13.000 --> 00:01:19.000]  我再三強調,不是束縛,是釋放,
[00:01:19.000 --> 00:01:26.000]  是甚麼意思,聖經是否不准我們這樣,不准我們那樣,
[00:01:26.000 --> 00:01:31.000]  首先我們看到在上帝的創造,
[00:01:31.000 --> 00:01:34.000]  從這個立場,這個出發點,
[00:01:34.000 --> 00:01:37.000]  我們要指出一個事實,
[00:01:37.000 --> 00:01:45.000]  就是婚姻或性在生命當中不是必須的,
[00:01:45.000 --> 00:01:50.000]  這個不是上帝創造的必須,
[00:01:50.000 --> 00:01:54.000]  這個只是今日色情的工業,
[00:01:54.000 --> 00:01:57.000]  告訴今日社會的人聽,
[00:01:57.000 --> 00:02:02.000]  性的滿足就是生命的滿足,
[00:02:02.000 --> 00:02:07.000]  我們從上帝的創造,我們看見婚姻是一個選擇,
[00:02:07.000 --> 00:02:13.000]  聖經裏面記載了很多婚姻,
[00:02:13.000 --> 00:02:16.000]  但婚姻不是一個必然,
[00:02:16.000 --> 00:02:20.000]  更不要說在婚姻裏面,
[00:02:20.000 --> 00:02:23.000]  性同樣不是一個必然,
[00:02:23.000 --> 00:02:28.000]  這個很重要,因為從這個必然的出發點,
[00:02:28.000 --> 00:02:31.000]  我們就好像有了聖旨,
[00:02:31.000 --> 00:02:35.000]  有了上帝創造的旨意,
[00:02:35.000 --> 00:02:41.000]  沒有人可以禁止我們去實踐,
[00:02:41.000 --> 00:02:44.000]  去得到上帝創造的時候,
[00:02:44.000 --> 00:02:47.000]  為我們預備生命的滿足,
[00:02:47.000 --> 00:02:49.000]  這個說法很危險,
[00:02:49.000 --> 00:02:53.000]  不單止耶穌基督一生,
[00:02:53.000 --> 00:02:58.000]  他為天國的緣故,他獨身,
[00:02:58.000 --> 00:03:03.000]  不單止保羅教導結婚的人,
[00:03:03.000 --> 00:03:05.000]  是在苦難當中,
[00:03:05.000 --> 00:03:08.000]  保羅說我願意你們免去這個苦難,
[00:03:08.000 --> 00:03:12.000]  聖經裏面給我們見到這是一個選擇,
[00:03:12.000 --> 00:03:15.000]  在上帝的創造當中,
[00:03:15.000 --> 00:03:20.000]  沒有結婚,獨身不代表孤單,不代表孤獨,
[00:03:20.000 --> 00:03:24.000]  耶穌基督又是一個很好的例子,
[00:03:24.000 --> 00:03:29.000]  在這方面我們需要謹慎,
[00:03:29.000 --> 00:03:35.000]  因為我們太容易陷入了一面倒的看法,
[00:03:35.000 --> 00:03:38.000]  歌頌婚姻的美好,
[00:03:38.000 --> 00:03:41.000]  於是乎順理成章,
[00:03:41.000 --> 00:03:43.000]  我們將婚姻高舉,
[00:03:43.000 --> 00:03:45.000]  於是獨身,單身,
[00:03:45.000 --> 00:03:49.000]  就變成了不完美,不圓滿,
[00:03:49.000 --> 00:03:53.000]  半個蘋果在生鏽之類的說法,
[00:03:53.000 --> 00:03:57.000]  從這個出發點我們認識到,
[00:03:57.000 --> 00:04:02.000]  如果讓聖控制了我們的生命,
[00:04:02.000 --> 00:04:05.000]  這不是上帝創造的意思,
[00:04:05.000 --> 00:04:11.000]  上帝的創造裏面給我們有選擇的可能,
[00:04:11.000 --> 00:04:13.000]  第二點,
[00:04:13.000 --> 00:04:16.000]  亦都是很重要的出發點,
[00:04:16.000 --> 00:04:19.000]  就是就算我們從婚姻出發,
[00:04:19.000 --> 00:04:21.000]  我們都要小心,
[00:04:21.000 --> 00:04:25.000]  婚姻的起點不是完美,
[00:04:25.000 --> 00:04:27.000]  不是浪漫,
[00:04:27.000 --> 00:04:36.000]  不是燭光的氣氛底下的兩情相悅,
[00:04:36.000 --> 00:04:38.000]  本來這些不需要說的,
[00:04:38.000 --> 00:04:40.000]  因為凡是已婚的弟兄姊妹,
[00:04:40.000 --> 00:04:42.000]  都一定有很多故事可以說,
[00:04:42.000 --> 00:04:46.000]  有很多親身的經歷可以分享,
[00:04:46.000 --> 00:04:49.000]  但是我們太多這樣的講座,
[00:04:49.000 --> 00:04:52.000]  我們太多時候所強調的,
[00:04:52.000 --> 00:04:56.000]  是一個婚姻美滿的理想,
[00:04:56.000 --> 00:04:58.000]  於是基督徒以為,
[00:04:58.000 --> 00:05:02.000]  這也是上帝創造的意思,
[00:05:02.000 --> 00:05:05.000]  婚姻應該是美滿的,
[00:05:05.000 --> 00:05:08.000]  現在我們搞成這樣,
[00:05:08.000 --> 00:05:12.000]  沒有了完美的婚姻,
[00:05:12.000 --> 00:05:16.000]  於是很自然地去找完美的男女愛情,
[00:05:16.000 --> 00:05:18.000]  於是在婚姻以外,
[00:05:18.000 --> 00:05:20.000]  你找到了。
[00:05:20.000 --> 00:05:23.000]  這樣的出發點一直帶下去,
[00:05:23.000 --> 00:05:26.000]  結論卻是來自撒旦,
[00:05:26.000 --> 00:05:27.000]  是邪惡的,
[00:05:27.000 --> 00:05:28.000]  是罪惡,
[00:05:28.000 --> 00:05:29.000]  是試探來的。
[00:05:29.000 --> 00:05:33.000]  所以我們上一堂開始提到,
[00:05:33.000 --> 00:05:37.000]  婚姻在聖經裏面的現實,
[00:05:37.000 --> 00:05:39.000]  從人物,
[00:05:39.000 --> 00:05:41.000]  從舊約,
[00:05:41.000 --> 00:05:44.000]  我們心目中那些偉大的屬靈人物,
[00:05:44.000 --> 00:05:46.000]  從創世紀開始,
[00:05:46.000 --> 00:05:50.000]  合上帝心意的屬靈偉人,
[00:05:50.000 --> 00:05:51.000]  聖經很奇怪的,
[00:05:51.000 --> 00:05:53.000]  聖經將他們的婚姻生活,
[00:05:53.000 --> 00:05:56.000]  很實在的記載下來,
[00:05:56.000 --> 00:05:58.000]  擺在我們的眼前,
[00:05:58.000 --> 00:06:00.000]  其實記載的屬靈偉人,
[00:06:00.000 --> 00:06:03.000]  我們通常都不怎麼提他家裏的,
[00:06:03.000 --> 00:06:07.000]  有一些我們很尊敬的屬靈長者,
[00:06:07.000 --> 00:06:11.000]  我從來都不覺得他有家庭的,
[00:06:11.000 --> 00:06:12.000]  他是獨行俠,
[00:06:12.000 --> 00:06:14.000]  原來他有太太的,
[00:06:14.000 --> 00:06:17.000]  當然有些很感動人的故事,
[00:06:17.000 --> 00:06:19.000]  我很尊敬一個屬靈的長者,
[00:06:19.000 --> 00:06:22.000]  他單身離開了中國大陸,
[00:06:22.000 --> 00:06:24.000]  逃難到海外,
[00:06:24.000 --> 00:06:26.000]  五十年,六十年來,
[00:06:26.000 --> 00:06:31.000]  他因為還有太太留在國內,
[00:06:31.000 --> 00:06:33.000]  他保持獨生的生活,
[00:06:33.000 --> 00:06:36.000]  當然我們都聽到有相反的故事,
[00:06:36.000 --> 00:06:37.000]  不過不告訴你,
[00:06:37.000 --> 00:06:38.000]  但就是這個問題,
[00:06:38.000 --> 00:06:40.000]  很多時候我們當然不告訴你,
[00:06:40.000 --> 00:06:42.000]  這些為什麼要告訴你,
[00:06:42.000 --> 00:06:44.000]  因為可以換到你的,
[00:06:44.000 --> 00:06:45.000]  聖經不是這樣,
[00:06:45.000 --> 00:06:48.000]  聖經卻是將這些屬靈的偉人,
[00:06:48.000 --> 00:06:51.000]  亞伯拉罕,偉大了,
[00:06:51.000 --> 00:06:52.000]  信心之父,
[00:06:52.000 --> 00:06:56.000]  創世紀記載亞伯拉罕的篇幅,
[00:06:56.000 --> 00:06:58.000]  大部分是講他的家庭,
[00:06:58.000 --> 00:07:01.000]  而講他家庭的經文,
[00:07:01.000 --> 00:07:04.000]  大部分不是造就你的,
[00:07:04.000 --> 00:07:06.000]  大部分是比你家還差的,
[00:07:06.000 --> 00:07:09.000]  一鑊泡的,
[00:07:09.000 --> 00:07:13.000]  聖經看婚姻的起點是救贖,
[00:07:13.000 --> 00:07:15.000]  不是完美,
[00:07:15.000 --> 00:07:19.000]  柏拉圖希臘的哲學就是完美,
[00:07:19.000 --> 00:07:21.000]  婚姻一定要完美,
[00:07:21.000 --> 00:07:23.000]  所以閉上眼睛,
[00:07:23.000 --> 00:07:24.000]  乍看之下很完美,
[00:07:24.000 --> 00:07:26.000]  在燈下看到有愚昧文,
[00:07:26.000 --> 00:07:29.000]  所以點羊粥看不到,
[00:07:29.000 --> 00:07:31.000]  聖經不是這樣,
[00:07:31.000 --> 00:07:33.000]  聖經告訴我們,
[00:07:33.000 --> 00:07:36.000]  人本身是不完美,
[00:07:36.000 --> 00:07:38.000]  兩個不完美的人在一起,
[00:07:38.000 --> 00:07:40.000]  就更加不完美,
[00:07:40.000 --> 00:07:43.000]  如果你什麼時候以為,
[00:07:43.000 --> 00:07:45.000]  兩個不完美的人在一起,
[00:07:45.000 --> 00:07:47.000]  會變成完美的話,
[00:07:47.000 --> 00:07:49.000]  你誤會了,
[00:07:49.000 --> 00:07:51.000]  但是這個不完美,
[00:07:51.000 --> 00:07:56.000]  不是絕望的窮旱,
[00:07:56.000 --> 00:08:00.000]  婚姻不是戀愛的墳墓,
[00:08:00.000 --> 00:08:03.000]  很多人夢醒了,
[00:08:03.000 --> 00:08:06.000]  於是他就變得很cynical,
[00:08:06.000 --> 00:08:10.000]  看一切的家庭婚姻關係,
[00:08:10.000 --> 00:08:14.000]  都變得很灑脫,
[00:08:14.000 --> 00:08:15.000]  還是看化了,
[00:08:15.000 --> 00:08:16.000]  聖經不是這樣說,
[00:08:16.000 --> 00:08:20.000]  聖經說這個正正是蒙恩的機會,
[00:08:20.000 --> 00:08:26.000]  是經歷上帝的拯救的場所,
[00:08:26.000 --> 00:08:30.000]  婚姻也是上帝的審判,
[00:08:30.000 --> 00:08:32.000]  上帝的修剪,
[00:08:32.000 --> 00:08:35.000]  目的不是要定罪,
[00:08:35.000 --> 00:08:39.000]  目的是要讓我們的生命成長,
[00:08:39.000 --> 00:08:42.000]  所以為什麼不可以離婚,
[00:08:42.000 --> 00:08:44.000]  聖經裡面所強調的,
[00:08:44.000 --> 00:08:46.000]  從一而終的關係,
[00:08:46.000 --> 00:08:49.000]  因為整個生命的成長,
[00:08:49.000 --> 00:08:51.000]  你不可以把它斬件,
[00:08:51.000 --> 00:08:54.000]  你不可以把它只要其中十年,
[00:08:54.000 --> 00:08:56.000]  黃金歲月,鑽石年華,
[00:08:56.000 --> 00:09:00.000]  一生是上帝的旨意,
[00:09:00.000 --> 00:09:03.000]  是上帝給你給我的份,
[00:09:03.000 --> 00:09:06.000]  在這個生命裡面,
[00:09:06.000 --> 00:09:08.000]  透過婚姻,
[00:09:08.000 --> 00:09:12.000]  上帝在當中讓我們經歷祂的恩典,
[00:09:12.000 --> 00:09:16.000]  上帝要我們經歷的不是完美,
[00:09:16.000 --> 00:09:17.000]  不是一個夢,
[00:09:17.000 --> 00:09:18.000]  不是一個理想,
[00:09:18.000 --> 00:09:21.000]  上帝要我們經歷的是一個現實,
[00:09:21.000 --> 00:09:23.000]  甚至可以說是絕望當中,
[00:09:23.000 --> 00:09:29.000]  你經歷祂這個化腐朽為神奇的恩典,
