
[00:00:00.000 --> 00:00:05.520]  今天我們繼續思想這個盧家福音的信息
[00:00:05.520 --> 00:00:08.520]  請我們再一次同心低頭,我們同祈禱
[00:00:08.520 --> 00:00:10.520]  天父我們再一次感謝你
[00:00:10.520 --> 00:00:13.020]  給你寶貴的話語作為我們生命的指引
[00:00:13.020 --> 00:00:15.020]  求你啟開我們的心眼
[00:00:15.020 --> 00:00:17.020]  讓我們能夠明白真理,進入真理
[00:00:17.020 --> 00:00:20.020]  又將你的話語活用在我們的生命裏面
[00:00:20.020 --> 00:00:23.020]  與我們同在,祈禱奉耶穌名求,阿們
[00:00:23.020 --> 00:00:27.520]  在未講到的時候,我想有幾幅圖片給大家看看
[00:00:27.520 --> 00:00:29.520]  有人知道這個是誰嗎?
[00:00:29.520 --> 00:00:32.520]  沒有人知道嗎?
[00:00:32.520 --> 00:00:35.520]  另外一方再看清楚,大家知道嗎?
[00:00:35.520 --> 00:00:38.520]  有沒有人知道這個是誰?
[00:00:38.520 --> 00:00:40.520]  都不知道,再看多一張
[00:00:40.520 --> 00:00:44.520]  他的名字叫林昭
[00:00:44.520 --> 00:00:48.520]  林昭是一個說真話而被殺掉的人
[00:00:48.520 --> 00:00:51.520]  我們再看最後一張
[00:00:51.520 --> 00:00:55.520]  在墳裏面寫著這幾句
[00:00:55.520 --> 00:01:01.520]  自由無價,生命有涯,寧為玉碎,以殉中華
[00:01:01.520 --> 00:01:03.520]  這個就是林昭
[00:01:03.520 --> 00:01:05.520]  謝謝
[00:01:05.520 --> 00:01:08.520]  因為我退休之後有機會繼續讀書
[00:01:08.520 --> 00:01:10.520]  讀中國近代史
[00:01:10.520 --> 00:01:14.520]  因為研究中國近代史的時候就看到林昭的故事
[00:01:14.520 --> 00:01:20.520]  這個被稱為不大的聖女或者不大的才女的故事
[00:01:20.520 --> 00:01:22.520]  是非常感人
[00:01:22.520 --> 00:01:27.520]  死了之後,熱淚滿腔,整夜難眠
[00:01:27.520 --> 00:01:30.520]  林昭的原名叫彭明昭
[00:01:30.520 --> 00:01:32.520]  是中國的蘇州人士
[00:01:32.520 --> 00:01:37.520]  是1934年12月16日出生
[00:01:37.520 --> 00:01:39.520]  爸爸曾經留學英國
[00:01:39.520 --> 00:01:42.520]  後來回到中國
[00:01:42.520 --> 00:01:46.520]  他考取公開試的時候
[00:01:46.520 --> 00:01:54.520]  獲得第一名被派往蘇州的兒院做縣長
[00:01:54.520 --> 00:01:59.520]  但他太太和他丈夫的政治理念完全不同
[00:01:59.520 --> 00:02:02.520]  他太太的名字叫許憲文
[00:02:02.520 --> 00:02:08.520]  她是一個熱愛共產主義的女士
[00:02:08.520 --> 00:02:12.520]  她曾經任蘇州大華報的總經理
[00:02:12.520 --> 00:02:15.520]  她也是秘密為中國紅軍籌款
[00:02:15.520 --> 00:02:18.520]  在日治時代,她曾經被拿去坐牢
[00:02:18.520 --> 00:02:20.520]  後來被釋放
[00:02:20.520 --> 00:02:27.520]  她的哥哥,林昭的舅父
[00:02:27.520 --> 00:02:31.520]  是一個相當前進的人
[00:02:31.520 --> 00:02:35.520]  曾經任中共江蘇青年部部長
[00:02:35.520 --> 00:02:39.520]  在4.12事件的時候被國民黨抓了
[00:02:39.520 --> 00:02:43.520]  處死,將他扔屍體到長江
[00:02:43.520 --> 00:02:48.520]  林昭自小受他母親和舅父的分同很大
[00:02:48.520 --> 00:02:52.520]  雖然父親把他送入教會學校讀書
[00:02:52.520 --> 00:02:56.520]  他是一個很聰明,文學根底很好
[00:02:56.520 --> 00:03:00.520]  詩詞歌賦很出色的女孩
[00:03:00.520 --> 00:03:03.520]  他中學畢業的時候
[00:03:03.520 --> 00:03:08.520]  他拒絕父親的提議出讓留學
[00:03:08.520 --> 00:03:12.520]  他在父母反對之下
[00:03:12.520 --> 00:03:17.520]  就入了當時革命搖籃的蘇南新聞專科學校
[00:03:17.520 --> 00:03:20.520]  他還跟父母這樣說
[00:03:20.520 --> 00:03:25.520]  與家庭生不往來,死不吊銷
[00:03:25.520 --> 00:03:29.520]  從此跟父母斷絕關係
[00:03:29.520 --> 00:03:31.520]  甚至連他名字都改了
[00:03:31.520 --> 00:03:33.520]  不再姓彭,改成姓林
[00:03:33.520 --> 00:03:37.520]  也是加入了共產黨革命
[00:03:37.520 --> 00:03:41.520]  革命成功之後,他參加土改運動
[00:03:41.520 --> 00:03:44.520]  他和一群年輕人當中
[00:03:44.520 --> 00:03:47.520]  將當時一些地主在冬天的時候
[00:03:47.520 --> 00:03:52.520]  逼他們睡在冰天雪地的凍水裡
[00:03:52.520 --> 00:03:56.520]  凍到這群人徹夜大叫
[00:03:56.520 --> 00:03:59.520]  林昭稱這叫做「冷酷的痛快」
[00:03:59.520 --> 00:04:04.520]  以為這些鬥爭是顯示革命的決心
[00:04:04.520 --> 00:04:07.520]  是滅絕地主的威風
[00:04:07.520 --> 00:04:11.520]  1954年,林昭義考試第一名
[00:04:11.520 --> 00:04:15.520]  在蘇州省第一名考入北京大學
[00:04:15.520 --> 00:04:18.520]  他專攻中文系
[00:04:18.520 --> 00:04:21.520]  特別是專攻新聞的專業
[00:04:21.520 --> 00:04:25.520]  他立志做毛澤東時代最佳的記者
[00:04:25.520 --> 00:04:30.520]  他聰明,勤學,博冷群書
[00:04:30.520 --> 00:04:33.520]  尤其是進了北京大學讀書的時候
[00:04:33.520 --> 00:04:37.520]  他用大部分時間去圖書館裡
[00:04:37.520 --> 00:04:41.520]  鑽研古詩中外古今的書籍
[00:04:41.520 --> 00:04:43.520]  他開始視野廣闊
[00:04:43.520 --> 00:04:46.520]  他開始懂得有批判的思想
[00:04:46.520 --> 00:04:49.520]  他開始發覺他理想裡所看見的東西
[00:04:49.520 --> 00:04:52.520]  和他理想的東西原來不是一樣的
[00:04:52.520 --> 00:04:56.520]  他開始對人生裡有很多的懷疑
[00:04:56.520 --> 00:04:59.520]  對社會裡有很多的文化
[00:04:59.520 --> 00:05:02.520]  當他看見,尤其是在大躍進的時代
[00:05:02.520 --> 00:05:04.520]  看見很多人在餓死
[00:05:04.520 --> 00:05:09.520]  四千多萬的中國人在餓死的時候
[00:05:09.520 --> 00:05:12.520]  他對這個領導有很多很多的迷惑在裡面
[00:05:12.520 --> 00:05:15.520]  當時因為他的才華的緣故
[00:05:15.520 --> 00:05:19.520]  被選上當時北大的一個學報
[00:05:19.520 --> 00:05:21.520]  叫做《紅樓》的主編
[00:05:21.520 --> 00:05:24.520]  所以有些人稱他為紅樓的林姑娘
[00:05:24.520 --> 00:05:27.520]  在這個時候政府推行所謂大鳴大放
[00:05:27.520 --> 00:05:31.520]  鼓勵人民說出批評這個政府
[00:05:31.520 --> 00:05:38.520]  作為一個北京大學的一個很出名的雜誌的主編
[00:05:38.520 --> 00:05:42.520]  他和另外一個編委叫做張元勳
[00:05:42.520 --> 00:05:45.520]  首先在北大裡面貼大字報
[00:05:45.520 --> 00:05:48.520]  張元勳寫過一篇大字報叫做《事事後了》
[00:05:48.520 --> 00:05:52.520]  是揭起了北大的民主牆
[00:05:52.520 --> 00:05:57.520]  他是批評當時的官僚腐敗
[00:05:57.520 --> 00:05:59.520]  批評政策錯誤
[00:05:59.520 --> 00:06:03.520]  以致使大部分的中國人水深火熱當中
[00:06:03.520 --> 00:06:08.520]  但是原來政府這個所謂大鳴大放
[00:06:08.520 --> 00:06:10.520]  只不過是引蛇出洞
[00:06:10.520 --> 00:06:14.520]  是將這些所謂的知識份子抓了出來
[00:06:14.520 --> 00:06:16.520]  扣帽子說他們是反右派
[00:06:16.520 --> 00:06:19.520]  當時在北京大學裡面有八千個學生
[00:06:19.520 --> 00:06:21.520]  被打成打右派
[00:06:21.520 --> 00:06:23.520]  被抓去坐牢勞改
[00:06:23.520 --> 00:06:27.520]  林昭也是被打成右派
[00:06:27.520 --> 00:06:29.520]  他不服
[00:06:29.520 --> 00:06:32.520]  他跑去屯中央質詢
[00:06:32.520 --> 00:06:35.520]  他說當年蔡元培校長在北大
[00:06:35.520 --> 00:06:41.520]  向北洋軍閥要求釋放在五四的時候被抓的大學生
[00:06:41.520 --> 00:06:47.520]  他夠膽去這幫權貴裡面說出真理
[00:06:47.520 --> 00:06:49.520]  今天北大的領導
[00:06:49.520 --> 00:06:51.520]  是看到學生被抓去坐牢的時候
[00:06:51.520 --> 00:06:53.520]  你們的良知在哪裡
[00:06:53.520 --> 00:06:55.520]  就因為他這種態度
[00:06:55.520 --> 00:06:57.520]  令到政府
[00:06:57.520 --> 00:07:01.520]  令到當時人越來越憎恨他
[00:07:01.520 --> 00:07:06.520]  在這個時候被囚在上海的提南橋監獄
[00:07:06.520 --> 00:07:10.520]  受到最最血腥的打壓
[00:07:10.520 --> 00:07:12.520]  痛楚
[00:07:12.520 --> 00:07:16.520]  監獄裡面沒有筆
[00:07:16.520 --> 00:07:18.520]  沒有紙
[00:07:19.520 --> 00:07:21.520]  他就用他自己的血
[00:07:21.520 --> 00:07:23.520]  用白色的床單
[00:07:23.520 --> 00:07:25.520]  寫了二十萬字
[00:07:25.520 --> 00:07:29.520]  其中一段是這樣說的
[00:07:29.520 --> 00:07:31.520]  他用他的血寫成
[00:07:31.520 --> 00:07:34.520]  他說怎麼不是血呢
[00:07:34.520 --> 00:07:38.520]  陰險地利用我們的天真幼稚
[00:07:38.520 --> 00:07:39.520]  正直
[00:07:39.520 --> 00:07:41.520]  利用我們的良善
[00:07:41.520 --> 00:07:43.520]  單純的心和激昂的氣質
[00:07:43.520 --> 00:07:46.520]  去煽動去驅使
[00:07:46.520 --> 00:07:48.520]  當我們稍為成長的時候
[00:07:48.520 --> 00:07:50.520]  發覺現實的荒謬和殘酷
[00:07:50.520 --> 00:07:54.520]  遭受到空前未有的迫害
[00:07:54.520 --> 00:07:56.520]  磨折和鎮壓
[00:07:56.520 --> 00:08:00.520]  他用血寫成的不是咒咒
[00:08:00.520 --> 00:08:02.520]  而是去思想
[00:08:02.520 --> 00:08:03.520]  去反省
[00:08:03.520 --> 00:08:04.520]  不是仇恨
[00:08:04.520 --> 00:08:05.520]  是寬恕
[00:08:05.520 --> 00:08:07.520]  是充滿了一個惻隱
[00:08:07.520 --> 00:08:09.520]  慈悲
[00:08:09.520 --> 00:08:10.520]  良善
[00:08:10.520 --> 00:08:13.520]  有血有淚的血書
[00:08:15.520 --> 00:08:18.520]  他對著虐待他的監獄
[00:08:18.520 --> 00:08:20.520]  那些公安
[00:08:20.520 --> 00:08:21.520]  當時
[00:08:21.520 --> 00:08:24.520]  他用血書寫說
[00:08:24.520 --> 00:08:27.520]  虐待是層出不窮
[00:08:27.520 --> 00:08:31.520]  兩隻手被兩個手銬扣住
[00:08:31.520 --> 00:08:32.520]  反手的扣住
[00:08:32.520 --> 00:08:34.520]  腳鐐扣住
[00:08:34.520 --> 00:08:36.520]  在他最辛苦
[00:08:36.520 --> 00:08:38.520]  畏嚴的時候
[00:08:38.520 --> 00:08:40.520]  或者驚其泥的時候
[00:08:40.520 --> 00:08:43.520]  反而沒有任何的放鬆
[00:08:43.520 --> 00:08:46.520]  加緊的迫害
[00:08:46.520 --> 00:08:47.520]  他的臉
[00:08:47.520 --> 00:08:50.520]  是完全被東西包住
[00:08:50.520 --> 00:08:52.520]  剩下兩隻眼
[00:08:52.520 --> 00:08:55.520]  直到稍微吃東西的時候
[00:08:55.520 --> 00:08:57.520]  才放開給他吃東西
[00:08:57.520 --> 00:08:58.520]  然後包住
[00:08:58.520 --> 00:09:01.520]  林昭用他的血書說
[00:09:01.520 --> 00:09:04.520]  這些是最最恐怖
[00:09:04.520 --> 00:09:07.520]  最最沒有人性的虐待
[00:09:07.520 --> 00:09:08.520]  但是
[00:09:08.520 --> 00:09:09.520]  奇怪
[00:09:09.520 --> 00:09:12.520]  在這八年的
[00:09:12.520 --> 00:09:16.520]  受盡肉體精神磨折
[00:09:16.520 --> 00:09:19.520]  他不是奏詛
[00:09:19.520 --> 00:09:21.520]  他是寬恕
[00:09:21.520 --> 00:09:23.520]  他不是咒罵
[00:09:23.520 --> 00:09:25.520]  他是講道理
[00:09:25.520 --> 00:09:27.520]  但他不是妥協
[00:09:27.520 --> 00:09:28.520]  他仍然講出真話
[00:09:28.520 --> 00:09:31.520]  他對國家仍然有一種熱誠
[00:09:31.520 --> 00:09:32.520]  為什麼呢
[00:09:32.520 --> 00:09:35.520]  在他自己的血書裡面說
[00:09:35.520 --> 00:09:37.520]  是因為他信了耶穌
[00:09:37.520 --> 00:09:39.520]  因為他的信仰
[00:09:39.520 --> 00:09:42.520]  他稱自己是一個奉十字架
[00:09:42.520 --> 00:09:44.520]  作戰的自由戰士
[00:09:44.520 --> 00:09:47.520]  他用血寫在牆上
[00:09:47.520 --> 00:09:49.520]  他說上帝幫助我
[00:09:49.520 --> 00:09:51.520]  我要被迫瘋狂
[00:09:51.520 --> 00:09:53.520]  我默默地拖
[00:09:53.520 --> 00:09:57.520]  默默地驅著牆上的血點
[00:09:57.520 --> 00:10:00.520]  只想到那遙遠
[00:10:00.520 --> 00:10:03.520]  那麼親切慈悲公義的神
[00:10:03.520 --> 00:10:06.520]  我才找到要說的話
[00:10:07.520 --> 00:10:10.520]  這個滿腹委屈
[00:10:10.520 --> 00:10:12.520]  孤焚的女孩子
[00:10:12.520 --> 00:10:14.520]  無聲地禱告說
[00:10:14.520 --> 00:10:16.520]  天父啊
[00:10:16.520 --> 00:10:19.520]  我不管了
[00:10:19.520 --> 00:10:21.520]  邪心不死的惡鬼
[00:10:21.520 --> 00:10:23.520]  這樣虛乎我
[00:10:23.520 --> 00:10:26.520]  我什麼也不管了
[00:10:26.520 --> 00:10:33.520]  八年慘無人道的折磨
[00:10:35.520 --> 00:10:38.520]  到他一九六八年的時候
[00:10:38.520 --> 00:10:42.520]  政府宣判他死刑
[00:10:42.520 --> 00:10:46.520]  他死的時候患上肺病
[00:10:46.520 --> 00:10:49.520]  只有七十磅
[00:10:49.520 --> 00:10:52.520]  公安是拖他出來
[00:10:52.520 --> 00:10:54.520]  秘密槍決
[00:10:54.520 --> 00:10:59.520]  是在四月二十九號被槍決
[00:10:59.520 --> 00:11:02.520]  屍首一直找不到
[00:11:02.520 --> 00:11:04.520]  數日之後
[00:11:04.520 --> 00:11:09.520]  公安去到林昭的媽媽家
[00:11:09.520 --> 00:11:15.520]  要求索取五分錢的子彈費
[00:11:15.520 --> 00:11:18.520]  因為槍決用了一顆子彈
[00:11:18.520 --> 00:11:20.520]  是價值五分錢
[00:11:20.520 --> 00:11:24.520]  政府要去他家人家裏給子彈費
[00:11:24.520 --> 00:11:28.520]  一尊文章的說法
[00:11:29.520 --> 00:11:34.520]  希特拉用煤氣毒死猶太人
[00:11:34.520 --> 00:11:39.520]  尚且不會向猶太人家屬索取煤氣費
[00:11:39.520 --> 00:11:44.520]  但是林昭去死的時候
[00:11:44.520 --> 00:11:52.520]  公安是向他家人索取五分錢的子彈費
[00:11:52.520 --> 00:11:58.520]  他爸爸去入獄的年年就自殺死了
[00:11:58.520 --> 00:12:00.520]  在自殺死的時候
[00:12:00.520 --> 00:12:05.520]  林昭有機會向他父母道歉
[00:12:05.520 --> 00:12:10.520]  他說:將來要我跳井,要我跳河
[00:12:10.520 --> 00:12:12.520]  無論怎樣折磨我
[00:12:12.520 --> 00:12:16.520]  我都不會說半句違背良心的話
[00:12:16.520 --> 00:12:20.520]  也都不會去違背我父母
