
[00:00:00.000 --> 00:00:10.900]  各位觀眾 大家午安 今天跟大家去看彼得候書一章三到十一節
[00:00:10.900 --> 00:00:18.240]  相信大家會聽過這段經文 剛才我們讀了這段經文
[00:00:18.240 --> 00:00:28.900]  我們就不再詳細去讀 我就將這段經文跟大家去很細心的去思考
[00:00:28.900 --> 00:00:35.340]  我們看回聖經 三節那裡這樣說
[00:00:35.340 --> 00:00:45.040]  神的神能已經將一切關乎生命和乾淨的事賜給我們
[00:00:45.040 --> 00:00:50.540]  因為我們認識用自己榮耀和彼得召我們的主
[00:00:50.540 --> 00:01:01.940]  這裡說到神已經將一切有關生命和乾淨的事
[00:01:01.940 --> 00:01:06.540]  我們要思考什麼是生命 什麼是乾淨
[00:01:06.540 --> 00:01:14.340]  第四節 因此祂將有寶貴又極大的應許賜給我們
[00:01:14.340 --> 00:01:20.740]  讓我們可以脫離世上從情欲來的敗壞 受得與神的性情有份
[00:01:20.740 --> 00:01:30.140]  剛才看的神能 大家記不記得在哪裡
[00:01:30.140 --> 00:01:34.940]  神的神能 留意一下 神的神能
[00:01:34.940 --> 00:01:42.540]  神能是一個很抽象的 即是上帝的能力
[00:01:42.540 --> 00:01:48.140]  神能就是指耶穌基督 基督是上帝的能力
[00:01:48.140 --> 00:01:52.940]  神能就是耶穌基督是上帝的能力
[00:01:52.940 --> 00:01:58.340]  是基督將一切關乎生命和乾淨的事賜給我們
[00:01:58.340 --> 00:02:01.340]  因為我們相信基督在基督裡面
[00:02:01.340 --> 00:02:04.740]  是由基督將這些這麼好的東西給我們
[00:02:04.740 --> 00:02:09.140]  賜給我們的意思其實就是裝備我們的意思
[00:02:09.140 --> 00:02:15.940]  我們在這個信仰的路途上 我們需要裝備
[00:02:15.940 --> 00:02:21.940]  因為我們面對家庭 面對社會 面對很多的挑戰
[00:02:21.940 --> 00:02:25.140]  經濟不景 或者面對兒女成長
[00:02:25.140 --> 00:02:29.940]  他們有很多的困難這些東西 是要裝備我們
[00:02:29.940 --> 00:02:33.940]  我們師班需要裝備 軍隊需要裝備
[00:02:33.940 --> 00:02:35.740]  基督徒都需要裝備
[00:02:35.740 --> 00:02:40.740]  那什麼是生命和乾淨的事呢?
[00:02:40.740 --> 00:02:42.340]  用什麼去裝備我們?
[00:02:42.340 --> 00:02:46.340]  生命和乾淨的事其實是指
[00:02:46.340 --> 00:02:52.740]  尊重上帝的心意 和得救相稱的生活
[00:02:52.740 --> 00:02:56.140]  如果我們再去小心思考
[00:02:56.140 --> 00:03:02.540]  那個乾淨的事就是指乾淨的生命
[00:03:02.540 --> 00:03:04.540]  就是宗教的生命
[00:03:04.540 --> 00:03:07.540]  這個宗教的生命就是
[00:03:07.540 --> 00:03:10.540]  我們今天信耶穌不是很抽象
[00:03:10.540 --> 00:03:12.540]  有很多東西我們可以做出來
[00:03:12.540 --> 00:03:15.540]  就是上帝將我們不是很困難的
[00:03:15.540 --> 00:03:17.540]  是可以做出來的
[00:03:17.540 --> 00:03:20.540]  我們讀了一大堆的東西 其實不是很困難的
[00:03:20.540 --> 00:03:22.540]  當我們真的信主的時候
[00:03:22.540 --> 00:03:27.540]  其實這些東西我們是很容易的可以實踐出來
[00:03:27.540 --> 00:03:31.540]  他會將力量給我們 讓我們能夠在生活上
[00:03:31.540 --> 00:03:35.540]  讓我們在見證上 家庭上可以實踐
[00:03:35.540 --> 00:03:38.540]  所以基督教不是一種很抽象
[00:03:38.540 --> 00:03:41.540]  只是喊口號 不是的
[00:03:41.540 --> 00:03:46.540]  所以那個乾淨的事原來是一些很簡單的東西
[00:03:46.540 --> 00:03:48.540]  怎樣簡單呢?
[00:03:48.540 --> 00:03:53.540]  耶穌將我們可以實踐的東西給我們
[00:03:53.540 --> 00:03:55.540]  我們怎樣得到呢?
[00:03:55.540 --> 00:03:57.540]  就是因為我們認識
[00:03:57.540 --> 00:04:02.540]  那用自己的榮耀和美德來教我們
[00:04:02.540 --> 00:04:04.540]  因為我們認識我們的主
[00:04:04.540 --> 00:04:09.540]  我們的主是有榮耀和美德呼召我們
[00:04:09.540 --> 00:04:11.540]  我們被呼召是很有榮耀的
[00:04:11.540 --> 00:04:14.540]  有各樣的美德
[00:04:14.540 --> 00:04:16.540]  我們今天成為基督徒是很有榮耀
[00:04:16.540 --> 00:04:21.540]  並且我們是有別人看來很尊重的
[00:04:21.540 --> 00:04:23.540]  這些內在的美德
[00:04:23.540 --> 00:04:27.540]  從這樣的角度來看
[00:04:27.540 --> 00:04:30.540]  原來福音就很豐富
[00:04:30.540 --> 00:04:32.540]  我們信耶穌豐富
[00:04:32.540 --> 00:04:34.540]  福音是給我們可以達到要求
[00:04:34.540 --> 00:04:37.540]  不是一些虛假的
[00:04:37.540 --> 00:04:39.540]  我講到現在
[00:04:39.540 --> 00:04:42.540]  你都說我很抽象
[00:04:42.540 --> 00:04:44.540]  看來其實不抽象
[00:04:44.540 --> 00:04:50.540]  我們未來是會有英雄的
[00:04:50.540 --> 00:04:52.540]  我們跟神的聖情有份
[00:04:52.540 --> 00:04:56.540]  神給我們有象的生命
[00:04:56.540 --> 00:04:58.540]  所以在早期教會講到
[00:04:58.540 --> 00:05:00.540]  一個聖法 化身改成
[00:05:00.540 --> 00:05:05.540]  信主之後我們人會慢慢改變
[00:05:05.540 --> 00:05:08.540]  彼得用這個來導言
[00:05:08.540 --> 00:05:12.540]  然後開始講最實在的東西
[00:05:12.540 --> 00:05:14.540]  就在後面
[00:05:14.540 --> 00:05:18.540]  剛才我們讀的經文
[00:05:18.540 --> 00:05:20.540]  如果你有聖經
[00:05:20.540 --> 00:05:23.540]  正因者緣故第五節
[00:05:23.540 --> 00:05:24.540]  有聖經可以打開
[00:05:24.540 --> 00:05:26.540]  因為你不記得的
[00:05:26.540 --> 00:05:31.540]  正因者緣故你們要憤愛恩勤
[00:05:31.540 --> 00:05:34.540]  現在開始入獄了
[00:05:34.540 --> 00:05:37.540]  我們怎樣得到能夠實踐的東西
[00:05:37.540 --> 00:05:39.540]  我們怎樣得到生命的改造
[00:05:39.540 --> 00:05:41.540]  我們怎樣可以有這麼豐富的東西
[00:05:41.540 --> 00:05:43.540]  來活在生命上呢
[00:05:43.540 --> 00:05:47.540]  正因感的緣故你要憤愛恩勤
[00:05:47.540 --> 00:05:51.540]  這個恩勤的意思不是我們要去做一些事
[00:05:51.540 --> 00:05:53.540]  而是我們要去留心
[00:05:53.540 --> 00:05:56.540]  我們要留意
[00:05:56.540 --> 00:06:00.540]  有了信心又要加上得行
[00:06:00.540 --> 00:06:04.540]  彼得第一個是用信心開始
[00:06:04.540 --> 00:06:09.540]  信心是所有得行的根源
[00:06:09.540 --> 00:06:11.540]  上次你記得我提過
[00:06:11.540 --> 00:06:14.540]  講過路加福音七章
[00:06:14.540 --> 00:06:16.540]  那個女人 有罪的女人
[00:06:16.540 --> 00:06:19.540]  她為何會得到基督的赦免
[00:06:19.540 --> 00:06:21.540]  不是因為她做了很多事
[00:06:21.540 --> 00:06:24.540]  不是因為她在耶穌面前哭
[00:06:24.540 --> 00:06:27.540]  不是因為她眼淚濕了
[00:06:27.540 --> 00:06:29.540]  這些都是因為她有信心
[00:06:29.540 --> 00:06:32.540]  她相信耶穌 基督聆聽她
[00:06:32.540 --> 00:06:33.540]  她相信耶穌會解決她
[00:06:33.540 --> 00:06:35.540]  相信耶穌有慈愛 有憐憫
[00:06:35.540 --> 00:06:37.540]  信心決定她行動
[00:06:37.540 --> 00:06:40.540]  不是因為她有信心要去做這些事
[00:06:40.540 --> 00:06:43.540]  是因為信心帶動她去做這些事
[00:06:43.540 --> 00:06:45.540]  所以彼得一開始先講信心
[00:06:45.540 --> 00:06:50.540]  有信心就有各樣的得行
[00:06:50.540 --> 00:06:52.540]  我們今天來到主面前
[00:06:52.540 --> 00:06:54.540]  基督拯救我們
[00:06:54.540 --> 00:06:56.540]  在十個神位留了寶血
[00:06:56.540 --> 00:06:58.540]  最重要的是我們相信
[00:06:58.540 --> 00:07:01.540]  神的兒子可以救贖我們
[00:07:01.540 --> 00:07:03.540]  當我們相信這個的時候
[00:07:03.540 --> 00:07:05.540]  我們就會有其他的開始
[00:07:05.540 --> 00:07:08.540]  但在經文裏面
[00:07:08.540 --> 00:07:09.540]  他這樣講
[00:07:09.540 --> 00:07:12.540]  他有了信心就要加上
[00:07:12.540 --> 00:07:15.540]  就變成我們很困難
[00:07:15.540 --> 00:07:17.540]  因為很多時候人們說
[00:07:17.540 --> 00:07:19.540]  我們教會說教
[00:07:19.540 --> 00:07:21.540]  教會就要把重擔加給你們
[00:07:21.540 --> 00:07:23.540]  做一樣不夠再做另一樣
[00:07:23.540 --> 00:07:27.540]  有時候我們對兒女的要求都是
[00:07:27.540 --> 00:07:29.540]  很多的要求
[00:07:29.540 --> 00:07:32.540]  要求讀書好 還要對人好
[00:07:32.540 --> 00:07:34.540]  要有禮貌 去街要早回
[00:07:34.540 --> 00:07:37.540]  加上去覺得很煩
[00:07:37.540 --> 00:07:39.540]  這麼多東西 做一樣不夠就兩樣
[00:07:39.540 --> 00:07:40.540]  做兩樣就三樣
[00:07:40.540 --> 00:07:42.540]  三不夠就四樣
[00:07:42.540 --> 00:07:45.540]  如果這樣的話
[00:07:45.540 --> 00:07:48.540]  基督教就真的是一個很大的重擔
[00:07:48.540 --> 00:07:50.540]  有信心不夠 再做第二樣
[00:07:50.540 --> 00:07:53.540]  加下去就會覺得很大重擔
[00:07:53.540 --> 00:07:55.540]  但我們看回經文不是這個意思
[00:07:55.540 --> 00:07:58.540]  他有信心要加上
[00:07:58.540 --> 00:08:00.540]  是誰加上
[00:08:00.540 --> 00:08:04.540]  主詞是誰加上
[00:08:04.540 --> 00:08:06.540]  是我們自己加上
[00:08:06.540 --> 00:08:08.540]  如果我們自己加上的話
[00:08:08.540 --> 00:08:10.540]  這個就是重擔
[00:08:10.540 --> 00:08:13.540]  因為我們要不斷做很多的事
[00:08:13.540 --> 00:08:16.540]  但因為他沒有主詞
[00:08:16.540 --> 00:08:18.540]  所以要加上
[00:08:18.540 --> 00:08:21.540]  可以是上帝加上
[00:08:21.540 --> 00:08:25.540]  我們有信心上帝會按他的心意
[00:08:25.540 --> 00:08:27.540]  去賜給我們
[00:08:27.540 --> 00:08:29.540]  所以他加上
[00:08:29.540 --> 00:08:30.540]  是這樣
[00:08:30.540 --> 00:08:31.540]  當我們有這個信心
[00:08:31.540 --> 00:08:33.540]  改變我們的身份之後
[00:08:33.540 --> 00:08:35.540]  其他的東西
[00:08:35.540 --> 00:08:37.540]  就會陸續的來
[00:08:37.540 --> 00:08:41.540]  不是重擔
[00:08:41.540 --> 00:08:44.540]  我今早回來的時候
[00:08:44.540 --> 00:08:46.540]  很不舒服
[00:08:46.540 --> 00:08:48.540]  胃很頂住 很辛苦
[00:08:48.540 --> 00:08:53.540]  靈太就煲了一些羅漢果水給我
[00:08:53.540 --> 00:08:56.540]  我喝完很舒服
[00:08:56.540 --> 00:09:00.540]  我相信靈太煲這個水
[00:09:00.540 --> 00:09:03.540]  就不是因為教會吩咐他
[00:09:03.540 --> 00:09:04.540]  你要這樣做
[00:09:04.540 --> 00:09:07.540]  是出自他的愛心
[00:09:07.540 --> 00:09:10.540]  所以他不會覺得重擔
[00:09:10.540 --> 00:09:11.540]  不會覺得很辛苦
[00:09:11.540 --> 00:09:13.540]  今天又沒有講道
[00:09:13.540 --> 00:09:15.540]  又要煲東西給他喝
[00:09:15.540 --> 00:09:17.540]  這是重擔
[00:09:17.540 --> 00:09:20.540]  但因為他愛主
[00:09:20.540 --> 00:09:27.540]  他明白神有僕人需要
[00:09:27.540 --> 00:09:33.540]  所以重擔和不是重擔的分別
[00:09:33.540 --> 00:09:35.540]  就在這裏
[00:09:35.540 --> 00:09:37.540]  我在藍埔裏面
[00:09:37.540 --> 00:09:39.540]  有些姐妹請我吃東西
[00:09:39.540 --> 00:09:40.540]  我初初來的時候
[00:09:40.540 --> 00:09:41.540]  有人送我蛋糕
[00:09:41.540 --> 00:09:43.540]  我都不知道是誰送給我
[00:09:43.540 --> 00:09:44.540]  又不可以戳他背
[00:09:44.540 --> 00:09:46.540]  叫甚麼名字
[00:09:46.540 --> 00:09:49.540]  但我知道是很有愛心
[00:09:49.540 --> 00:09:53.540]  所以加上有信心
[00:09:53.540 --> 00:09:55.540]  我們信主
[00:09:55.540 --> 00:09:57.540]  我們身份改變了
[00:09:57.540 --> 00:09:58.540]  我們很相信神
[00:09:58.540 --> 00:10:00.540]  有這個真正的信心
[00:10:00.540 --> 00:10:01.540]  神就加給我們
[00:10:01.540 --> 00:10:04.540]  我們自然會有
[00:10:04.540 --> 00:10:06.540]  所以不是重擔
[00:10:06.540 --> 00:10:08.540]  我們不會把基督教當成
[00:10:08.540 --> 00:10:10.540]  有很多事要做
[00:10:10.540 --> 00:10:11.540]  做一樣一樣
[00:10:11.540 --> 00:10:13.540]  真是辛苦
[00:10:13.540 --> 00:10:14.540]  Do and Don't
[00:10:14.540 --> 00:10:15.540]  這些不准做
[00:10:15.540 --> 00:10:17.540]  這些要這樣做
[00:10:17.540 --> 00:10:20.540]  所以那個加上這個詞
[00:10:20.540 --> 00:10:23.540]  是指到慷慨送出來
[00:10:23.540 --> 00:10:24.540]  圓文的意思
[00:10:24.540 --> 00:10:26.540]  即是很慷慨的
[00:10:26.540 --> 00:10:27.540]  是給你
[00:10:27.540 --> 00:10:28.540]  You will receive
[00:10:28.540 --> 00:10:30.540]  You will be provided
[00:10:30.540 --> 00:10:33.540]  所以意思是神給我們
[00:10:33.540 --> 00:10:35.540]  當我們真的相信
[00:10:35.540 --> 00:10:37.540]  耶穌基督救贖我們
[00:10:37.540 --> 00:10:39.540]  在主裏面
[00:10:39.540 --> 00:10:41.540]  我們有神而來的身份
[00:10:41.540 --> 00:10:42.540]  我們很相信神
[00:10:42.540 --> 00:10:44.540]  祂是大能的神
[00:10:44.540 --> 00:10:46.540]  祂是生命的主
[00:10:46.540 --> 00:10:47.540]  祂是歷史的主
[00:10:47.540 --> 00:10:49.540]  祂是經濟的主
[00:10:49.540 --> 00:10:51.540]  當我們有這個信心的時候
[00:10:51.540 --> 00:10:56.540]  神就會逐步逐步的加給我們
[00:10:56.540 --> 00:10:59.540]  而不是我們做好了有信心
[00:10:59.540 --> 00:11:02.540]  就要未完的責任
[00:11:02.540 --> 00:11:04.540]  這樣就很慘
[00:11:04.540 --> 00:11:06.540]  所以我們有真誠的信心
[00:11:06.540 --> 00:11:07.540]  就確實相信
[00:11:07.540 --> 00:11:08.540]  耶穌基督救贖大能
[00:11:08.540 --> 00:11:10.540]  就會發生
[00:11:10.540 --> 00:11:12.540]  又會產生
[00:11:12.540 --> 00:11:14.540]  所以很多事我們覺得
[00:11:14.540 --> 00:11:16.540]  事事不順
[00:11:16.540 --> 00:11:18.540]  我們覺得很困難
[00:11:18.540 --> 00:11:19.540]  神不給能力
[00:11:19.540 --> 00:11:21.540]  其實最主要就是
[00:11:21.540 --> 00:11:24.540]  出在最原始的信心上
[00:11:24.540 --> 00:11:25.540]  有沒有相信
[00:11:25.540 --> 00:11:27.540]  我們的神是一個大能的神
[00:11:27.540 --> 00:11:29.540]  耶穌基督是上帝的兒子
[00:11:29.540 --> 00:11:31.540]  祂是掌管宇宙
[00:11:31.540 --> 00:11:32.540]  是生命的主
[00:11:32.540 --> 00:11:34.540]  是我們公司的主
[00:11:34.540 --> 00:11:36.540]  是加拿大的主
[00:11:36.540 --> 00:11:38.540]  是國會的主
[00:11:38.540 --> 00:11:44.540]  這一個就讓我們看到
[00:11:44.540 --> 00:11:46.540]  原來上帝這樣掌管
[00:11:46.540 --> 00:11:47.540]  有這樣的信心的時候
[00:11:47.540 --> 00:11:49.540]  就會發生
[00:11:49.540 --> 00:11:51.540]  產生
[00:11:51.540 --> 00:11:54.540]  就是上帝賜給我們的德行
[00:11:54.540 --> 00:11:55.540]  有信心
[00:11:55.540 --> 00:11:57.540]  我們就會有德行
[00:11:57.540 --> 00:11:59.540]  為什麼會有德行呢
[00:11:59.540 --> 00:12:01.540]  因為我們不會怨天尤人
[00:12:01.540 --> 00:12:05.540]  我們言語溫順
[00:12:05.540 --> 00:12:08.540]  我們不會不滿
[00:12:08.540 --> 00:12:11.540]  會發現現在開電視很恐怖
[00:12:11.540 --> 00:12:13.540]  議員動不動就罵人
[00:12:13.540 --> 00:12:15.540]  社會很不滿
[00:12:15.540 --> 00:12:18.540]  不滿就是因為
[00:12:18.540 --> 00:12:20.540]  他什麼都不信
[00:12:20.540 --> 00:12:23.540]  不信任
[00:12:23.540 --> 00:12:25.540]  在社會上很多的撕裂
[00:12:25.540 --> 00:12:27.540]  所以基督教所說的
[00:12:27.540 --> 00:12:29.540]  這個德行不是我們用自己的方法
[00:12:29.540 --> 00:12:31.540]  去加上去
[00:12:31.540 --> 00:12:33.540]  你加不到
[00:12:33.540 --> 00:12:35.540]  當我們有了真信心的時候
[00:12:35.540 --> 00:12:38.540]  就由信心自然產生
[00:12:38.540 --> 00:12:40.540]  所以這個真信心
[00:12:40.540 --> 00:12:42.540]  是會自然產生德行
[00:12:42.540 --> 00:12:46.540]  這種自然不是重達
[00:12:46.540 --> 00:12:50.540]  我記得以前
[00:12:50.540 --> 00:12:52.540]  有一個人說過自己的經歷
[00:12:52.540 --> 00:12:56.540]  他有一個鑽石王老五
[00:12:56.540 --> 00:13:01.540]  他請一個菲傭幫他做事
[00:13:01.540 --> 00:13:06.540]  那個菲傭很計較
[00:13:06.540 --> 00:13:10.540]  東西又浪費
[00:13:10.540 --> 00:13:14.540]  不過這個鑽石王老五很喜歡他
[00:13:14.540 --> 00:13:18.540]  他又漂亮又年輕
[00:13:18.540 --> 00:13:20.540]  相處一段時間
[00:13:20.540 --> 00:13:22.540]  娶了他做老婆
[00:13:22.540 --> 00:13:25.540]  娶了他做老婆之後就發現
[00:13:25.540 --> 00:13:27.540]  完全不同了
[00:13:27.540 --> 00:13:29.540]  不是因為以前要給錢
[00:13:29.540 --> 00:13:31.540]  現在不用給錢
[00:13:31.540 --> 00:13:33.540]  現在發現做事的態度都不同了
[00:13:33.540 --> 00:13:35.540]  問他為什麼
[00:13:35.540 --> 00:13:37.540]  他說我還沒嫁給你之前
[00:13:37.540 --> 00:13:40.540]  我覺得做事很大重擔
[00:13:40.540 --> 00:13:42.540]  一早又要做早餐
[00:13:42.540 --> 00:13:44.540]  又要洗衣服
[00:13:44.540 --> 00:13:46.540]  去買東西
[00:13:46.540 --> 00:13:48.540]  我就不會加價
[00:13:48.540 --> 00:13:50.540]  我會買貴價的東西
[00:13:50.540 --> 00:13:52.540]  不洗的話會倒掉
[00:13:52.540 --> 00:13:56.540]  現在不是身份改變
[00:13:56.540 --> 00:13:58.540]  以前是重擔
[00:13:58.540 --> 00:14:00.540]  現在覺得很快樂
[00:14:00.540 --> 00:14:04.540]  那種由裏面而出的
[00:14:04.540 --> 00:14:06.540]  就是彼得所說
[00:14:06.540 --> 00:14:08.540]  在主的裏面
[00:14:08.540 --> 00:14:10.540]  成為他的兒女
[00:14:10.540 --> 00:14:13.540]  德行就在這裏而出
[00:14:13.540 --> 00:14:15.540]  什麼叫德行呢?
[00:14:15.540 --> 00:14:19.540]  德行原來就是一個肥沃的土地
[00:14:19.540 --> 00:14:21.540]  優等的公民
[00:14:21.540 --> 00:14:25.540]  是很豐富的
[00:14:25.540 --> 00:14:27.540]  有勇氣
[00:14:27.540 --> 00:14:29.540]  所以德行就好像
[00:14:29.540 --> 00:14:31.540]  盧家輝所說的
[00:14:31.540 --> 00:14:33.540]  那個婦人去找耶穌
[00:14:33.540 --> 00:14:35.540]  她有那個勇氣
[00:14:35.540 --> 00:14:37.540]  有信心就有勇氣
[00:14:37.540 --> 00:14:40.540]  並且表現出來是很豐富的
[00:14:40.540 --> 00:14:42.540]  而真正的德行
[00:14:42.540 --> 00:14:45.540]  這種德行就是一個很豐富的生命
[00:14:45.540 --> 00:14:48.540]  以致他和人相處不會遠天誘人
[00:14:48.540 --> 00:14:51.540]  並且他有一個勇氣
[00:14:51.540 --> 00:14:53.540]  來面對各樣困難
[00:14:53.540 --> 00:14:56.540]  自然就會產生知識
[00:14:56.540 --> 00:14:59.540]  這個知識就不是智慧
[00:14:59.540 --> 00:15:01.540]  智慧是一些抽證的原則
[00:15:01.540 --> 00:15:05.540]  知識在這個字就是很實際的
[00:15:05.540 --> 00:15:06.540]  很實際的
[00:15:06.540 --> 00:15:08.540]  在生活上很有用
[00:15:08.540 --> 00:15:11.540]  所以一個人有這個德行
[00:15:11.540 --> 00:15:15.540]  因為他已經重新評估自己的生活
[00:15:15.540 --> 00:15:17.540]  他的家居
[00:15:17.540 --> 00:15:19.540]  他與人相處
[00:15:19.540 --> 00:15:22.540]  他就會想怎樣可以更好地和人相處
[00:15:22.540 --> 00:15:25.540]  怎樣做好他生活的事
[00:15:25.540 --> 00:15:27.540]  怎樣編排他的時間
[00:15:27.540 --> 00:15:29.540]  這些是很實際的
[00:15:29.540 --> 00:15:31.540]  原來一步步來
[00:15:31.540 --> 00:15:33.540]  他很自然就會產生出來
[00:15:33.540 --> 00:15:35.540]  他不想家裡那麼吵鬧
[00:15:35.540 --> 00:15:37.540]  他不想人見到他像個黃面婆
[00:15:37.540 --> 00:15:40.540]  他不想人見到他言語無味
[00:15:40.540 --> 00:15:44.540]  所以在實際生活上提升自己
[00:15:44.540 --> 00:15:48.540]  有了知識之後就會產生節制
[00:15:48.540 --> 00:15:50.540]  因為他有了知識
[00:15:50.540 --> 00:15:52.540]  他明白哪些可以做哪些不可以做
[00:15:52.540 --> 00:15:57.540]  並且他知道不會隨便去發表
[00:15:57.540 --> 00:16:00.540]  一個真正有知識的人就不會認叻
[00:16:00.540 --> 00:16:03.540]  半桶水的人就什麼都說
[00:16:03.540 --> 00:16:05.540]  所以他有節制
[00:16:05.540 --> 00:16:08.540]  節制就是不會任意發表
[00:16:08.540 --> 00:16:10.540]  或者爭風
[00:16:10.540 --> 00:16:13.540]  他會被理智控制情緒
[00:16:13.540 --> 00:16:16.540]  所以他會一直流入出來
