
[00:00:00.000 --> 00:00:06.000]  各位聽眾,平安!
[00:00:06.000 --> 00:00:15.000]  在《新舊有聖經》裏,「平安」這兩個字比我們中文裏面所說的「平安」的意義豐富很多
[00:00:15.000 --> 00:00:24.000]  我們中文裏面經常說「身體健康」、「家宅平安」、「出入平安」等等
[00:00:24.000 --> 00:00:32.000]  但是《新舊有聖經》裏面的「Shalom」這兩個字的意義表明了生命裏面的圓滿
[00:00:32.000 --> 00:00:35.000]  是生命裏面的圓滿
[00:00:35.000 --> 00:00:45.000]  它包含不了你的健康,包含不了你的家庭,包含不了你的婚姻,包含不了你處事為人
[00:00:45.000 --> 00:00:51.000]  包含不了你整個的人生,能不能按照上帝自己的設計來完成
[00:00:51.000 --> 00:01:00.000]  上帝給了你一個計劃,你能不能在生命裏面完成上帝的計劃呢?
[00:01:00.000 --> 00:01:03.000]  我願你平安!Shalom!
[00:01:03.000 --> 00:01:13.000]  當馬德夫在第四章,第十二節那次說耶穌聽見約翰下了監,就退到加利利去
[00:01:13.000 --> 00:01:23.000]  後來離開拿薩勒往加伯隆去,經文沒有說到他從哪裏去到加利利
[00:01:23.000 --> 00:01:30.000]  他只聽到約翰下了監之後,他就做了一個這樣的行動
[00:01:30.000 --> 00:01:42.000]  我們就問,如果耶穌聽見私底約翰下了監,他就回到他自己的家鄉,拿薩勒
[00:01:42.000 --> 00:01:50.000]  然後往加伯隆住,到底耶穌基督為什麼要這樣做呢?
[00:01:50.000 --> 00:01:57.000]  我們知道當我們讀聖經的時候,我們問為什麼的時候,總是要留心的,要很小心
[00:01:57.000 --> 00:02:01.000]  因為很多時候我們真的不知道為什麼
[00:02:01.000 --> 00:02:08.000]  但是經文很多時候就留下了很多的貼士給我們
[00:02:08.000 --> 00:02:16.000]  這位耶穌聽到他的先鋒私底約翰下了監
[00:02:16.000 --> 00:02:22.000]  你猜耶穌會想些什麼呢?你猜耶穌會想些什麼呢?
[00:02:22.000 --> 00:02:27.000]  所有的福音書,四本福音書,講到耶穌基督生平的時候
[00:02:27.000 --> 00:02:31.000]  他第一就是講私底約翰的東西
[00:02:31.000 --> 00:02:34.000]  如果你留心去看福音書的記載,你會知道
[00:02:34.000 --> 00:02:42.000]  有一個人是上帝自己所差的,他被差來只是做一件事
[00:02:42.000 --> 00:02:47.000]  私底約翰很清楚知道,他的生命裡面只有一件事
[00:02:47.000 --> 00:02:50.000]  那件事就是要做耶穌基督的先鋒
[00:02:50.000 --> 00:02:56.000]  他自己說,我不是那個人,我連和他大孩都不配的
[00:02:56.000 --> 00:03:01.000]  後來那個人比我能力更加大,我用水和你們施洗
[00:03:01.000 --> 00:03:06.000]  但是他用聖靈和你們施洗,他和他的悶道介紹
