
[00:00:00.000 --> 00:00:02.000]  (字幕: 梁靜茹)
[00:00:03.000 --> 00:00:07.800]  針研不單止教我們甚麼是智慧
[00:00:07.800 --> 00:00:11.400]  針研還告訴我們甚麼是真正的富足
[00:00:11.400 --> 00:00:15.400]  今天我們要講針研系列的第八講
[00:00:15.400 --> 00:00:17.400]  是富足的智慧
[00:00:17.400 --> 00:00:22.800]  一般人對於錢財、財富非常有興趣
[00:00:22.800 --> 00:00:27.400]  包括基督徒在內
[00:00:27.400 --> 00:00:31.000]  他們對錢財、財富都很有興趣
[00:00:31.000 --> 00:00:33.000]  聽了這篇導之後
[00:00:33.000 --> 00:00:37.400]  可能有很多人會覺得自己比想像中更加富有
[00:00:37.400 --> 00:00:40.200]  但亦可能有很多基督徒
[00:00:40.200 --> 00:00:44.000]  會覺得自己比想像中更加貧窮
[00:00:44.000 --> 00:00:46.400]  我們首先來看看
[00:00:46.400 --> 00:00:49.800]  聖經裏面告訴我們甚麼是真正的富足
[00:00:49.800 --> 00:00:52.200]  在針研的十三章七節
[00:00:52.200 --> 00:00:55.600]  說「假作富足的卻一無所有
[00:00:55.600 --> 00:00:59.600]  裝作窮乏的卻枉有財物」
[00:00:59.600 --> 00:01:04.000]  我們看到一個人多富有
[00:01:04.000 --> 00:01:06.400]  不是看他的銀行存摺
[00:01:06.400 --> 00:01:08.400]  銀行裏面有多少錢
[00:01:08.400 --> 00:01:11.600]  有很多人在銀行裏面可能有很多錢
[00:01:11.600 --> 00:01:13.600]  但他們是貧乏的
[00:01:13.600 --> 00:01:17.400]  亦有很多人在銀行裏面不是那麼多錢
[00:01:17.400 --> 00:01:19.400]  但其實他們是富有
[00:01:19.400 --> 00:01:21.400]  我們做基督徒
[00:01:21.400 --> 00:01:23.600]  很多時候聖經都教我們
[00:01:23.600 --> 00:01:26.000]  要思念天上的事
[00:01:26.000 --> 00:01:28.000]  不要思念地下的事
[00:01:28.000 --> 00:01:30.400]  在哥羅西書的三章二節
[00:01:30.400 --> 00:01:31.800]  亦有經文
[00:01:31.800 --> 00:01:35.000]  好像羅馬書十二章二節
[00:01:35.000 --> 00:01:38.000]  要我們不要效法這個世界
[00:01:38.000 --> 00:01:42.600]  因為這個世界的人都是追求物質上的滿足
[00:01:42.600 --> 00:01:45.600]  保羅說你們不要去效法這個世界
[00:01:45.600 --> 00:01:49.000]  要心意根深而變化
[00:01:49.000 --> 00:01:51.200]  這些經文我們都很熟悉
[00:01:51.200 --> 00:01:52.400]  我們都知道
[00:01:52.400 --> 00:01:54.400]  甚至我們會唸
[00:01:54.400 --> 00:01:56.400]  但很多基督徒
[00:01:56.400 --> 00:01:58.400]  當講到錢財的時候
[00:01:58.400 --> 00:02:00.400]  就會變得很緊張
[00:02:00.400 --> 00:02:02.400]  變得很放不開
[00:02:02.400 --> 00:02:06.800]  其實很多基督徒他們外表是很愛主
[00:02:06.800 --> 00:02:10.000]  但他們的內心其實是很愛錢
[00:02:10.000 --> 00:02:12.000]  在聖經裏面
[00:02:12.000 --> 00:02:14.000]  耶穌基督告訴我們
[00:02:14.000 --> 00:02:18.400]  愛神的心和愛錢財的心是相對的
[00:02:18.400 --> 00:02:21.800]  在《馬太福音》的六章二十四節
[00:02:21.800 --> 00:02:22.600]  耶穌說
[00:02:22.600 --> 00:02:25.000]  「一個人不能侍奉兩個主
[00:02:25.000 --> 00:02:27.800]  不是污者過愛那個
[00:02:27.800 --> 00:02:30.200]  就是重者過輕那個
[00:02:30.200 --> 00:02:32.600]  你們不能又侍奉神
[00:02:32.600 --> 00:02:34.600]  又侍奉馬門
[00:02:34.600 --> 00:02:37.600]  馬門就是金錢」
[00:02:37.600 --> 00:02:39.200]  有人說不是的
[00:02:39.200 --> 00:02:40.800]  我做得到的
[00:02:40.800 --> 00:02:42.000]  我可以愛神
[00:02:42.000 --> 00:02:43.800]  我又愛我的財富
[00:02:43.800 --> 00:02:46.600]  這裏說你做不到的是耶穌基督
[00:02:46.600 --> 00:02:49.000]  如果你認為你做得到的話
[00:02:49.000 --> 00:02:52.600]  那你就是說耶穌基督在說謊
[00:02:52.600 --> 00:02:55.600]  其實大部份的基督徒我發覺
[00:02:55.600 --> 00:02:59.000]  都是不承認他們是貪愛錢財
[00:02:59.000 --> 00:03:00.800]  他們說我很愛主
[00:03:00.800 --> 00:03:02.600]  我不貪錢
[00:03:02.600 --> 00:03:05.200]  但其實最好的辦法就是
[00:03:05.200 --> 00:03:07.000]  看看他們的銀行存摺
[00:03:07.000 --> 00:03:09.800]  看看他們的支票簿
[00:03:09.800 --> 00:03:12.200]  究竟他們的金錢用在哪裏
[00:03:12.200 --> 00:03:15.600]  你就知道究竟他們是否一個貪錢的人
[00:03:15.600 --> 00:03:21.400]  其實聖經沒有貶低有錢人
[00:03:21.400 --> 00:03:24.600]  也沒有去褒獎窮人
[00:03:24.600 --> 00:03:25.800]  你說不是的
[00:03:25.800 --> 00:03:27.200]  我讀過有節經文
[00:03:27.200 --> 00:03:28.800]  真的是褒獎窮人的
[00:03:28.800 --> 00:03:31.000]  說貧乏的人有福了
[00:03:31.000 --> 00:03:35.000]  這裏是耶穌基督登山補訓
[00:03:35.000 --> 00:03:38.000]  說的是靈裏面貧乏的人
[00:03:38.000 --> 00:03:39.400]  是有福了
[00:03:39.400 --> 00:03:43.200]  不是說他們真是物質上的貧乏
[00:03:43.200 --> 00:03:47.800]  其實一個窮人
[00:03:47.800 --> 00:03:50.000]  不一定能夠得救的
[00:03:50.000 --> 00:03:52.200]  如果他們不接受耶穌基督
[00:03:52.200 --> 00:03:54.800]  他們也不能得救
[00:03:54.800 --> 00:03:56.200]  相反地
[00:03:56.200 --> 00:03:59.200]  有錢人如果接受耶穌基督
[00:03:59.200 --> 00:04:00.600]  一樣可以得救
[00:04:00.600 --> 00:04:03.200]  一樣可以成為一個屬靈的人
[00:04:03.200 --> 00:04:07.800]  其實聖經裏面有很多有錢的信神的人
[00:04:07.800 --> 00:04:11.200]  例如創世紀十三章二節
[00:04:11.200 --> 00:04:14.000]  說的是阿伯拉罕
[00:04:14.000 --> 00:04:17.200]  在聖經裏面說阿伯拉罕是信心之父
[00:04:17.200 --> 00:04:19.600]  十三章二節創世紀
[00:04:19.600 --> 00:04:21.600]  說他是很有金銀
[00:04:21.600 --> 00:04:23.600]  還有很多的畜生
[00:04:23.600 --> 00:04:25.200]  是很有錢的人
[00:04:25.200 --> 00:04:27.400]  大衛又是另外一個例子
[00:04:27.400 --> 00:04:29.000]  大衛是很有錢
[00:04:29.000 --> 00:04:32.400]  但他是一個合神心意的人
[00:04:32.400 --> 00:04:35.200]  他也是追求神旨意的人
[00:04:35.200 --> 00:04:37.200]  但他非常有錢
