
[00:00:00.000 --> 00:00:08.000]  首先多謝蘇Sir做了非常好的安排
[00:00:08.000 --> 00:00:11.000]  本來我是星期二講早會的
[00:00:11.000 --> 00:00:13.000]  現在等到星期四了
[00:00:13.000 --> 00:00:16.000]  所以多謝他做很多安排
[00:00:16.000 --> 00:00:20.000]  也多謝很多同學願意被他這樣調動
[00:00:20.000 --> 00:00:22.000]  有些同學很害怕
[00:00:22.000 --> 00:00:26.000]  但是看到大家都很協調
[00:00:26.000 --> 00:00:27.000]  所以多謝大家
[00:00:27.000 --> 00:00:32.000]  自從上次聽鄧Sir講域限之後
[00:00:32.000 --> 00:00:35.000]  問題一直存在我的頭腦裏
[00:00:35.000 --> 00:00:36.000]  我在想
[00:00:36.000 --> 00:00:39.000]  想著想著就想到這段聖經
[00:00:39.000 --> 00:00:41.000]  如果域限
[00:00:41.000 --> 00:00:46.000]  當然現在講域限講Liminality
[00:00:46.000 --> 00:00:49.000]  或者講跨越
[00:00:49.000 --> 00:00:53.000]  不單止在人類學裏面
[00:00:53.000 --> 00:00:55.000]  當我想久了之後
[00:00:55.000 --> 00:00:59.000]  發覺到差不多整本聖經都是
[00:00:59.000 --> 00:01:05.000]  不過我們用不同的語言來講
[00:01:05.000 --> 00:01:08.000]  當我們在靈修神學裏面講
[00:01:08.000 --> 00:01:11.000]  生命是一個潮性的旅程
[00:01:11.000 --> 00:01:14.000]  不就是一個Liminality
[00:01:14.000 --> 00:01:16.000]  你知不知道
[00:01:16.000 --> 00:01:18.000]  我們只知道終點在哪個地方
[00:01:18.000 --> 00:01:20.000]  但由這到終點發生什麼事
[00:01:20.000 --> 00:01:21.000]  你知不知道
[00:01:21.000 --> 00:01:23.000]  你不知道的
[00:01:23.000 --> 00:01:26.000]  你每一步都要走下去
[00:01:26.000 --> 00:01:28.000]  Liminality
[00:01:28.000 --> 00:01:32.000]  道成肉身來到我們中間
[00:01:32.000 --> 00:01:35.000]  是上帝超越他自己的Liminality
[00:01:35.000 --> 00:01:38.000]  如果上帝有Liminality的話
[00:01:38.000 --> 00:01:42.000]  怎知道道成肉身成為人
[00:01:42.000 --> 00:01:43.000]  百分之百的人
[00:01:43.000 --> 00:01:45.000]  百分之百的神
[00:01:45.000 --> 00:01:46.000]  來到這個世界裏面
[00:01:46.000 --> 00:01:48.000]  到底會遇到什麼事呢
[00:01:52.000 --> 00:01:55.000]  上帝將他自己的啟示
[00:01:55.000 --> 00:02:00.000]  成為文字
[00:02:00.000 --> 00:02:03.000]  由人將它記錄成為聖經
[00:02:03.000 --> 00:02:05.000]  又是Liminality
[00:02:05.000 --> 00:02:09.000]  為何上帝一個全知全智慧的上帝
[00:02:09.000 --> 00:02:12.000]  會將一個這麼重大的事
[00:02:12.000 --> 00:02:16.000]  交給一個這麼不靠得住的人呢
[00:02:16.000 --> 00:02:20.000]  上帝都要
[00:02:20.000 --> 00:02:22.000]  在他給我們的話語裏面
[00:02:22.000 --> 00:02:24.000]  超越他的Liminality
[00:02:24.000 --> 00:02:28.000]  若那就是不肯
[00:02:28.000 --> 00:02:32.000]  他不肯去
[00:02:32.000 --> 00:02:36.000]  死守住自己的限制
[00:02:36.000 --> 00:02:38.000]  可能他的局限我們不知道
[00:02:38.000 --> 00:02:42.000]  可能是宗教因素
[00:02:42.000 --> 00:02:44.000]  可能是政治因素
[00:02:44.000 --> 00:02:46.000]  我們不知道
[00:02:46.000 --> 00:02:50.000]  但他就是不肯超越他自己的局限
[00:02:50.000 --> 00:02:55.000]  所以選了這段聖經
[00:02:55.000 --> 00:02:56.000]  讓我想到
[00:02:56.000 --> 00:03:00.000]  實際上他每次都挑戰我們的思想
[00:03:00.000 --> 00:03:03.000]  挑戰我們今天在世界裏面
[00:03:03.000 --> 00:03:05.000]  在教會裏面的工作
[00:03:05.000 --> 00:03:08.000]  但很多時候我們人
[00:03:08.000 --> 00:03:10.000]  或者我們十六生
[00:03:10.000 --> 00:03:12.000]  在我們的思考裏面
[00:03:12.000 --> 00:03:15.000]  我們經常就用不同的理由
[00:03:15.000 --> 00:03:17.000]  我們不肯跨越出去
[00:03:17.000 --> 00:03:20.000]  這段經文
[00:03:20.000 --> 00:03:22.000]  我們大家說他
[00:03:22.000 --> 00:03:24.000]  很少說
[00:03:24.000 --> 00:03:26.000]  實際上就說到有一個
[00:03:26.000 --> 00:03:28.000]  加拿大的婦人
[00:03:28.000 --> 00:03:29.000]  實際上是外邦婦人
[00:03:29.000 --> 00:03:32.000]  加拿大婦人就是現在的巴勒斯坦人
[00:03:32.000 --> 00:03:36.000]  耶穌離開那裏
[00:03:36.000 --> 00:03:38.000]  那裏是甚麼呢
[00:03:38.000 --> 00:03:39.000]  最近的那個地方
[00:03:39.000 --> 00:03:41.000]  有個地方為例
[00:03:41.000 --> 00:03:43.000]  就是十四章三十四節
[00:03:43.000 --> 00:03:45.000]  他來到格拉薩辣的地方
[00:03:45.000 --> 00:03:49.000]  然後離開那個格拉薩辣的地方
[00:03:49.000 --> 00:03:52.000]  去到泰爾西頓的境內
[00:03:52.000 --> 00:03:55.000]  有個加拿大婦人
[00:03:55.000 --> 00:03:57.000]  來到哭了說主啊
[00:03:57.000 --> 00:03:59.000]  大衛的子孫可憐我爸
[00:03:59.000 --> 00:04:00.000]  我女兒被鬼附著了
[00:04:00.000 --> 00:04:02.000]  耶穌一言不答
[00:04:02.000 --> 00:04:04.000]  不理他
[00:04:04.000 --> 00:04:06.000]  悶到將至來求他
[00:04:06.000 --> 00:04:08.000]  悶到進來求他
[00:04:08.000 --> 00:04:10.000]  耶穌說我奉差見
[00:04:10.000 --> 00:04:12.000]  不過是到以斯蒂加迷茲的羊群那裏去
[00:04:12.000 --> 00:04:14.000]  前面都說了
[00:04:14.000 --> 00:04:16.000]  耶穌說
[00:04:16.000 --> 00:04:18.000]  你們外邦人的城
[00:04:18.000 --> 00:04:20.000]  你不要進去
[00:04:20.000 --> 00:04:22.000]  你是不是說耶穌基督
[00:04:22.000 --> 00:04:24.000]  來到這個地方好像不肯
[00:04:24.000 --> 00:04:26.000]  不肯跨越他的界線
[00:04:26.000 --> 00:04:30.000]  在故事的互動裏面
[00:04:30.000 --> 00:04:32.000]  耶穌就是
[00:04:32.000 --> 00:04:34.000]  希望那個人
[00:04:34.000 --> 00:04:36.000]  能夠跨越了那個界線
[00:04:36.000 --> 00:04:40.000]  那個婦人來拜他
[00:04:40.000 --> 00:04:42.000]  說主啊幫助我
[00:04:42.000 --> 00:04:44.000]  繼續求他
[00:04:44.000 --> 00:04:46.000]  他回答說
[00:04:46.000 --> 00:04:48.000]  不要拿女兒的餅丟給狗吃
[00:04:48.000 --> 00:04:50.000]  但是那個女人說
[00:04:50.000 --> 00:04:52.000]  主啊不錯
[00:04:52.000 --> 00:04:54.000]  但是狗也是他主人
[00:04:54.000 --> 00:04:56.000]  隨著他掉下水渣兒
[00:04:56.000 --> 00:04:58.000]  耶穌說婦人你的信心是大的
[00:04:58.000 --> 00:05:00.000]  照你所要的
[00:05:00.000 --> 00:05:02.000]  給你成全吧
[00:05:02.000 --> 00:05:06.000]  有人曾經將我們的信仰
[00:05:06.000 --> 00:05:08.000]  說成是門檻上的信仰
[00:05:08.000 --> 00:05:10.000]  我們好像
[00:05:10.000 --> 00:05:12.000]  塞貴文牧師曾經這樣寫過
[00:05:12.000 --> 00:05:16.000]  趙瑞和他寫推介的時候
[00:05:16.000 --> 00:05:18.000]  也都說了那番
[00:05:18.000 --> 00:05:20.000]  的說話
[00:05:20.000 --> 00:05:22.000]  我們的信仰就好像站在門檻上
[00:05:22.000 --> 00:05:24.000]  走前一步
[00:05:24.000 --> 00:05:26.000]  退後一步
[00:05:26.000 --> 00:05:28.000]  在這個中間的階段裏面
[00:05:28.000 --> 00:05:30.000]  你想怎樣呢
[00:05:30.000 --> 00:05:32.000]  你就好像站在門檻上
[00:05:32.000 --> 00:05:34.000]  Stretch out
[00:05:34.000 --> 00:05:36.000]  站在那裏
[00:05:36.000 --> 00:05:38.000]  向前走你要冒險
[00:05:38.000 --> 00:05:40.000]  你沒辦法退後當然你可以退後
[00:05:40.000 --> 00:05:42.000]  向前你需要冒險
[00:05:42.000 --> 00:05:44.000]  你需要選擇冒險
[00:05:44.000 --> 00:05:46.000]  還是選擇在這裏
[00:05:46.000 --> 00:05:48.000]  停留
[00:05:48.000 --> 00:05:50.000]  選擇不向前去
[00:05:50.000 --> 00:05:52.000]  選擇留在安居的地方
[00:05:52.000 --> 00:05:54.000]  就好像鄧sir這樣
[00:05:54.000 --> 00:05:56.000]  當他的行李被人
[00:05:56.000 --> 00:05:58.000]  偷了搶了的時候
[00:05:58.000 --> 00:06:00.000]  你會怎樣呢
