
[00:00:00.000 --> 00:00:05.480]  羅馬書第25章
[00:00:05.480 --> 00:00:09.640]  羅馬書第9章14-33節
[00:00:09.640 --> 00:00:13.720]  剛才我們讀了比較長的經文
[00:00:13.720 --> 00:00:15.800]  我們去到一個部分
[00:00:15.800 --> 00:00:18.240]  就是羅馬書第9章-11章
[00:00:18.240 --> 00:00:20.240]  是很重要的經文
[00:00:20.240 --> 00:00:22.520]  羅馬書第9章
[00:00:22.520 --> 00:00:25.880]  是說到以色列人被神放在一邊
[00:00:25.880 --> 00:00:28.320]  暫時不再是神的子民
[00:00:28.320 --> 00:00:29.640]  為什麼呢?
[00:00:29.640 --> 00:00:31.640]  因為是神的主權
[00:00:31.640 --> 00:00:34.040]  今天就是要說神的主權
[00:00:34.040 --> 00:00:36.040]  但是第10章
[00:00:36.040 --> 00:00:39.720]  又是說以色列人被神放在一邊
[00:00:39.720 --> 00:00:41.720]  暫時不是神的子民
[00:00:41.720 --> 00:00:43.720]  但是這次是說什麼?
[00:00:43.720 --> 00:00:45.720]  是以色列人的責任
[00:00:45.720 --> 00:00:47.720]  是因為他們的不信
[00:00:47.720 --> 00:00:49.720]  所以神將他們放在一邊
[00:00:49.720 --> 00:00:53.240]  有沒有看到神的主權和人的責任
[00:00:53.240 --> 00:00:56.120]  永遠在聖經裡面是相輔相成
[00:00:56.120 --> 00:00:58.680]  第9章是神的主權
[00:00:58.680 --> 00:01:01.240]  第10章是以色列人的責任
[00:01:01.240 --> 00:01:03.240]  然後去到第11章
[00:01:03.240 --> 00:01:05.960]  神沒有放棄以色列人
[00:01:05.960 --> 00:01:09.960]  以色列人仍然都會歸回成為神的子民
[00:01:09.960 --> 00:01:13.800]  這就是羅馬書第9章-11章
[00:01:13.800 --> 00:01:17.880]  所以今天第9章是要說到神的主權
[00:01:17.880 --> 00:01:19.880]  今天的題目就是
[00:01:19.880 --> 00:01:22.360]  神要恩代誰就恩代誰
[00:01:22.360 --> 00:01:25.240]  神要憐憫誰就憐憫誰
[00:01:25.240 --> 00:01:30.840]  我們說以色列人最後都會歸向神
[00:01:30.840 --> 00:01:33.880]  不單只是個人立場
[00:01:33.880 --> 00:01:35.160]  這個很重要
[00:01:35.160 --> 00:01:37.160]  很多人都會說
[00:01:37.160 --> 00:01:39.160]  以色列人是會得救
[00:01:39.160 --> 00:01:42.680]  只不過是個人立場加入教會
[00:01:42.680 --> 00:01:43.880]  不是的
[00:01:43.880 --> 00:01:45.880]  聖經告訴我們
[00:01:45.880 --> 00:01:49.880]  整個民族都會歸回神
[00:01:49.880 --> 00:01:54.680]  最後全以色列都會接受神歸向神
[00:01:54.680 --> 00:01:56.680]  這是民族立場
[00:01:56.680 --> 00:01:58.680]  這是國的立場
[00:01:58.680 --> 00:02:00.680]  我都跟大家說過
[00:02:00.680 --> 00:02:03.320]  地的英許還沒有完全實驗
[00:02:03.320 --> 00:02:05.320]  如果你看地的英許的話
