
[00:00:00.000 --> 00:00:03.000]  各位弟子妹早晨
[00:00:03.000 --> 00:00:05.000]  父親節快樂
[00:00:05.000 --> 00:00:10.000]  很開心今天能夠和大家分享神的話
[00:00:10.000 --> 00:00:14.000]  我覺得我來這裡有兩個身份
[00:00:14.000 --> 00:00:20.000]  一個身份是波羅神學院的侍奉人
[00:00:20.000 --> 00:00:24.000]  在這裡要多謝宣道真堂的執事會
[00:00:24.000 --> 00:00:27.000]  過去一直對波羅神學院的支持
[00:00:27.000 --> 00:00:30.000]  在這裡非常感激大家在祈禱
[00:00:30.000 --> 00:00:32.000]  在金錢上紀念波羅神學院的需要
[00:00:32.000 --> 00:00:36.000]  在這個時代訓練傳道人是更加重要的一件事
[00:00:36.000 --> 00:00:40.000]  另外我另一個身份是道真堂的一份子
[00:00:40.000 --> 00:00:42.000]  我坐下來想一想
[00:00:42.000 --> 00:00:47.000]  當我在1979年第一次去轉爺山道真堂的時候
[00:00:47.000 --> 00:00:51.000]  到現在已經轉一轉超過三十多年的時間
[00:00:51.000 --> 00:00:55.000]  看到道真堂包括現在宣道真堂的發展
[00:00:55.000 --> 00:00:57.000]  非常感恩
[00:00:57.000 --> 00:00:59.000]  這個好像大家庭一樣
[00:00:59.000 --> 00:01:03.000]  今天來的時候知道電梯壞了
[00:01:03.000 --> 00:01:06.000]  我看到很多行動不方便的弟兄姊妹
[00:01:06.000 --> 00:01:08.000]  可能需要多點幫忙
[00:01:08.000 --> 00:01:11.000]  希望繼續發揮道真家的精神
[00:01:11.000 --> 00:01:14.000]  一會兒你走的時候留意一下旁邊的
[00:01:14.000 --> 00:01:17.000]  行動不方便的人需要幫忙一下
[00:01:17.000 --> 00:01:22.000]  我這樣做也是為我日後的好處做一些鋪路
[00:01:22.000 --> 00:01:27.000]  請大家有聖經翻開馬達福音第17章
[00:01:27.000 --> 00:01:29.000]  第一節到21節
[00:01:29.000 --> 00:01:33.000]  馬達福音第17章1到21節
[00:01:33.000 --> 00:01:36.000]  多謝主席剛才幫我們讀出這段聖經
[00:01:36.000 --> 00:01:40.000]  我叫做山上山下的學堂
[00:01:40.000 --> 00:01:45.000]  主耶穌在世界上的時間最多最大的投資
[00:01:45.000 --> 00:01:48.000]  如果用今天的話來說也是神學教育
[00:01:48.000 --> 00:01:53.000]  他用他的時間用他精力最多做的工作
[00:01:53.000 --> 00:01:55.000]  就是訓練他的12個門徒
[00:01:55.000 --> 00:01:57.000]  其他的當然是公開講道的
[00:01:57.000 --> 00:01:59.000]  他有醫病趕鬼的
[00:01:59.000 --> 00:02:01.000]  他有考很多神蹟歧視的
[00:02:01.000 --> 00:02:06.000]  不過他最多的時間是和他的12個門徒訓練他們
[00:02:06.000 --> 00:02:10.000]  將來這班12個門徒就成為翻天覆地的仕途
[00:02:10.000 --> 00:02:15.000]  就是說耶穌不在乎量多少人
[00:02:15.000 --> 00:02:18.000]  耶穌不在乎他們做多偉大的工作
[00:02:18.000 --> 00:02:20.000]  耶穌很想這12個近身的人
[00:02:20.000 --> 00:02:23.000]  他們生命因為接觸耶穌的緣故
[00:02:23.000 --> 00:02:25.000]  所以徹底的改變
[00:02:25.000 --> 00:02:29.000]  然後將來他們帶出聖靈所賜的力量
[00:02:29.000 --> 00:02:32.000]  能夠成為耶穌基督12個代表
[00:02:32.000 --> 00:02:35.000]  在這個策略裏面
[00:02:35.000 --> 00:02:38.000]  耶穌用的方法不是在圖書館裏面
[00:02:38.000 --> 00:02:41.000]  或者在課室裏面訓練他們
[00:02:41.000 --> 00:02:44.000]  而是在訓練場所裏面
[00:02:44.000 --> 00:02:46.000]  無處不在的
[00:02:46.000 --> 00:02:48.000]  凡是有耶穌在的時間
[00:02:48.000 --> 00:02:51.000]  那個地方就成為了耶穌的學堂
[00:02:51.000 --> 00:02:52.000]  在經文裏面
[00:02:52.000 --> 00:02:54.000]  馬太福音第17章記載
[00:02:54.000 --> 00:02:56.000]  耶穌學堂在山上
[00:02:56.000 --> 00:02:58.000]  耶穌學堂也在山下
[00:02:58.000 --> 00:03:00.000]  在山上先訓練12個門徒裏面
[00:03:00.000 --> 00:03:02.000]  那3個最核心的人
[00:03:02.000 --> 00:03:05.000]  就是彼得 約翰和雅各
[00:03:05.000 --> 00:03:07.000]  在聖經裏面多次出現
[00:03:07.000 --> 00:03:09.000]  耶穌很多時候做一些神蹟
[00:03:09.000 --> 00:03:11.000]  到最後階段的時間
[00:03:11.000 --> 00:03:14.000]  時時的就集中在入室弟子當中的
[00:03:14.000 --> 00:03:16.000]  再入室弟子這3個人
[00:03:16.000 --> 00:03:19.000]  跟著就是耶穌同樣在山下
[00:03:19.000 --> 00:03:22.000]  見到另外9個門徒
[00:03:22.000 --> 00:03:24.000]  他面對一個難處的時間
[00:03:24.000 --> 00:03:26.000]  耶穌就地取材
[00:03:26.000 --> 00:03:28.000]  也對他們有很多訓練
[00:03:28.000 --> 00:03:30.000]  這個是最偉大的老師
[00:03:30.000 --> 00:03:32.000]  我們不懂得做的那些
[00:03:32.000 --> 00:03:34.000]  多數在課室裏面依書直說
[00:03:34.000 --> 00:03:35.000]  但是很偉大的老師
[00:03:35.000 --> 00:03:37.000]  去到不同的場所裏面
[00:03:37.000 --> 00:03:39.000]  成為他們一個生命的師傅
[00:03:39.000 --> 00:03:41.000]  那麼耶穌可以這樣說
[00:03:41.000 --> 00:03:43.000]  是訓練門徒的高手
[00:03:43.000 --> 00:03:45.000]  我們看看耶穌怎樣訓練這班門徒
[00:03:45.000 --> 00:03:47.000]  然後看看這個訓練的模式
[00:03:47.000 --> 00:03:51.000]  究竟要帶出今天我們作為跟從耶穌的人
[00:03:51.000 --> 00:03:53.000]  我們作為跟從耶穌的教會
[00:03:53.000 --> 00:03:55.000]  我們有什麼要學習的功課呢
[00:03:55.000 --> 00:03:58.000]  馬太方17章第1到第8節
[00:03:58.000 --> 00:04:00.000]  是第一個是山上的學堂
