
[00:00:00.000 --> 00:00:04.880]  好 我繼續履行我的承諾
[00:00:04.880 --> 00:00:09.680]  我想介紹兩個作者
[00:00:09.680 --> 00:00:13.120]  這兩個作者都是我的好朋友
[00:00:13.120 --> 00:00:16.320]  一個都是牧師仔曾詩翰
[00:00:16.320 --> 00:00:18.320]  有沒有人看過他的書?
[00:00:18.320 --> 00:00:23.440]  詩翰是他父親是很出名的牧師
[00:00:23.440 --> 00:00:26.960]  不過可能你們不認識的 曾林方牧師
[00:00:26.960 --> 00:00:32.880]  講得非常好 也是海外神學院的院長
[00:00:32.880 --> 00:00:35.440]  跟我父親是很好的朋友
[00:00:35.440 --> 00:00:42.080]  詩翰年紀比較小 他跟我妹妹差不多
[00:00:42.080 --> 00:00:44.880]  所以他告訴我
[00:00:44.880 --> 00:00:49.360]  他說他爸爸想他娶我妹妹
[00:00:49.360 --> 00:00:51.360]  還有這樣的事情的
[00:00:51.360 --> 00:00:54.480]  有的 有些很保守的神學院
[00:00:54.480 --> 00:00:59.760]  是由院長去決定誰跟誰談戀愛之類的
[00:00:59.760 --> 00:01:04.640]  不過曾詩翰是一個聖經學者
[00:01:04.640 --> 00:01:07.600]  他現在在西雅圖 在美國
[00:01:07.600 --> 00:01:12.880]  他曾經一段時間在香港 他很反叛的
[00:01:12.880 --> 00:01:17.040]  所以這本書刊登的那幅相片出來
[00:01:17.040 --> 00:01:20.800]  還是他未曾反叛之前的那幅相片
[00:01:20.800 --> 00:01:24.240]  如果你前兩年聽過他在多倫多
[00:01:24.240 --> 00:01:26.560]  在我教會城北華基講道
[00:01:26.560 --> 00:01:29.440]  他剷光了頭 戴了一隻耳環
[00:01:29.440 --> 00:01:34.160]  然後站上講台 我說還給你說
[00:01:34.160 --> 00:01:38.240]  但是他對聖經的研究
[00:01:38.240 --> 00:01:40.880]  還有他的心
[00:01:40.880 --> 00:01:48.400]  是真的很想很正確的去理解聖經的教導
[00:01:48.400 --> 00:01:52.320]  所以這兩本書他是用英文寫的
[00:01:52.320 --> 00:01:54.640]  英文的題目是很正經的
[00:01:54.640 --> 00:01:57.840]  Commonly Misinterpreted Texts
[00:01:57.840 --> 00:02:01.840]  然後抄了Don Carson那本書的書名
[00:02:01.840 --> 00:02:05.760]  Exegetical Fallacies in the New Testament
[00:02:05.760 --> 00:02:10.160]  中文他又借了楊牧谷牧師那本書的書名
[00:02:10.160 --> 00:02:12.640]  叫壞鬼識經
[00:02:12.640 --> 00:02:14.400]  你不要讀錯字了
[00:02:14.400 --> 00:02:18.720]  是糾正新約金句的常見詮釋
[00:02:18.720 --> 00:02:22.000]  或者你可以再讀正確一點 矯正
[00:02:22.000 --> 00:02:25.360]  千萬不要讀糾正
[00:02:25.360 --> 00:02:26.800]  我是中文系畢業的
[00:02:26.800 --> 00:02:31.840]  所以看到這些字一定要多講兩句
[00:02:31.840 --> 00:02:35.200]  我第二個好朋友是公立人博士
[00:02:35.200 --> 00:02:40.880]  崇基學院神學院的教授
[00:02:40.880 --> 00:02:44.720]  公立人弟兄也是在蘇格蘭神學院畢業
[00:02:44.720 --> 00:02:48.640]  回了香港 他是信義會的會友
[00:02:48.640 --> 00:02:51.040]  後來去了中文大學
[00:02:51.040 --> 00:02:52.880]  我幫他寫介紹信的
[00:02:52.880 --> 00:02:55.680]  很好的弟兄
[00:02:55.680 --> 00:02:58.400]  當然他太太很早離開世界
[00:02:58.400 --> 00:03:01.680]  兩個女兒 他再結婚
[00:03:01.680 --> 00:03:07.680]  施瀚和立仁在香港的神學界裏面
[00:03:07.680 --> 00:03:13.440]  算是radicals 是比較激進的
[00:03:13.440 --> 00:03:15.520]  所以你沒有那麼上下
[00:03:15.520 --> 00:03:19.440]  你看他的書 你都不太知道他講什麼
[00:03:19.440 --> 00:03:22.000]  所以對於我們當中
[00:03:22.000 --> 00:03:24.800]  有一些很adventurous的弟兄姐妹
[00:03:24.800 --> 00:03:29.040]  我推薦你不只是看一些四平八穩的書
[00:03:29.040 --> 00:03:30.720]  你可以看一下
[00:03:30.720 --> 00:03:35.840]  其實公立人這一本《野蠻與文明》
[00:03:35.840 --> 00:03:41.520]  其實有些像施瀚講的是聖經
[00:03:41.520 --> 00:03:47.360]  公立人講的是文化、社會、政治
[00:03:47.360 --> 00:03:51.520]  他在Glasgow大學寫博士論文的老師
[00:03:51.520 --> 00:03:59.840]  是我當年神學同班最厲害的同學
[00:03:59.840 --> 00:04:04.800]  他跟我同一班 我永遠拿不到第一名的獎
[00:04:04.800 --> 00:04:07.440]  我們每一班都有獎品的
[00:04:07.440 --> 00:04:10.400]  他不讀的那班 我有機會拿
[00:04:10.400 --> 00:04:13.440]  所以名師出高徒
[00:04:13.440 --> 00:04:20.240]  這些是年輕一代的香港神學教育工作者
[00:04:20.240 --> 00:04:25.520]  值得介紹給你 開一下眼界
[00:04:25.520 --> 00:04:30.000]  當然要看一些很正經的書
[00:04:30.000 --> 00:04:33.200]  不過也要看一些不要聽錯我的意思
[00:04:33.200 --> 00:04:37.200]  不是不正經的 而是一些
[00:04:37.200 --> 00:04:42.080]  其實激進這個字 radical這個字
[00:04:42.080 --> 00:04:45.920]  可以解作「打爛沙盤文道讀」
[00:04:45.920 --> 00:04:53.120]  去到底 抄到最基本 到底是什麼意思
[00:04:53.120 --> 00:04:56.560]  這個也是我們今晚想要看的
[00:04:56.560 --> 00:04:59.520]  另外一張《新明記》的經文
[00:04:59.520 --> 00:05:02.320]  你有聖經 你有手帳
[00:05:02.320 --> 00:05:03.920]  你看了時間表
[00:05:03.920 --> 00:05:09.840]  你知道我今晚想講的是《新明記》第20章
[00:05:09.840 --> 00:05:20.880]  《新明記》第20章是一張很特別的經文
[00:05:20.880 --> 00:05:28.000]  「戰爭在新舊約聖經不斷出現」
[00:05:28.000 --> 00:05:30.320]  這個一點都不出奇
[00:05:30.320 --> 00:05:34.240]  因為無論是古代的世界
[00:05:34.240 --> 00:05:39.680]  還是今天現代後現代的世界
[00:05:39.680 --> 00:05:46.240]  在人類的歷史 戰爭從來沒有停止過
[00:05:46.240 --> 00:05:50.400]  可能你不覺得 我們很幸運
[00:05:50.400 --> 00:05:54.720]  戰爭在過去
[00:05:54.720 --> 00:06:02.000]  你可以說在我們這一代成長的過程當中
[00:06:02.000 --> 00:06:05.040]  並沒有發生過在香港
[00:06:05.040 --> 00:06:10.400]  我想我們每一個人是經歷過三年零八個月
[00:06:10.400 --> 00:06:15.200]  香港淪陷 日本人統治香港
[00:06:15.200 --> 00:06:20.960]  盟軍的飛機轟炸金鐘兵房
[00:06:20.960 --> 00:06:23.120]  本來是想炸日本
[00:06:23.120 --> 00:06:29.200]  結果早了按鍵炸了灣仔
[00:06:29.200 --> 00:06:31.920]  你有沒有聽過父母說
[00:06:31.920 --> 00:06:34.720]  你父母都可能沒有經歷過這件事
[00:06:34.720 --> 00:06:37.760]  當時我媽媽很小的時候
[00:06:37.760 --> 00:06:40.640]  她住在皇后大道東
[00:06:40.640 --> 00:06:42.400]  如果你在那裡出入
[00:06:42.400 --> 00:06:45.040]  你知道那裡有間廟
[00:06:45.040 --> 00:06:47.280]  他們就住在隔壁
[00:06:47.280 --> 00:06:49.520]  那場轟炸
[00:06:49.520 --> 00:06:52.480]  我媽媽每一次說起都害怕
[00:06:52.480 --> 00:06:54.320]  他們剛剛去了教會
[00:06:54.320 --> 00:06:56.560]  去了堅島浸信會
[00:06:56.560 --> 00:07:00.800]  回來的時候要跨過一些死屍
[00:07:00.800 --> 00:07:02.240]  這樣回家
[00:07:02.240 --> 00:07:04.800]  家人以為他們炸死了
[00:07:04.800 --> 00:07:08.400]  戰爭其實今天不停發生
[00:07:08.400 --> 00:07:12.480]  所以聖經裡面從《創世紀》開始
[00:07:12.480 --> 00:07:14.000]  我不敢考你了
[00:07:14.000 --> 00:07:15.920]  因為你的冷知識比我厲害
[00:07:15.920 --> 00:07:20.800]  一直到《啟示錄》都說戰爭
[00:07:20.800 --> 00:07:26.000]  記載戰爭不停發生
[00:07:26.000 --> 00:07:28.640]  但是《新面記》第20章
[00:07:28.640 --> 00:07:34.240]  就不是記載戰爭的事實
[00:07:34.240 --> 00:07:36.880]  《新面記》第20章
[00:07:36.880 --> 00:07:45.040]  是屬於《誡命律例典章》的其中一章
[00:07:45.040 --> 00:07:51.760]  也就是說上帝教以色列人怎樣打仗
[00:07:51.760 --> 00:07:54.720]  是唯一的一章
[00:07:54.720 --> 00:08:00.560]  其他經文記載怎樣發生那件事
[00:08:00.560 --> 00:08:06.080]  如果我們用一些比較哲學的術語來說
[00:08:06.080 --> 00:08:09.040]  那是實言
[00:08:09.040 --> 00:08:11.360]  那是現實
[00:08:11.360 --> 00:08:13.920]  人就是這樣 很殘忍的
[00:08:13.920 --> 00:08:17.280]  打仗的時候不問情由
[00:08:17.280 --> 00:08:20.320]  總之就要得勝
[00:08:20.320 --> 00:08:23.280]  那是實言的現實
[00:08:23.280 --> 00:08:24.800]  聖經沒有隱瞞
[00:08:24.800 --> 00:08:27.360]  聖經從來都不是童話故事
[00:08:27.360 --> 00:08:32.000]  王子公主他們在夕陽那裡騎著白馬
[00:08:32.000 --> 00:08:37.280]  And they lived happily ever after
[00:08:37.280 --> 00:08:40.320]  20世紀的王子公主的故事
[00:08:40.320 --> 00:08:44.480]  是停在巴黎一條隧道
[00:08:44.480 --> 00:08:46.320]  你太小了
[00:08:46.320 --> 00:08:52.080]  你可能忘記了查理士和戴安娜的故事
[00:08:52.080 --> 00:08:55.520]  《新民記》20章不是說現實
[00:08:55.520 --> 00:08:59.840]  《新民記》20章是說應言
[00:08:59.840 --> 00:09:02.640]  應該的應
[00:09:02.640 --> 00:09:05.920]  不是實言 不是現實
[00:09:05.920 --> 00:09:10.240]  是你應該怎樣打仗
[00:09:10.240 --> 00:09:12.960]  如果你是神的子民
[00:09:12.960 --> 00:09:15.040]  你打仗的時候
[00:09:15.040 --> 00:09:16.240]  你應該怎樣做
[00:09:16.240 --> 00:09:21.840]  我們看看《新民記》第20章第一節
[00:09:21.840 --> 00:09:23.200]  到第四節
[00:09:23.200 --> 00:09:25.040]  找到嗎?
[00:09:25.040 --> 00:09:26.560]  你有聖經
[00:09:26.560 --> 00:09:33.680]  請你跟我一起讀這一段慷慨激昂的開場白
[00:09:33.680 --> 00:09:35.280]  好嗎?
[00:09:35.280 --> 00:09:41.040]  《新民記》第20章第一節到第四節
[00:09:41.040 --> 00:09:42.640]  我們一起讀
[00:09:42.640 --> 00:09:46.320]  你出去與仇敵爭戰的時候
[00:09:46.320 --> 00:09:51.680]  看見馬匹、車輛並有比你多的人民
[00:09:51.680 --> 00:09:53.600]  不要怕他們
[00:09:53.600 --> 00:09:59.280]  因為領你出埃及地的耶和華你神與你同在
[00:09:59.280 --> 00:10:02.160]  你們將要上陣的時候
[00:10:02.160 --> 00:10:06.480]  祭司要到百姓面前宣告說
[00:10:06.480 --> 00:10:08.080]  以色列人啊
[00:10:08.080 --> 00:10:09.760]  你們當聽
[00:10:09.760 --> 00:10:13.680]  你們今天將要與仇敵爭戰
[00:10:13.680 --> 00:10:15.440]  不要膽怯
[00:10:15.440 --> 00:10:18.160]  不要懼怕戰驚
[00:10:18.160 --> 00:10:21.600]  也不要因他們驚恐
[00:10:21.600 --> 00:10:26.720]  因為耶和華你們的神與你們同在
[00:10:26.720 --> 00:10:30.720]  要為你們與仇敵爭戰
[00:10:30.720 --> 00:10:34.240]  拯救你們
[00:10:34.240 --> 00:10:37.040]  如果我問你這四節
[00:10:37.040 --> 00:10:39.360]  你要定一個主題
[00:10:39.360 --> 00:10:42.320]  你會給一個什麼主題?
[00:10:42.320 --> 00:10:44.080]  可能不止一個
[00:10:44.080 --> 00:10:47.680]  有人馬上會想到不要懼怕
[00:10:47.680 --> 00:10:48.640]  是吧?
[00:10:48.640 --> 00:10:52.240]  有人可能想到神與你同在
[00:10:52.240 --> 00:10:56.960]  有人可以再說神為你爭戰
[00:10:56.960 --> 00:10:58.720]  也對的
[00:10:58.720 --> 00:11:01.200]  這是很正面的
[00:11:01.200 --> 00:11:03.520]  在打仗之前
[00:11:03.520 --> 00:11:06.320]  要鼓舞士氣
[00:11:06.320 --> 00:11:08.160]  將軍
[00:11:08.160 --> 00:11:10.240]  你看電影也見過
[00:11:10.240 --> 00:11:12.080]  Lord of the Rings
[00:11:12.080 --> 00:11:13.920]  打仗之前
[00:11:13.920 --> 00:11:15.920]  肯定有一個人走出來
[00:11:15.920 --> 00:11:19.840]  說一段很激昂的說話
[00:11:19.840 --> 00:11:23.520]  說要鼓舞軍心
[00:11:23.520 --> 00:11:26.080]  西明記這一處
[00:11:26.080 --> 00:11:29.840]  這個責任是交給了祭司
[00:11:29.840 --> 00:11:31.520]  剛才你才在唱的
[00:11:31.520 --> 00:11:33.920]  我們是軍尊的祭司
[00:11:33.920 --> 00:11:35.600]  懂不懂得說這番話?
[00:11:35.600 --> 00:11:37.120]  祭司說什麼?
[00:11:37.120 --> 00:11:43.280]  祭司跟他們說歷史的事實
[00:11:43.280 --> 00:11:47.600]  以色列人在歷史當中
[00:11:47.600 --> 00:11:50.400]  打過很多場仗
[00:11:50.400 --> 00:11:52.480]  入加南還沒有發生
[00:11:52.480 --> 00:11:56.240]  摩西現在還沒有帶他們過約旦河
[00:11:56.240 --> 00:11:57.600]  應該還沒有打仗
[00:11:57.600 --> 00:11:58.800]  打了
[00:11:58.800 --> 00:12:01.520]  以色列人出埃及
[00:12:01.520 --> 00:12:02.800]  如果你記得
[00:12:02.800 --> 00:12:03.920]  出埃及記
[00:12:03.920 --> 00:12:06.320]  剛才誰說去過生命之道?
[00:12:06.320 --> 00:12:08.480]  讀了出埃及記沒有?
[00:12:08.480 --> 00:12:09.920]  讀了
[00:12:09.920 --> 00:12:11.440]  出埃及記說
[00:12:11.440 --> 00:12:14.720]  他們剛剛過完紅海
[00:12:14.720 --> 00:12:18.080]  還是一班奴隸
[00:12:18.080 --> 00:12:24.240]  奴隸就絕對不會接受軍訓的
[00:12:24.240 --> 00:12:26.880]  因為如果你懂得打仗
[00:12:26.880 --> 00:12:31.120]  下面接著會發生的兩個字就是作反
[00:12:31.120 --> 00:12:33.520]  所以以色列人什麼都懂
[00:12:33.520 --> 00:12:37.360]  奴隸是當年的專業人士
[00:12:37.360 --> 00:12:41.680]  所以他們可以在曠野不毛之地
[00:12:41.680 --> 00:12:47.760]  能夠做出一隻金牛毒
[00:12:47.760 --> 00:12:50.400]  我們當中有人讀engineering的
[00:12:50.400 --> 00:12:52.800]  你告訴我在曠野要做金牛毒
[00:12:52.800 --> 00:12:55.680]  第一件事是什麼?
[00:12:55.680 --> 00:12:58.720]  可能你想到的是溫度
[00:12:58.720 --> 00:13:00.480]  融了一些金屬
[00:13:00.480 --> 00:13:03.200]  有人可能想到是倒個模
[00:13:03.200 --> 00:13:06.000]  很複雜的過程他們做到
[00:13:06.000 --> 00:13:07.840]  奴隸不要看輕他們
[00:13:07.840 --> 00:13:11.440]  但奴隸唯一不懂的就是打仗
[00:13:11.440 --> 00:13:16.640]  曠野阿瑪力人就趁你病
[00:13:16.640 --> 00:13:17.680]  什麼?
[00:13:17.680 --> 00:13:20.320]  要你命
[00:13:20.320 --> 00:13:24.560]  結果在那場戰爭當中
[00:13:24.560 --> 00:13:29.200]  約書亞脫穎而出
[00:13:29.200 --> 00:13:32.240]  成為摩西的幫手
[00:13:32.240 --> 00:13:33.520]  你讀出埃及記
[00:13:33.520 --> 00:13:35.040]  很精彩的記載
[00:13:35.040 --> 00:13:39.200]  這是記載歷史事實
[00:13:39.200 --> 00:13:40.560]  Reality
[00:13:40.560 --> 00:13:42.240]  以色列人
[00:13:42.240 --> 00:13:45.680]  敵人不會讓你休養生息
[00:13:45.680 --> 00:13:47.920]  不會讓你有訓練
[00:13:47.920 --> 00:13:50.400]  然後才來跟你打仗
[00:13:50.400 --> 00:13:57.200]  他就是趁你攻其不備就打仗
[00:13:57.200 --> 00:13:59.200]  但是那場戰爭
[00:13:59.200 --> 00:14:00.800]  如果你讀聖經你記得
[00:14:00.800 --> 00:14:03.680]  摩西在山上祈禱
[00:14:03.680 --> 00:14:08.000]  阿倫和胡爾托著他的手
[00:14:08.000 --> 00:14:11.360]  摩西何時舉手
[00:14:11.360 --> 00:14:16.640]  以色列人在山下何時得勝
[00:14:16.640 --> 00:14:21.440]  所以打勝仗的關鍵
