
[00:00:00.000 --> 00:00:05.840]  請師父讓我們聆聽主導熱線
[00:00:05.840 --> 00:00:08.080]  讓我們同心低頭禱告
[00:00:08.080 --> 00:00:09.440]  願我們主我們
[00:00:09.440 --> 00:00:11.120]  父神多謝你
[00:00:11.120 --> 00:00:15.920]  多謝你讓我們能夠再一次打開你的啟示
[00:00:15.920 --> 00:00:20.800]  來一起去捉得到上帝你的心思意念
[00:00:20.800 --> 00:00:23.680]  明白當中你的心願
[00:00:23.680 --> 00:00:26.240]  求你的幫助
[00:00:26.240 --> 00:00:33.920]  讓我們作為你的子民同樣學會如何去實踐主你的心思
[00:00:33.920 --> 00:00:36.240]  特別在這個世代裏面
[00:00:36.240 --> 00:00:43.360]  你所期盼的不是我們做一番烈士或善事
[00:00:43.360 --> 00:00:50.720]  而是做一番能夠讓人認罪悔改的救恩請求的事
[00:00:50.720 --> 00:00:53.120]  求你的幫助帶領
[00:00:53.120 --> 00:00:56.320]  讓我們每一個屬你的子民都有這份智慧
[00:00:56.320 --> 00:00:59.040]  能夠一同努力
[00:00:59.040 --> 00:01:02.320]  來到好像你的獨生兒子耶穌基督一樣
[00:01:02.320 --> 00:01:04.320]  全然投入
[00:01:04.320 --> 00:01:07.920]  我們禱告奉靠主耶穌基督德性的明智以求
[00:01:07.920 --> 00:01:08.880]  阿們
[00:01:08.880 --> 00:01:13.360]  在開始講今天的經文之前有少少更正
[00:01:13.360 --> 00:01:19.040]  在上個禮拜的談及道有關於冰釘
[00:01:19.040 --> 00:01:23.600]  我想做一個更正
[00:01:23.600 --> 00:01:27.840]  在第28章第4節裏面說
[00:01:27.840 --> 00:01:33.760]  看守的人因他客得混身亂戰甚至和死人一樣
[00:01:33.760 --> 00:01:36.800]  我重溫我的講道時
[00:01:36.800 --> 00:01:39.760]  我發覺我講了那裏只有一群冰釘
[00:01:39.760 --> 00:01:42.720]  其實應該說是一群冰釘
[00:01:42.720 --> 00:01:46.880]  所以我想在這裏做一個更正
[00:01:46.880 --> 00:01:52.800]  因為這個錯誤其實是源自於在前文談論裏
[00:01:52.800 --> 00:01:57.920]  當比拉多叫這班文士祭司法尼塞人
[00:01:57.920 --> 00:02:00.160]  他們說要派冰釘去的時候
[00:02:00.160 --> 00:02:05.680]  比拉多說你有一個的冰士
[00:02:05.680 --> 00:02:07.680]  你有看守的冰釘
[00:02:07.680 --> 00:02:10.320]  在這裏我混淆了
[00:02:10.320 --> 00:02:13.680]  在這方面先做一個更正
[00:02:13.680 --> 00:02:16.000]  是有一群的冰釘
[00:02:16.000 --> 00:02:20.160]  究竟是同時出現還是一起出現
[00:02:20.160 --> 00:02:21.760]  還是輪更呢
[00:02:21.760 --> 00:02:24.320]  這些就沒有詳細說了
[00:02:24.320 --> 00:02:30.640]  不過我有責任要說清楚給大家知道內文
[00:02:30.640 --> 00:02:38.160]  今天我們回到今天的主日崇拜所講的經文
[00:02:38.160 --> 00:02:42.080]  就是馬太福音第28章11至15節
[00:02:42.080 --> 00:02:47.200]  題目叫做「真的改不了 假的更動人」
[00:02:47.200 --> 00:02:49.440]  說什麼呢
[00:02:49.440 --> 00:02:51.120]  今天我們一起去看看
[00:02:51.120 --> 00:02:56.480]  首先我想問大家一個問題
[00:02:56.480 --> 00:03:03.120]  誠實和忠誠是否真的能夠改變一個人
[00:03:03.120 --> 00:03:05.120]  原本是立心不良的人
[00:03:05.120 --> 00:03:09.920]  但是可以透過我們的誠實或者忠誠
[00:03:09.920 --> 00:03:16.320]  去扭轉他們的心思意念以及他們的行為呢
[00:03:16.320 --> 00:03:23.840]  誠實和忠誠又能否促成一些立心不良的人
[00:03:23.840 --> 00:03:29.600]  他們要做壞事的時候做得更加嚴厲呢
[00:03:29.600 --> 00:03:33.120]  在這一點上我們很值得去思想的
[00:03:33.120 --> 00:03:35.280]  因為很多時候我們作為基督徒
[00:03:35.280 --> 00:03:37.120]  我們都會去問一個問題
[00:03:37.120 --> 00:03:38.880]  我們作為信徒
[00:03:38.880 --> 00:03:43.200]  我們要在這個世界上誠實無偽
[00:03:43.200 --> 00:03:46.560]  又要表現出我們有忠誠
[00:03:46.560 --> 00:03:52.480]  在這個世界上好像被視為一種很愚蠢的行為
[00:03:52.480 --> 00:03:55.520]  在我一些人生經驗當中
[00:03:55.520 --> 00:03:57.600]  或者你也有類似的情況
[00:03:57.600 --> 00:04:01.920]  就是雖然我們每個人都認為誠實無偽
[00:04:01.920 --> 00:04:07.120]  或者忠誠是可以幫助人去進步的
[00:04:07.120 --> 00:04:14.320]  尤其是對於一些人做了一些事情是無心之失
[00:04:14.320 --> 00:04:19.760]  然後你作為一個身邊的其中一個的同伴
[00:04:19.760 --> 00:04:24.000]  如果你能夠很忠誠地誠實地告訴他
[00:04:24.000 --> 00:04:30.240]  他的錯誤或許可能會造成幫助他進步的空間
[00:04:30.240 --> 00:04:34.320]  因為很多時候正所謂當局者迷
[00:04:34.320 --> 00:04:38.480]  做事的人有時候真的很投入的時候
[00:04:38.480 --> 00:04:40.240]  做了一些事情
[00:04:40.240 --> 00:04:43.840]  可能還沒發覺原來自己做錯了
[00:04:43.840 --> 00:04:44.560]  看不到的
[00:04:44.560 --> 00:04:46.800]  你作為身邊的一份子你可以提醒他
[00:04:46.800 --> 00:04:51.760]  但是是不是真的每一次當你這樣提醒這些人
[00:04:51.760 --> 00:04:56.080]  會促成了這個人的成長進步
[00:04:56.080 --> 00:05:02.880]  還是如果那個人本身他真的想做一件壞事
[00:05:02.880 --> 00:05:07.680]  而當你向他說出誠實的話的時候
[00:05:07.680 --> 00:05:13.120]  他就會更變本加厲呢
[00:05:13.120 --> 00:05:16.560]  而且會不會造成一個局面會讓他覺得
[00:05:16.560 --> 00:05:25.120]  我們作為一個基督徒這樣做法其實是很傻的呢
[00:05:25.120 --> 00:05:29.200]  有時候有些朋友以前都這樣
[00:05:29.200 --> 00:05:34.320]  我還沒信主的時候他就已經看見我比較老實
[00:05:34.320 --> 00:05:37.920]  說Ellen你的性情真的是
[00:05:37.920 --> 00:05:40.000]  廣東話有句不是很聽的說話叫做
[00:05:40.000 --> 00:05:42.000]  「擔屎唔偷食」
[00:05:42.000 --> 00:05:45.040]  其實搭屎哪有偷食呢
[00:05:45.040 --> 00:05:48.000]  這個很香港地道的成語
[00:05:48.000 --> 00:05:49.440]  我很明白的
[00:05:49.440 --> 00:05:55.360]  但是他說有時候你也要知道有些人立心不良
[00:05:55.360 --> 00:05:58.960]  你有時候這麼坦白跟別人說話
[00:05:58.960 --> 00:06:03.760]  可能對你未必有好處反而可能對你有傷害
[00:06:03.760 --> 00:06:10.240]  我欣賞這些大兄姐妹的或者朋友的建議
[00:06:10.240 --> 00:06:14.000]  但是是不是因為有時候我們知道
[00:06:14.000 --> 00:06:19.120]  別人看見我們這麼老實或者誠實
[00:06:19.120 --> 00:06:24.960]  然後我們就不去說一些誠實的話呢
[00:06:24.960 --> 00:06:27.840]  如果有不同的情況
[00:06:27.840 --> 00:06:30.400]  是不是也有不同的情況
[00:06:30.400 --> 00:06:32.400]  有不同的處理方法
[00:06:32.400 --> 00:06:34.880]  怎樣去說出誠實的話呢
[00:06:34.880 --> 00:06:38.560]  而在聖經裏面我們看見很多聖經的人物
[00:06:38.560 --> 00:06:41.120]  是不是即使他是神的子民
[00:06:41.120 --> 00:06:43.680]  他們每次都說誠實的話呢
[00:06:43.680 --> 00:06:46.240]  譬如最簡單典型的例子
[00:06:46.240 --> 00:06:49.040]  在舊約聖經裏面有個叫做大衛
[00:06:49.040 --> 00:06:54.320]  大衛是不是神的選立的一個君王
[00:06:54.320 --> 00:06:56.320]  得到神的喜悅呢
[00:06:56.320 --> 00:06:57.760]  不是的
[00:06:57.760 --> 00:07:02.320]  但是大衛是不是經常說真話呢
[00:07:02.320 --> 00:07:04.320]  似乎不是的
[00:07:04.320 --> 00:07:07.760]  究竟怎樣處理好呢
[00:07:07.760 --> 00:07:13.920]  所以當我們去觀察留心的時候
[00:07:13.920 --> 00:07:17.920]  其實不多不少也幫助到我們作為信徒
[00:07:17.920 --> 00:07:22.400]  應該怎樣去更加掌握在這個世界上
[00:07:22.400 --> 00:07:25.280]  去實踐上帝的話
[00:07:25.280 --> 00:07:27.280]  他的心願的同時
[00:07:27.280 --> 00:07:33.280]  我們也要怎樣有智慧地去應對這個世界
[00:07:33.280 --> 00:07:36.160]  特別是這個充滿罪惡的世界
[00:07:36.160 --> 00:07:39.280]  有時真實的事情你說了出來
[00:07:39.280 --> 00:07:41.280]  未必能改變到那個人的心意
[00:07:41.280 --> 00:07:43.920]  或者未必能改進到那個人的看法
[00:07:43.920 --> 00:07:47.280]  但是更矛盾的地方是
[00:07:47.280 --> 00:07:49.280]  如果那些假的說話給那個人
[00:07:49.280 --> 00:07:51.760]  似乎那些人喜歡聽假的說話多一點
[00:07:51.760 --> 00:07:55.760]  所以今天我們一起透過這段聖經去觀察
[00:07:55.760 --> 00:07:58.640]  這段經文所介紹的情況
[00:07:58.640 --> 00:08:03.280]  怎樣真實的又改變不了一些立心不良的人的心態
[00:08:03.280 --> 00:08:07.440]  假的說話反而也更受大眾的歡迎
[00:08:07.440 --> 00:08:10.240]  我們來看看這種矛盾的世界
[00:08:10.240 --> 00:08:13.760]  而我們作為基督徒在其間要怎樣處理好呢
[00:08:13.760 --> 00:08:16.240]  我們一起打開這段聖經第28章
[00:08:16.240 --> 00:08:18.240]  馬太福音第11至15節
[00:08:18.240 --> 00:08:20.240]  我們一起去讀一下很短的經文
[00:08:20.240 --> 00:08:27.200]  我相信絕大多數的信徒讀這段聖經也很快會過
[00:08:27.200 --> 00:08:30.240]  而這段聖經卻是引伸了一個神學出來
[00:08:30.240 --> 00:08:34.240]  我們一起去讀一下這段聖經
[00:08:34.240 --> 00:08:40.240]  我們一起打開馬太福音第28章第11至15節
[00:08:40.240 --> 00:08:46.240]  他們去的時候看守的兵有幾個進城去
[00:08:46.240 --> 00:08:50.240]  將所經歷的事都報給祭司長
[00:08:50.240 --> 00:08:54.240]  祭司長和長老聚集相議
[00:08:54.240 --> 00:08:58.240]  就拿許多銀錢給兵丁
[00:08:58.240 --> 00:09:00.240]  說你們要這樣說
[00:09:00.240 --> 00:09:04.240]  夜間我們睡覺的時候
[00:09:04.240 --> 00:09:08.240]  他的門徒來把他偷去了
[00:09:08.240 --> 00:09:12.240]  倘若這話被巡撫聽見
[00:09:12.240 --> 00:09:14.240]  有我的勸他
[00:09:14.240 --> 00:09:16.240]  保你們無事
[00:09:16.240 --> 00:09:18.240]  兵丁受了銀錢
[00:09:18.240 --> 00:09:22.240]  就照所祝福他們的去行
[00:09:22.240 --> 00:09:28.240]  這話就傳說在猶太人中間直到今日
[00:09:28.240 --> 00:09:31.240]  回顧一下前文說什麼
[00:09:31.240 --> 00:09:34.240]  前文我們正在說耶穌基督的門徒
[00:09:34.240 --> 00:09:38.240]  當時已經四散了
[00:09:38.240 --> 00:09:40.240]  不在耶穌身邊
[00:09:40.240 --> 00:09:42.240]  只剩下一群婦女
[00:09:42.240 --> 00:09:45.240]  一群不起眼的婦女
[00:09:45.240 --> 00:09:49.240]  特別有幾個我們知道她們的名字叫瑪利亞
[00:09:49.240 --> 00:09:55.240]  他們對於耶穌基督的關愛
[00:09:55.240 --> 00:09:59.240]  以及他的啟示和預言
[00:09:59.240 --> 00:10:03.240]  一直都想留心觀察
[00:10:03.240 --> 00:10:08.240]  其實這種做法和彼得都很類似
[00:10:08.240 --> 00:10:11.240]  彼得正是耶穌最初被捕的時候
[00:10:11.240 --> 00:10:16.240]  被捕到平原裏面的時候
[00:10:16.240 --> 00:10:19.240]  他都繼續在裏面觀察
[00:10:19.240 --> 00:10:21.240]  看這件事發生是怎樣
[00:10:21.240 --> 00:10:24.240]  所以信徒其實第一件事我們需要學會的
[00:10:24.240 --> 00:10:26.240]  就是要留心觀察
[00:10:26.240 --> 00:10:28.240]  看情況是怎樣
[00:10:28.240 --> 00:10:30.240]  人民亦雲
[00:10:30.240 --> 00:10:34.240]  當這群婦女比彼得更進一步
[00:10:34.240 --> 00:10:36.240]  就是她們直接去墳墓裏面
[00:10:36.240 --> 00:10:38.240]  一直守候去看
[00:10:38.240 --> 00:10:40.240]  究竟有什麼事情發生
[00:10:40.240 --> 00:10:42.240]  在上文我們見過
[00:10:42.240 --> 00:10:46.240]  這件事情就是當她們一大清早
[00:10:46.240 --> 00:10:50.240]  去到耶穌的墳墓的地方
[00:10:50.240 --> 00:10:52.240]  或者說得更準確
[00:10:52.240 --> 00:10:55.240]  亞利米泰而來的約瑟
[00:10:55.240 --> 00:10:58.240]  所新掘的墳墓給了耶穌安葬的地方
[00:10:58.240 --> 00:11:00.240]  叫做「足留地」
[00:11:00.240 --> 00:11:02.240]  然後怎樣呢?
[00:11:02.240 --> 00:11:06.240]  她們發現當時有一件神蹟出現了
[00:11:06.240 --> 00:11:08.240]  有天使降臨
[00:11:08.240 --> 00:11:10.240]  然後震動這地
[00:11:10.240 --> 00:11:13.240]  然後就在這個時候
[00:11:13.240 --> 00:11:17.240]  這群婦女接受了天使
[00:11:17.240 --> 00:11:22.240]  以及耶穌的差使
[00:11:22.240 --> 00:11:25.240]  猜明他們要做什麼
[00:11:25.240 --> 00:11:27.240]  他們要將這個消息
[00:11:27.240 --> 00:11:30.240]  耶穌復活了的這個消息
[00:11:30.240 --> 00:11:32.240]  去向門徒說
[00:11:32.240 --> 00:11:34.240]  並且提醒他們
[00:11:34.240 --> 00:11:36.240]  耶穌之前跟他們說過
[00:11:36.240 --> 00:11:39.240]  要約定在加利利的地方
[00:11:39.240 --> 00:11:42.240]  跟他們再次見面
[00:11:42.240 --> 00:11:45.240]  這個片段可以說是
[00:11:45.240 --> 00:11:47.240]  馬太福音記載到教會的
[00:11:47.240 --> 00:11:50.240]  生死存亡的最重要的時間
[00:11:50.240 --> 00:11:52.240]  如果這群婦女
[00:11:52.240 --> 00:11:56.240]  不按照耶穌的說法去做的時候
[00:11:56.240 --> 00:11:59.240]  或者這群婦女真的照說
[00:11:59.240 --> 00:12:01.240]  但門徒又不相信
[00:12:01.240 --> 00:12:04.240]  當時這群婦女所說的話
[00:12:04.240 --> 00:12:07.240]  教會就已經可以在這裡
[00:12:07.240 --> 00:12:09.240]  完結了
[00:12:09.240 --> 00:12:11.240]  停止了
[00:12:11.240 --> 00:12:13.240]  所以耶穌基督
[00:12:13.240 --> 00:12:16.240]  基本上在這段聖經裡
[00:12:16.240 --> 00:12:21.240]  將整個教會的命運壓住了
[00:12:21.240 --> 00:12:25.240]  在這群婦女的猜明當中
[00:12:25.240 --> 00:12:28.240]  情況就好像我們所看的
[00:12:28.240 --> 00:12:32.240]  約伯記當中的約伯
[00:12:32.240 --> 00:12:34.240]  上帝將他的名譽
[00:12:34.240 --> 00:12:37.240]  將上帝看事情的準確性
[00:12:37.240 --> 00:12:40.240]  與上帝對異的看法
[00:12:40.240 --> 00:12:43.240]  完全壓在約伯身上
[00:12:43.240 --> 00:12:45.240]  你看看弟兄姊妹
[00:12:45.240 --> 00:12:48.240]  我們這裡的上帝對我們來說
[00:12:48.240 --> 00:12:50.240]  如果是屬於他的子民
[00:12:50.240 --> 00:12:52.240]  他真的很看重我們
[00:12:52.240 --> 00:12:55.240]  不是給我們隨便做的
[00:12:55.240 --> 00:12:58.240]  他將他的命運
[00:12:58.240 --> 00:13:00.240]  說得俗一點
[00:13:00.240 --> 00:13:02.240]  是將上帝的名譽
[00:13:02.240 --> 00:13:04.240]  權威
[00:13:04.240 --> 00:13:08.240]  全部壓在願意聽他的話的人身上
[00:13:08.240 --> 00:13:14.240]  當我們在這件事的時候
[00:13:14.240 --> 00:13:18.240]  這群婦女如何回應呢
[00:13:18.240 --> 00:13:25.240]  而這群知道這件事的人又如何回應呢
[00:13:25.240 --> 00:13:30.240]  成為我們今天所看的經文的一個很重要的部分
[00:13:30.240 --> 00:13:32.240]  今天我們所看的這段聖經
[00:13:32.240 --> 00:13:36.240]  可以說是歷史上有記載最大
[00:13:36.240 --> 00:13:39.240]  最明顯的貪污案
[00:13:39.240 --> 00:13:42.240]  為什麼呢
[00:13:42.240 --> 00:13:46.240]  這件事明明就是讓我們看到
[00:13:46.240 --> 00:13:50.240]  這群祭司長或猶太人工會
[00:13:50.240 --> 00:13:53.240]  基本上這群人
[00:13:53.240 --> 00:13:58.240]  其實根本上是為了自己的權益
[00:13:58.240 --> 00:14:02.240]  來進行一場賄賂
[00:14:02.240 --> 00:14:04.240]  剛才我們約了已經說過
[00:14:04.240 --> 00:14:05.240]  他們花了一大筆錢
[00:14:05.240 --> 00:14:07.240]  我一會詳細再說
[00:14:07.240 --> 00:14:10.240]  但當我們看到這段聖經裡
[00:14:10.240 --> 00:14:12.240]  有一個很重要的字眼
[00:14:12.240 --> 00:14:15.240]  卻重複重複地出現
[00:14:15.240 --> 00:14:18.240]  就是報告
[00:14:18.240 --> 00:14:20.240]  或者叫宣告
[00:14:20.240 --> 00:14:22.240]  我們仔細看一下
[00:14:22.240 --> 00:14:26.240]  一開始這段聖經就說到
