
[00:00:00.000 --> 00:00:05.520]  今天會和大家一起分享的經文
[00:00:05.520 --> 00:00:08.000]  仍然是在馬太福音
[00:00:08.000 --> 00:00:11.840]  也都是屬於登山部分的頭一部分
[00:00:11.840 --> 00:00:19.360]  今天我們所看的經文是從第五章第43至第48節
[00:00:19.360 --> 00:00:24.800]  今天我給了一個題目它叫做歸回上帝的源泉
[00:00:24.800 --> 00:00:31.360]  今天我們會看到最後一部分有關主耶穌基督
[00:00:31.360 --> 00:00:35.360]  在這一連串的反思題目裡
[00:00:35.360 --> 00:00:38.560]  我去到第六個反思題目
[00:00:38.560 --> 00:00:44.480]  也可以說是反思的最後一個部分
[00:00:44.480 --> 00:00:48.800]  今天我們所處在這個世界裡
[00:00:48.800 --> 00:00:57.280]  我相信其實每一天我們都接收到很多似是而非的觀念
[00:00:57.280 --> 00:01:00.320]  或者我們英文說叫做ideology
[00:01:00.320 --> 00:01:04.240]  這個不是一個什麼出奇的事情
[00:01:04.240 --> 00:01:12.240]  但奇在在這個世界裡有很多已經承認自己是神的子民的人
[00:01:12.240 --> 00:01:16.640]  甚至有些他們聲稱自己是主的僕人
[00:01:16.640 --> 00:01:20.960]  他們是未能夠去準確地辨識到這些
[00:01:20.960 --> 00:01:26.560]  可以說是排山似海的這麼多的觀念
[00:01:26.560 --> 00:01:34.080]  但這些觀念所帶來的傷害和誤導其實是非常之嚴重的
[00:01:34.080 --> 00:01:39.200]  因為當我們將這些觀念帶進到我們的教會
[00:01:39.200 --> 00:01:42.000]  或者我們屬靈的生活裡面的時候
[00:01:42.000 --> 00:01:47.760]  甚至有些傳道人是拿了來在他的講道裡面的
[00:01:47.760 --> 00:01:53.680]  那就很容易導致很多信徒誤導這些錯誤的神學
[00:01:53.680 --> 00:01:57.680]  還以為自己是在正道當中
[00:01:57.680 --> 00:02:02.240]  其中一個我相信大家都曾經聽過的有一句這樣的說話
[00:02:02.240 --> 00:02:09.360]  就是說對敵人仁慈就是等同於對自己的殘忍
[00:02:09.360 --> 00:02:13.200]  不知道大家知不知道這句話的出處
[00:02:13.200 --> 00:02:19.200]  但是這句話聽上去好像很合道理
[00:02:19.200 --> 00:02:24.400]  有些信徒甚至用到這句話作為一種
[00:02:24.400 --> 00:02:29.600]  向在福音這個征戰的時候的主調
[00:02:29.600 --> 00:02:35.440]  而有些傳道人他們甚至引用這句話
[00:02:35.440 --> 00:02:39.280]  去指導其實今天我們作為信徒
[00:02:39.280 --> 00:02:42.720]  怎樣去抗衡這個罪惡
[00:02:42.720 --> 00:02:48.400]  還有在這個社會當中我們應該怎樣去不斷去追求公義
[00:02:48.400 --> 00:02:51.760]  所以有些教會的教目
[00:02:51.760 --> 00:02:53.520]  你不要管是天主教也好
[00:02:53.520 --> 00:02:55.920]  基督教教會也好
[00:02:55.920 --> 00:03:04.400]  他們都以為聖經裡面是要教會帶領這個世界去追求公義平等
[00:03:04.400 --> 00:03:07.440]  這類型的社會活動
[00:03:07.440 --> 00:03:13.360]  所以有些目者甚至很積極的參與一些所謂抗爭的活動
[00:03:13.360 --> 00:03:16.720]  但是如果當我們去小心去留意到
[00:03:16.720 --> 00:03:21.120]  我們今天聽了很多類似的說話的時候
[00:03:21.120 --> 00:03:22.960]  譬如剛才我所說的這一句
[00:03:22.960 --> 00:03:28.720]  其實原來這句話對敵人仁慈就等同於對自己殘忍
[00:03:28.720 --> 00:03:34.480]  原來查考它出自於一份的網絡小說
[00:03:34.480 --> 00:03:37.680]  這個網絡小說叫做《神墓》
[00:03:37.680 --> 00:03:40.640]  墓就是墓園的墓
[00:03:40.640 --> 00:03:43.280]  就是一個墳墓的意思
[00:03:43.280 --> 00:03:50.800]  在這個作品裡面原來廣泛流傳在網絡世界裡面
[00:03:50.800 --> 00:03:55.440]  也造就了寫這個小說的這個作者
[00:03:55.440 --> 00:03:59.600]  但是如果我們更查考它的背景的時候
[00:03:59.600 --> 00:04:04.160]  原來我們才發現到這一句話
[00:04:04.160 --> 00:04:07.360]  原來是出自於這一篇文章
[00:04:07.360 --> 00:04:13.040]  是作為中國近代的一種統戰的產物
[00:04:13.040 --> 00:04:15.600]  更加嚴重的是什麼呢?
[00:04:15.600 --> 00:04:18.320]  就是這種教導
[00:04:18.320 --> 00:04:21.520]  借了進去教會裡面
[00:04:21.520 --> 00:04:23.840]  教壞很多的信徒
[00:04:23.840 --> 00:04:27.600]  並且能做到一個地步
[00:04:27.600 --> 00:04:32.000]  和基督耶穌原本的教導是背道而馳
[00:04:32.000 --> 00:04:35.120]  而很多信徒都仍然不知道
[00:04:35.120 --> 00:04:39.440]  所以今天我們來到這一段聖經
[00:04:39.440 --> 00:04:43.520]  耶穌來到第六個反思的題目
[00:04:43.520 --> 00:04:45.840]  在這個反思的題目裡面
[00:04:45.840 --> 00:04:50.240]  耶穌要進一步去幫助他的聽眾
[00:04:50.240 --> 00:04:54.560]  他的門徒讓他們怎樣有目標
[00:04:54.560 --> 00:05:00.240]  準確地去定準回歸上帝的方向是什麼
[00:05:00.240 --> 00:05:06.800]  原來就是要回到上帝那份完全的生命裡面
[00:05:06.800 --> 00:05:08.800]  所以為什麼我今天給這個題目叫做
[00:05:08.800 --> 00:05:11.360]  歸回上帝的完全
[00:05:11.360 --> 00:05:12.960]  我們會讀和合本的版本
[00:05:12.960 --> 00:05:14.880]  如果是讀英語的版本
[00:05:14.880 --> 00:05:16.960]  弟兄姊妹可以跟著螢光屏上面
[00:05:16.960 --> 00:05:20.240]  所打出的New English Translation
[00:05:20.240 --> 00:05:22.480]  我們一起慢慢去讀
[00:05:22.480 --> 00:05:25.920]  「你們聽見有話說
[00:05:25.920 --> 00:05:28.480]  當愛你的淪陷
[00:05:28.480 --> 00:05:30.800]  恨你的仇敵
[00:05:30.800 --> 00:05:33.520]  只是我告訴你們
[00:05:33.520 --> 00:05:36.400]  要愛你們的仇敵
[00:05:36.400 --> 00:05:39.760]  為那逼迫你們的禱告
[00:05:39.760 --> 00:05:44.240]  這樣就可以作你們天賦的兒子
[00:05:44.240 --> 00:05:50.400]  因為他叫日頭照好人也照歹人
[00:05:50.400 --> 00:05:54.800]  降雨給義人也給不義的人
[00:05:54.800 --> 00:05:58.640]  你們若單愛那愛你們的人
[00:05:58.640 --> 00:06:01.120]  有什麼賞賜呢
[00:06:01.120 --> 00:06:05.120]  就是遂理不也是這樣行嗎
[00:06:05.120 --> 00:06:09.040]  你們若單請你弟兄的安
[00:06:09.040 --> 00:06:12.240]  比人有什麼長處呢
[00:06:12.240 --> 00:06:16.720]  就是愛幫人不也是這樣行嗎
[00:06:16.720 --> 00:06:19.920]  所以你們要完全
[00:06:19.920 --> 00:06:24.720]  將你們的天賦完全一樣」
[00:06:24.720 --> 00:06:29.680]  這段經文我們會分為三個部分去看
[00:06:29.680 --> 00:06:32.320]  第一個部分我們會去看一個副題
[00:06:32.320 --> 00:06:36.560]  叫做提防魚目混珠的教條
[00:06:36.560 --> 00:06:39.200]  我們會集中看第五章
[00:06:39.200 --> 00:06:41.680]  第43節的經文
[00:06:41.680 --> 00:06:45.440]  在一開始的第43節裏面
[00:06:45.440 --> 00:06:51.600]  其實都是承繼在之前的一連串的反思的題目
[00:06:51.600 --> 00:06:55.120]  包括第21節、27節、33節
[00:06:55.120 --> 00:06:58.080]  和剛剛上一課我們講完的第38節
[00:06:58.080 --> 00:07:01.760]  都強調到當時耶穌基督
[00:07:01.760 --> 00:07:05.360]  坐在他面前的這幫跟隨他的門徒
[00:07:05.360 --> 00:07:11.600]  他們聽到一些由傳統所帶來的一些講話
[00:07:11.600 --> 00:07:16.720]  這次耶穌就引用了當時猶太古人
[00:07:16.720 --> 00:07:19.280]  所流傳下來的一個講論
[00:07:19.280 --> 00:07:21.040]  這句話是什麼呢
[00:07:21.040 --> 00:07:26.000]  「多愛你的鄰舍,恨你的仇敵」
[00:07:26.000 --> 00:07:29.920]  首先我們要了解一下這個引句
[00:07:29.920 --> 00:07:36.080]  這個引句是相對耶穌在之前的五個引述裏面
[00:07:36.080 --> 00:07:38.560]  有一個很不同的地方
[00:07:38.560 --> 00:07:43.200]  和合本就將它譯為一句好像經文一樣
[00:07:43.200 --> 00:07:47.520]  「多愛你的鄰舍,恨你的仇敵」
[00:07:47.520 --> 00:07:53.920]  但是如果當我們去比較一下一些英語的版本
[00:07:53.920 --> 00:07:55.200]  翻譯本
[00:07:55.200 --> 00:08:01.360]  甚至如果有機會去看這個希臘文的版本的時候
[00:08:01.360 --> 00:08:04.560]  我們發現到原來這個引句
[00:08:04.560 --> 00:08:08.320]  耶穌是將它打斷了
[00:08:08.320 --> 00:08:12.320]  是「多愛你的鄰舍」打斷了它
[00:08:12.320 --> 00:08:15.840]  然後再加一句語及什麼呢
[00:08:15.840 --> 00:08:19.840]  接著就是「恨你的仇敵」
[00:08:19.840 --> 00:08:22.400]  其就其在是什麼呢
[00:08:22.400 --> 00:08:26.000]  在這個組合裏面我們發覺
[00:08:26.000 --> 00:08:29.600]  原來只有一半的說話
